,w475959205,w475960231,w477684043,w526337678,w533804140,w541438316,w541914139,w574606561,w592870302,w633724575,w246792829,w469681591,w471892367,w482824940,w506294760,w533818162,w534573301,w592487869,w592781545,w1083279101,w538115135,w539744154,w1086210743,w1086210744,w541965088,w541965085,w534572399,w534572395,w534565230,w535349143
2182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189,8.254,8.3294,8.355,8.4922,8.701600000000001,8.582,8.535200000000001,8.439,8.467,8.5398,8.3432,8.275,8.9162,8.2342,8.2556,8.414,8.4432,8.4004,8.4988,8.334999999999999,8.4824,8.4956,8.2726,8.4696,8.594800000000001,8.2784,8.3584,8.373,8.570000000000002,8.6636
2190,83.6705,87.4888,84.98250000000002,86.7794,88.6982,87.4915,88.9504,85.7805,86.04650000000001,88.71209999999999,84.3064,83.87,92.9224,83.6234,83.0512,88.36300000000001,86.3139,84.99080000000001,85.1501,84.0875,87.1798,86.3887,83.5652,87.19919999999999,89.9396,83.4793,87.0593,87.2685,88.435,87.9847
2191,224.5349,257.8179,228.8426,234.8495,235.2934,233.8667,253.76120000000003,229.3202,229.4794,250.8006,222.802,224.6543,259.6609,225.9157,217.8238,259.0456,234.5709,224.6206,216.9665,221.262,240.0206,230.3887,221.6539,241.4412,258.5802,220.1935,250.5159,251.3456,244.9988,231.3439
2192,420.9357,535.2162999999999,428.0778,438.3423,422.3966,427.2531,503.2644,422.7666,420.9962,492.151,407.1788,419.6079,492.7025,427.5989,396.4838,532.5727999999999,441.4405,408.9734,372.9897,402.286,457.9014,421.8935,408.9371,464.122,515.7298,403.1591,506.3263,508.1088,468.5964,411.2711
2193,552.0782,659.2994999999999,554.9123,559.3049,535.5124000000001,545.0006,620.2099999999999,546.4150999999999,543.5827,609.3038999999999,535.2244,549.9539,594.7201,559.3014999999999,528.4245999999999,653.3518,564.2616,534.6586,495.9926,530.8335,578.5676000000001,543.2998,539.7559,585.0827999999999,629.8421999999999,533.9488,630.2639999999999,631.3973,585.3674,526.3054
2194,595.1656,661.5575,594.3609,593.6137,573.0352,582.1748,631.3220000000001,586.7733000000001,584.2441,624.2517,582.1172,593.2687000000001,605.2253,600.2814999999999,580.0478,655.5794000000001,598.0398,580.2778000000001,553.0888,579.5305,606.1448,583.3244,586.8307000000001,610.6284,635.9206,582.9793999999999,642.3009999999999,642.6459,608.2142,568.1492000000001
2195,673.3857,725.1433,667.2828,659.2833,630.7346,644.8430999999999,688.6704,656.3915999999999,652.7612,682.4799999999999,657.6248,670.6629,646.2634999999999,678.7498999999999,660.5917999999999,715.5727999999999,665.6365000000001,653.0054,624.8637,655.891,670.3434,650.4515,665.3801000000001,674.8,689.3338,661.8310999999999,707.3983,706.9037999999999,667.3764000000001,628.6691
2196,478.8329,482.8689,477.8496,476.5385,473.1534,474.9007,478.8292,476.5392,476.1024,478.2835999999999,477.086,478.5053,473.4779,479.3787,477.7418,481.6676,477.3029,476.4306,473.5925,476.977,477.52060000000006,475.77470000000005,478.0689,477.9572,478.6102,477.7415,481.2319,481.1226,476.8648,473.1539
2197,521.5705,509.8743999999999,514.7284999999999,505.4002,493.0746,500.3715,498.7452,509.7185,508.0485,499.1253,516.7411999999999,520.318,475.2032,522.4241999999999,522.9476,504.6650000000001,508.32270000000005,513.0024,508.9333,517.5575,504.8394,506.1791,521.1156000000001,505.27560000000005,494.2088,521.0969,509.7809,508.7465,498.633,496.1591
2198,348.7537,331.4826,346.0503,342.29920000000004,340.99980000000005,342.3371,332.48480000000006,345.37710000000004,345.1527,333.9631,349.1752,348.5854,327.53739999999993,348.1548,352.15,330.42580000000004,342.69190000000003,347.9592,351.3373,349.9985,339.7262,344.5447,350.1198,339.07120000000003,329.7344,350.8309,335.03810000000004,334.5423,336.75140000000005,343.1983
2199,226.6911,208.8856,224.9939,222.603,223.75260000000003,223.7413,212.4868,225.2903,225.3891,214.1459,228.238,226.7652,211.7776,225.7998,230.3932,208.7734,222.4301,227.6184,232.4835,229.0305,219.6934,225.0793,228.3996,218.8268,210.2328,229.2415,213.0951,212.7359,217.5382,225.6721
2200,123.1943,103.6447,121.3372,118.7207,119.9974,119.9769,107.6136,121.6684,121.7788,109.436,124.8992,123.2771,106.8605,122.2141,127.2602,103.5272,118.5275,124.2226,129.57229999999998,125.769,115.5246,121.4405,125.0719,114.57200000000002,105.1422,125.9969,108.2697,107.8762,113.1636,122.1029
2201,8.8688,8.7361,9.0267,9.2399,9.638,9.4204,9.1648,9.1839,9.2363,9.1983,9.0544,8.9081,9.8467,8.819299999999998,8.927800000000001,8.888200000000001,9.1482,9.149,9.401599999999998,9.0515,9.178,9.2836,8.9285,9.1416,9.239,8.951799999999999,8.8526,8.8737,9.3046,9.598
2202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2213,17.1163,19.3321,17.904200000000003,18.9829,20.157000000000004,19.4229,20.2428,18.3914,18.553800000000003,20.1078,17.5124,17.2381,22.6547,17.0823,16.7618,19.8632,18.6987,17.925,18.0511,17.384,19.209000000000003,18.7601,17.0625,19.2156,20.831,17.0153,19.0961,19.2212,19.9596,19.7345
2214,186.2845,272.2538,197.1035,212.2024,212.6462,209.3535,261.0504,198.0575,198.3755,253.3651,181.4944,186.523,275.0494,189.92839999999995,168.8932,275.149,211.6459,186.0128,165.8521,177.53249999999997,225.6318,200.6347,178.7582,229.3552,273.3336,174.95529999999997,253.2393,255.3395,238.233,202.5427
2215,307.2313,419.3028999999999,316.9772,330.7573,321.3822,322.6479,394.4292,314.26039999999995,313.3548,383.8704,296.5388,306.5521,395.1191,313.0767,283.757,419.1692,332.3421,299.8938,268.0837,291.599,349.2918,315.0323,296.2197,354.9108,408.1166,290.8271,392.3399,394.4702,362.07360000000006,309.5987
2216,491.8165,684.2614999999998,502.501,517.9675,488.049,497.9395,627.2919999999999,492.33699999999993,488.949,608.411,467.28,489.2755,604.0964999999999,503.3745,450.393,678.606,523.8965000000001,469.521,407.2225,459.11,551.221,490.0695,471.2415,561.932,647.567,461.3775,634.9414999999999,637.756,568.1080000000001,469.7415
2217,524.7964,613.126,527.8196,532.3707999999999,514.3428,521.2812,582.5459999999999,521.4452,519.3204000000001,573.6468,511.6148,523.2028,564.3211999999999,530.574,505.4372,608.8435999999999,536.0891999999999,511.5492,480.5692,507.962,548.0772,519.2876,514.8348,553.3235999999999,590.8483999999999,510.1196,589.55,590.5796,554.2547999999999,506.5388
2218,295.59770000000003,295.1327999999999,298.3033,301.9658,308.27660000000003,304.7691,301.7064,300.8101,301.64570000000003,302.0905,298.4448,296.22439999999995,312.768,294.8834,296.2008,297.5958,300.50350000000003,300.0284,303.6437,298.3235,301.2414,302.4375,296.3996,300.736,303.1148,296.6961,296.6153,296.9893,303.4854,307.4511
2219,206.5724,204.7074,208.6026,211.343,216.5064,213.6892,210.2872,210.6402,211.3194,210.7346,208.988,207.0818,219.1094,205.9242,207.3668,206.6756,210.1544,210.2076,213.518,208.957,210.5176,211.9292,207.3594,210.0392,211.2292,207.668,206.2504,206.5206,212.1388,216.0044
2220,259.48580000000004,257.31269999999995,261.9207,265.2077,271.3824,268.0114,263.9776,264.3579,265.1703,264.5075,262.3712,260.0951,274.5365,258.71309999999994,260.42420000000004,259.6682,263.786,263.8326,267.7778,262.3315,264.2296,265.901,260.4219,263.66,265.1122,260.7884,259.1452,259.4697,266.1766,270.7754
2221,172.9211,171.36009999999996,174.6214,176.91649999999998,181.2406,178.88129999999998,176.0328,176.32779999999997,176.89659999999998,176.40739999999997,174.944,173.34769999999995,183.4211,172.3783,173.58620000000002,173.00840000000002,175.9211,175.9654,178.7375,174.918,176.22539999999998,177.40729999999996,173.5801,175.82479999999998,176.8218,173.8385,172.6521,172.8784,177.5832,180.8201
2222,102.8205,101.8896,103.8305,105.1938,107.7634,106.3615,104.6668,104.8445,105.1825,104.8897,104.0228,103.074,109.0568,102.4978,103.2164,102.869,104.6023,104.6296,106.27769999999998,104.0075,104.7826,105.4859,103.2124,104.5444,105.1352,103.3661,102.6581,102.7925,105.589,107.5139
2223,52.3413,51.8686,52.8567,53.552400000000006,54.863,54.14789999999999,53.2848,53.373900000000006,53.5463,53.3983,52.95439999999999,52.470600000000005,55.52419999999999,52.1768,52.5428,52.3682,53.25070000000001,53.264,54.1041,52.9465,53.343,53.7011,52.541,53.2216,53.524,52.6193,52.2601,52.3287,53.7546,54.7355
2224,71.81740000000002,70.0274,72.33760000000001,73.033,74.72640000000001,73.8442,72.0172,72.99520000000001,73.21440000000001,72.2696,72.678,71.9818,74.72939999999998,71.55420000000001,72.3168,70.63560000000001,72.6494,73.0176,74.38300000000001,72.72200000000001,72.5776,73.3842,72.1794,72.3692,72.15919999999998,72.33300000000001,70.7954,70.8556,72.93880000000001,74.6994
2225,6.2093,6.114599999999999,6.3187,6.4664,6.743,6.591899999999999,6.4128,6.427899999999999,6.4643,6.436299999999999,6.3384,6.236599999999999,6.8862,6.174799999999999,6.2508,6.2202,6.402699999999999,6.404,6.5801,6.336499999999999,6.423000000000001,6.4971,6.251,6.397600000000001,6.464,6.2673,6.1961,6.210699999999999,6.5106,6.7155
2226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237,8.254,8.3294,8.355,8.4922,8.701600000000001,8.582,8.535200000000001,8.439,8.467,8.5398,8.3432,8.275,8.9162,8.2342,8.2556,8.414,8.4432,8.4004,8.4988,8.334999999999999,8.4824,8.4956,8.2726,8.4696,8.594800000000001,8.2784,8.3584,8.373,8.570000000000002,8.6636
2238,23.8542,24.077099999999994,24.1423,24.533700000000003,25.1288,24.7886,24.6608,24.381100000000004,24.460700000000003,24.6731,24.1072,23.9139,25.7449,23.7983,23.857,24.3178,24.3944,24.270200000000003,24.5478,24.0835,24.5072,24.5422,23.9063,24.471200000000003,24.8314,23.9224,24.1576,24.1993,24.757400000000004,25.0198
2239,121.948,123.74009999999998,123.4655,125.53029999999998,128.49040000000002,126.774,126.5508,124.6595,125.0575,126.5507,123.1668,122.2465,132.04829999999998,121.6993,121.8234,124.959,124.8338,124.0126,125.2312,123.0175,125.5056,125.4804,122.1469,125.3564,127.4962,122.1966,123.9886,124.2125,126.849,127.8684
2240,423.4802,535.0831999999999,430.8198,441.338,426.5992,430.8766,504.73960000000005,425.9646,424.34620000000007,493.9318,410.418,422.2664,495.89519999999993,429.8956,399.6684,532.8288,444.1702,412.3828,377.7049999999999,405.621,460.3528,425.3286,411.8632,466.3636,517.1076,406.257,507.0522,508.8438,471.1024000000001,415.6182
2241,359.1028,375.00999999999993,362.1992,366.4756,369.0576,367.0524,375.516,363.3704,363.7608,374.2296,359.33359999999993,359.39559999999994,382.5164,359.50199999999995,356.0864,376.5272000000001,365.79239999999993,360.8064,358.4644,358.544,368.7024,364.4972,358.0116,369.1992,378.3727999999999,357.4172,372.038,372.5792,371.9496,366.8396
2242,212.1817,210.2653,214.2668,217.0813,222.3846,219.4911,215.9964,216.3596,217.0572,216.456,214.6628,212.7049,225.0575,211.5159,212.9978,212.2868,215.8605,215.9154,219.3157,214.631,216.2334,217.6835,212.9901,215.742,216.9638,213.3071,211.8503,212.1278,217.8984,221.8691
2243,211.2461,209.338,213.3229,216.1262,221.4082,218.5263,215.046,215.4073,216.1021,215.5037,213.7172,211.7672,224.0708,210.583,212.0588,211.3514,214.9103,214.9648,218.3513,213.6855,215.2818,216.7259,212.0512,214.7924,216.0096,212.3669,210.9165,211.1929,216.9402,220.8947
2244,134.6006,133.3823,135.9239,137.71009999999998,141.07640000000004,139.2398,137.0204,137.2523,137.69510000000002,137.3123,136.17559999999995,134.93269999999998,142.7717,134.17789999999997,135.11899999999997,134.6654,136.9352,136.9706,139.12939999999998,136.1555,137.1716,138.0926,135.1139,136.8596,137.6342,135.3152,134.3888,134.5649,138.22820000000002,140.7494
2245,103.7564,102.8179,104.7761,106.1525,108.7464,107.3312,105.6212,105.7997,106.14090000000002,105.8461,104.97,104.0123,110.0529,103.4307,104.1558,103.8066,105.5554,105.5826,107.246,104.9545,105.7376,106.4472,104.1519,105.4972,106.0942,104.307,103.5934,103.7291,106.5518,108.4944
2246,102.8205,101.8896,103.8305,105.1938,107.7634,106.3615,104.6668,104.8445,105.1825,104.8897,104.0228,103.074,109.0568,102.4978,103.2164,102.869,104.6023,104.6296,106.27769999999998,104.0075,104.7826,105.4859,103.2124,104.5444,105.1352,103.3661,102.6581,102.7925,105.589,107.5139
2247,57.01990000000001,56.5071,57.5796,58.3351,59.7582,58.9817,58.0448,58.1412,58.3284,58.168,57.68560000000001,57.1603,60.4765,56.8413,57.238600000000005,57.049600000000005,58.0075,58.0218,58.9339,57.677,58.107800000000005,58.496500000000005,57.2367,57.976,58.3046,57.3217,56.9321,57.006600000000006,58.5548,59.6197
2248,39.2606,38.9052,39.6454,40.1648,41.144000000000005,40.6098,39.96360000000001,40.0318,40.1606,40.04859999999999,39.7188,39.357200000000006,41.6364,39.1376,39.41160000000001,39.278400000000005,39.9394,39.95,40.5782,39.713,40.008,40.2762,39.41,39.9172,40.142,39.4686,39.1982,39.2494,40.3152,41.049
2249,12.4241,12.2391,12.6434,12.9395,13.4926,13.1903,12.8348,12.8618,12.9346,12.8814,12.682,12.4787,13.782099999999998,12.3553,12.5062,12.4504,12.8121,12.8134,13.1645,12.678,12.8534,13.0003,12.5071,12.8028,12.9378,12.5395,12.4011,12.4304,13.0292,13.4371
2250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2261,25.5313,30.300899999999995,27.1772,29.4313,31.8442,30.3279,32.1432,28.1804,28.5148,31.8464,26.3328,25.7821,37.1331,25.4707,24.759,31.3992,28.8461,27.1918,27.399700000000003,26.059,29.9298,28.9443,25.4017,29.9528,33.382600000000004,25.2951,29.7679,30.0302,31.5036,30.9507
2262,211.6655,332.8042,227.2865,249.0716,250.55580000000003,245.4365,317.90360000000004,228.97250000000005,229.53450000000004,307.1209,205.2996,212.087,339.1446,216.7056,187.2288,337.221,248.0881,211.8852,183.9539,199.6975,267.9062,232.82730000000004,201.1638,273.0868,335.4124,195.8427,306.19870000000003,309.2105,285.977,236.1993
2263,371.1949000000001,601.8566000000001,391.2571,419.6236,400.3362,402.9367,550.6708000000001,385.66870000000006,383.80590000000007,528.9395,349.1916,369.7978,552.105,383.2248,322.88159999999993,601.5846,422.8835,356.09880000000004,290.6329,339.0245,457.7698,387.2595,348.5322,469.33400000000006,578.8436,337.4337,546.3641000000001,550.7491,484.0798000000001,376.0827
2264,560.9245000000001,820.4328,575.9485,597.6394,558.7022,571.2535,745.0624,562.8025,558.4205,719.6780999999999,528.4664,557.638,716.2663999999999,576.3554,505.1792,813.3590000000002,605.3079,531.8468,448.6201,517.4175,642.3358000000001,560.1107,533.3492,656.6712000000001,772.7316,520.1093000000001,754.2333000000001,758.1145,665.623,533.8186999999999
2265,749.8637,984.2261,754.7928,762.6797,707.7838,730.1371,895.8028,735.0696,728.4952000000001,871.8076,711.7332,744.9329,834.9879,765.9703,697.9290000000001,970.0908,774.1849,709.7601999999999,623.6393,702.201,805.0822000000001,727.5087,722.5812999999999,819.5452,916.1814,709.7619,920.1291,922.4298,818.8864,688.0623
2266,891.0788000000001,1077.3764,885.2272,878.2628,812.3112000000001,842.5404,984.0672,860.6704,852.4848000000001,963.7824,850.7968000000001,884.9396,896.3595999999999,906.3372,847.9960000000001,1057.3792,892.5876000000001,843.5448000000001,762.6931999999999,843.724,914.2728,848.8588000000001,866.7012,927.4848000000002,995.0536,855.5356000000002,1021.5484,1022.0152,917.0736,799.7452000000001
2267,884.9102,983.0805,871.3853,853.5719,794.9704,824.2166,909.308,848.9561,841.4797,897.3248999999998,853.0264,879.3029,821.0191,895.5745,860.2846000000001,963.1798,866.6556,843.1306,787.2806,849.8385,875.0096000000001,836.5318000000001,869.1889000000001,883.8047999999999,909.5262,862.2628,948.4499999999998,947.2403,867.7514000000001,791.6734
2268,810.1739,837.0664,793.6911,771.503,726.2654,750.5736999999999,786.7492,775.9347,770.0159000000001,781.8831,788.3979999999999,805.7348,711.0784000000001,816.3062,801.0748,820.1566,781.8609,778.2536,746.7455,788.1845,780.3886,764.9437,802.3484000000001,785.0412,779.9912,799.1754999999999,821.2019,819.0890999999999,767.7118,729.4309
2269,537.0722000000001,523.7938,530.4188,521.3378,509.8896,516.7525999999999,513.7844000000001,525.7436,524.1852,514.354,532.7267999999999,535.9034,491.547,537.7614,538.8408000000001,518.8788000000001,524.065,529.1304,525.9241999999999,533.596,520.4384,522.387,536.8625999999999,520.738,509.2288,536.9526,524.2438000000001,523.2248,514.3244,513.0366
2270,251.0654,245.9472,252.3826,254.1404,258.59360000000004,256.2882,251.23560000000003,254.1082,254.6834,251.9362,253.3524,251.4968,258.3048,250.3556,252.462,247.53360000000004,253.1338,254.2244,257.9126,253.487,252.87840000000003,255.1194,252.0536,252.3124,251.5508,252.4758,248.0582,248.2066,253.76880000000003,258.5706
2271,279.7542,247.4208,275.4118,269.3628,268.5716,270.1586,250.9904,274.8046,274.6022,253.847,281.2768,279.6024,244.624,278.45239999999995,286.2448,246.0868,269.717,279.4184,286.6542,282.781,264.3764,273.673,282.5096,263.024,246.2248,283.9126,254.4358,253.6078,259.40840000000003,272.4586
2272,332.7115,148.92199999999997,307.6735,272.809,267.501,276.9745,168.376,303.8995,302.6415,184.5695,341.004,331.76800000000003,130.75799999999998,325.40099999999995,369.54,141.02100000000002,275.0105,330.23400000000004,370.9135,349.5725,244.549,297.2565,348.276,236.924,141.09799999999998,356.2155,188.6195,183.8635,216.013,289.7085
2273,17.7425,17.4801,18.056,18.4793,19.2694,18.8375,18.3308,18.368,18.472,18.3972,18.1108,17.8205,19.6843,17.644299999999998,17.8594,17.782000000000004,18.2973,18.2986,18.7997,18.105,18.3566,18.5659,17.8609,18.2844,18.4782,17.9071,17.711100000000002,17.753,18.608000000000004,19.1899
2274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
