w538115135,w539744154
298.8634,286.9373
311.79400000000004,301.7848
22.0314,22.283900000000003
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
91.56400000000002,73.5104
207.7184,177.32260000000002
362.193,301.9783
454.3242,395.1059
467.08220000000006,421.5425
463.2606,426.9007
336.4192,320.699
183.27140000000003,180.3247
32.1272,32.4938
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
50.4434,44.1585
148.186,134.4734
193.6342,183.3353
445.026,388.1084000000001
248.59160000000003,242.0904
238.30260000000004,233.3773
119.50480000000002,120.00379999999998
40.008,40.2762
16.522199999999998,16.7107
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
51.267,45.0233
95.7478,93.1847
117.449,117.40449999999998
153.1836,153.2696
130.50480000000002,131.3794
66.6812,67.12859999999999
66.6812,67.12859999999999
155.07,153.5306
33.967600000000004,34.3566
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
66.676,56.3176
121.42140000000002,114.4805
114.9174,115.2757
166.74300000000002,166.2771
190.424,189.6788
255.36720000000005,249.3282
275.5976,266.835
318.3952,308.6974
117.5196,120.4302
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
52.8526,46.7093
356.4994,274.6391
373.8634,311.55150000000003
477.5344,413.9056
325.83200000000005,309.0862
189.069,188.32530000000003
172.18640000000002,171.3196
54.2946,54.6587
78.18820000000001,79.7211
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
150.83720000000002,114.83440000000002
322.05740000000003,253.8749
459.4906,366.4013
561.042,474.0074
589.138,519.043
575.584,522.3928000000001
492.1282,460.0855
326.5322,316.67650000000003
169.1952,173.9006
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
18.8512,18.8776
190.8182,166.7759
311.5118,270.3683
531.556,453.1104
487.0084000000001,439.3082
539.4794,492.5087
478.6472,448.4494
365.7984,354.0356
188.358,193.7312
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
139.427,107.7129
79.21260000000001,78.3127
210.063,197.5873
102.876,103.567
468.354,424.9366
544.465,497.03010000000006
133.44,133.9004
375.7716,363.6944
189.2366,194.6351
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
172.677,130.4423
352.2182,273.69609999999994
487.02220000000005,386.1163
591.0546,497.9725
643.4334000000001,563.5987
616.2876000000001,558.104
531.3140000000001,496.1634
385.2714000000001,373.0245
199.2232,204.9332
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
151.36900000000003,116.2737
230.4276,195.2612
478.428,380.613
589.869,497.1313
638.467,559.8233
589.4472000000001,535.7464
523.4546,489.3613
369.9882,358.72709999999995
184.397,189.5519
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
44.438,40.7492
102.9036,99.9932
183.4686,177.1349
115.26,116.033
152.93300000000002,153.7279
85.7326,86.3065
91.4484,92.0608
120.1894,120.3175
49.56420000000001,50.0925
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
67.059,57.8291
160.799,146.0113
107.6442,108.3661
74.3036,74.8018
164.89260000000002,165.53390000000002
50.485400000000006,50.8233
48.5788,48.9044
47.6298,47.9507
80.8638,82.2057
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
31.4678,30.6251
69.74940000000001,69.8525
122.48960000000002,122.9218
196.52480000000003,194.4934
338.4144,321.784
456.5214,425.8065
95.2576,95.8962
74.3036,74.8018
41.4196,41.7576
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
30.5844,29.746
198.1438,174.04649999999998
149.18540000000002,147.79629999999997
129.5532,130.4218
262.0242,256.21849999999995
237.7894,234.7941
140.93099999999998,141.4703
101.43500000000002,101.8845
56.12920000000001,56.7484
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11.3094,11.3253
85.6482,84.81569999999999
77.15780000000001,77.6759
269.04200000000003,257.8634
248.9218,244.5817
110.4984,111.2402
160.58620000000002,160.7113
90.3034,90.8347
52.6492,53.18300000000001
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
11.3094,11.3253
94.07700000000004,92.7769
72.397,72.8829
65.7262,66.1673
93.351,93.9773
202.7306,202.2561
54.2946,54.6587
50.485400000000006,50.8233
75.0952,76.15899999999999
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
118.8362,97.2897
167.47700000000003,153.3479
223.0794,211.1799
216.581,213.5587
249.4884,245.724
110.4984,111.2402
63.82360000000001,64.2508
188.4446,187.1777
225.4662,232.2753
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13.1978,13.2169
90.2896,89.48859999999999
182.748,178.0676
118.1182,118.9095
62.872,63.2932
219.151,218.0781
80.0168,80.5522
128.9688,129.2582
46.9372,47.3116
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
68.30120000000001,60.9322
57.49680000000001,57.580000000000005
115.26,116.033
178.7208,178.50240000000002
405.9832,380.7256
246.5928,243.87580000000003
388.767,373.1263
103.3658,103.9235
32.385600000000004,32.602999999999994
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
212.35100000000003,162.36169999999998
336.51140000000004,270.6867
453.0746,373.5951
597.7408,511.5378
636.0188,565.5992
593.845,546.0107
538.4112,507.913
394.86980000000005,385.5499
160.2914,164.3825
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
168.4712,132.974
164.7316,152.2266
245.343,229.7901
176.2624,176.33780000000002
120.9758,121.7873
105.7376,106.4472
47.6298,47.9507
27.6248,27.81
17.144800000000004,17.259
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
16.965400000000002,16.9899
134.324,128.51600000000002
138.18220000000002,138.3865
123.834,124.6638
270.999,266.2389
310.2342,302.6435
193.3112,192.9742
101.6526,102.2731
70.4064,71.20400000000001
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
123.4624,103.16899999999998
223.171,197.0993
334.73620000000005,297.31510000000003
506.1542,447.3027
655.7576,584.175
637.0418,584.8018999999999
571.9416,539.8514
403.8116,395.2194
142.32780000000002,145.6337
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
77.95100000000001,69.9331
120.339,116.9521
368.5990000000001,320.44390000000004
328.1456,310.5262
212.42400000000004,212.1352
134.314,135.2148
146.81580000000002,147.5689
61.917,62.331900000000005
79.9178,80.92209999999999
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
106.7914,91.7601
123.0672,119.7192
204.6028,198.5958
300.5658,288.1281
373.3988000000001,356.2978
352.2508,341.11300000000006
85.7326,86.3065
68.58780000000002,69.0475
27.6248,27.81
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
7.5418,7.552299999999999
41.4686,41.5297
120.0208,120.826
110.4984,111.2402
87.63520000000001,88.22300000000001
67.6328,68.0862
66.6812,67.12859999999999
92.3994,93.0197
23.8156,23.974599999999995
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
24.5072,24.5422
87.4026,87.11850000000001
66.6812,67.12859999999999
86.6836,87.2654
163.3198,164.2183
100.9734,101.6505
104.7826,105.4859
35.2472,35.4832
85.0424,86.1662
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
162.63600000000002,133.2178
185.29720000000003,171.2038
143.8068,144.0968
423.6032,388.5984
129.5532,130.4218
295.27020000000005,290.6301
67.6328,68.0862
26.6698,26.8487
28.576400000000003,28.7676
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
151.179,125.5389
270.4584,232.7952
267.499,250.6995
459.6416,416.402
423.1796000000001,400.1398
189.48800000000003,190.1476
210.83900000000003,210.5699
128.2004,128.8616
67.539,68.1313
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
201.61120000000005,160.7884
385.004,307.012
537.8212000000001,439.3442
662.3662,568.6509
697.1424000000001,622.6494
704.8188000000001,647.5686000000001
610.5144,578.7516
445.721,438.2965
267.7226,277.9963
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
225.82040000000003,178.45159999999998
398.7444,317.4752
536.5432000000001,441.2358
660.8590000000002,569.9852999999999
739.3684000000001,658.8896
721.7018,663.6395
618.2046,586.8589
448.97760000000005,441.9908
273.6838,284.35850000000005
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
222.8938,177.3731
404.2478000000001,322.1555
560.947,459.0833
681.0132000000001,586.534
724.8936,648.3032
706.8274000000001,651.7569
633.1362,601.2369
465.9982,458.9911
289.829,301.6287
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
105.8052,94.6584
160.01100000000002,152.9703
558.702,458.004
659.7126000000001,570.6557
697.2658000000001,626.1637000000001
665.6812,616.6758
605.037,575.9397
463.4642,456.90330000000006
271.24,282.0218
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
119.42260000000002,105.6157
392.1956,316.1372
539.1136,446.4412
666.2896000000001,576.9914
718.9098,644.9205
697.2586,644.8905
603.4442,575.2591000000001
435.7578,430.3663
244.3944,253.4914
8.2608,8.356
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
90.1014,83.4625
224.14040000000003,203.80740000000003
377.4756,337.0186
468.1494,428.2477
402.9208,386.1678
390.7216,379.1164
426.607,414.1393
208.0114,208.1927
176.9278,181.9609
11.0164,11.1412
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
142.18140000000002,123.5575
425.14560000000006,337.7326
470.1140000000001,403.1918
160.9838,162.06349999999998
664.4282000000001,603.1573
47.6298,47.9507
103.831,104.5283
60.9654,61.374300000000005
102.2618,103.6533
4.5886000000000005,4.6419
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
243.9718,195.3643
419.513,336.9995
568.8470000000001,472.2949
661.8978,578.6203
738.145,664.7669
696.9316000000001,647.9232
660.4774,630.0579
496.4864,491.1564
315.659,329.9911
16.522199999999998,16.7107
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
247.7598,198.5003
415.9014000000001,334.79150000000004
564.9666,470.2330999999999
681.7066000000001,594.2663
743.0738,669.3251
706.9386000000001,657.0547
640.4848,612.1856
500.4246,495.4753
307.307,321.2867
17.4394,17.6383
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
251.61920000000003,202.3246
439.18700000000007,350.4897
583.6258,485.5523
711.4060000000001,619.0508
755.1696000000002,681.0734
729.5136000000001,678.193
651.7664,623.5776000000001
493.63740000000007,489.3339000000001
151.3176,154.6812
19.2764,19.4974
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
257.24760000000003,206.0484
423.25700000000006,340.8727
574.5224000000001,479.4266
699.8474,610.2271000000001
749.162,676.3437999999999
722.3534000000001,672.1283
646.6908,619.3168000000001
502.4168000000001,498.4066
295.69280000000003,309.0092
21.1142,21.3563
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
260.17780000000005,210.2129
443.7096,356.0484
596.2326,497.7111
720.5820000000001,629.1258
764.3716000000001,691.1908
752.349,700.1319000000001
669.1782000000001,641.2519
516.488,512.8492000000001
316.3534,331.2665
23.865800000000004,24.1391
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
262.0698,211.7311
439.72080000000005,354.149
594.852,497.6904
717.8804000000001,627.7982
766.0614,693.2158999999999
745.0454000000001,694.4265
658.4514,631.9245
511.4122,508.31909999999993
313.6772,328.5704
25.7002,25.994300000000003
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
262.8976,212.8524
437.1398,353.31770000000006
578.8054000000001,487.6701
694.8796000000001,611.1526000000001
761.4720000000001,690.3408000000001
729.1018,681.1181
658.2466000000001,632.3719
507.7606,505.1893
325.35220000000004,341.4845
22.0314,22.283900000000003
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
188.6112,162.8018
295.46520000000004,262.7976
395.7632,360.3636
522.9992,480.2652
550.4069999999999,517.2397
730.2442000000001,682.9079
646.9642,622.5957
510.3562,508.2511
324.6178,340.8959
22.0314,22.283900000000003
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
246.11920000000003,203.4598
387.2274000000001,325.2701
533.4236000000001,459.2002
719.3692000000001,632.3378
761.8958,692.6979
749.6746,700.9119000000001
673.3000000000001,647.8138
532.3598,530.6195
326.9422,343.55370000000005
24.783,25.0667
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
271.8684,221.3874
446.6962,361.7175
599.0522000000001,505.8393
728.8332,640.6554
767.32,698.0633999999999
740.737,693.8519
647.3426000000001,624.3223
499.57900000000006,498.50110000000006
320.6206,336.8521
26.62,26.9258
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
288.0538,232.3189
447.0736,362.5626
611.46,515.6854000000001
724.5214,638.3013
768.2938,699.8575000000001
628.8978000000001,596.4835
458.9838,449.6099
508.81500000000005,508.1707
224.399,232.4721
33.0444,33.4214
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2.8264,2.831
207.2316,179.78999999999996
459.7526,375.0151
506.9982000000001,446.8639
680.4814000000001,607.9532999999999
287.2444,286.73
256.6406,257.2975
172.7846,173.87470000000002
185.9786,187.0893
311.376,326.608
35.802,36.2118
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
15.410800000000002,14.4684
186.2858,165.3765
426.3638,356.0019
626.803,531.9653
655.9894,590.0019
766.4484,702.0794
754.1382000000001,709.3467
683.6886000000001,660.8869
559.0138000000001,559.3681
353.4488,372.991
35.802,36.2118
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
20.7998,19.0563
295.2228,240.754
467.5768,378.8946
556.1396000000001,482.4476
390.2968,376.80640000000005
554.3698,525.4579
686.2246,649.6745000000001
579.5278,563.9005
267.4148,268.6432
79.0644,79.5948
13.7706,13.9279
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
23.1406,21.5229
304.6734,247.7875
474.1702,383.4227
634.2818,538.6091
744.1218,659.4915
785.6876,719.137
549.9176,529.7336
690.7214000000001,668.5915
547.3322000000001,548.7399
366.8596,388.646
29.3756,29.711
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
35.5974,31.785500000000003
274.56120000000004,229.1364
476.8062,386.41170000000005
633.3948,539.8422
751.2142,666.5985000000001
792.781,726.4137
729.1700000000001,689.2384
638.263,620.1129000000001
488.5526,490.1667
358.4866,379.4955
27.5372,27.8534
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
36.52760000000001,32.9644
318.3498,258.6617
477.9740000000001,381.62
652.3424,555.321
767.4592000000001,680.924
815.7338,747.0979
756.3212000000001,714.38
699.8876,678.8525999999999
558.9526000000001,561.4953
364.1648,385.9356
28.458400000000005,28.7834
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
34.585,31.9143
299.44020000000006,247.5791
462.85640000000006,374.0278
606.3598,523.9583
732.787,654.7139
773.7472,712.7612
739.2628,700.0212
669.5984000000001,650.9567999999999
222.4804,223.877
216.6666,223.9183
41.3078,41.7813
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
15.079600000000005,15.1022
215.611,191.0805
430.2374,356.6053
608.4392,527.1406
706.1686,635.3563
759.4184,701.8686
725.6750000000001,688.9219
680.2860000000001,661.7924
534.867,538.1688999999999
286.33500000000004,300.0047
45.89380000000001,46.4193
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
39.9568,36.9702
310.7582,257.5535
484.1318,391.6607
654.2220000000001,561.8444
778.1244,693.8416
810.778,746.587
751.0048,712.6107999999999
698.7568,680.1066000000001
554.562,558.586
267.2764,278.87980000000005
155.3068,184.4064
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
29.6382,28.5421
291.6624,246.4692
497.8138,402.4411
654.6148000000001,564.1406
772.142,690.6556
824.1708000000001,759.3322
743.1268,706.5858000000001
706.0158000000001,687.8029000000001
572.5606,577.3654999999999
144.6074,146.8177
155.3948,183.9372
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
