,w298890331,w472420804,w473457215,w475959205,w475960231,w476748191,w477684043,w478158110,w482663211,w482663212,w516261689,w526337678,w533804140,w535766602,w538114085,w539127966,w541436889,w541438316,w541772549,w541914139,w541965084,w543185521,w574606561,w574610371,w576480195,w579398457,w584478907,w587036156,w592870302,w592874720,w625668205,w633631672,w633647614,w633657246,w633668901,w633668944,w633706198,w633724575,w633724599,w639970921,w800747472,w839482158,w881941844,w884214063,w891199681,w896947029,w898628582,w900520092,w901800611,w1208680335,w246792829,w469681591,w482824940,w506294760,w592487869,w538115135,w539744154
10,579.582,340.0268,412.5356,595.2796000000001,840.136,375.83400000000006,564.9144,465.62320000000005,534.5492,483.11480000000006,566.1556,525.0472,386.5772,506.2491999999999,555.8948,371.9096,581.3708,455.2268,395.9384,664.07,579.6524,484.4212,512.0328,439.9412,368.8796,639.9708,495.0940000000001,700.0128,494.4056000000001,597.6916,800.4748000000001,531.7956,564.02,703.5251999999999,643.2068,633.2224,514.1684,634.5992,550.3172,468.2412000000001,560.8543999999999,522.4996000000001,546.3224,568.4268000000001,460.116,573.316,442.4888,599.7567999999999,555.5532000000001,617.6604,519.1932,582.0592,621.0319999999999,534.4788,496.4708,577.7228,483.0444
11,616.421,447.4784,462.8678000000001,664.0398,852.5605,447.697,624.3797,529.4941,584.7196,507.3724,591.4277999999999,571.6311000000001,427.8336000000001,556.5695999999999,604.0124000000001,435.7923,646.3254,501.4534,499.9417,678.64,586.9112,544.5555999999999,568.8688999999999,476.0656,438.8398,644.0004,554.202,719.4839,550.3653,627.6458,810.9274000000001,569.3728,609.4275,709.1576000000001,652.0684000000001,646.2587,550.8692,653.9321,602.8286,504.21560000000005,571.8497,567.3998,620.4337,614.0534,498.80050000000006,611.4005000000001,480.2969000000001,639.1559000000001,552.2716,639.2651999999999,588.8416000000001,650.1621,687.9585,614.2293999999999,561.8754,616.0264000000001,536.8822
12,577.2365,493.4386,450.6907,652.3677,768.2009999999999,458.264,606.9802999999999,524.8749,561.5929,465.3376,542.9592,546.0984,409.7374,536.0844,577.1371,439.4812,632.4390999999999,481.7791,537.8293,611.8120000000001,520.9378,534.8889,553.7710999999999,448.5979,448.2997,569.7626,542.6610000000001,653.9110999999999,536.0347,580.6242,728.2941000000001,535.0877,579.3789999999999,630.7438999999999,581.9191000000001,580.7733000000001,517.3513,594.0259,580.4254,474.1064,510.9238,540.5681999999999,617.9413,583.8131000000001,471.8645,573.8985,454.1281,600.5031,478.8884,582.9157999999999,584.7103999999999,639.0654000000001,672.346,617.8915999999999,555.9136,578.3326000000001,521.6363
13,474.0475,471.0302,380.7101,567.5255000000001,611.0359,407.5886,520.576,455.8714,473.6265,368.148,434.2562,457.2047,337.6906,452.3624,484.7147,384.2191,547.1737,402.8865,504.9966,481.8372,398.6054,460.7137,473.416,365.4111,397.4127,436.5018,466.2578,521.8389999999999,457.696,470.328,575.6659000000001,439.3793,484.01290000000006,489.2059,451.3095,454.32720000000006,423.6593,471.4508,491.6624,386.6752,393.7631,450.9588,543.735,487.9429,387.37700000000007,472.4334,371.657,496.0134000000001,353.27,464.2926,511.5932,555.7355,582.5437,549.0686000000001,483.3814,476.36340000000007,443.5901
14,336.0215,399.241,273.35290000000003,441.0267,423.7113000000001,315.03020000000004,394.55180000000007,346.5072,348.0769,238.98760000000004,293.2026,331.50930000000005,230.2486,331.0812,355.10350000000005,288.7789,421.0885,287.40610000000004,423.406,321.59440000000006,247.7266,346.9353,354.1046,247.8151,305.0611,275.2622,350.44860000000006,358.3856,340.6222,326.6232,393.3759,308.7713,352.01830000000007,319.2227,291.6871,298.00020000000006,295.2889,317.653,364.7872,264.8108,247.2985,324.9108,426.8308,355.38890000000004,267.896,335.8788,254.4136,356.1024,201.3944,313.997,396.7808,430.9149,451.4239,436.3718,370.1014,339.24940000000004,327.2825
15,17.4545,17.4446,18.0335,16.8561,16.6066,17.8564,17.1539,17.557299999999998,17.4517,18.1228,17.7084,17.556,18.3066,17.584799999999998,17.3831,18.006,16.9851,17.8963,17.2333,17.4148,17.939,17.5285,17.4503,18.1351,17.9209,17.703,17.4942,17.162300000000002,17.5491,17.4806,16.828900000000004,17.6713,17.3886,17.372300000000003,17.608300000000003,17.587699999999998,17.7701,17.4779,17.3378,18.002,17.9678,17.5958,17.0029,17.3639,17.9965,17.4641,18.0953,17.3159,18.2272,17.5218,17.206,16.9302,16.7628,16.9672,17.3844,17.4394,17.6383
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,130.26950000000002,50.181,79.0137,130.8231,210.6494,65.36760000000001,123.0149,93.0131,115.2067,103.2868,127.7748,112.8504,72.4838,106.7976,121.7985,65.22919999999999,127.1885,92.1973,67.1995,158.17719999999997,134.0898,99.0659,107.6753,88.96329999999999,63.55030000000001,152.38660000000002,102.3618,168.20329999999998,102.5621,136.5226,199.1447,116.0079,124.5554,171.0221,152.7253,149.2291,110.8947,148.8285,119.5806,97.3724,128.037,112.3114,115.6219,125.8337,94.6155,128.2519,89.50229999999999,135.92170000000002,128.2992,143.515,108.1524,126.9882,138.6932,111.3864,101.9612,129.5302,99.4665
32,333.319,125.9384,212.5106,322.5722,523.9951,173.6054,308.43429999999995,239.0335,294.2964,277.1196,332.033,290.32370000000003,201.1768,275.25199999999995,309.9524,176.29209999999995,315.7954,243.8226,165.6627,404.7048,353.0624,254.1052,274.78509999999994,240.3168,170.21699999999998,395.5908,261.9332,425.5020999999999,263.5687,350.0262,498.75819999999993,300.8384,317.1961,437.0679999999999,394.5396,385.0761,289.622,381.8050999999999,303.293,259.3612,337.99069999999995,289.73939999999993,286.2363,320.00019999999995,252.1175,328.2951,240.9011,345.1197,343.9484,368.9532,271.0472,314.15989999999994,341.0323,274.553,258.6622,331.0992,257.3762
33,427.4475,192.4474,290.0917,415.7375,644.1893,246.1422,399.483,320.5208,383.22850000000005,363.238,425.79140000000007,378.6449,277.03420000000006,361.5428,401.0239,249.0697,407.9569,325.68250000000006,237.62920000000005,508.3744,449.44180000000006,337.6229,361.119,321.52270000000004,242.2519,497.8206,346.5206,532.14,348.331,446.36,615.4163,390.4701,409.2283000000001,545.0822999999999,496.7035,485.9954,377.6821,482.3746,393.5128,343.20840000000004,432.3397,377.9516,374.446,412.4253,335.004,421.74680000000006,322.21599999999995,440.9288,438.888,467.7762,357.0744,406.1465,436.7299,361.2342,342.8998,424.94380000000007,341.2437
34,278.7575,233.3246,249.75530000000003,278.9955,324.2467,241.9918,274.60400000000004,257.63620000000003,270.2125,263.53600000000006,277.3746,268.8891,246.08580000000003,265.4592,273.9431,241.9323,276.9501,257.2165,242.9518,294.58360000000005,280.9862,261.0661,265.94,255.4123,240.96910000000003,291.3354,262.9314,300.23900000000003,263.052,282.308,317.74870000000004,270.6949,275.5077,301.8647,291.51550000000003,289.5296,267.80690000000004,289.2884,272.67920000000004,260.16560000000004,277.5563,268.58840000000004,270.391,276.2297,258.60100000000006,277.6142,255.713,281.94620000000003,277.73800000000006,286.2798,266.1796,276.8295,283.44809999999995,267.98380000000003,262.6902,278.3362,261.30730000000005
35,144.495,144.07000000000002,146.76100000000002,141.90300000000002,141.202,145.928,143.157,144.763,144.411,147.264,145.584,144.85199999999998,147.91400000000002,144.94799999999998,144.14499999999998,146.57600000000002,142.445,146.22899999999998,143.235,144.45600000000002,146.61399999999998,144.667,144.369,147.249,146.199,145.678,144.534,143.409,144.77300000000002,144.638,142.11100000000002,145.367,144.182,144.333,145.269,145.163,145.771,144.685,143.938,146.712,146.70999999999998,145.022,142.467,144.081,146.675,144.527,147.079,143.921,147.83599999999998,144.84999999999997,143.312,142.20600000000002,141.536,142.29200000000003,144.056,144.426,145.145
36,34.3085,34.3278,34.9635,33.6513,33.3473,34.7742,33.9812,34.4354,34.3111,35.0524,34.5882,34.4265,35.2658,34.46039999999999,34.2333,34.938500000000005,33.7943,34.8079,34.0894,34.254400000000004,34.839,34.4015,34.312400000000004,35.0713,34.8457,34.573,34.3626,33.9734,34.4228,34.3348,33.59570000000001,34.5519,34.2383,34.20290000000001,34.4689,34.4476,34.6623,34.3272,34.1844,34.922,34.8729,34.4704,33.818200000000004,34.2107,34.917,34.3198,35.0274,34.1542,35.1576,34.377399999999994,34.044,33.7341,33.5459,33.7806,34.2422,34.2922,34.5219
37,436.781,433.9104,356.0118,517.5038000000001,555.3405,379.177,476.93570000000005,420.9621000000001,436.3676,345.24440000000004,402.4118,422.1791,318.8416000000001,417.9776,445.9644,358.9963,499.9174,375.20540000000005,463.2977,443.6000000000001,371.6472,425.1636000000001,436.1609,342.8336,370.38380000000006,404.4324,429.962,478.1759,422.56930000000006,433.5898,524.7594,406.7968,445.36750000000006,450.0056,417.2204,419.8147,393.2052000000001,434.6001,451.9566,361.2236,367.4457,416.7838,496.9097,448.7654,361.8205,435.3805,348.22889999999995,455.76790000000005,332.4796,428.4012,469.1296,507.3101,530.4985,501.5014,444.7474,438.7784,410.3782
