,w298890331,w472420804,w473457215,w475959205,w475960231,w476748191,w477684043,w478158110,w482663211,w482663212,w516261689,w526337678,w533804140,w535766602,w538114085,w539127966,w541436889,w541438316,w541772549,w541914139,w541965084,w543185521,w574606561,w574610371,w576480195,w579398457,w584478907,w587036156,w592870302,w592874720,w625668205,w633631672,w633647614,w633657246,w633668901,w633668944,w633706198,w633724575,w633724599,w639970921,w800747472,w839482158,w881941844,w884214063,w891199681,w896947029,w898628582,w900520092,w901800611,w1208680335,w246792829,w469681591,w482824940,w506294760,w592487869,w538115135,w539744154
1235,768.1790000000001,606.4728,639.9738,794.5662,966.6944,619.8276000000001,766.1858000000001,688.4197999999999,737.8054,685.3395999999999,752.4084,728.6315999999999,615.224,715.1627999999998,754.0458,613.2307999999999,781.7618,672.4545999999999,649.8453999999999,826.3492,755.4551999999999,701.8886,722.6186,655.8249999999999,613.4254,802.4584,710.0088,857.3065999999999,708.0962000000001,779.7352,934.019,730.155,759.3943999999999,854.1458,807.1426,800.9350000000001,715.6326,804.7601999999999,751.4688,678.4676,741.9863999999999,725.86,757.5958,763.0250000000001,673.119,763.6894,658.5966,785.473,731.5644,792.1503999999999,733.8996,783.6744,814.4371999999998,750.5292,713.8340000000001,767.32,698.0633999999999
1236,739.9865,666.4798,637.2103,797.4776999999999,895.4394,641.3876,761.8643,695.5653,726.2509,651.2715999999999,713.4924000000001,714.1296,605.1370000000001,705.7607999999999,738.9103,627.0147999999999,781.8163,662.5291,702.4188999999999,769.7092,697.4062,703.9341,719.3831,636.7855,633.5569,736.8853999999999,710.2638,803.0710999999999,705.2227,743.3142,863.5785,706.0865,740.9494,785.6963,746.2171000000001,744.9285000000001,691.9261,755.0106999999999,741.1618,657.2755999999999,689.0373999999999,709.8389999999999,769.3693,744.4894999999999,655.2365,737.1969,641.0761,758.4375,664.5824,745.8913999999999,743.0875999999998,786.8574,813.6771999999999,768.8312,720.346,740.737,693.8519
1237,645.1865,657.3606,573.2727,726.5957000000001,749.7795,599.2330000000001,687.0998,636.2244000000001,647.6039000000001,557.8316000000001,610.9502,633.7198999999999,536.9674,630.6163999999999,656.0541,578.8806999999999,709.5210999999999,590.1731,683.8327999999999,646.82,578.6958000000001,639.3279,648.8126,558.0929,590.6957,608.3586000000001,643.553,679.8476,636.0502000000001,640.7872,721.0641,617.5927,654.9325,650.8708999999999,621.2081,624.4858,604.8303000000001,639.4914,662.5224000000001,575.0803999999999,575.5923,628.3732,708.6608,658.1231,576.202,644.152,563.4395999999999,663.2956,540.2344,634.2317999999999,682.0144,717.0238999999999,738.2365,714.0946,658.5586000000001,647.3426000000001,624.3223
1238,496.4085,579.8562000000001,456.20670000000007,591.5393,549.8430999999999,498.4774000000001,551.8962,518.0512000000001,512.2531,417.1144000000001,458.3546,497.9819,419.2070000000001,499.5632,516.4857,474.6947,574.6247000000001,464.6719000000001,596.2516,474.2308,415.0218,516.4699,520.1754,429.7885,490.02010000000007,434.0606,518.5862,504.3624,509.6018,485.8428,526.0525,476.3155,512.7881,467.8977,448.85890000000006,455.727,465.7419,473.6958,525.9972,442.4784,416.6031,492.168,583.6012000000001,515.4315,446.176,496.9356,435.6024,512.796,374.8516,472.1066,558.7564,583.6091,598.4152999999999,593.6398,536.5550000000001,499.57900000000006,498.50110000000006
1239,316.9095,449.5722,304.83930000000004,415.1411000000001,325.8823,356.5042,378.5784,360.82900000000006,342.01570000000004,250.33480000000003,278.927,328.5911,270.27740000000006,333.722,342.5967,331.9463,399.7157,306.0013,456.7366,277.83040000000005,230.3922,355.6981,354.5688,271.7299,348.79150000000004,239.5574,355.9886,303.2598,346.5656,302.35560000000004,307.87510000000003,304.32370000000003,337.1753,263.8575,254.6923,263.8248,296.32050000000004,282.6708,353.73,280.0236,235.5231,322.8792,415.6894,339.1761,285.44500000000005,318.61980000000005,277.4418,330.6246,192.1192,284.09059999999994,394.2616,409.1387,417.7229,428.533,374.8346,320.6206,336.8521
1240,26.643,26.6336,27.5306,25.7294,25.3428,27.2612,26.184600000000003,26.8026,26.6398,27.6652,27.030800000000003,26.7992,27.948,26.843599999999995,26.5346,27.4896,25.9266,27.3202,26.3098,26.5804,27.3824,26.7582,26.6382,27.685,27.3598,27.0208,26.7056,26.1942,26.7894,26.6824,25.683,26.975,26.5428,26.514599999999994,26.8762,26.845,27.1262,26.6774,26.4656,27.4812,27.4268,26.86,25.9546,26.505000000000003,27.473,26.6578,27.624199999999995,26.431,27.8228,26.7448,26.2652,25.8428,25.5864,25.9004,26.538,26.62,26.9258
1241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,290.5395,111.9558,208.8981,258.3911,421.9225,168.685,257.6454,213.4552,256.89970000000005,267.83680000000004,299.1566,257.4797,209.6162,245.63119999999995,267.7263,176.72209999999998,257.5073,230.5513,138.0004,350.362,326.05740000000003,225.3037,240.0798,236.6827,168.2431,353.5658,230.717,358.56479999999993,234.2246,305.8956,408.7483,270.9301,274.1615,376.5447,349.0363,340.1154,265.0749,333.1002,260.2692,247.95120000000003,314.2089,258.5016,232.7884,275.62530000000004,241.516,286.59,235.6608,295.3728,329.26120000000003,323.7374,227.5132,253.9997,270.6815,221.3818,223.7018,288.0538,232.3189
1256,450.867,179.4232,327.3658,401.3966,649.6988,266.0652,400.5654,333.809,399.7342,417.0388,464.222,400.7216,328.7344,382.742,416.1202,278.4328,400.1842,360.1378,218.7946,541.7524,505.3432,351.78860000000003,374.1678,369.6994,265.45899999999995,546.9144,359.9816,553.9638,365.3686000000001,474.2336,629.9005999999999,421.2822,425.9068,581.5049999999999,539.9338,526.3538,412.483,515.5798,404.74,386.6916000000001,487.3636,402.3152,362.6314,428.1066,376.905,444.8738,368.1058,458.0726,510.5052,501.3936,354.8196,394.7972,419.9824,345.258,349.2076,447.0736,362.5626
1257,615.189,322.95680000000004,468.3878,576.0822000000001,849.5338999999999,406.5406,568.1223,486.6263,560.1624,562.8876,623.5554,558.7521,463.384,538.6967999999999,579.4448,416.31729999999993,571.7158,506.9526,370.3899,714.0552,662.3912,506.6816,532.6491,511.59,404.3574,712.7804,516.3227999999999,733.2020999999999,520.8247,639.7461999999998,822.929,578.17,589.8589000000001,757.8947999999999,707.5056000000001,693.3625000000001,566.3456,684.3586999999999,568.2578000000001,533.0556,642.3359,559.525,530.8323,592.8149999999999,522.6415000000001,608.5038999999999,510.8170999999999,626.2404999999999,661.1163999999999,668.0323999999999,517.5976,567.2139,598.3207,512.9602,507.319,611.46,515.6854000000001
1258,726.9594999999999,488.6906,583.7765,719.0911,952.4561,540.3894,700.6114,617.8268,682.1317,657.3628,723.5794,676.7845,568.7046,659.2467999999999,700.6391,542.3565,710.3361,620.7913,535.9288,809.3008,746.021,635.3645,659.7178,614.9731,536.0119,796.667,644.6182,835.0948000000001,646.0866000000001,745.9656,921.7859,688.0053,708.9231,846.8143,796.1683,785.4462000000001,674.3741,782.5093999999999,693.3248,637.8580000000001,728.4833,675.8148,676.2304,712.3308999999999,629.5740000000001,721.1136,615.9428,741.5604000000001,733.3872,767.4098,657.252,708.8676999999999,741.0062999999999,663.0702000000001,641.6813999999999,724.5214,638.3013
1259,769.1505000000001,609.147,642.5583,794.9909,965.1901,622.5454,767.0436,690.2794,739.0963,687.4852000000001,753.6602,730.0661,618.1922000000001,716.7523999999999,755.1345,616.0853,782.3795,674.6347000000001,651.967,826.6888000000001,756.7782000000001,703.5931,724.0692,658.2877000000001,616.2397000000001,803.1794,711.6122,857.2062,709.7444,780.5964,932.9593,731.6251,760.4291000000001,854.1729,807.7717,801.6204,717.3003,805.3560000000001,752.5644,680.6316,743.4645,727.3416,758.4766,764.0103,675.3370000000001,764.7126000000001,661.0122,786.1998000000001,733.2688,792.899,735.1216,784.2473,814.6102999999999,751.4686,715.3478,768.2938,699.8575000000001
