Time,Hourly Residential Production (€),Hourly Industrial Production (€),Hourly Commercial Production (€),Total Production (€),CER (€),TIP,E_shared,Total Production (Wh),Total Consumption (Wh),Net Cost Without Production (€),Net Cost With Production (€),Net Cost With CER (€)
2019-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1624709.0,318.2804931,318.2804931,318.2804931
2019-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1569092.0,299.83779028,299.83779028,299.83779028
2019-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1506581.0,283.16189894999997,283.16189894999997,283.16189894999997
2019-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1478951.0,277.77657682,277.77657682,277.77657682
2019-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1483512.0,278.51454287999996,278.51454287999996,278.51454287999996
2019-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1530764.0,287.38563336,287.38563336,287.38563336
2019-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1658332.0,310.47291704,310.47291704,310.47291704
2019-01-01 07:00:00,117.13919301976802,0.8773466058539999,3.940930295136,121.95746992075802,54.5438583396,8.4e-05,649331.6469,649331.6469,1823524.0,342.49427768,220.53680775924198,165.99294941964197
2019-01-01 08:00:00,261.636983233784,1.9611636534619996,8.788221045405999,272.386367932652,122.7031420944,8.4e-05,1460751.6916,1460751.6916,1893309.0,353.04532923,80.658961297348,-42.04418079705199
2019-01-01 09:00:00,355.527293561376,2.669283925989999,11.956716413767998,370.15329390113396,163.584792,8.4e-05,1947438.0,1985055.4722000002,1947438.0,363.13876386,-7.014530041134035,-170.59932204113403
2019-01-01 10:00:00,445.8328234350001,3.3585805030000007,15.0604668288,464.25187076680004,174.20059300000003,8.675000000000001e-05,2008076.0,2619192.5008000005,2008076.0,355.931471,-108.3203997668001,-282.52099276680013
2019-01-01 11:00:00,475.7880228846,3.59235959275,16.1256423259,495.50602480325,195.3312115,9.55e-05,2045353.0,2940688.5745,2045353.0,344.6419805,-150.86404430325,-346.19525580325
2019-01-01 12:00:00,479.41573000840003,3.6263146745000006,16.2972763608,499.33932104370007,187.875142,9.1e-05,2064562.0,2886354.4569,2064562.0,357.169226,-142.17009504370003,-330.0452370437
2019-01-01 13:00:00,395.80231190124,2.9988338080920007,13.498957116134001,412.300102825466,202.07736322000002,9.811000000000001e-05,2059702.0,2485382.4994,2059702.0,341.68396478,-70.61613804546602,-272.693501265466
2019-01-01 14:00:00,323.032190312232,2.452044995118,11.069961397073998,336.554196704424,157.80015665877605,8.427000000000002e-05,1872554.3688,1872554.3688,2052548.0,368.90445203999997,32.35025533557599,-125.44990132320007
2019-01-01 15:00:00,16.906879775976,0.12842912654199998,0.572131026352,17.60743992887,7.864644018,8.4e-05,93626.7145,93626.7145,2038204.0,383.30464424,365.69720431113,357.83256029313003
2019-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,2016572.0,390.54949924,390.54949924,390.54949924
2019-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,2103535.0,448.8102276,448.8102276,448.8102276
2019-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,2119233.0,487.40239767,487.40239767,487.40239767
2019-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,2080481.0,506.43068502,506.43068502,506.43068502
2019-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1960760.0,460.7786,460.7786,460.7786
2019-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1856796.0,377.39378700000003,377.39378700000003,377.39378700000003
2019-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1769818.0,337.7697653,337.7697653,337.7697653
2019-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1660856.0,311.04511168,311.04511168,311.04511168
2019-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1550667.0,290.39340909,290.39340909,290.39340909
2019-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1480028.0,277.0612416,277.0612416,277.0612416
2019-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1464045.0,263.5281,263.5281,263.5281
2019-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1470268.0,264.64824000000004,264.64824000000004,264.64824000000004
2019-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1505874.0,279.92691786,279.92691786,279.92691786
2019-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1611775.0,299.61285475,299.61285475,299.61285475
2019-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1876793.0,373.20028805000004,373.20028805000004,373.20028805000004
2019-01-02 07:00:00,104.79705508115201,0.7858984697760001,3.528090713728,109.11104426465602,45.2117586732,8.4e-05,538235.2223,538235.2223,2306597.0,467.59334384000005,358.48229957534403,313.27054090214403
2019-01-02 08:00:00,282.41624789078406,2.118682658232,9.49200000504,294.02693055405604,115.75863407640001,8.4e-05,1378078.9771000003,1378078.9771000003,2749695.0,586.6749252,292.6479946459439,176.8893605695439
2019-01-02 09:00:00,358.038156246408,2.6907261375940004,12.048214085117998,372.77709646912,153.50397619199998,8.4e-05,1827428.288,1827428.288,3080002.0,628.28960798,255.51251151088002,102.00853531888004
2019-01-02 10:00:00,264.013319014776,1.9993828389720008,8.932165858554,274.944867712302,117.6954027816,8.4e-05,1401135.7474,1401135.7474,3292378.0,646.06333494,371.11846722769803,253.42306444609804
2019-01-02 11:00:00,143.93396912252,1.0931315871500003,4.8733021552,149.90040286487002,64.9555524408,8.4e-05,773280.3862000001,773280.3862000001,3396354.0,641.53730706,495.47237491068194,430.51682246988196
2019-01-02 12:00:00,33.91954012768,0.257625118848,1.1484314448579998,35.325596691386,15.4444913448,8.4e-05,183862.9922,183862.9922,3382558.0,635.61647378,601.066778915698,585.622287570898
2019-01-02 13:00:00,422.597046111156,3.2022733650450004,14.406630857202002,440.205950333403,192.56001576839998,8.4e-05,2292381.1401,2292381.1401,3302643.0,623.83623627,190.828362716511,-1.7316530518889692
2019-01-02 14:00:00,62.39456587779999,0.47389814738200015,2.112522227488,64.98098625267,27.885985721999997,8.4e-05,331976.0205,331976.0205,3297235.0,645.4007789,580.4197926473299,552.5338069253299
2019-01-02 15:00:00,4.71066172094,0.035783779603,0.159412238996,4.905857739539,2.0698781964,8.4e-05,24641.4071,24641.4071,3182191.0,633.54240619,628.636548450461,626.5666702540609
2019-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,3097922.0,638.8224956199999,638.8224956199999,638.8224956199999
2019-01-02 17:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,3113037.0,815.6156940000001,815.6156940000001,815.6156940000001
2019-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,3015632.0,744.861104,744.861104,744.861104
2019-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,2799336.0,699.8340000000001,699.8340000000001,699.8340000000001
2019-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,2441731.0,515.08315445,515.08315445,515.08315445
2019-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,2158457.0,429.72720412999996,429.72720412999996,429.72720412999996
2019-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1968820.0,382.8764254,382.8764254,382.8764254
2019-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1773733.0,328.140605,328.140605,328.140605
2019-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,9.323000000000001e-05,0.0,0.0,1607985.0,274.59559845,274.59559845,274.59559845
2019-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.00011511000000000001,0.0,0.0,1506353.0,224.28089817,224.28089817,224.28089817
2019-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,1488462.0,178.61544,178.61544,178.61544
2019-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,1488942.0,171.22833,171.22833,171.22833
2019-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,1522092.0,172.95531395999998,172.95531395999998,172.95531395999998
2019-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,0.00011511000000000001,0.0,0.0,1633958.0,243.28000662,243.28000662,243.28000662
2019-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,1887234.0,361.55628972,361.55628972,361.55628972
2019-01-03 07:00:00,16.62305779496,0.126223883202,0.5625542020100001,17.311835880172,7.588551969599999,8.4e-05,90339.9044,90339.9044,2337213.0,447.88012719,430.56829130982806,422.97973934022804
2019-01-03 08:00:00,203.160947619168,1.529674075188,6.844194805008,211.534816499364,88.9602712824,8.4e-05,1059050.8486000001,1059050.8486000001,2782507.0,555.7779481800001,344.243131680636,255.28286039823598
2019-01-03 09:00:00,270.706397805228,2.042047156655,9.129689629142002,281.87813459102495,119.28945189,8.4e-05,1420112.5225,1420112.5225,3232286.0,641.57644814,359.698313548975,240.408861658975
2019-01-03 10:00:00,326.990380706256,2.4719230219200004,11.057556851052,340.51986057922807,149.3040415944,8.4e-05,1777429.0666,1777429.0666,3555982.0,681.25503156,340.735170980772,191.43112938637202
2019-01-03 11:00:00,227.1659483888,1.7230008605999998,7.693352518039999,236.58230176744,110.28253800479999,8.4e-05,1312887.3572,1312887.3572,3633400.0,654.7386799999999,418.15637823256,307.87384022775996
2019-01-03 12:00:00,382.78007509,2.8979510525000003,13.00116482,398.6791909625,202.75684568950004,8.900000000000001e-05,2278166.8055000002,2278166.8055000002,3622852.0,633.9991,235.31990903749994,32.5630633479999
2019-01-03 13:00:00,238.65614308182396,1.8102736545199996,8.111561630311998,248.57797836665594,126.93464631174403,8.924000000000002e-05,1422396.3056,1422396.3056,3516386.0,614.52361736,365.94563899334395,239.01099268159993
2019-01-03 14:00:00,94.59165186519999,0.7183651916599999,3.20921751564,98.5192345725,45.92461544999999,8.4e-05,546721.6124999999,546721.6124999999,3526836.0,635.5358471999999,537.0166126275,491.0919971775
2019-01-03 15:00:00,18.882026492,0.143433261,0.6389736100000001,19.664433363,8.6937494868,8.4e-05,103497.01770000001,103497.01770000001,3406757.0,647.2838300000001,627.619396637,618.9256471502
2019-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,3325832.0,648.2046568,648.2046568,648.2046568
2019-01-03 17:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,3309934.0,663.24457492,663.24457492,663.24457492
2019-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,3203318.0,640.6636,640.6636,640.6636
2019-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,2952336.0,589.69959264,589.69959264,589.69959264
2019-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,2591941.0,505.48033382000006,505.48033382000006,505.48033382000006
2019-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,8.4e-05,0.0,0.0,2295188.0,435.83324932000005,435.83324932000005,435.83324932000005
2019-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,9.043e-05,0.0,0.0,2082936.0,361.53520152,361.53520152,361.53520152
2019-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.00011401000000000001,0.0,0.0,1863235.0,279.46661765,279.46661765,279.46661765
2019-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,1657804.0,201.423186,201.423186,201.423186
2019-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,1577544.0,188.07479568,188.07479568,188.07479568
2019-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,1551041.0,155.10410000000002,155.10410000000002,155.10410000000002
2019-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,1548504.0,191.81319047999997,191.81319047999997,191.81319047999997
2019-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.00012,0.0,0.0,1584613.0,202.83046399999998,202.83046399999998,202.83046399999998
