,full_id,osm_id,osm_type,Area,S_coeff,W_coeff,E_coeff,Chosen_Production,Chosen_Consumption
2318,w541775507,541775507,way,14.710035834312771,0.67,0.11,0.22,1.0,1.0
2319,w541775509,541775509,way,18.219055754297067,0.06,0.21,0.73,1.0,1.0
2320,w541775511,541775511,way,37.9542711213071,0.2,0.07,0.73,1.0,1.0
2328,w541778947,541778947,way,9.972037044584738,0.28,0.16,0.56,1.0,1.0
2332,w541778951,541778951,way,11.990037753597475,0.19,0.28,0.53,1.0,1.0
2335,w541778956,541778956,way,17.89126359313017,0.12,0.02,0.86,1.0,1.0
2337,w541778958,541778958,way,22.603155042588277,0.38,0.57,0.05,1.0,1.0
2339,w541778960,541778960,way,8.152258733917767,0.3,0.36,0.34,1.0,1.0
2342,w541779226,541779226,way,14.661688907886976,0.37,0.24,0.39,1.0,1.0
2346,w541780626,541780626,way,12.315896037707343,0.6,0.34,0.06,1.0,1.0
2351,w541780635,541780635,way,14.330028992606014,0.28,0.3,0.42,1.0,1.0
2355,w541780639,541780639,way,17.474513087339805,0.24,0.34,0.42,1.0,1.0
2356,w541780640,541780640,way,41.01076380994594,0.31,0.31,0.38,1.0,1.0
2366,w541781578,541781578,way,6.548107715109847,0.3,0.59,0.11,1.0,1.0
2369,w541783123,541783123,way,25.60356529657319,0.22,0.51,0.27,1.0,1.0
2373,w541783128,541783128,way,22.37592448838703,0.41,0.29,0.3,1.0,1.0
2376,w541783134,541783134,way,11.807286371707963,0.48,0.22,0.3,1.0,1.0
2382,w541914139,541914139,way,12.980182806797783,0.52,0.08,0.4,1.0,1.0
2386,w541915408,541915408,way,22.447477939497208,0.03,0.64,0.33,1.0,1.0
2387,w541915409,541915409,way,8.828148765350399,0.32,0.28,0.4,1.0,1.0
2402,w541916027,541916027,way,11.608097034833683,0.35,0.24,0.41,1.0,1.0
2406,w541916860,541916860,way,9.391873927475183,0.22,0.25,0.53,1.0,1.0
2407,w541916861,541916861,way,6.848825597478299,0.39,0.07,0.54,1.0,1.0
2410,w541916871,541916871,way,7.164047557774492,0.32,0.42,0.26,1.0,1.0
2412,w541916878,541916878,way,9.466328194170911,0.3,0.26,0.44,1.0,1.0
2414,w541916882,541916882,way,10.098705991820324,0.07,0.63,0.3,1.0,1.0
2415,w541916883,541916883,way,14.306822467921634,0.01,0.49,0.5,1.0,1.0
2416,w541916887,541916887,way,12.87381956866103,0.27,0.26,0.47,1.0,1.0
2423,w541917704,541917704,way,28.965610560223062,0.39,0.24,0.37,1.0,1.0
2424,w541917705,541917705,way,13.763403014895683,0.21,0.01,0.78,1.0,1.0
2425,w541917708,541917708,way,21.32679618494725,0.45,0.39,0.16,1.0,1.0
2427,w541919403,541919403,way,23.406680959785007,0.01,0.25,0.74,1.0,1.0
2431,w541919409,541919409,way,30.155911888826168,0.2,0.38,0.42,1.0,1.0
2433,w541919411,541919411,way,15.491322165353642,0.27,0.45,0.28,1.0,1.0
2435,w541919414,541919414,way,42.43022956980733,0.36,0.23,0.41,1.0,1.0
2436,w541919415,541919415,way,38.95311862126406,0.35,0.3,0.35,1.0,1.0
2451,w541922143,541922143,way,15.105513692475787,0.4599999999999999,0.18,0.36,1.0,1.0
2453,w541922147,541922147,way,16.380905611588293,0.34,0.45,0.21,1.0,1.0
2454,w541922150,541922150,way,13.41723902168698,0.66,0.02,0.32,1.0,1.0
2458,w541923129,541923129,way,8.9374128190727,0.08,0.35,0.57,1.0,1.0
2463,w541923135,541923135,way,52.61305921360854,0.44,0.45,0.11,1.0,1.0
2464,w541923137,541923137,way,70.9597508536697,0.35,0.26,0.39,1.0,1.0
2467,w541965081,541965081,way,32.16811096666781,0.3,0.36,0.34,1.0,1.0
2473,w541965094,541965094,way,24.334941947160296,0.08,0.48,0.44,1.0,1.0
2474,w541965096,541965096,way,25.895580732185,0.37,0.29,0.34,1.0,1.0
2476,w541965099,541965099,way,7.604971526777754,0.25,0.57,0.18,1.0,1.0
2477,w541965100,541965100,way,136.672893251612,0.18,0.25,0.57,1.0,1.0
2480,w541968987,541968987,way,18.03630437240756,0.56,0.43,0.01,1.0,1.0
2481,w541968989,541968989,way,15.086174921905467,0.37,0.5,0.13,1.0,1.0
2485,w541968995,541968995,way,29.6115254972717,0.48,0.1,0.42,1.0,1.0
2492,w541970953,541970953,way,26.934072711811105,0.47,0.15,0.38,1.0,1.0
2501,w543182517,543182517,way,10.26598635725358,0.06,0.78,0.16,1.0,1.0
2502,w543182518,543182518,way,13.278966812109203,0.28,0.44,0.28,1.0,1.0
2504,w543182520,543182520,way,26.750354391393078,0.28,0.5,0.22,1.0,1.0
2506,w543182522,543182522,way,6.720222773185681,0.19,0.6,0.21,1.0,1.0
2507,w543182523,543182523,way,9.232329070270056,0.12,0.55,0.33,1.0,1.0
2508,w543182524,543182524,way,3.79716760148204,0.54,0.01,0.45,1.0,1.0
2510,w543182526,543182526,way,28.1785225980111,0.03,0.13,0.84,1.0,1.0
2511,w543183747,543183747,way,19.63948845268696,0.36,0.26,0.38,1.0,1.0
2515,w543183755,543183755,way,8.697612064000749,0.01,0.81,0.18,1.0,1.0
2517,w543183757,543183757,way,77.32414024836152,0.36,0.41,0.23,1.0,1.0
2521,w543184815,543184815,way,50.12319250268003,0.01,0.56,0.43,1.0,1.0
2528,w543185522,543185522,way,21.945636843197445,0.17,0.43,0.4,1.0,1.0
2532,w543187203,543187203,way,30.11820128621405,0.35,0.14,0.51,1.0,1.0
2536,w543187207,543187207,way,16.694193694827455,0.21,0.38,0.41,1.0,1.0
2538,w543187210,543187210,way,68.7125857133987,0.56,0.04,0.4,1.0,1.0
2539,w543187211,543187211,way,55.53031275414108,0.35,0.25,0.4,1.0,1.0
2541,w543187214,543187214,way,15.89453553174478,0.43,0.32,0.25,1.0,1.0
2555,w543189519,543189519,way,29.37946025042788,0.18,0.26,0.56,1.0,1.0
2558,w543189522,543189522,way,24.70721328063893,0.35,0.02,0.63,1.0,1.0
2560,w543191248,543191248,way,25.37536780384343,0.21,0.1699999999999999,0.62,1.0,1.0
2563,w543191252,543191252,way,26.610148304758265,0.5,0.08,0.42,1.0,1.0
2564,w543191253,543191253,way,52.31717602388266,0.35,0.41,0.24,1.0,1.0
2565,w543191254,543191254,way,55.33789198696641,0.12,0.71,0.17,1.0,1.0
2568,w543192071,543192071,way,26.55696668568989,0.67,0.13,0.2,1.0,1.0
2571,w543192075,543192075,way,19.113473893174294,0.23,0.38,0.39,1.0,1.0
2577,w554132018,554132018,way,10.27082104989616,0.43,0.47,0.0999999999999999,1.0,1.0
2580,w554132021,554132021,way,29.52836878381933,0.1399999999999999,0.65,0.21,1.0,1.0
2587,w554132277,554132277,way,14.49054078833966,0.1,0.03,0.87,1.0,1.0
2591,w554132281,554132281,way,22.368188980158905,0.64,0.02,0.34,1.0,1.0
2598,w554132446,554132446,way,11.162338373187843,0.48,0.39,0.13,1.0,1.0
2599,w554132757,554132757,way,33.57210571007293,0.15,0.32,0.53,1.0,1.0
2603,w554132878,554132878,way,36.64116859958248,0.28,0.35,0.37,1.0,1.0
2605,w554132880,554132880,way,11.83919534314899,0.32,0.24,0.44,1.0,1.0
2611,w554133306,554133306,way,17.11771277031743,0.26,0.52,0.22,1.0,1.0
2613,w554133308,554133308,way,20.07364385199061,0.02,0.32,0.66,1.0,1.0
2619,w554133322,554133322,way,7.966606536442709,0.44,0.5,0.06,1.0,1.0
2625,w556280028,556280028,way,12.774224900223892,0.38,0.09,0.53,1.0,1.0
2626,w556280029,556280029,way,5.605342649806819,0.9,0.01,0.09,1.0,1.0
2633,w556280037,556280037,way,6.182604951330827,0.54,0.23,0.23,1.0,1.0
2638,w565033427,565033427,way,53.80529441926868,0.65,0.25,0.1,1.0,1.0
2642,w565764344,565764344,way,21.646852837886023,0.44,0.2,0.36,1.0,1.0
2643,w565764345,565764345,way,24.076769360046544,0.16,0.12,0.72,1.0,1.0
2644,w574606546,574606546,way,25.813390957261145,0.1699999999999999,0.37,0.46,1.0,1.0
2645,w574606547,574606547,way,27.892308793570383,0.21,0.38,0.41,1.0,1.0
2650,w574606553,574606553,way,5.910895224817852,0.71,0.09,0.2,1.0,1.0
2654,w574606559,574606559,way,84.98712808685023,0.08,0.53,0.39,1.0,1.0
2656,w574606562,574606562,way,31.517361336976588,0.21,0.63,0.16,1.0,1.0
2657,w574606563,574606563,way,14.373541226389232,0.1399999999999999,0.44,0.42,1.0,1.0
2658,w574606564,574606564,way,34.11842597868443,0.28,0.22,0.5,1.0,1.0
2660,w574606568,574606568,way,34.358226733756375,0.27,0.19,0.54,1.0,1.0
2667,w574610363,574610363,way,14.934365572928469,0.52,0.09,0.39,1.0,1.0
2669,w574610367,574610367,way,4.786345716153831,0.5,0.26,0.24,1.0,1.0
2671,w574610369,574610369,way,14.96724148289801,0.42,0.48,0.1,1.0,1.0
2672,w574610370,574610370,way,9.340626185463838,0.38,0.24,0.38,1.0,1.0
2675,w574610374,574610374,way,12.82837345782078,0.28,0.36,0.36,1.0,1.0
2679,w574610379,574610379,way,8.065234266351334,0.0199999999999999,0.47,0.51,1.0,1.0
2680,w574610380,574610380,way,7.32069159939407,0.4,0.35,0.25,1.0,1.0
2681,w574610381,574610381,way,15.60058621907594,0.42,0.54,0.04,1.0,1.0
2687,w574611433,574611433,way,21.584001833532486,0.14,0.02,0.84,1.0,1.0
2689,w574611435,574611435,way,11.887542269574787,0.34,0.43,0.23,1.0,1.0
2691,w574615563,574615563,way,13.380495357603376,0.15,0.32,0.53,1.0,1.0
2693,w574615565,574615565,way,25.41114452939852,0.45,0.1,0.45,1.0,1.0
2695,w574615568,574615568,way,12.84287753574852,0.53,0.38,0.09,1.0,1.0
2700,w574615576,574615576,way,13.61449448150423,0.04,0.41,0.55,1.0,1.0
2702,w574616225,574616225,way,7.1862871439303575,0.44,0.39,0.17,1.0,1.0
2704,w574616813,574616813,way,4.348322562736117,0.33,0.3,0.37,1.0,1.0
2706,w574616815,574616815,way,10.525125882895848,0.25,0.51,0.24,1.0,1.0
2711,w574617565,574617565,way,18.34669164006117,0.33,0.42,0.25,1.0,1.0
2722,w576481057,576481057,way,15.99026244606786,0.04,0.25,0.71,1.0,1.0
2725,w576481060,576481060,way,16.558822300835224,0.05,0.4,0.55,1.0,1.0
2731,w576483435,576483435,way,20.45848538633995,0.32,0.35,0.33,1.0,1.0
2732,w576483437,576483437,way,11.439849730871916,0.36,0.3,0.34,1.0,1.0
2735,w576483440,576483440,way,26.51248751337816,0.61,0.03,0.36,1.0,1.0
2738,w576483444,576483444,way,22.229916770581127,0.19,0.45,0.36,1.0,1.0
2743,w576484582,576484582,way,12.293656451551476,0.0199999999999999,0.1399999999999999,0.84,1.0,1.0
2748,w576484587,576484587,way,22.923211695527044,0.35,0.54,0.11,1.0,1.0
2749,w576484588,576484588,way,16.460194570926596,0.06,0.3399999999999999,0.6,1.0,1.0
2753,w576484592,576484592,way,27.78207780131957,0.59,0.35,0.06,1.0,1.0
2754,w576485114,576485114,way,27.51907052156324,0.44,0.47,0.09,1.0,1.0
2757,w576485117,576485117,way,22.13418985625805,0.13,0.11,0.76,1.0,1.0
2758,w576485118,576485118,way,16.301616652249987,0.51,0.26,0.23,1.0,1.0
2764,w576485125,576485125,way,13.846559728348051,0.26,0.42,0.32,1.0,1.0
2769,w576485595,576485595,way,22.926112511112592,0.3999999999999999,0.55,0.05,1.0,1.0
2770,w576485597,576485597,way,17.859354621689143,0.44,0.33,0.23,1.0,1.0
2776,w579393919,579393919,way,23.679357624826498,0.35,0.03,0.62,1.0,1.0
2778,w579393922,579393922,way,27.298608537061607,0.26,0.57,0.17,1.0,1.0
2780,w579393926,579393926,way,23.57976295638936,0.28,0.24,0.48,1.0,1.0
2781,w579393927,579393927,way,24.806807949076067,0.75,0.17,0.08,1.0,1.0
2796,w579395015,579395015,way,15.90903960967252,0.3,0.56,0.14,1.0,1.0
2797,w579395016,579395016,way,23.93753021194025,0.25,0.37,0.38,1.0,1.0
2799,w579395983,579395983,way,21.26394518059372,0.35,0.32,0.33,1.0,1.0
2802,w579395990,579395990,way,24.061298343590288,0.21,0.34,0.45,1.0,1.0
2814,w579405943,579405943,way,623.5341778676086,0.45,0.21,0.34,1.0,1.0
2818,w579409216,579409216,way,12.795497547851244,0.3,0.27,0.43,1.0,1.0
2819,w579409217,579409217,way,17.664033038928928,0.1,0.4,0.5,1.0,1.0
2825,w579412345,579412345,way,10.250515340797326,0.52,0.37,0.11,1.0,1.0
2826,w579412347,579412347,way,21.06088808960537,0.02,0.41,0.57,1.0,1.0
2831,w580260690,580260690,way,29.372691680728263,0.45,0.54,0.01,1.0,1.0
2835,w580260696,580260696,way,25.632573452428662,0.46,0.44,0.1,1.0,1.0
2842,w580260706,580260706,way,33.24044579479197,0.55,0.16,0.29,1.0,1.0
2845,w580262379,580262379,way,19.3745472958736,0.33,0.46,0.21,1.0,1.0
2849,w580263358,580263358,way,13.486858595740127,0.3,0.17,0.53,1.0,1.0
2853,w580263363,580263363,way,36.74946571477626,0.55,0.25,0.2,1.0,1.0
2856,w580263367,580263367,way,25.042740950033952,0.32,0.39,0.29,1.0,1.0
2857,w580263369,580263369,way,33.56727101743035,0.46,0.03,0.51,1.0,1.0
2858,w580263370,580263370,way,26.63528870649968,0.53,0.44,0.03,1.0,1.0
2862,w584478908,584478908,way,23.803125756476536,0.42,0.16,0.42,1.0,1.0
2869,w584479313,584479313,way,37.54235530815932,0.41,0.32,0.27,1.0,1.0
2870,w584479314,584479314,way,18.571988317205378,0.16,0.13,0.71,1.0,1.0
2880,w584479325,584479325,way,13.79724586339374,0.08,0.22,0.7,1.0,1.0
2883,w584479739,584479739,way,46.89265087890832,0.4,0.23,0.37,1.0,1.0
2884,w584479740,584479740,way,23.39701157449985,0.31,0.37,0.32,1.0,1.0
2897,w584481686,584481686,way,22.614758304930465,0.16,0.55,0.29,1.0,1.0
2898,w584481688,584481688,way,30.27581226636214,0.56,0.22,0.22,1.0,1.0
2902,w585245443,585245443,way,16.88951527758767,0.48,0.17,0.35,1.0,1.0
2903,w585245444,585245444,way,25.60839998921577,0.22,0.38,0.4,1.0,1.0
2904,w585245446,585245446,way,33.941476227966014,0.09,0.4,0.51,1.0,1.0
2906,w585245448,585245448,way,9.160775619159876,0.79,0.04,0.17,1.0,1.0
2908,w585245451,585245451,way,25.882043592785777,0.8,0.18,0.02,1.0,1.0
2909,w585245453,585245453,way,17.69400813331292,0.36,0.33,0.31,1.0,1.0
2912,w585245456,585245456,way,24.697543895353768,0.37,0.27,0.36,1.0,1.0
2915,w585245461,585245461,way,33.56533714037332,0.41,0.57,0.02,1.0,1.0
2920,w585246040,585246040,way,33.75679096901948,0.59,0.31,0.1,1.0,1.0
2922,w585246042,585246042,way,18.45305487819792,0.44,0.13,0.43,1.0,1.0
2925,w585246046,585246046,way,31.04936308917488,0.28,0.31,0.41,1.0,1.0
2926,w585246047,585246047,way,12.6533575841594,0.37,0.58,0.05,1.0,1.0
2930,w585249091,585249091,way,20.64220370675797,0.36,0.49,0.15,1.0,1.0
2933,w585249095,585249095,way,23.73350618242339,0.05,0.47,0.48,1.0,1.0
2936,w585250081,585250081,way,26.260116557435506,0.58,0.14,0.28,1.0,1.0
2938,w585250084,585250084,way,15.803643310064285,0.36,0.22,0.42,1.0,1.0
2939,w585250085,585250085,way,18.542013222821385,0.19,0.64,0.17,1.0,1.0
2943,w585250089,585250089,way,17.63405794454493,0.23,0.57,0.2,1.0,1.0
2944,w585250090,585250090,way,46.704097865847714,0.49,0.17,0.34,1.0,1.0
2945,w585250093,585250093,way,26.46510752548088,0.1,0.52,0.38,1.0,1.0
2947,w585251871,585251871,way,10.818108257036174,0.73,0.08,0.19,1.0,1.0
2948,w585251872,585251872,way,10.99215719216904,0.41,0.44,0.15,1.0,1.0
2953,w586106937,586106937,way,30.884983539327177,0.37,0.3,0.33,1.0,1.0
2958,w586106944,586106944,way,20.476857218381756,0.42,0.53,0.05,1.0,1.0
2961,w586106956,586106956,way,19.783562293435835,0.39,0.19,0.42,1.0,1.0
2962,w586106959,586106959,way,30.299018791046525,0.09,0.18,0.73,1.0,1.0
2963,w586106965,586106965,way,15.929345318771356,0.43,0.25,0.32,1.0,1.0
2964,w586108773,586108773,way,22.082942114246706,0.13,0.45,0.42,1.0,1.0
2970,w586108780,586108780,way,11.626468866875486,0.17,0.26,0.57,1.0,1.0
2973,w586108783,586108783,way,36.04166671190261,0.03,0.4,0.57,1.0,1.0
2979,w586110241,586110241,way,36.19154218382258,0.44,0.07,0.49,1.0,1.0
2980,w586110242,586110242,way,27.797548817775827,0.54,0.3,0.16,1.0,1.0
2981,w586110243,586110243,way,11.268701611324596,0.3,0.3,0.4,1.0,1.0
2982,w586110244,586110244,way,12.328466238578049,0.56,0.05,0.39,1.0,1.0
2993,w586113086,586113086,way,8.294398697609608,0.43,0.3,0.27,1.0,1.0
2994,w586113088,586113088,way,6.894271708318548,0.15,0.47,0.38,1.0,1.0
2997,w587032460,587032460,way,16.55688842377819,0.25,0.29,0.46,1.0,1.0
2999,w587032462,587032462,way,9.730302412455757,0.31,0.32,0.37,1.0,1.0
3001,w587032464,587032464,way,19.88702471598704,0.26,0.38,0.36,1.0,1.0
3006,w587032470,587032470,way,23.355433217773665,0.33,0.5700000000000001,0.09,1.0,1.0
3008,w587032474,587032474,way,15.907105732615488,0.08,0.62,0.3,1.0,1.0
3009,w587032475,587032475,way,42.58203891878432,0.36,0.3999999999999999,0.24,1.0,1.0
3013,w587032479,587032479,way,22.081008237189675,0.28,0.7,0.02,1.0,1.0
3016,w587032484,587032484,way,19.20146529926925,0.34,0.57,0.09,1.0,1.0
3017,w587032485,587032485,way,28.225902585908383,0.19,0.05,0.76,1.0,1.0
3023,w587035122,587035122,way,24.25275217223644,0.44,0.55,0.01,1.0,1.0
3032,w587036141,587036141,way,25.676085686211884,0.41,0.32,0.27,1.0,1.0
3033,w587036142,587036142,way,22.31307348403349,0.51,0.18,0.31,1.0,1.0
3034,w587036145,587036145,way,21.02414442552177,0.07,0.17,0.76,1.0,1.0
3037,w587036148,587036148,way,19.674298239713536,0.37,0.41,0.22,1.0,1.0
3038,w587036149,587036149,way,36.63440002988287,0.1999999999999999,0.42,0.38,1.0,1.0
3048,w587036869,587036869,way,15.445876054513391,0.21,0.35,0.44,1.0,1.0
3050,w587036873,587036873,way,34.40077202901108,0.44,0.49,0.07,1.0,1.0
3055,w587043529,587043529,way,15.070703905449214,0.48,0.01,0.51,1.0,1.0
3066,w587043545,587043545,way,30.72930643623611,0.42,0.32,0.26,1.0,1.0
3069,w587043548,587043548,way,22.03266131076388,0.55,0.36,0.09,1.0,1.0
3071,w587044931,587044931,way,25.156839696398837,0.36,0.29,0.35,1.0,1.0
3075,w587045762,587045762,way,10.13544965590393,0.16,0.37,0.47,1.0,1.0
3077,w588230669,588230669,way,24.06903385181841,0.46,0.05,0.49,1.0,1.0
3082,w588230688,588230688,way,31.083205937672936,0.16,0.32,0.52,1.0,1.0
3092,w588232914,588232914,way,102.74398722451669,0.36,0.43,0.21,1.0,1.0
3093,w588232915,588232915,way,83.97667732455109,0.67,0.24,0.09,1.0,1.0
3098,w588233848,588233848,way,109.57540792848172,0.34,0.36,0.3,1.0,1.0
3101,w588237661,588237661,way,156.28820824108607,0.48,0.35,0.17,1.0,1.0
3103,w588237667,588237667,way,87.44798664192326,0.23,0.14,0.63,1.0,1.0
3109,w588237681,588237681,way,37.17298479026624,0.35,0.32,0.33,1.0,1.0
3115,w588238449,588238449,way,46.868477415695416,0.17,0.63,0.2,1.0,1.0
3119,w588238453,588238453,way,38.855457829883946,0.84,0.06,0.1,1.0,1.0
3127,w588814362,588814362,way,58.01921252654107,0.04,0.45,0.51,1.0,1.0
3128,w588814366,588814366,way,50.92768535840528,0.33,0.39,0.28,1.0,1.0
3130,w588815199,588815199,way,24.106744454430537,0.28,0.49,0.23,1.0,1.0
3131,w588815200,588815200,way,36.48549149649141,0.25,0.4,0.35,1.0,1.0
3144,w592484772,592484772,way,25.549416738976294,0.03,0.34,0.63,1.0,1.0
3156,w592485506,592485506,way,106.36710589086586,0.07,0.52,0.41,1.0,1.0
3161,w592487860,592487860,way,31.029057380076043,0.22,0.1,0.68,1.0,1.0
3163,w592487862,592487862,way,60.86878037007751,0.15,0.3999999999999999,0.45,1.0,1.0
3170,w592868584,592868584,way,30.302886545160582,0.25,0.43,0.32,1.0,1.0
3171,w592868585,592868585,way,61.41026594604643,0.45,0.3,0.25,1.0,1.0
3176,w592868592,592868592,way,21.10826807750265,0.55,0.03,0.42,1.0,1.0
3178,w592868594,592868594,way,13.008224024124743,0.41,0.25,0.34,1.0,1.0
3179,w592868595,592868595,way,25.40921065234149,0.49,0.12,0.39,1.0,1.0
3181,w592869796,592869796,way,8.01882121698257,0.53,0.36,0.11,1.0,1.0
3183,w592869798,592869798,way,8.935478942015667,0.17,0.46,0.37,1.0,1.0
3187,w592869804,592869804,way,20.543575976849358,0.48,0.06,0.46,1.0,1.0
3192,w592869810,592869810,way,11.08304941384954,0.23,0.31,0.46,1.0,1.0
3193,w592869811,592869811,way,13.039166057037257,0.33,0.37,0.3,1.0,1.0
3194,w592869812,592869812,way,82.56398013438933,0.4,0.33,0.27,1.0,1.0
3198,w592870298,592870298,way,7.590467448850014,0.33,0.61,0.06,1.0,1.0
3199,w592870299,592870299,way,34.447185078379846,0.05,0.44,0.51,1.0,1.0
3200,w592870300,592870300,way,17.37781923448821,0.46,0.35,0.19,1.0,1.0
3202,w592870303,592870303,way,20.35695684084578,0.44,0.49,0.0699999999999999,1.0,1.0
3203,w592870304,592870304,way,47.42930176223466,0.68,0.24,0.08,1.0,1.0
3204,w592870305,592870305,way,13.53617246069444,0.45,0.29,0.26,1.0,1.0
3208,w592871931,592871931,way,42.65455930842302,0.26,0.56,0.18,1.0,1.0
3217,w592871943,592871943,way,27.787879432490666,0.0999999999999999,0.33,0.5700000000000001,1.0,1.0
3219,w592871945,592871945,way,24.13188485617195,0.4,0.52,0.08,1.0,1.0
3222,w592871948,592871948,way,30.02730906453355,0.0999999999999999,0.69,0.21,1.0,1.0
3228,w592872370,592872370,way,8.632827182590182,0.71,0.25,0.04,1.0,1.0
3229,w592872371,592872371,way,14.729374604883091,0.36,0.29,0.35,1.0,1.0
3233,w592874721,592874721,way,51.3173615853972,0.31,0.0199999999999999,0.67,1.0,1.0
3234,w592874722,592874722,way,54.41930038487628,0.33,0.23,0.44,1.0,1.0
3238,w592874731,592874731,way,61.12791989571977,0.12,0.05,0.83,1.0,1.0
3239,w592874732,592874732,way,25.799853817861923,0.35,0.26,0.39,1.0,1.0
3241,w592874734,592874734,way,14.72260603518348,0.12,0.41,0.47,1.0,1.0
3244,w592875450,592875450,way,17.58667795664765,0.2,0.75,0.05,1.0,1.0
3245,w592875451,592875451,way,18.831127842847646,0.54,0.02,0.44,1.0,1.0
3246,w592875453,592875453,way,15.475851148897387,0.6,0.33,0.07,1.0,1.0
3249,w592875461,592875461,way,43.28016853637283,0.38,0.36,0.26,1.0,1.0
3250,w592875462,592875462,way,40.46927823397702,0.57,0.18,0.25,1.0,1.0
3251,w592876452,592876452,way,47.18660019157716,0.35,0.13,0.52,1.0,1.0
3261,w601833456,601833456,way,67.26314485915331,0.33,0.28,0.39,1.0,1.0
3267,w601833464,601833464,way,8.200605660343564,0.43,0.45,0.12,1.0,1.0
3271,w601833468,601833468,way,20.309576852948496,0.04,0.52,0.44,1.0,1.0
3273,w601833471,601833471,way,18.78761560906443,0.65,0.13,0.22,1.0,1.0
3277,w601843292,601843292,way,33.41449472992483,0.34,0.36,0.3,1.0,1.0
3278,w601843293,601843293,way,6.121687824034324,0.27,0.43,0.3,1.0,1.0
3279,w601844644,601844644,way,21.81800095743334,0.27,0.36,0.37,1.0,1.0
3283,w603537111,603537111,way,39.42498462317983,0.46,0.03,0.51,1.0,1.0
3285,w603537114,603537114,way,8.302134205837735,0.12,0.49,0.39,1.0,1.0
3291,w605086430,605086430,way,63.65646414778893,0.4,0.17,0.43,1.0,1.0
3297,w605086439,605086439,way,10.94961189691434,0.53,0.43,0.04,1.0,1.0
3299,w605086441,605086441,way,25.834663604888497,0.51,0.1,0.39,1.0,1.0
3301,w605087009,605087009,way,12.75778694523912,0.0199999999999999,0.0499999999999999,0.93,1.0,1.0
3303,w605087011,605087011,way,15.717585781026369,0.4,0.38,0.22,1.0,1.0
3310,w605087018,605087018,way,10.30176308280867,0.41,0.05,0.54,1.0,1.0
3313,w605087234,605087234,way,12.755853068182088,0.32,0.33,0.35,1.0,1.0
3318,w605088182,605088182,way,36.67307757102351,0.5,0.44,0.06,1.0,1.0
3319,w605088183,605088183,way,26.218538200709315,0.76,0.13,0.11,1.0,1.0
3327,w605088192,605088192,way,9.274874365524758,0.35,0.2,0.45,1.0,1.0
3335,w605089109,605089109,way,25.2158229466383,0.66,0.24,0.1,1.0,1.0
3339,w620740176,620740176,way,29.390096574241557,0.17,0.44,0.39,1.0,1.0
3340,w620740177,620740177,way,19.71781047349675,0.21,0.32,0.47,1.0,1.0
3341,w620740178,620740178,way,6.668008092645821,0.1,0.51,0.39,1.0,1.0
3342,w620740179,620740179,way,23.85437349848788,0.1,0.39,0.51,1.0,1.0
3343,w620740180,620740180,way,5.932167872445203,0.51,0.33,0.16,1.0,1.0
3347,w620740187,620740187,way,47.78223432514297,0.1999999999999999,0.41,0.39,1.0,1.0
3348,w620740189,620740189,way,18.431782230570573,0.08,0.27,0.65,1.0,1.0
3353,w620980378,620980378,way,13.170669696915422,0.55,0.35,0.1,1.0,1.0
3354,w620980380,620980380,way,13.85912992921876,0.31,0.61,0.08,1.0,1.0
3356,w620980384,620980384,way,25.94489459713931,0.36,0.48,0.16,1.0,1.0
3357,w620980386,620980386,way,30.320291438673877,0.11,0.36,0.53,1.0,1.0
3360,w620980893,620980893,way,24.878361400186247,0.2799999999999999,0.22,0.5,1.0,1.0
3363,w620980896,620980896,way,23.213293254081822,0.09,0.39,0.52,1.0,1.0
3365,w620981341,620981341,way,25.426615545854773,0.2,0.58,0.22,1.0,1.0
3367,w620981343,620981343,way,16.83536671999078,0.42,0.42,0.16,1.0,1.0
3372,w620981977,620981977,way,21.565630001490685,0.44,0.37,0.19,1.0,1.0
3374,w620981979,620981979,way,36.74849877624775,0.62,0.26,0.12,1.0,1.0
3375,w620981980,620981980,way,51.6818974106477,0.54,0.21,0.25,1.0,1.0
3379,w620983090,620983090,way,15.1306540942172,0.06,0.89,0.05,1.0,1.0
3381,w620983092,620983092,way,36.22635197084914,0.52,0.23,0.25,1.0,1.0
3386,w620983105,620983105,way,18.497534050509653,0.07,0.67,0.26,1.0,1.0
3392,w620983618,620983618,way,21.531787152992628,0.41,0.03,0.56,1.0,1.0
3394,w620984136,620984136,way,15.938047765528,0.43,0.01,0.56,1.0,1.0
3396,w620984138,620984138,way,19.615314989474065,0.28,0.6,0.12,1.0,1.0
3398,w620984140,620984140,way,23.107896954473585,0.42,0.4,0.18,1.0,1.0
3401,w620984143,620984143,way,16.553987608192642,0.04,0.45,0.51,1.0,1.0
3404,w620984146,620984146,way,7.787722908667264,0.48,0.11,0.41,1.0,1.0
3411,w620985279,620985279,way,19.088333491432884,0.38,0.01,0.61,1.0,1.0
3413,w620985281,620985281,way,18.489798542281527,0.53,0.28,0.19,1.0,1.0
3415,w621815112,621815112,way,90.74137927004853,0.51,0.34,0.15,1.0,1.0
3424,w621816037,621816037,way,26.93020495769704,0.39,0.02,0.59,1.0,1.0
3425,w621816038,621816038,way,17.30239802926397,0.06,0.42,0.52,1.0,1.0
3433,w621816379,621816379,way,17.88062726931649,0.3999999999999999,0.3,0.3,1.0,1.0
3434,w621816380,621816380,way,17.793602801750062,0.36,0.07,0.57,1.0,1.0
