time,P,G(i),H_sun,T2m,WS10m,Int
20190801:2310,0.0,0.0,0.0,20.74,0.34,0.0
20190802:0010,0.0,0.0,0.0,20.24,0.21,0.0
20190802:0110,0.0,0.0,0.0,19.81,0.0,0.0
20190802:0210,0.0,0.0,0.0,19.52,0.21,0.0
20190802:0310,0.0,0.0,0.0,19.31,0.14,0.0
20190802:0410,0.0,0.0,0.0,19.06,0.28,0.0
20190802:0510,42.85,68.34,11.43,18.63,0.41,0.0
20190802:0610,71.88,104.79,22.43,19.62,0.41,0.0
20190802:0710,116.96,162.4,33.55,23.65,0.83,0.0
20190802:0810,206.78,275.66,44.44,24.61,0.9,0.0
20190802:0910,382.78,508.9,54.48,25.9,1.24,0.0
20190802:1010,518.0,690.67,62.39,27.85,1.31,0.0
20190802:1110,587.79,783.64,65.77,29.01,2.41,0.0
20190802:1210,287.93,376.41,62.81,26.38,2.97,0.0
20190802:1310,670.03,898.35,55.13,26.19,1.79,0.0
20190802:1410,602.4,796.34,45.19,27.07,2.28,0.0
20190802:1510,33.37,57.93,34.33,26.59,2.07,0.0
20190802:1610,29.2,52.23,23.21,26.18,2.0,0.0
20190802:1710,42.1,68.9,12.2,25.11,1.79,0.0
20190802:1810,0.0,0.0,0.0,23.52,1.45,0.0
20190802:1910,0.0,0.0,0.0,21.62,1.17,0.0
20190802:2010,0.0,0.0,0.0,22.44,0.69,0.0
20190802:2110,0.0,0.0,0.0,21.78,0.69,0.0
20190802:2210,0.0,0.0,0.0,21.2,0.69,0.0
20190802:2310,0.0,0.0,0.0,20.79,0.41,0.0
20190803:0010,0.0,0.0,0.0,20.28,0.14,0.0
20190803:0110,0.0,0.0,0.0,19.96,0.21,0.0
20190803:0210,0.0,0.0,0.0,19.55,0.07,0.0
20190803:0310,0.0,0.0,0.0,19.27,0.14,0.0
20190803:0410,0.0,0.0,0.0,18.98,0.21,0.0
20190803:0510,35.69,59.23,11.28,18.76,0.48,0.0
20190803:0610,63.99,94.77,22.28,18.88,0.48,0.0
20190803:0710,64.43,131.69,33.4,21.85,0.41,0.0
20190803:0810,225.14,325.93,44.28,23.26,0.62,0.0
20190803:0910,394.56,524.39,54.29,24.62,0.9,0.0
20190803:1010,536.65,709.3,62.16,25.72,1.31,0.0
20190803:1110,631.31,846.19,65.51,26.4,1.45,0.0
20190803:1210,697.41,947.98,62.57,26.93,1.52,0.0
20190803:1310,689.36,937.08,54.92,27.21,1.59,0.0
20190803:1410,695.1,943.72,45.0,27.42,1.66,0.0
20190803:1510,575.28,762.35,34.16,27.26,1.72,0.0
20190803:1610,304.83,396.23,23.04,26.62,1.31,0.0
20190803:1710,316.87,410.26,12.02,25.09,0.69,0.0
20190803:1810,0.0,0.0,0.0,24.62,0.48,0.0
20190803:1910,0.0,0.0,0.0,21.92,1.03,0.0
20190803:2010,0.0,0.0,0.0,20.87,1.1,0.0
20190803:2110,0.0,0.0,0.0,20.11,1.1,0.0
20190803:2210,0.0,0.0,0.0,19.68,1.03,0.0
20190803:2310,0.0,0.0,0.0,19.42,0.97,0.0
20190804:0010,0.0,0.0,0.0,18.93,0.97,0.0
20190804:0110,0.0,0.0,0.0,18.27,0.97,0.0
20190804:0210,0.0,0.0,0.0,17.59,0.9,0.0
20190804:0310,0.0,0.0,0.0,16.67,0.97,0.0
20190804:0410,0.0,0.0,0.0,15.94,1.03,0.0
20190804:0510,32.58,54.67,11.12,16.45,0.9,0.0
20190804:0610,60.66,90.21,22.13,17.8,0.76,0.0
20190804:0710,66.28,132.21,33.25,21.0,0.83,0.0
20190804:0810,222.88,322.59,44.12,22.5,0.69,0.0
20190804:0910,390.83,520.27,54.1,23.75,0.41,0.0
20190804:1010,527.85,706.23,61.93,24.71,0.28,0.0
20190804:1110,613.81,838.31,65.25,25.61,0.28,0.0
20190804:1210,652.2,902.85,62.32,26.09,0.28,0.0
20190804:1310,665.45,920.93,54.7,26.51,0.48,0.0
20190804:1410,591.65,804.55,44.81,26.75,0.55,0.0
20190804:1510,512.86,681.6,33.98,26.5,0.76,0.0
20190804:1610,429.8,560.51,22.86,25.78,0.83,0.0
20190804:1710,202.27,265.58,11.83,24.68,0.55,0.0
20190804:1810,0.0,0.0,0.0,24.06,0.28,0.0
20190804:1910,0.0,0.0,0.0,22.71,0.07,0.0
20190804:2010,0.0,0.0,0.0,22.13,0.28,0.0
20190804:2110,0.0,0.0,0.0,21.6,0.41,0.0
20190804:2210,0.0,0.0,0.0,21.19,0.34,0.0
20190804:2310,0.0,0.0,0.0,20.74,0.34,0.0
20190805:0010,0.0,0.0,0.0,20.38,0.21,0.0
20190805:0110,0.0,0.0,0.0,20.13,0.14,0.0
20190805:0210,0.0,0.0,0.0,19.8,0.21,0.0
20190805:0310,0.0,0.0,0.0,19.5,0.34,0.0
20190805:0410,0.0,0.0,0.0,19.22,0.41,0.0
20190805:0510,35.62,59.23,10.96,19.14,0.48,0.0
20190805:0610,70.86,103.88,21.98,20.29,0.21,0.0
20190805:0710,74.39,139.82,33.1,23.21,0.28,0.0
20190805:0810,220.88,321.02,43.95,24.72,0.83,0.0
20190805:0910,385.41,513.2,53.91,25.79,1.24,0.0
20190805:1010,522.75,689.77,61.7,26.56,1.66,0.0
20190805:1110,622.06,827.14,64.98,26.75,1.93,0.0
20190805:1210,686.22,921.75,62.07,27.29,2.14,0.0
20190805:1310,689.99,926.42,54.48,27.37,2.28,0.0
20190805:1410,686.0,917.74,44.61,27.2,2.28,0.0
20190805:1510,613.89,810.24,33.79,27.01,2.21,0.0
20190805:1610,496.14,643.87,22.67,25.95,1.72,0.0
20190805:1710,297.85,383.66,11.64,25.21,1.45,0.0
20190805:1810,0.0,0.0,0.0,23.52,1.03,0.0
20190805:1910,0.0,0.0,0.0,23.38,0.9,0.0
20190805:2010,0.0,0.0,0.0,22.83,0.69,0.0
20190805:2110,0.0,0.0,0.0,22.05,0.48,0.0
20190805:2210,0.0,0.0,0.0,21.4,0.41,0.0
20190805:2310,0.0,0.0,0.0,20.89,0.28,0.0
20190806:0010,0.0,0.0,0.0,20.49,0.14,0.0
20190806:0110,0.0,0.0,0.0,19.86,0.0,0.0
20190806:0210,0.0,0.0,0.0,19.57,0.0,0.0
20190806:0310,0.0,0.0,0.0,19.36,0.07,0.0
20190806:0410,0.0,0.0,0.0,19.21,0.07,0.0
20190806:0510,34.88,58.32,10.81,19.23,0.21,0.0
20190806:0610,63.45,94.77,21.82,20.4,0.14,0.0
20190806:0710,65.77,130.32,32.94,23.22,0.48,0.0
20190806:0810,214.62,315.59,43.79,24.99,1.03,0.0
20190806:0910,385.0,513.16,53.72,26.27,1.45,0.0
20190806:1010,525.3,695.7,61.46,27.3,1.66,0.0
20190806:1110,625.79,838.3,64.71,28.11,1.93,0.0
20190806:1210,694.01,936.43,61.81,28.6,2.34,0.0
20190806:1310,714.96,967.81,54.26,28.69,2.41,0.0
20190806:1410,681.07,917.87,44.41,28.43,2.21,0.0
20190806:1510,608.42,809.26,33.6,28.19,2.07,0.0
20190806:1610,492.9,642.93,22.48,27.45,1.93,0.0
20190806:1710,272.58,353.65,11.45,26.32,1.52,0.0
20190806:1810,0.0,0.0,0.0,24.26,1.24,0.0
20190806:1910,0.0,0.0,0.0,23.66,0.97,0.0
20190806:2010,0.0,0.0,0.0,23.39,0.69,0.0
20190806:2110,0.0,0.0,0.0,22.48,0.76,0.0
20190806:2210,0.0,0.0,0.0,21.75,0.55,0.0
20190806:2310,0.0,0.0,0.0,21.22,0.07,0.0
20190807:0010,0.0,0.0,0.0,20.7,0.34,0.0
20190807:0110,0.0,0.0,0.0,20.31,0.34,0.0
20190807:0210,0.0,0.0,0.0,19.98,0.21,0.0
20190807:0310,0.0,0.0,0.0,19.75,0.14,0.0
20190807:0410,0.0,0.0,0.0,19.48,0.28,0.0
20190807:0510,36.99,61.05,10.65,19.39,0.48,0.0
20190807:0610,67.67,100.23,21.67,21.06,0.34,0.0
20190807:0710,71.11,135.4,32.79,23.87,0.55,0.0
20190807:0810,218.55,319.66,43.62,25.79,0.97,0.0
20190807:0910,382.18,512.8,53.52,27.31,1.31,0.0
20190807:1010,518.83,689.69,61.22,28.46,1.86,0.0
20190807:1110,617.97,827.33,64.44,28.97,2.28,0.0
20190807:1210,687.28,926.11,61.54,29.39,2.69,0.0
20190807:1310,700.69,943.42,54.02,29.34,2.9,0.0
20190807:1410,676.44,903.53,44.2,28.96,2.97,0.0
20190807:1510,549.34,720.68,33.4,28.21,2.62,0.0
20190807:1610,400.29,519.0,22.28,27.33,1.86,0.0
20190807:1710,308.74,399.09,11.25,26.1,1.52,0.0
20190807:1810,0.0,0.0,0.0,23.78,1.31,0.0
20190807:1910,0.0,0.0,0.0,24.09,1.03,0.0
20190807:2010,0.0,0.0,0.0,23.5,0.97,0.0
20190807:2110,0.0,0.0,0.0,23.01,0.9,0.0
20190807:2210,0.0,0.0,0.0,22.34,0.83,0.0
20190807:2310,0.0,0.0,0.0,21.76,0.9,0.0
20190808:0010,0.0,0.0,0.0,21.26,0.9,0.0
20190808:0110,0.0,0.0,0.0,20.88,0.76,0.0
20190808:0210,0.0,0.0,0.0,20.65,0.62,0.0
20190808:0310,0.0,0.0,0.0,20.5,0.55,0.0
20190808:0410,0.0,0.0,0.0,20.47,0.69,0.0
20190808:0510,28.44,50.12,10.48,20.52,0.76,0.0
20190808:0610,91.18,129.39,21.51,21.57,0.62,0.0
20190808:0710,80.5,143.52,32.63,24.14,0.83,0.0
20190808:0810,217.35,316.26,43.45,25.79,1.1,0.0
20190808:0910,353.94,472.33,53.33,27.13,1.17,0.0
20190808:1010,227.48,304.89,60.98,28.06,1.52,0.0
20190808:1110,461.79,614.45,64.16,28.08,1.59,0.0
20190808:1210,506.69,674.3,61.27,27.6,1.59,0.0
20190808:1310,583.57,782.66,53.79,28.0,1.66,0.0
20190808:1410,215.52,288.47,43.98,28.09,1.86,0.0
20190808:1510,615.7,822.84,33.2,27.79,1.66,0.0
20190808:1610,387.3,503.42,22.08,27.22,1.45,0.0
20190808:1710,38.01,63.8,11.04,25.84,0.76,0.0
20190808:1810,0.0,0.0,0.0,24.61,0.69,0.0
20190808:1910,0.0,0.0,0.0,25.22,0.34,0.0
20190808:2010,0.0,0.0,0.0,24.21,0.48,0.0
20190808:2110,0.0,0.0,0.0,23.22,0.76,0.0
20190808:2210,0.0,0.0,0.0,22.46,0.9,0.0
20190808:2310,0.0,0.0,0.0,20.71,0.9,0.0
20190809:0010,0.0,0.0,0.0,20.06,0.9,0.0
20190809:0110,0.0,0.0,0.0,18.67,0.76,0.0
20190809:0210,0.0,0.0,0.0,17.91,0.76,0.0
20190809:0310,0.0,0.0,0.0,17.46,0.76,0.0
20190809:0410,0.0,0.0,0.0,16.71,0.83,0.0
20190809:0510,35.9,59.23,10.32,17.68,0.76,0.0
20190809:0610,65.75,97.5,21.36,20.39,0.69,0.0
20190809:0710,64.17,126.18,32.47,23.83,0.76,0.0
20190809:0810,217.28,317.25,43.28,25.86,0.69,0.0
20190809:0910,372.93,506.47,53.12,27.33,0.34,0.0
20190809:1010,499.74,682.19,60.73,28.49,0.14,0.0
20190809:1110,592.42,818.17,63.87,29.26,0.48,0.0
20190809:1210,640.98,890.5,61.0,30.07,0.9,0.0
20190809:1310,495.42,671.09,53.54,30.39,1.17,0.0
20190809:1410,566.26,770.72,43.76,30.33,1.24,0.0
20190809:1510,547.94,741.74,32.99,30.35,1.17,0.0
20190809:1610,472.45,625.97,21.88,29.52,1.38,0.0
20190809:1710,225.4,298.36,10.83,28.2,0.97,0.0
20190809:1810,0.0,0.0,0.0,26.73,0.83,0.0
20190809:1910,0.0,0.0,0.0,26.18,0.69,0.0
20190809:2010,0.0,0.0,0.0,25.73,0.55,0.0
20190809:2110,0.0,0.0,0.0,24.99,0.34,0.0
20190809:2210,0.0,0.0,0.0,24.35,0.07,0.0
20190809:2310,0.0,0.0,0.0,23.78,0.14,0.0
20190810:0010,0.0,0.0,0.0,23.26,0.21,0.0
20190810:0110,0.0,0.0,0.0,22.68,0.34,0.0
20190810:0210,0.0,0.0,0.0,22.34,0.28,0.0
20190810:0310,0.0,0.0,0.0,22.05,0.21,0.0
20190810:0410,0.0,0.0,0.0,21.82,0.21,0.0
20190810:0510,34.43,58.32,10.16,21.76,0.28,0.0
20190810:0610,64.77,97.5,21.2,23.07,0.14,0.0
20190810:0710,70.64,132.48,32.31,25.35,0.62,0.0
20190810:0810,211.7,312.22,43.1,26.87,0.9,0.0
20190810:0910,371.12,501.27,52.92,28.25,1.17,0.0
20190810:1010,505.34,678.46,60.48,29.4,1.38,0.0
20190810:1110,604.23,819.63,63.58,30.29,1.72,0.0
20190810:1210,663.66,909.75,60.72,30.94,1.93,0.0
20190810:1310,669.72,919.77,53.29,31.19,2.0,0.0
20190810:1410,651.29,890.33,43.54,31.44,2.07,0.0
20190810:1510,579.39,778.56,32.77,31.04,2.14,0.0
20190810:1610,448.71,591.57,21.67,30.28,1.93,0.0
20190810:1710,240.15,317.38,10.62,29.08,1.45,0.0
20190810:1810,0.0,0.0,0.0,27.05,1.17,0.0
20190810:1910,0.0,0.0,0.0,25.98,0.97,0.0
20190810:2010,0.0,0.0,0.0,26.07,0.76,0.0
20190810:2110,0.0,0.0,0.0,25.38,0.55,0.0
20190810:2210,0.0,0.0,0.0,24.79,0.34,0.0
20190810:2310,0.0,0.0,0.0,24.35,0.34,0.0
20190811:0010,0.0,0.0,0.0,23.94,0.48,0.0
20190811:0110,0.0,0.0,0.0,23.87,0.62,0.0
20190811:0210,0.0,0.0,0.0,23.59,0.76,0.0
20190811:0310,0.0,0.0,0.0,23.34,0.9,0.0
20190811:0410,0.0,0.0,0.0,23.14,0.97,0.0
20190811:0510,30.8,53.76,9.99,23.05,0.97,0.0
20190811:0610,57.94,89.3,21.04,24.4,0.62,0.0
20190811:0710,52.19,112.91,32.15,27.54,0.34,0.0
20190811:0810,199.16,303.63,42.93,29.05,0.34,0.0
20190811:0910,365.61,503.14,52.71,30.26,0.55,0.0
20190811:1010,492.86,676.03,60.23,31.3,0.62,0.0
20190811:1110,583.15,808.05,63.29,32.04,0.97,0.0
20190811:1210,626.38,873.15,60.43,32.46,1.24,0.0
20190811:1310,617.19,858.32,53.04,32.77,1.38,0.0
20190811:1410,632.07,876.68,43.31,32.76,1.52,0.0
20190811:1510,571.74,784.82,32.56,32.23,1.17,0.0
20190811:1610,454.9,608.87,21.45,31.63,1.31,0.0
20190811:1710,255.03,339.41,10.39,30.43,1.03,0.0
20190811:1810,0.0,0.0,0.0,28.82,0.97,0.0
20190811:1910,0.0,0.0,0.0,28.8,0.76,0.0
20190811:2010,0.0,0.0,0.0,27.97,0.62,0.0
20190811:2110,0.0,0.0,0.0,27.19,0.28,0.0
20190811:2210,0.0,0.0,0.0,26.55,0.07,0.0
20190811:2310,0.0,0.0,0.0,26.01,0.14,0.0
20190812:0010,0.0,0.0,0.0,25.52,0.28,0.0
20190812:0110,0.0,0.0,0.0,24.97,0.34,0.0
20190812:0210,0.0,0.0,0.0,24.63,0.34,0.0
20190812:0310,0.0,0.0,0.0,24.36,0.41,0.0
20190812:0410,0.0,0.0,0.0,24.16,0.55,0.0
20190812:0510,34.73,59.23,9.83,24.05,0.55,0.0
20190812:0610,72.06,107.52,20.88,25.15,0.34,0.0
20190812:0710,69.57,130.85,31.99,28.38,0.21,0.0
20190812:0810,203.18,308.08,42.75,30.38,0.07,0.0
20190812:0910,360.47,498.83,52.5,31.78,0.69,0.0
20190812:1010,488.44,669.94,59.97,32.82,1.1,0.0
20190812:1110,582.61,806.58,62.99,33.55,1.45,0.0
20190812:1210,655.23,917.41,60.14,34.03,1.66,0.0
20190812:1310,665.88,934.15,52.78,34.16,1.72,0.0
20190812:1410,630.96,880.25,43.07,33.84,1.52,0.0
20190812:1510,553.9,761.52,32.33,32.82,1.1,0.0
20190812:1610,419.43,561.43,21.23,31.95,1.17,0.0
20190812:1710,212.13,284.11,10.17,30.35,1.24,0.0
20190812:1810,0.0,0.0,0.0,29.85,0.9,0.0
20190812:1910,0.0,0.0,0.0,27.48,0.97,0.0
20190812:2010,0.0,0.0,0.0,27.63,0.97,0.0
20190812:2110,0.0,0.0,0.0,27.12,0.69,0.0
20190812:2210,0.0,0.0,0.0,26.48,0.28,0.0
20190812:2310,0.0,0.0,0.0,25.82,0.48,0.0
20190813:0010,0.0,0.0,0.0,25.17,0.55,0.0
20190813:0110,0.0,0.0,0.0,24.79,0.62,0.0
20190813:0210,0.0,0.0,0.0,24.33,0.62,0.0
20190813:0310,0.0,0.0,0.0,23.96,0.62,0.0
20190813:0410,0.0,0.0,0.0,23.69,0.55,0.0
20190813:0510,34.81,59.23,9.66,23.59,0.48,0.0
20190813:0610,77.98,114.81,20.72,24.74,0.21,0.0
20190813:0710,76.64,136.73,31.83,27.46,0.28,0.0
20190813:0810,202.39,304.58,42.57,29.21,0.0,0.0
20190813:0910,355.23,489.39,52.29,30.64,0.55,0.0
20190813:1010,453.92,618.46,59.71,31.6,1.03,0.0
20190813:1110,537.47,734.11,62.69,32.26,1.59,0.0
20190813:1210,621.64,851.66,59.85,31.7,1.86,0.0
20190813:1310,659.87,903.81,52.52,30.03,1.66,0.0
20190813:1410,640.58,873.16,42.83,29.62,1.52,0.0
20190813:1510,537.18,720.7,32.1,29.4,1.24,0.0
20190813:1610,376.46,490.97,21.01,28.67,1.79,0.0
20190813:1710,122.99,170.49,9.94,27.8,1.24,0.0
20190813:1810,0.0,0.0,0.0,26.12,1.17,0.0
20190813:1910,0.0,0.0,0.0,24.7,1.17,0.0
20190813:2010,0.0,0.0,0.0,23.95,1.1,0.0
20190813:2110,0.0,0.0,0.0,23.17,1.1,0.0
20190813:2210,0.0,0.0,0.0,22.32,1.1,0.0
20190813:2310,0.0,0.0,0.0,21.55,1.1,0.0
20190814:0010,0.0,0.0,0.0,21.15,1.03,0.0
20190814:0110,0.0,0.0,0.0,20.25,1.17,0.0
20190814:0210,0.0,0.0,0.0,19.98,1.03,0.0
20190814:0310,0.0,0.0,0.0,19.61,1.03,0.0
20190814:0410,0.0,0.0,0.0,19.54,0.83,0.0
20190814:0510,24.51,44.65,9.5,19.36,0.69,0.0
20190814:0610,63.59,94.77,20.56,20.24,0.69,0.0
20190814:0710,60.86,117.4,31.66,20.66,1.03,0.0
20190814:0810,208.64,305.6,42.39,22.36,0.9,0.0
20190814:0910,378.86,504.47,52.08,23.88,0.76,0.0
20190814:1010,512.11,679.94,59.44,25.34,0.83,0.0
20190814:1110,590.85,788.46,62.39,26.13,1.38,0.0
20190814:1210,47.06,75.98,59.55,26.61,1.59,0.0
20190814:1310,609.68,813.97,52.25,26.84,1.79,0.0
20190814:1410,647.77,876.31,42.59,26.57,1.17,0.0
20190814:1510,536.01,708.48,31.87,25.87,1.03,0.0
20190814:1610,468.26,610.82,20.77,24.93,0.76,0.0
20190814:1710,266.0,343.27,9.71,23.98,0.9,0.0
20190814:1810,0.0,0.0,0.0,22.64,1.03,0.0
20190814:1910,0.0,0.0,0.0,21.24,1.17,0.0
20190814:2010,0.0,0.0,0.0,20.11,0.97,0.0
20190814:2110,0.0,0.0,0.0,19.28,0.97,0.0
20190814:2210,0.0,0.0,0.0,18.61,1.03,0.0
20190814:2310,0.0,0.0,0.0,17.93,1.1,0.0
20190815:0010,0.0,0.0,0.0,17.41,1.1,0.0
20190815:0110,0.0,0.0,0.0,17.07,1.03,0.0
20190815:0210,0.0,0.0,0.0,16.7,1.03,0.0
20190815:0310,0.0,0.0,0.0,16.32,1.03,0.0
20190815:0410,0.0,0.0,0.0,15.96,1.03,0.0
20190815:0510,34.79,57.41,9.33,16.06,1.03,0.0
20190815:0610,67.53,98.41,20.4,17.47,1.17,0.0
20190815:0710,66.03,120.92,31.49,18.52,1.1,0.0
20190815:0810,210.94,304.42,42.21,20.17,0.9,0.0
20190815:0910,376.37,497.2,51.86,21.76,0.48,0.0
20190815:1010,505.14,667.42,59.18,23.37,0.48,0.0
20190815:1110,603.24,803.49,62.08,24.52,1.03,0.0
20190815:1210,681.95,919.09,59.25,25.23,1.31,0.0
20190815:1310,685.28,923.2,51.97,25.68,1.52,0.0
20190815:1410,668.52,894.0,42.33,26.36,1.86,0.0
20190815:1510,576.84,758.67,31.63,26.39,1.86,0.0
20190815:1610,387.67,499.29,20.54,25.51,1.52,0.0
20190815:1710,234.58,304.52,9.47,24.62,1.17,0.0
20190815:1810,0.0,0.0,0.0,23.11,0.76,0.0
20190815:1910,0.0,0.0,0.0,22.94,0.34,0.0
20190815:2010,0.0,0.0,0.0,21.95,0.28,0.0
20190815:2110,0.0,0.0,0.0,20.98,0.14,0.0
20190815:2210,0.0,0.0,0.0,20.18,0.14,0.0
20190815:2310,0.0,0.0,0.0,19.48,0.07,0.0
20190816:0010,0.0,0.0,0.0,18.94,0.07,0.0
20190816:0110,0.0,0.0,0.0,18.59,0.21,0.0
20190816:0210,0.0,0.0,0.0,18.2,0.41,0.0
20190816:0310,0.0,0.0,0.0,17.91,0.48,0.0
20190816:0410,0.0,0.0,0.0,17.64,0.55,0.0
20190816:0510,28.19,49.21,9.16,17.51,0.62,0.0
20190816:0610,57.37,86.57,20.24,18.83,0.48,0.0
20190816:0710,49.82,103.62,31.33,21.14,0.48,0.0
20190816:0810,198.15,296.05,42.02,22.69,0.14,0.0
20190816:0910,370.47,494.94,51.64,23.71,0.41,0.0
20190816:1010,491.47,652.07,58.91,24.53,0.55,0.0
20190816:1110,547.79,731.46,61.77,25.3,0.83,0.0
20190816:1210,361.36,474.68,58.94,25.54,1.1,0.0
20190816:1310,552.23,738.12,51.69,26.0,0.97,0.0
20190816:1410,646.87,874.79,42.08,25.84,0.97,0.0
20190816:1510,190.16,254.35,31.39,25.37,0.34,0.0
20190816:1610,454.92,594.14,20.3,24.68,0.48,0.0
20190816:1710,183.12,241.44,9.22,23.84,0.34,0.0
20190816:1810,0.0,0.0,0.0,22.74,0.07,0.0
20190816:1910,0.0,0.0,0.0,19.92,0.83,0.0
20190816:2010,0.0,0.0,0.0,20.22,0.76,0.0
20190816:2110,0.0,0.0,0.0,20.1,0.62,0.0
20190816:2210,0.0,0.0,0.0,19.78,0.55,0.0
20190816:2310,0.0,0.0,0.0,19.36,0.55,0.0
20190817:0010,0.0,0.0,0.0,18.92,0.48,0.0
20190817:0110,0.0,0.0,0.0,18.38,0.55,0.0
20190817:0210,0.0,0.0,0.0,17.89,0.48,0.0
20190817:0310,0.0,0.0,0.0,16.7,0.48,0.0
20190817:0410,0.0,0.0,0.0,15.38,0.48,0.0
20190817:0510,31.29,52.85,8.99,15.52,0.34,0.0
20190817:0610,69.04,100.23,20.07,16.99,0.21,0.0
20190817:0710,49.51,101.71,31.16,19.88,0.07,0.0
20190817:0810,198.46,293.81,41.83,21.59,0.55,0.0
20190817:0910,367.67,487.73,51.42,23.26,0.69,0.0
20190817:1010,497.4,657.13,58.63,24.62,0.83,0.0
20190817:1110,372.96,491.07,61.45,25.59,1.03,0.0
20190817:1210,444.8,588.38,58.62,26.24,1.1,0.0
20190817:1310,655.25,886.28,51.41,26.83,1.38,0.0
20190817:1410,576.07,766.5,41.82,27.11,1.59,0.0
20190817:1510,488.58,638.65,31.14,26.66,1.66,0.0
20190817:1610,238.45,310.89,20.06,26.26,1.79,0.0
20190817:1710,201.41,264.28,8.98,25.05,1.1,0.0
20190817:1810,0.0,0.0,0.0,23.48,0.62,0.0
20190817:1910,0.0,0.0,0.0,22.19,0.76,0.0
20190817:2010,0.0,0.0,0.0,22.21,0.48,0.0
20190817:2110,0.0,0.0,0.0,21.55,0.41,0.0
20190817:2210,0.0,0.0,0.0,21.0,0.21,0.0
20190817:2310,0.0,0.0,0.0,20.56,0.07,0.0
20190818:0010,0.0,0.0,0.0,20.21,0.07,0.0
20190818:0110,0.0,0.0,0.0,20.0,0.0,0.0
20190818:0210,0.0,0.0,0.0,19.74,0.07,0.0
20190818:0310,0.0,0.0,0.0,19.48,0.21,0.0
20190818:0410,0.0,0.0,0.0,19.23,0.28,0.0
20190818:0510,28.64,50.12,8.82,19.04,0.28,0.0
20190818:0610,63.54,94.77,19.91,20.13,0.14,0.0
20190818:0710,55.92,108.13,30.99,22.31,0.41,0.0
20190818:0810,196.88,293.44,41.64,24.0,0.69,0.0
20190818:0910,363.97,486.93,51.19,25.4,1.03,0.0
20190818:1010,490.79,651.28,58.35,26.56,1.17,0.0
20190818:1110,589.41,792.52,61.13,27.66,1.31,0.0
20190818:1210,651.02,886.68,58.31,28.31,1.38,0.0
20190818:1310,672.1,922.7,51.12,28.79,1.31,0.0
20190818:1410,640.95,873.22,41.55,28.97,1.38,0.0
20190818:1510,582.89,776.35,30.89,28.5,1.79,0.0
20190818:1610,444.58,579.32,19.81,27.7,1.72,0.0
20190818:1710,215.73,283.23,8.72,26.33,1.38,0.0
20190818:1810,0.0,0.0,0.0,24.69,1.1,0.0
20190818:1910,0.0,0.0,0.0,23.09,0.97,0.0
20190818:2010,0.0,0.0,0.0,23.28,0.62,0.0
20190818:2110,0.0,0.0,0.0,22.62,0.48,0.0
20190818:2210,0.0,0.0,0.0,22.13,0.28,0.0
20190818:2310,0.0,0.0,0.0,21.8,0.14,0.0
20190819:0010,0.0,0.0,0.0,21.47,0.07,0.0
20190819:0110,0.0,0.0,0.0,21.34,0.14,0.0
20190819:0210,0.0,0.0,0.0,21.13,0.21,0.0
20190819:0310,0.0,0.0,0.0,20.89,0.34,0.0
20190819:0410,0.0,0.0,0.0,20.66,0.41,0.0
20190819:0510,27.75,49.21,8.65,20.49,0.41,0.0
20190819:0610,60.25,91.12,19.74,21.4,0.34,0.0
20190819:0710,49.41,100.31,30.82,23.97,0.34,0.0
20190819:0810,191.34,290.1,41.45,25.56,0.14,0.0
20190819:0910,356.91,486.09,50.96,26.93,0.28,0.0
20190819:1010,490.69,661.76,58.07,28.11,0.62,0.0
20190819:1110,590.57,805.25,60.81,29.09,0.97,0.0
20190819:1210,652.45,899.17,57.98,29.65,1.17,0.0
20190819:1310,650.82,896.78,50.82,29.8,1.24,0.0
20190819:1410,616.69,843.76,41.28,29.73,1.17,0.0
20190819:1510,566.3,759.83,30.63,29.27,1.45,0.0
20190819:1610,438.94,575.23,19.56,28.28,1.45,0.0
20190819:1710,25.48,47.38,8.47,27.17,0.9,0.0
20190819:1810,0.0,0.0,0.0,25.77,0.69,0.0
20190819:1910,0.0,0.0,0.0,25.52,0.55,0.0
20190819:2010,0.0,0.0,0.0,24.68,0.34,0.0
20190819:2110,0.0,0.0,0.0,23.99,0.28,0.0
20190819:2210,0.0,0.0,0.0,23.45,0.34,0.0
20190819:2310,0.0,0.0,0.0,23.15,0.41,0.0
20190820:0010,0.0,0.0,0.0,22.83,0.48,0.0
20190820:0110,0.0,0.0,0.0,22.54,0.62,0.0
20190820:0210,0.0,0.0,0.0,22.21,0.76,0.0
20190820:0310,0.0,0.0,0.0,21.92,0.83,0.0
20190820:0410,0.0,0.0,0.0,21.68,0.9,0.0
20190820:0510,27.61,49.21,8.48,21.52,0.9,0.0
20190820:0610,61.48,92.94,19.57,22.27,0.62,0.0
20190820:0710,53.89,104.69,30.64,25.13,0.62,0.0
20190820:0810,192.71,292.75,41.26,26.99,0.41,0.0
20190820:0910,355.58,488.41,50.73,28.37,0.21,0.0
20190820:1010,482.62,662.59,57.79,29.5,0.07,0.0
20190820:1110,569.64,790.23,60.48,30.38,0.41,0.0
20190820:1210,635.73,892.89,57.66,31.04,0.62,0.0
20190820:1310,640.56,898.98,50.52,31.28,0.76,0.0
20190820:1410,629.34,872.75,41.01,31.11,1.03,0.0
20190820:1510,578.17,782.63,30.37,30.28,1.38,0.0
20190820:1610,428.0,564.98,19.3,29.15,1.17,0.0
