time,P,G(i),H_sun,T2m,WS10m,Int
20190408:1210,805.37,1009.23,52.6,12.36,2.55,0.0
20190408:1310,640.24,783.39,46.0,12.21,2.62,0.0
20190408:1410,345.51,418.69,36.95,12.21,2.9,0.0
20190408:1510,132.65,171.82,26.59,11.86,2.62,0.0
20190408:1610,74.97,106.75,15.63,11.17,2.41,0.0
20190408:1710,4.97,15.49,4.5,10.28,1.93,0.0
20190408:1810,0.0,0.0,0.0,9.06,1.72,0.0
20190408:1910,0.0,0.0,0.0,7.19,1.52,0.0
20190408:2010,0.0,0.0,0.0,6.03,1.31,0.0
20190408:2110,0.0,0.0,0.0,5.56,1.24,0.0
20190408:2210,0.0,0.0,0.0,5.97,1.03,0.0
20190408:2310,0.0,0.0,0.0,6.03,0.97,0.0
20190409:0010,0.0,0.0,0.0,5.15,1.03,0.0
20190409:0110,0.0,0.0,0.0,4.63,1.03,0.0
20190409:0210,0.0,0.0,0.0,5.07,0.9,0.0
20190409:0310,0.0,0.0,0.0,4.92,0.83,0.0
20190409:0410,0.0,0.0,0.0,5.05,0.55,0.0
20190409:0510,22.61,45.42,5.45,5.03,0.62,0.0
20190409:0610,116.28,150.27,16.58,5.0,0.76,0.0
20190409:0710,117.95,152.35,27.53,7.69,0.97,0.0
20190409:0810,279.75,340.67,37.86,10.0,1.03,0.0
20190409:0910,638.29,794.02,46.83,11.62,1.31,0.0
20190409:1010,801.82,1033.4,53.25,12.73,1.31,0.0
20190409:1110,584.08,728.39,55.55,13.08,1.38,0.0
20190409:1210,307.06,378.5,52.92,13.4,1.72,0.0
20190409:1310,38.0,60.61,46.28,12.85,1.66,0.0
20190409:1410,80.98,112.03,37.18,12.1,1.17,0.0
20190409:1510,30.13,50.51,26.8,11.65,0.97,0.0
20190409:1610,13.53,28.47,15.82,11.36,1.1,0.0
20190409:1710,2.07,10.33,4.69,10.76,1.17,0.0
20190409:1810,0.0,0.0,0.0,9.5,1.03,0.0
20190409:1910,0.0,0.0,0.0,7.79,0.69,0.0
20190409:2010,0.0,0.0,0.0,7.28,0.83,0.0
20190409:2110,0.0,0.0,0.0,6.75,0.83,0.0
20190409:2210,0.0,0.0,0.0,7.19,0.62,0.0
20190409:2310,0.0,0.0,0.0,7.08,0.48,0.0
20190410:0010,0.0,0.0,0.0,6.91,0.62,0.0
20190410:0110,0.0,0.0,0.0,6.25,0.76,0.0
20190410:0210,0.0,0.0,0.0,6.24,0.83,0.0
20190410:0310,0.0,0.0,0.0,6.29,0.69,0.0
20190410:0410,0.0,0.0,0.0,6.15,0.62,0.0
20190410:0510,23.49,45.31,5.75,5.88,0.55,0.0
20190410:0610,178.37,224.04,16.88,6.11,0.62,0.0
20190410:0710,160.44,199.73,27.84,6.34,0.55,0.0
20190410:0810,234.03,284.78,38.18,7.7,0.97,0.0
20190410:0910,341.45,412.46,47.18,9.32,1.31,0.0
20190410:1010,112.88,147.84,53.62,9.91,1.45,0.0
20190410:1110,126.97,164.37,55.92,10.37,1.45,0.0
20190410:1210,331.99,403.14,53.25,10.36,1.59,0.0
20190410:1310,69.02,97.34,46.55,10.73,1.38,0.0
20190410:1410,186.36,232.91,37.41,10.27,1.17,0.0
20190410:1510,148.56,189.99,27.0,10.27,1.03,0.0
20190410:1610,94.1,139.42,16.01,8.88,1.66,0.0
20190410:1710,8.94,21.51,4.89,7.46,1.03,0.0
20190410:1810,0.0,0.0,0.0,6.87,0.55,0.0
20190410:1910,0.0,0.0,0.0,6.4,0.9,0.0
20190410:2010,0.0,0.0,0.0,6.23,0.69,0.0
20190410:2110,0.0,0.0,0.0,6.34,0.55,0.0
20190410:2210,0.0,0.0,0.0,5.82,0.62,0.0
20190410:2310,0.0,0.0,0.0,5.55,0.62,0.0
20190411:0010,0.0,0.0,0.0,5.2,0.62,0.0
20190411:0110,0.0,0.0,0.0,5.01,0.41,0.0
20190411:0210,0.0,0.0,0.0,4.75,0.28,0.0
20190411:0310,0.0,0.0,0.0,4.56,0.28,0.0
20190411:0410,0.0,0.0,0.0,4.29,0.48,0.0
20190411:0510,43.39,82.19,6.05,3.94,0.55,0.0
20190411:0610,274.77,338.19,17.18,4.4,0.9,0.0
20190411:0710,479.02,574.84,28.15,6.44,0.62,0.0
20190411:0810,641.73,796.05,38.5,8.36,0.41,0.0
20190411:0910,593.01,736.73,47.53,9.61,0.48,0.0
20190411:1010,449.73,553.64,54.0,10.67,0.48,0.0
20190411:1110,615.6,770.46,56.29,11.32,0.9,0.0
20190411:1210,414.69,508.38,53.57,11.58,1.03,0.0
20190411:1310,357.97,440.1,46.82,11.56,0.55,0.0
20190411:1410,29.47,49.59,37.64,11.05,0.14,0.0
20190411:1510,53.17,78.05,27.2,8.83,0.28,0.0
20190411:1610,7.43,19.28,16.2,8.21,0.83,0.0
20190411:1710,11.93,25.81,5.08,7.25,0.62,0.0
20190411:1810,0.0,0.0,0.0,6.79,0.14,0.0
20190411:1910,0.0,0.0,0.0,6.86,0.34,0.0
20190411:2010,0.0,0.0,0.0,6.66,0.34,0.0
20190411:2110,0.0,0.0,0.0,6.1,0.62,0.0
20190411:2210,0.0,0.0,0.0,5.01,0.62,0.0
20190411:2310,0.0,0.0,0.0,4.12,0.76,0.0
20190412:0010,0.0,0.0,0.0,3.52,0.76,0.0
20190412:0110,0.0,0.0,0.0,3.2,0.76,0.0
20190412:0210,0.0,0.0,0.0,2.94,0.76,0.0
20190412:0310,0.0,0.0,0.0,3.07,0.69,0.0
20190412:0410,0.0,0.0,0.0,2.93,0.69,0.0
20190412:0510,10.84,23.88,6.35,2.69,0.76,0.0
20190412:0610,124.86,159.4,17.47,4.52,1.1,0.0
20190412:0710,385.33,458.59,28.45,6.6,1.03,0.0
20190412:0810,385.49,462.29,38.82,8.27,1.1,0.0
20190412:0910,452.31,549.98,47.87,9.65,0.9,0.0
20190412:1010,509.67,628.67,54.37,10.35,0.62,0.0
20190412:1110,426.57,524.07,56.65,10.61,0.55,0.0
20190412:1210,0.0,0.0,0.0,10.93,0.76,0.0
20190412:1310,321.27,394.38,47.08,11.39,0.76,0.0
20190412:1410,298.26,366.41,37.86,10.12,0.14,0.0
20190412:1510,224.25,280.71,27.4,9.14,0.28,0.0
20190412:1610,96.19,142.32,16.39,8.23,0.34,0.0
20190412:1710,10.1,23.23,5.27,7.65,0.97,0.0
20190412:1810,0.0,0.0,0.0,7.08,0.83,0.0
20190412:1910,0.0,0.0,0.0,6.3,0.9,0.0
20190412:2010,0.0,0.0,0.0,5.64,0.97,0.0
20190412:2110,0.0,0.0,0.0,5.31,0.9,0.0
20190412:2210,0.0,0.0,0.0,5.1,0.9,0.0
20190412:2310,0.0,0.0,0.0,4.42,0.97,0.0
20190413:0010,0.0,0.0,0.0,3.92,0.9,0.0
20190413:0110,0.0,0.0,0.0,3.43,0.9,0.0
20190413:0210,0.0,0.0,0.0,2.88,0.9,0.0
20190413:0310,0.0,0.0,0.0,2.23,1.03,0.0
20190413:0410,0.0,0.0,0.0,2.06,0.97,0.0
20190413:0510,30.9,54.68,6.64,2.12,1.03,0.0
20190413:0610,264.71,324.69,17.76,4.16,0.97,0.0
20190413:0710,468.74,554.71,28.75,5.32,1.24,0.0
20190413:0810,633.48,768.0,39.14,7.03,1.17,0.0
20190413:0910,639.1,787.52,48.22,8.02,0.83,0.0
20190413:1010,348.25,425.43,54.73,9.59,0.41,0.0
20190413:1110,330.16,405.09,57.02,10.6,0.55,0.0
20190413:1210,289.21,354.1,54.21,10.14,0.83,0.0
20190413:1310,140.49,179.98,47.35,9.58,0.41,0.0
20190413:1410,45.26,68.87,38.08,9.85,0.14,0.0
20190413:1510,105.16,138.62,27.6,8.59,0.34,0.0
20190413:1610,39.62,61.53,16.58,8.08,0.48,0.0
20190413:1710,7.81,19.79,5.47,7.02,0.9,0.0
20190413:1810,0.0,0.0,0.0,6.29,0.83,0.0
20190413:1910,0.0,0.0,0.0,6.14,0.69,0.0
20190413:2010,0.0,0.0,0.0,5.56,0.55,0.0
20190413:2110,0.0,0.0,0.0,5.57,0.41,0.0
20190413:2210,0.0,0.0,0.0,5.48,0.34,0.0
20190413:2310,0.0,0.0,0.0,5.22,0.41,0.0
20190414:0010,0.0,0.0,0.0,4.84,0.48,0.0
20190414:0110,0.0,0.0,0.0,4.49,0.41,0.0
20190414:0210,0.0,0.0,0.0,4.21,0.41,0.0
20190414:0310,0.0,0.0,0.0,4.02,0.41,0.0
20190414:0410,0.0,0.0,0.0,4.17,0.48,0.0
20190414:0510,11.42,24.79,6.93,3.96,0.55,0.0
20190414:0610,158.35,198.53,18.05,4.82,0.76,0.0
20190414:0710,124.84,159.5,29.04,6.53,0.83,0.0
20190414:0810,105.6,138.66,39.45,8.18,0.83,0.0
20190414:0910,565.22,691.54,48.55,9.01,0.97,0.0
20190414:1010,621.33,767.85,55.1,10.22,1.31,0.0
20190414:1110,282.88,346.05,57.38,10.82,1.59,0.0
20190414:1210,60.61,87.24,54.53,10.37,1.72,0.0
20190414:1310,173.66,217.63,47.61,9.7,1.38,0.0
20190414:1410,82.19,112.03,38.31,9.07,1.24,0.0
20190414:1510,19.19,35.81,27.8,8.26,1.17,0.0
20190414:1610,45.86,68.87,16.77,7.48,0.83,0.0
20190414:1710,7.25,18.93,5.66,6.87,0.9,0.0
20190414:1810,0.0,0.0,0.0,6.29,0.76,0.0
20190414:1910,0.0,0.0,0.0,5.43,0.28,0.0
20190414:2010,0.0,0.0,0.0,4.46,0.76,0.0
20190414:2110,0.0,0.0,0.0,3.43,1.1,0.0
20190414:2210,0.0,0.0,0.0,2.84,1.17,0.0
20190414:2310,0.0,0.0,0.0,2.31,1.24,0.0
20190415:0010,0.0,0.0,0.0,2.07,1.24,0.0
20190415:0110,0.0,0.0,0.0,1.84,1.24,0.0
20190415:0210,0.0,0.0,0.0,1.53,1.24,0.0
20190415:0310,0.0,0.0,0.0,1.81,1.31,0.0
20190415:0410,0.0,0.0,0.0,2.13,1.24,0.0
20190415:0510,4.72,14.69,7.21,2.77,1.72,0.0
20190415:0610,190.97,234.92,18.34,4.0,1.72,0.0
20190415:0710,422.19,496.83,29.33,6.14,2.14,0.0
20190415:0810,497.85,591.55,39.76,8.02,2.28,0.0
20190415:0910,348.91,417.81,48.89,9.51,2.83,0.0
20190415:1010,390.49,468.51,55.46,10.02,2.83,0.0
20190415:1110,418.21,503.85,57.73,10.5,2.55,0.0
20190415:1210,657.22,805.13,54.84,10.75,2.34,0.0
20190415:1310,540.55,656.91,47.87,11.07,2.07,0.0
20190415:1410,283.22,345.81,38.52,10.8,1.59,0.0
20190415:1510,301.03,380.52,28.0,10.96,1.45,0.0
20190415:1610,84.92,147.14,16.96,10.36,1.17,0.0
20190415:1710,13.6,28.4,5.85,9.68,1.1,0.0
20190415:1810,0.0,0.0,0.0,8.53,1.1,0.0
20190415:1910,0.0,0.0,0.0,6.78,1.1,0.0
20190415:2010,0.0,0.0,0.0,5.98,1.03,0.0
20190415:2110,0.0,0.0,0.0,5.82,0.97,0.0
20190415:2210,0.0,0.0,0.0,5.17,0.83,0.0
20190415:2310,0.0,0.0,0.0,4.25,0.69,0.0
20190416:0010,0.0,0.0,0.0,4.28,0.69,0.0
20190416:0110,0.0,0.0,0.0,4.1,0.62,0.0
20190416:0210,0.0,0.0,0.0,3.66,0.62,0.0
20190416:0310,0.0,0.0,0.0,3.21,0.69,0.0
20190416:0410,0.0,0.0,0.0,2.53,0.69,0.0
20190416:0510,55.15,96.08,7.5,2.0,0.69,0.0
20190416:0610,282.33,346.36,18.62,3.89,0.55,0.0
20190416:0710,477.48,583.47,29.62,8.84,0.21,0.0
20190416:0810,603.93,749.95,40.07,10.14,0.55,0.0
20190416:0910,580.42,721.36,49.22,11.19,0.83,0.0
20190416:1010,359.31,441.07,55.81,11.88,1.03,0.0
20190416:1110,530.2,658.01,58.09,12.76,1.24,0.0
20190416:1210,198.97,250.09,55.15,12.82,1.59,0.0
20190416:1310,288.79,354.61,48.13,12.07,1.59,0.0
20190416:1410,299.5,367.12,38.74,11.85,1.45,0.0
20190416:1510,223.01,280.22,28.19,11.24,1.24,0.0
20190416:1610,91.5,128.56,17.15,10.96,1.03,0.0
20190416:1710,12.33,26.68,6.04,10.35,0.62,0.0
20190416:1810,0.0,0.0,0.0,9.71,0.34,0.0
20190416:1910,0.0,0.0,0.0,9.03,0.55,0.0
20190416:2010,0.0,0.0,0.0,8.41,0.34,0.0
20190416:2110,0.0,0.0,0.0,7.87,0.07,0.0
20190416:2210,0.0,0.0,0.0,7.44,0.21,0.0
20190416:2310,0.0,0.0,0.0,7.03,0.28,0.0
20190417:0010,0.0,0.0,0.0,6.67,0.34,0.0
20190417:0110,0.0,0.0,0.0,6.34,0.48,0.0
20190417:0210,0.0,0.0,0.0,6.14,0.55,0.0
20190417:0310,0.0,0.0,0.0,5.92,0.62,0.0
20190417:0410,0.0,0.0,0.0,5.84,0.69,0.0
20190417:0510,51.57,88.86,7.78,5.74,0.76,0.0
20190417:0610,271.6,338.07,18.89,7.08,0.48,0.0
20190417:0710,464.13,566.79,29.91,9.81,0.48,0.0
20190417:0810,595.71,743.47,40.37,11.57,0.62,0.0
20190417:0910,693.39,886.52,49.55,12.59,0.69,0.0
20190417:1010,641.06,819.76,56.17,13.57,0.62,0.0
20190417:1110,697.34,909.61,58.44,14.18,0.41,0.0
20190417:1210,618.4,794.9,55.46,14.55,0.41,0.0
20190417:1310,47.33,72.54,48.38,14.06,0.55,0.0
20190417:1410,41.53,65.2,38.96,13.47,0.83,0.0
20190417:1510,40.94,64.28,28.38,12.77,0.9,0.0
20190417:1610,57.04,83.97,17.33,12.38,0.76,0.0
20190417:1710,9.31,22.37,6.23,11.43,0.55,0.0
20190417:1810,0.0,0.0,0.0,10.52,0.62,0.0
20190417:1910,0.0,0.0,0.0,11.0,0.48,0.0
20190417:2010,0.0,0.0,0.0,10.48,0.62,0.0
20190417:2110,0.0,0.0,0.0,9.89,0.76,0.0
20190417:2210,0.0,0.0,0.0,9.25,0.83,0.0
20190417:2310,0.0,0.0,0.0,8.65,0.9,0.0
20190418:0010,0.0,0.0,0.0,8.07,0.9,0.0
20190418:0110,0.0,0.0,0.0,7.55,0.97,0.0
20190418:0210,0.0,0.0,0.0,6.9,1.03,0.0
20190418:0310,0.0,0.0,0.0,5.98,1.17,0.0
20190418:0410,0.0,0.0,0.0,5.24,1.24,0.0
20190418:0510,59.82,102.5,8.05,4.59,1.24,0.0
20190418:0610,279.93,346.35,19.17,6.66,0.9,0.0
20190418:0710,497.03,605.97,30.19,10.59,1.1,0.0
20190418:0810,661.98,826.8,40.67,12.12,1.24,0.0
20190418:0910,783.3,1006.28,49.87,13.17,1.31,0.0
20190418:1010,850.56,1106.45,56.52,14.13,1.66,0.0
20190418:1110,846.57,1108.92,58.79,14.86,1.52,0.0
20190418:1210,786.84,1022.16,55.77,15.52,1.45,0.0
20190418:1310,686.8,873.86,48.63,15.75,1.52,0.0
20190418:1410,514.03,641.34,39.17,15.68,1.66,0.0
20190418:1510,304.47,393.58,28.58,15.03,1.59,0.0
20190418:1610,93.62,151.07,17.52,14.26,1.1,0.0
20190418:1710,15.78,31.84,6.42,13.3,0.97,0.0
20190418:1810,0.0,0.0,0.0,11.28,1.03,0.0
20190418:1910,0.0,0.0,0.0,10.0,1.17,0.0
20190418:2010,0.0,0.0,0.0,8.89,1.24,0.0
20190418:2110,0.0,0.0,0.0,8.12,1.17,0.0
20190418:2210,0.0,0.0,0.0,7.67,1.1,0.0
20190418:2310,0.0,0.0,0.0,7.1,1.1,0.0
20190419:0010,0.0,0.0,0.0,6.61,1.1,0.0
20190419:0110,0.0,0.0,0.0,5.83,1.17,0.0
20190419:0210,0.0,0.0,0.0,5.58,1.17,0.0
20190419:0310,0.0,0.0,0.0,5.4,1.17,0.0
20190419:0410,0.0,0.0,0.0,5.5,1.17,0.0
20190419:0510,64.29,112.16,8.33,5.58,1.1,0.0
20190419:0610,295.8,366.66,19.44,6.85,0.83,0.0
20190419:0710,507.88,619.49,30.47,10.7,1.17,0.0
20190419:0810,666.09,832.15,40.96,12.07,1.24,0.0
20190419:0910,789.22,1012.16,50.19,13.25,1.45,0.0
20190419:1010,843.54,1098.83,56.87,14.3,1.59,0.0
20190419:1110,842.04,1101.59,59.13,15.36,1.66,0.0
20190419:1210,786.4,1020.04,56.07,15.56,1.52,0.0
20190419:1310,685.52,876.04,48.88,15.65,1.24,0.0
20190419:1410,506.29,637.14,39.38,15.88,1.03,0.0
20190419:1510,285.08,368.4,28.77,15.26,0.9,0.0
20190419:1610,93.76,151.69,17.7,14.56,0.55,0.0
20190419:1710,15.75,31.84,6.6,13.57,0.41,0.0
20190419:1810,0.0,0.0,0.0,12.76,0.62,0.0
20190419:1910,0.0,0.0,0.0,11.96,0.69,0.0
20190419:2010,0.0,0.0,0.0,11.0,0.83,0.0
20190419:2110,0.0,0.0,0.0,10.14,0.97,0.0
20190419:2210,0.0,0.0,0.0,9.06,1.1,0.0
20190419:2310,0.0,0.0,0.0,7.62,1.24,0.0
20190420:0010,0.0,0.0,0.0,6.75,1.24,0.0
20190420:0110,0.0,0.0,0.0,5.84,1.24,0.0
20190420:0210,0.0,0.0,0.0,5.31,1.24,0.0
20190420:0310,0.0,0.0,0.0,5.36,1.17,0.0
20190420:0410,0.0,0.0,0.0,5.6,1.1,0.0
20190420:0510,66.55,114.38,8.59,5.52,1.1,0.0
20190420:0610,295.46,366.48,19.71,7.13,0.83,0.0
20190420:0710,511.89,626.19,30.74,11.02,1.1,0.0
20190420:0810,664.19,834.1,41.25,12.83,1.17,0.0
20190420:0910,763.14,988.77,50.51,14.1,1.03,0.0
20190420:1010,818.04,1079.3,57.21,15.17,1.1,0.0
20190420:1110,819.06,1082.93,59.48,16.1,1.24,0.0
20190420:1210,770.05,1008.55,56.37,16.9,1.31,0.0
20190420:1310,667.25,854.09,49.13,17.28,1.52,0.0
20190420:1410,508.98,640.3,39.59,17.52,1.72,0.0
20190420:1510,282.46,366.72,28.95,17.43,1.72,0.0
20190420:1610,98.1,142.17,17.88,16.48,1.45,0.0
20190420:1710,19.37,37.0,6.79,15.13,0.97,0.0
20190420:1810,0.0,0.0,0.0,12.74,1.1,0.0
20190420:1910,0.0,0.0,0.0,11.75,1.1,0.0
20190420:2010,0.0,0.0,0.0,10.24,1.31,0.0
20190420:2110,0.0,0.0,0.0,9.34,1.24,0.0
20190420:2210,0.0,0.0,0.0,7.89,1.38,0.0
20190420:2310,0.0,0.0,0.0,7.5,1.24,0.0
20190421:0010,0.0,0.0,0.0,7.57,1.1,0.0
20190421:0110,0.0,0.0,0.0,6.42,1.03,0.0
20190421:0210,0.0,0.0,0.0,6.87,0.83,0.0
20190421:0310,0.0,0.0,0.0,7.19,0.55,0.0
20190421:0410,0.0,0.0,0.0,6.77,0.83,0.0
20190421:0510,16.6,32.14,8.86,6.4,0.83,0.0
20190421:0610,91.12,121.44,19.97,6.65,0.83,0.0
20190421:0710,196.49,243.62,31.01,9.55,0.97,0.0
20190421:0810,400.47,486.1,41.54,11.02,1.31,0.0
20190421:0910,299.9,368.93,50.82,12.55,1.45,0.0
20190421:1010,350.74,433.35,57.55,13.78,1.38,0.0
20190421:1110,315.82,391.37,59.82,13.95,1.38,0.0
20190421:1210,296.02,369.65,56.66,15.41,1.45,0.0
20190421:1310,111.02,149.68,49.37,16.08,1.17,0.0
20190421:1410,67.88,98.26,39.8,16.34,1.24,0.0
20190421:1510,101.72,138.55,29.14,15.95,1.31,0.0
20190421:1610,61.71,90.74,18.07,15.36,1.38,0.0
20190421:1710,15.1,30.98,6.98,14.08,1.17,0.0
20190421:1810,0.0,0.0,0.0,11.85,1.24,0.0
20190421:1910,0.0,0.0,0.0,10.4,1.31,0.0
20190421:2010,0.0,0.0,0.0,9.18,1.31,0.0
20190421:2110,0.0,0.0,0.0,8.49,1.17,0.0
20190421:2210,0.0,0.0,0.0,8.03,1.17,0.0
20190421:2310,0.0,0.0,0.0,7.48,1.17,0.0
20190422:0010,0.0,0.0,0.0,7.09,1.17,0.0
20190422:0110,0.0,0.0,0.0,6.75,1.31,0.0
20190422:0210,0.0,0.0,0.0,6.36,1.38,0.0
20190422:0310,0.0,0.0,0.0,5.83,1.52,0.0
20190422:0410,0.0,0.0,0.0,5.27,1.59,0.0
20190422:0510,30.71,51.29,9.12,5.23,1.66,0.0
20190422:0610,203.52,253.36,20.23,7.81,1.52,0.0
20190422:0710,311.0,377.22,31.27,11.04,1.72,0.0
20190422:0810,359.08,438.98,41.82,13.25,1.79,0.0
20190422:0910,375.9,465.77,51.13,15.48,1.72,0.0
20190422:1010,138.07,181.82,57.89,16.72,2.0,0.0
20190422:1110,87.89,122.13,60.15,16.44,2.14,0.0
20190422:1210,83.94,116.62,56.95,14.59,1.59,0.0
20190422:1310,104.11,139.58,49.61,12.99,1.31,0.0
20190422:1410,104.11,139.58,40.0,13.07,1.45,0.0
20190422:1510,40.86,64.28,29.33,13.27,1.38,0.0
20190422:1610,17.38,33.98,18.25,12.82,1.17,0.0
20190422:1710,5.43,16.35,7.16,12.18,1.1,0.0
20190422:1810,0.0,0.0,0.0,11.44,1.24,0.0
20190422:1910,0.0,0.0,0.0,11.11,1.45,0.0
20190422:2010,0.0,0.0,0.0,10.52,1.24,0.0
20190422:2110,0.0,0.0,0.0,9.72,1.38,0.0
20190422:2210,0.0,0.0,0.0,9.63,1.31,0.0
20190422:2310,0.0,0.0,0.0,9.41,1.45,0.0
20190423:0010,0.0,0.0,0.0,8.83,1.52,0.0
20190423:0110,0.0,0.0,0.0,8.21,1.59,0.0
20190423:0210,0.0,0.0,0.0,8.04,1.59,0.0
20190423:0310,0.0,0.0,0.0,7.44,1.52,0.0
20190423:0410,0.0,0.0,0.0,7.17,1.45,0.0
20190423:0510,1.55,9.18,9.38,7.33,1.38,0.0
20190423:0610,11.09,24.79,20.48,9.36,1.52,0.0
20190423:0710,202.18,250.45,31.53,10.67,1.86,0.0
20190423:0810,225.63,278.92,42.09,11.5,1.86,0.0
20190423:0910,210.41,262.0,51.43,11.92,1.93,0.0
20190423:1010,93.46,126.72,58.22,12.51,1.79,0.0
20190423:1110,468.93,575.26,60.48,12.87,1.93,0.0
20190423:1210,337.49,415.5,57.24,13.73,1.93,0.0
20190423:1310,498.49,616.06,49.85,14.48,1.86,0.0
20190423:1410,212.29,267.76,40.2,15.02,1.93,0.0
20190423:1510,256.64,324.46,29.51,13.22,2.0,0.0
20190423:1610,75.33,106.44,18.42,12.63,1.31,0.0
20190423:1710,20.37,37.86,7.35,11.77,1.24,0.0
20190423:1810,0.0,0.0,0.0,10.8,1.03,0.0
20190423:1910,0.0,0.0,0.0,9.45,1.17,0.0
20190423:2010,0.0,0.0,0.0,8.25,1.1,0.0
20190423:2110,0.0,0.0,0.0,7.84,1.03,0.0
20190423:2210,0.0,0.0,0.0,7.95,0.97,0.0
20190423:2310,0.0,0.0,0.0,7.86,0.97,0.0
20190424:0010,0.0,0.0,0.0,8.09,0.9,0.0
20190424:0110,0.0,0.0,0.0,8.67,0.83,0.0
20190424:0210,0.0,0.0,0.0,8.74,0.83,0.0
20190424:0310,0.0,0.0,0.0,8.61,0.76,0.0
20190424:0410,0.0,0.0,0.0,8.51,0.69,0.0
20190424:0510,64.03,103.93,9.63,8.59,0.69,0.0
20190424:0610,279.03,350.12,20.74,9.55,0.48,0.0
20190424:0710,486.17,603.5,31.79,13.02,0.62,0.0
20190424:0810,651.07,826.16,42.36,14.94,1.1,0.0
20190424:0910,755.66,983.31,51.73,16.64,1.38,0.0
20190424:1010,790.77,1040.29,58.55,17.99,1.66,0.0
20190424:1110,810.81,1060.92,60.81,18.96,2.34,0.0
20190424:1210,783.04,1009.21,57.53,19.46,2.97,0.0
20190424:1310,636.51,803.01,50.08,19.05,2.97,0.0
20190424:1410,190.95,245.83,40.41,18.71,2.97,0.0
20190424:1510,182.77,237.12,29.7,18.15,2.69,0.0
20190424:1610,101.45,152.34,18.6,17.68,1.93,0.0
20190424:1710,21.74,40.44,7.53,16.73,1.31,0.0
20190424:1810,0.0,0.0,0.0,15.02,0.97,0.0
20190424:1910,0.0,0.0,0.0,15.48,0.69,0.0
20190424:2010,0.0,0.0,0.0,14.64,0.55,0.0
20190424:2110,0.0,0.0,0.0,13.95,0.48,0.0
20190424:2210,0.0,0.0,0.0,13.41,0.41,0.0
20190424:2310,0.0,0.0,0.0,13.03,0.34,0.0
20190425:0010,0.0,0.0,0.0,12.79,0.28,0.0
20190425:0110,0.0,0.0,0.0,12.78,0.41,0.0
20190425:0210,0.0,0.0,0.0,12.47,0.41,0.0
20190425:0310,0.0,0.0,0.0,12.18,0.62,0.0
20190425:0410,0.0,0.0,0.0,11.9,0.83,0.0
20190425:0510,70.42,119.02,9.88,11.75,0.97,0.0
20190425:0610,283.09,361.13,20.98,13.15,0.62,0.0
20190425:0710,479.76,611.54,32.04,17.5,0.34,0.0
20190425:0810,624.94,820.86,42.63,20.19,0.62,0.0
20190425:0910,734.94,988.81,52.03,21.47,0.97,0.0
20190425:1010,789.03,1077.03,58.87,22.47,1.17,0.0
20190425:1110,789.97,1071.83,61.14,23.2,1.59,0.0
20190425:1210,745.97,997.39,57.81,23.59,1.86,0.0
20190425:1310,654.32,851.63,50.32,23.2,2.28,0.0
20190425:1410,499.42,637.87,40.6,21.61,2.14,0.0
20190425:1510,289.91,389.48,29.88,21.37,1.03,0.0
20190425:1610,99.87,152.75,18.78,21.15,0.83,0.0
20190425:1710,23.24,43.02,7.71,20.09,0.62,0.0
20190425:1810,0.0,0.0,0.0,19.72,0.55,0.0
20190425:1910,0.0,0.0,0.0,18.85,0.76,0.0
20190425:2010,0.0,0.0,0.0,17.89,0.83,0.0
20190425:2110,0.0,0.0,0.0,17.16,1.03,0.0
20190425:2210,0.0,0.0,0.0,16.61,1.1,0.0
20190425:2310,0.0,0.0,0.0,16.16,1.1,0.0
20190426:0010,0.0,0.0,0.0,15.73,1.03,0.0
20190426:0110,0.0,0.0,0.0,14.86,1.03,0.0
20190426:0210,0.0,0.0,0.0,14.55,1.03,0.0
20190426:0310,0.0,0.0,0.0,14.18,1.03,0.0
20190426:0410,0.0,0.0,0.0,13.88,0.97,0.0
20190426:0510,58.03,94.34,10.13,13.7,0.97,0.0
20190426:0610,234.28,300.51,21.22,14.5,0.69,0.0
20190426:0710,425.34,531.04,32.29,16.54,1.17,0.0
20190426:0810,580.79,735.77,42.89,17.92,1.59,0.0
20190426:0910,696.02,900.81,52.32,19.0,1.79,0.0
20190426:1010,745.68,966.81,59.19,19.64,2.48,0.0
20190426:1110,491.96,619.87,61.46,18.59,2.21,0.0
20190426:1210,252.6,318.99,58.09,17.49,2.28,0.0
20190426:1310,121.88,162.54,50.55,16.43,1.79,0.0
20190426:1410,105.11,142.33,40.8,15.84,1.72,0.0
20190426:1510,121.33,161.18,30.06,15.17,1.66,0.0
20190426:1610,10.78,24.79,18.96,14.31,1.45,0.0
20190426:1710,0.45,6.88,7.9,13.66,1.59,0.0
20190426:1810,0.0,0.0,0.0,12.44,1.45,0.0
20190426:1910,0.0,0.0,0.0,11.13,1.03,0.0
20190426:2010,0.0,0.0,0.0,9.53,1.1,0.0
20190426:2110,0.0,0.0,0.0,8.69,1.1,0.0
20190426:2210,0.0,0.0,0.0,8.24,1.1,0.0
20190426:2310,0.0,0.0,0.0,8.5,0.9,0.0
20190427:0010,0.0,0.0,0.0,7.56,0.62,0.0
20190427:0110,0.0,0.0,0.0,7.11,0.48,0.0
20190427:0210,0.0,0.0,0.0,5.81,0.28,0.0
20190427:0310,0.0,0.0,0.0,4.88,0.07,0.0
20190427:0410,0.0,0.0,0.0,3.82,0.07,0.0
20190427:0510,82.19,136.07,10.37,3.82,0.14,0.0
