time,P,G(i),H_sun,T2m,WS10m,Int
20190716:0210,0.0,0.0,0.0,12.8,1.52,0.0
20190716:0310,0.0,0.0,0.0,12.48,1.52,0.0
20190716:0410,4.91,15.49,3.44,12.26,1.52,0.0
20190716:0510,48.62,74.28,13.81,12.66,1.66,0.0
20190716:0610,154.35,200.15,24.7,13.96,1.86,0.0
20190716:0710,239.63,301.08,35.82,15.86,1.86,0.0
20190716:0810,527.8,660.07,46.83,17.46,2.14,0.0
20190716:0910,691.91,883.22,57.18,18.66,2.48,0.0
20190716:1010,755.78,979.49,65.61,19.45,2.48,0.0
20190716:1110,775.0,1007.77,69.35,20.15,2.69,0.0
20190716:1210,723.59,935.01,66.0,20.95,2.83,0.0
20190716:1310,624.88,799.93,57.76,21.12,2.55,0.0
20190716:1410,483.33,613.58,47.48,21.23,2.55,0.0
20190716:1510,318.27,416.09,36.49,20.81,2.41,0.0
20190716:1610,117.74,195.2,25.37,20.11,1.79,0.0
20190716:1710,39.11,63.68,14.45,19.5,1.45,0.0
20190716:1810,7.3,19.79,4.04,18.54,1.24,0.0
20190716:1910,0.0,0.0,0.0,16.57,1.17,0.0
20190716:2010,0.0,0.0,0.0,15.41,1.03,0.0
20190716:2110,0.0,0.0,0.0,14.82,1.03,0.0
20190716:2210,0.0,0.0,0.0,14.33,0.97,0.0
20190716:2310,0.0,0.0,0.0,14.06,0.97,0.0
20190717:0010,0.0,0.0,0.0,13.32,1.03,0.0
20190717:0110,0.0,0.0,0.0,13.45,1.03,0.0
20190717:0210,0.0,0.0,0.0,12.85,1.1,0.0
20190717:0310,0.0,0.0,0.0,12.77,1.1,0.0
20190717:0410,4.89,15.49,3.31,12.81,1.1,0.0
20190717:0510,75.83,134.51,13.69,13.07,1.03,0.0
20190717:0610,276.89,361.74,24.58,15.45,0.83,0.0
20190717:0710,469.25,598.08,35.7,18.94,0.97,0.0
20190717:0810,614.94,802.26,46.71,20.41,0.9,0.0
20190717:0910,692.78,929.25,57.05,21.58,0.76,0.0
20190717:1010,746.92,1024.08,65.46,22.57,0.69,0.0
20190717:1110,763.03,1062.21,69.18,23.37,0.48,0.0
20190717:1210,696.59,965.41,65.87,24.04,0.21,0.0
20190717:1310,618.29,834.34,57.65,24.59,0.55,0.0
20190717:1410,468.81,619.67,47.39,24.69,0.62,0.0
20190717:1510,313.07,422.2,36.41,24.59,0.76,0.0
20190717:1610,117.21,197.87,25.28,23.79,0.97,0.0
20190717:1710,53.87,83.47,14.36,22.79,0.76,0.0
20190717:1810,6.66,18.93,3.94,21.21,0.62,0.0
20190717:1910,0.0,0.0,0.0,21.14,0.62,0.0
20190717:2010,0.0,0.0,0.0,20.11,0.69,0.0
20190717:2110,0.0,0.0,0.0,19.3,0.62,0.0
20190717:2210,0.0,0.0,0.0,18.7,0.34,0.0
20190717:2310,0.0,0.0,0.0,18.22,0.21,0.0
20190718:0010,0.0,0.0,0.0,17.77,0.14,0.0
20190718:0110,0.0,0.0,0.0,17.53,0.07,0.0
20190718:0210,0.0,0.0,0.0,17.21,0.07,0.0
20190718:0310,0.0,0.0,0.0,16.9,0.14,0.0
20190718:0410,2.85,12.05,3.17,16.65,0.21,0.0
20190718:0510,73.94,126.98,13.56,16.72,0.28,0.0
20190718:0610,258.01,342.93,24.46,18.11,0.14,0.0
20190718:0710,440.46,568.22,35.58,20.53,0.48,0.0
20190718:0810,573.55,751.99,46.59,21.72,0.69,0.0
20190718:0910,666.76,890.78,56.91,22.73,0.97,0.0
20190718:1010,638.69,851.99,65.3,23.44,1.17,0.0
20190718:1110,591.45,783.22,69.01,23.72,1.31,0.0
20190718:1210,502.01,657.39,65.72,24.14,1.45,0.0
20190718:1310,384.1,498.52,57.54,24.02,1.45,0.0
20190718:1410,408.31,530.45,47.3,24.0,1.38,0.0
20190718:1510,94.44,134.07,36.32,23.43,1.38,0.0
20190718:1610,37.5,62.44,25.19,22.77,1.03,0.0
20190718:1710,4.12,14.63,14.27,22.2,0.97,0.0
20190718:1810,0.0,2.58,3.83,21.1,0.97,0.0
20190718:1910,0.0,0.0,0.0,20.44,0.83,0.0
20190718:2010,0.0,0.0,0.0,20.32,0.62,0.0
20190718:2110,0.0,0.0,0.0,19.63,0.48,0.0
20190718:2210,0.0,0.0,0.0,19.06,0.21,0.0
20190718:2310,0.0,0.0,0.0,18.65,0.07,0.0
20190719:0010,0.0,0.0,0.0,18.36,0.07,0.0
20190719:0110,0.0,0.0,0.0,17.88,0.14,0.0
20190719:0210,0.0,0.0,0.0,17.6,0.34,0.0
20190719:0310,0.0,0.0,0.0,17.3,0.55,0.0
20190719:0410,1.97,10.33,3.03,17.01,0.69,0.0
20190719:0510,72.96,121.65,13.44,17.01,0.62,0.0
20190719:0610,191.71,253.25,24.34,18.35,0.34,0.0
20190719:0710,412.56,531.35,35.46,20.46,0.41,0.0
20190719:0810,558.31,736.96,46.46,22.13,0.34,0.0
20190719:0910,643.0,874.55,56.77,23.33,0.21,0.0
20190719:1010,443.9,587.9,65.13,24.15,0.28,0.0
20190719:1110,370.67,488.26,68.83,24.31,0.34,0.0
20190719:1210,152.69,207.53,65.57,24.9,0.69,0.0
20190719:1310,144.6,197.43,57.42,24.8,0.62,0.0
20190719:1410,72.5,107.44,47.2,24.27,0.83,0.0
20190719:1510,36.56,61.53,36.22,23.99,1.03,0.0
20190719:1610,27.62,49.59,25.1,23.75,1.1,0.0
20190719:1710,51.22,80.03,14.17,22.68,1.1,0.0
20190719:1810,6.12,18.07,3.72,21.74,0.83,0.0
20190719:1910,0.0,0.0,0.0,19.76,0.21,0.0
20190719:2010,0.0,0.0,0.0,19.14,0.14,0.0
20190719:2110,0.0,0.0,0.0,18.61,0.21,0.0
20190719:2210,0.0,0.0,0.0,18.17,0.34,0.0
20190719:2310,0.0,0.0,0.0,17.75,0.48,0.0
20190720:0010,0.0,0.0,0.0,17.36,0.48,0.0
20190720:0110,0.0,0.0,0.0,17.01,0.55,0.0
20190720:0210,0.0,0.0,0.0,16.71,0.55,0.0
20190720:0310,0.0,0.0,0.0,16.52,0.55,0.0
20190720:0410,1.98,10.33,2.9,16.42,0.55,0.0
20190720:0510,72.4,124.57,13.3,16.75,0.34,0.0
20190720:0610,255.33,340.63,24.22,18.86,0.14,0.0
20190720:0710,441.76,574.86,35.34,21.6,0.28,0.0
20190720:0810,584.68,779.79,46.33,22.98,0.28,0.0
20190720:0910,665.37,909.9,56.62,24.13,0.34,0.0
20190720:1010,716.61,993.07,64.96,24.61,0.48,0.0
20190720:1110,584.85,787.15,68.65,25.48,0.9,0.0
20190720:1210,575.21,769.75,65.42,25.65,1.1,0.0
20190720:1310,577.18,768.5,57.3,25.62,1.17,0.0
20190720:1410,365.97,479.12,47.09,25.59,1.31,0.0
20190720:1510,269.05,358.22,36.12,25.38,1.38,0.0
20190720:1610,134.95,203.94,25.0,25.03,1.24,0.0
20190720:1710,33.56,57.65,14.06,24.32,1.17,0.0
20190720:1810,4.09,14.63,3.61,23.2,0.9,0.0
20190720:1910,0.0,0.0,0.0,22.11,0.83,0.0
20190720:2010,0.0,0.0,0.0,21.99,0.55,0.0
20190720:2110,0.0,0.0,0.0,21.37,0.48,0.0
20190720:2210,0.0,0.0,0.0,20.89,0.28,0.0
20190720:2310,0.0,0.0,0.0,20.45,0.14,0.0
20190721:0010,0.0,0.0,0.0,20.09,0.21,0.0
20190721:0110,0.0,0.0,0.0,19.86,0.28,0.0
20190721:0210,0.0,0.0,0.0,19.62,0.28,0.0
20190721:0310,0.0,0.0,0.0,19.46,0.34,0.0
20190721:0410,0.76,7.74,2.75,19.34,0.41,0.0
20190721:0510,71.19,122.35,13.17,19.46,0.41,0.0
20190721:0610,248.24,332.57,24.09,20.12,0.21,0.0
20190721:0710,427.23,558.11,35.21,23.8,0.69,0.0
20190721:0810,567.3,753.3,46.2,25.25,0.97,0.0
20190721:0910,667.07,909.73,56.48,26.42,0.97,0.0
20190721:1010,703.85,975.96,64.79,27.15,0.9,0.0
20190721:1110,572.47,774.81,68.46,27.79,1.17,0.0
20190721:1210,634.99,865.03,65.25,28.05,1.31,0.0
20190721:1310,565.46,760.7,57.17,28.21,1.31,0.0
20190721:1410,462.7,615.19,46.98,28.54,1.52,0.0
20190721:1510,294.68,399.86,36.02,28.44,1.79,0.0
20190721:1610,117.98,196.21,24.89,27.87,1.86,0.0
20190721:1710,39.62,66.26,13.95,26.79,1.45,0.0
20190721:1810,5.01,16.35,3.49,24.79,1.03,0.0
20190721:1910,0.0,0.0,0.0,25.09,0.83,0.0
20190721:2010,0.0,0.0,0.0,24.05,0.55,0.0
20190721:2110,0.0,0.0,0.0,23.19,0.34,0.0
20190721:2210,0.0,0.0,0.0,22.61,0.34,0.0
20190721:2310,0.0,0.0,0.0,22.12,0.41,0.0
20190722:0010,0.0,0.0,0.0,21.6,0.55,0.0
20190722:0110,0.0,0.0,0.0,21.14,0.69,0.0
20190722:0210,0.0,0.0,0.0,20.77,0.76,0.0
20190722:0310,0.0,0.0,0.0,20.52,0.83,0.0
20190722:0410,1.12,8.6,2.61,20.39,0.83,0.0
20190722:0510,69.01,122.56,13.04,20.51,0.97,0.0
20190722:0610,251.85,338.4,23.96,21.05,0.62,0.0
20190722:0710,431.12,567.77,35.08,25.16,0.62,0.0
20190722:0810,570.51,770.61,46.06,26.59,0.48,0.0
20190722:0910,652.34,915.54,56.33,27.63,0.07,0.0
20190722:1010,710.11,999.72,64.61,28.25,0.62,0.0
20190722:1110,693.72,976.44,68.27,28.67,0.62,0.0
20190722:1210,653.54,912.23,65.08,28.75,0.55,0.0
20190722:1310,574.61,785.12,57.03,28.79,0.69,0.0
20190722:1410,396.72,531.51,46.86,28.82,0.76,0.0
20190722:1510,138.38,192.88,35.91,28.67,0.97,0.0
20190722:1610,129.3,186.85,24.78,28.21,0.62,0.0
20190722:1710,38.09,64.54,13.84,27.58,0.34,0.0
20190722:1810,2.23,11.19,3.36,26.8,0.34,0.0
20190722:1910,0.0,0.0,0.0,25.81,0.41,0.0
20190722:2010,0.0,0.0,0.0,24.7,0.69,0.0
20190722:2110,0.0,0.0,0.0,23.23,0.9,0.0
20190722:2210,0.0,0.0,0.0,22.08,0.97,0.0
20190722:2310,0.0,0.0,0.0,21.27,0.97,0.0
20190723:0010,0.0,0.0,0.0,19.3,0.97,0.0
20190723:0110,0.0,0.0,0.0,18.17,0.97,0.0
20190723:0210,0.0,0.0,0.0,17.66,1.03,0.0
20190723:0310,0.0,0.0,0.0,17.07,1.03,0.0
20190723:0410,0.79,7.74,2.46,16.52,1.1,0.0
20190723:0510,63.74,99.94,12.9,16.82,1.03,0.0
20190723:0610,250.49,334.09,23.83,20.18,0.97,0.0
20190723:0710,432.8,560.84,34.95,23.41,1.17,0.0
20190723:0810,577.58,763.51,45.93,25.15,1.24,0.0
20190723:0910,665.44,901.49,56.17,26.4,1.24,0.0
20190723:1010,726.92,989.61,64.43,27.42,1.93,0.0
20190723:1110,746.99,1017.48,68.07,28.08,2.28,0.0
20190723:1210,698.07,939.52,64.91,28.4,2.55,0.0
20190723:1310,617.74,818.8,56.89,28.44,2.69,0.0
20190723:1410,477.9,626.27,46.74,28.21,2.76,0.0
20190723:1510,305.82,413.75,35.79,27.79,2.48,0.0
20190723:1610,112.76,192.47,24.67,27.28,2.07,0.0
20190723:1710,37.74,63.68,13.71,26.42,1.45,0.0
20190723:1810,4.53,15.49,3.23,24.51,1.17,0.0
20190723:1910,0.0,0.0,0.0,23.41,1.03,0.0
20190723:2010,0.0,0.0,0.0,22.71,0.97,0.0
20190723:2110,0.0,0.0,0.0,22.06,0.97,0.0
20190723:2210,0.0,0.0,0.0,20.8,1.1,0.0
20190723:2310,0.0,0.0,0.0,19.89,1.1,0.0
20190724:0010,0.0,0.0,0.0,19.13,1.17,0.0
20190724:0110,0.0,0.0,0.0,18.63,1.17,0.0
20190724:0210,0.0,0.0,0.0,18.37,1.17,0.0
20190724:0310,0.0,0.0,0.0,18.29,1.17,0.0
20190724:0410,0.42,6.88,2.31,18.28,1.17,0.0
20190724:0510,67.73,123.28,12.76,18.61,1.1,0.0
20190724:0610,255.06,342.03,23.7,20.7,0.83,0.0
20190724:0710,437.03,570.63,34.82,24.35,0.97,0.0
20190724:0810,585.15,780.75,45.79,25.81,0.97,0.0
20190724:0910,670.35,922.44,56.02,27.05,0.76,0.0
20190724:1010,713.91,1007.67,64.24,28.18,0.55,0.0
20190724:1110,729.24,1039.67,67.86,29.21,0.55,0.0
20190724:1210,683.66,959.37,64.73,30.02,0.83,0.0
20190724:1310,599.79,823.22,56.74,30.61,1.1,0.0
20190724:1410,468.83,634.5,46.61,30.76,1.03,0.0
20190724:1510,301.31,418.78,35.67,30.66,0.97,0.0
20190724:1610,105.59,189.61,24.55,30.04,0.76,0.0
20190724:1710,32.08,56.79,13.59,29.03,0.62,0.0
20190724:1810,3.96,14.63,3.09,28.05,0.48,0.0
20190724:1910,0.0,0.0,0.0,26.86,0.41,0.0
20190724:2010,0.0,0.0,0.0,25.71,0.41,0.0
20190724:2110,0.0,0.0,0.0,24.63,0.69,0.0
20190724:2210,0.0,0.0,0.0,23.79,0.76,0.0
20190724:2310,0.0,0.0,0.0,23.03,0.76,0.0
20190725:0010,0.0,0.0,0.0,22.4,0.76,0.0
20190725:0110,0.0,0.0,0.0,21.88,0.83,0.0
20190725:0210,0.0,0.0,0.0,21.43,0.97,0.0
20190725:0310,0.0,0.0,0.0,21.05,0.97,0.0
20190725:0410,0.0,0.0,0.0,20.74,0.97,0.0
20190725:0510,67.18,124.29,12.62,20.75,0.9,0.0
20190725:0610,258.2,348.42,23.56,21.62,0.62,0.0
20190725:0710,439.19,581.4,34.69,25.8,0.55,0.0
20190725:0810,575.06,781.68,45.65,27.22,0.41,0.0
20190725:0910,664.53,933.75,55.86,28.38,0.28,0.0
20190725:1010,705.18,1013.28,64.05,29.45,0.21,0.0
20190725:1110,706.5,1024.28,67.65,30.33,0.14,0.0
20190725:1210,669.19,956.0,64.54,31.03,0.34,0.0
20190725:1310,596.95,832.89,56.59,31.35,0.55,0.0
20190725:1410,467.35,639.34,46.47,31.28,0.55,0.0
20190725:1510,301.47,422.15,35.55,30.97,0.34,0.0
20190725:1610,122.4,199.31,24.42,30.49,0.55,0.0
20190725:1710,50.77,81.75,13.45,29.27,0.48,0.0
20190725:1810,3.49,13.77,2.95,28.64,0.48,0.0
20190725:1910,0.0,0.0,0.0,27.11,0.21,0.0
20190725:2010,0.0,0.0,0.0,26.09,0.21,0.0
20190725:2110,0.0,0.0,0.0,25.19,0.34,0.0
20190725:2210,0.0,0.0,0.0,24.44,0.34,0.0
20190725:2310,0.0,0.0,0.0,23.9,0.21,0.0
20190726:0010,0.0,0.0,0.0,23.49,0.21,0.0
20190726:0110,0.0,0.0,0.0,23.24,0.21,0.0
20190726:0210,0.0,0.0,0.0,22.98,0.21,0.0
20190726:0310,0.0,0.0,0.0,22.78,0.28,0.0
20190726:0410,0.0,0.0,0.0,22.55,0.28,0.0
20190726:0510,65.5,118.1,12.48,22.49,0.34,0.0
20190726:0610,240.76,328.61,23.42,23.55,0.21,0.0
20190726:0710,414.28,546.71,34.55,26.43,0.83,0.0
20190726:0810,558.75,749.7,45.5,27.75,1.03,0.0
20190726:0910,655.17,897.33,55.69,28.73,1.24,0.0
20190726:1010,703.62,975.21,63.86,29.78,1.52,0.0
20190726:1110,670.32,923.47,67.43,30.5,1.79,0.0
20190726:1210,351.64,469.61,64.34,30.93,2.21,0.0
20190726:1310,212.33,287.94,56.43,30.76,2.14,0.0
20190726:1410,249.63,332.19,46.33,28.86,2.41,0.0
20190726:1510,151.81,208.63,35.41,27.91,1.72,0.0
20190726:1610,69.19,104.68,24.29,27.71,1.52,0.0
20190726:1710,50.05,80.03,13.32,27.26,1.38,0.0
20190726:1810,2.25,11.19,2.8,25.59,1.03,0.0
20190726:1910,0.0,0.0,0.0,24.69,1.03,0.0
20190726:2010,0.0,0.0,0.0,24.46,0.9,0.0
20190726:2110,0.0,0.0,0.0,24.09,0.83,0.0
20190726:2210,0.0,0.0,0.0,23.29,0.76,0.0
20190726:2310,0.0,0.0,0.0,22.58,0.69,0.0
20190727:0010,0.0,0.0,0.0,21.86,0.76,0.0
20190727:0110,0.0,0.0,0.0,20.98,0.76,0.0
20190727:0210,0.0,0.0,0.0,20.45,0.62,0.0
20190727:0310,0.0,0.0,0.0,19.94,0.62,0.0
20190727:0410,0.0,0.0,0.0,19.47,0.62,0.0
20190727:0510,66.04,119.96,12.33,19.47,0.62,0.0
20190727:0610,249.79,335.13,23.29,20.77,0.69,0.0
20190727:0710,434.27,560.27,34.41,22.75,1.24,0.0
20190727:0810,500.64,651.23,45.36,24.5,1.59,0.0
20190727:0910,673.04,898.31,55.53,25.73,1.86,0.0
20190727:1010,598.69,791.02,63.66,26.63,2.48,0.0
20190727:1110,540.9,709.65,67.21,27.2,2.97,0.0
20190727:1210,104.84,148.76,64.14,27.19,3.1,0.0
20190727:1310,443.2,577.84,56.26,26.31,2.28,0.0
20190727:1410,476.66,618.37,46.19,26.26,2.76,0.0
20190727:1510,243.59,322.12,35.28,25.63,2.83,0.0
20190727:1610,131.63,197.89,24.15,24.81,2.97,0.0
20190727:1710,47.02,74.86,13.17,23.58,2.28,0.0
20190727:1810,2.3,11.19,2.65,22.48,1.72,0.0
20190727:1910,0.0,0.0,0.0,20.5,1.38,0.0
20190727:2010,0.0,0.0,0.0,19.9,1.38,0.0
20190727:2110,0.0,0.0,0.0,19.05,1.24,0.0
20190727:2210,0.0,0.0,0.0,18.62,1.17,0.0
20190727:2310,0.0,0.0,0.0,18.4,1.17,0.0
20190728:0010,0.0,0.0,0.0,18.27,1.45,0.0
20190728:0110,0.0,0.0,0.0,17.91,1.59,0.0
20190728:0210,0.0,0.0,0.0,17.41,1.66,0.0
20190728:0310,0.0,0.0,0.0,17.17,1.31,0.0
20190728:0410,0.0,0.0,0.0,17.01,1.17,0.0
20190728:0510,40.32,65.32,12.19,16.88,1.1,0.0
20190728:0610,138.53,184.55,23.15,17.1,1.03,0.0
20190728:0710,46.43,72.54,34.27,18.33,2.0,0.0
20190728:0810,46.48,72.54,45.21,18.22,2.48,0.0
20190728:0910,56.14,84.48,55.36,18.12,2.34,0.0
20190728:1010,94.09,130.4,63.46,18.18,2.41,0.0
20190728:1110,50.0,77.14,66.98,18.9,2.48,0.0
20190728:1210,56.86,85.4,63.94,18.31,2.76,0.0
20190728:1310,43.57,68.87,56.09,18.05,2.34,0.0
20190728:1410,65.01,95.5,46.04,18.48,2.14,0.0
20190728:1510,29.21,50.51,35.13,17.94,2.21,0.0
20190728:1610,81.38,115.15,24.01,17.68,1.79,0.0
20190728:1710,9.55,23.23,13.02,17.51,1.45,0.0
20190728:1810,0.43,6.88,2.49,16.96,1.38,0.0
20190728:1910,0.0,0.0,0.0,16.28,1.24,0.0
20190728:2010,0.0,0.0,0.0,16.02,1.24,0.0
20190728:2110,0.0,0.0,0.0,15.87,0.97,0.0
20190728:2210,0.0,0.0,0.0,15.61,0.9,0.0
20190728:2310,0.0,0.0,0.0,15.39,0.83,0.0
20190729:0010,0.0,0.0,0.0,15.47,0.83,0.0
20190729:0110,0.0,0.0,0.0,15.52,0.97,0.0
20190729:0210,0.0,0.0,0.0,15.55,0.97,0.0
20190729:0310,0.0,0.0,0.0,15.29,0.55,0.0
20190729:0410,0.0,0.0,0.0,14.93,0.62,0.0
20190729:0510,65.75,115.87,12.04,15.23,0.62,0.0
20190729:0610,253.59,331.49,23.01,16.15,1.17,0.0
20190729:0710,439.38,553.14,34.13,18.29,1.45,0.0
20190729:0810,579.0,740.97,45.06,20.27,1.66,0.0
20190729:0910,677.9,887.67,55.19,22.11,1.86,0.0
20190729:1010,760.09,1017.22,63.25,23.3,1.86,0.0
20190729:1110,745.85,1000.41,66.75,23.94,1.86,0.0
20190729:1210,686.08,912.1,63.72,24.33,1.86,0.0
20190729:1310,365.94,473.71,55.91,24.35,1.86,0.0
20190729:1410,328.21,425.03,45.88,24.06,1.72,0.0
20190729:1510,256.06,337.75,34.98,23.77,1.59,0.0
20190729:1610,123.71,174.19,23.86,23.53,1.52,0.0
20190729:1710,41.72,67.98,12.87,23.01,1.17,0.0
20190729:1810,1.49,9.47,2.32,22.06,0.97,0.0
20190729:1910,0.0,0.0,0.0,21.04,0.69,0.0
20190729:2010,0.0,0.0,0.0,20.81,0.55,0.0
20190729:2110,0.0,0.0,0.0,20.12,0.48,0.0
20190729:2210,0.0,0.0,0.0,19.52,0.28,0.0
20190729:2310,0.0,0.0,0.0,19.08,0.07,0.0
20190730:0010,0.0,0.0,0.0,18.69,0.07,0.0
20190730:0110,0.0,0.0,0.0,18.58,0.14,0.0
20190730:0210,0.0,0.0,0.0,18.33,0.21,0.0
20190730:0310,0.0,0.0,0.0,18.07,0.21,0.0
20190730:0410,0.0,0.0,0.0,17.77,0.21,0.0
20190730:0510,64.22,115.06,11.89,17.72,0.28,0.0
20190730:0610,251.06,335.33,22.86,19.0,0.21,0.0
20190730:0710,440.12,570.83,33.99,21.56,0.41,0.0
20190730:0810,579.26,765.61,44.91,22.97,0.62,0.0
20190730:0910,684.8,927.76,55.02,23.9,0.76,0.0
20190730:1010,739.73,1019.96,63.04,24.73,0.83,0.0
20190730:1110,730.35,1008.54,66.51,25.18,0.83,0.0
20190730:1210,657.48,893.72,63.5,25.52,0.9,0.0
20190730:1310,571.48,765.04,55.72,25.65,0.83,0.0
20190730:1410,462.36,610.91,45.71,25.86,0.9,0.0
20190730:1510,281.48,376.85,34.83,25.49,1.17,0.0
20190730:1610,109.25,187.95,23.7,24.94,1.38,0.0
20190730:1710,35.51,60.23,12.71,24.33,1.1,0.0
20190730:1810,0.73,7.74,2.15,22.96,0.83,0.0
20190730:1910,0.0,0.0,0.0,22.5,0.76,0.0
20190730:2010,0.0,0.0,0.0,22.27,0.62,0.0
20190730:2110,0.0,0.0,0.0,21.66,0.55,0.0
20190730:2210,0.0,0.0,0.0,21.13,0.48,0.0
20190730:2310,0.0,0.0,0.0,20.73,0.48,0.0
20190731:0010,0.0,0.0,0.0,20.36,0.41,0.0
20190731:0110,0.0,0.0,0.0,20.18,0.41,0.0
20190731:0210,0.0,0.0,0.0,19.89,0.48,0.0
20190731:0310,0.0,0.0,0.0,19.67,0.48,0.0
20190731:0410,0.0,0.0,0.0,19.52,0.41,0.0
20190731:0510,64.08,118.27,11.74,19.65,0.28,0.0
20190731:0610,247.86,332.99,22.72,20.59,0.28,0.0
20190731:0710,434.54,566.9,33.84,23.32,0.62,0.0
20190731:0810,578.85,768.74,44.75,24.75,0.9,0.0
20190731:0910,687.66,931.2,54.84,25.88,1.31,0.0
20190731:1010,749.97,1028.26,62.83,26.9,1.66,0.0
20190731:1110,747.31,1023.22,66.27,27.63,1.93,0.0
20190731:1210,705.92,953.72,63.28,28.19,2.34,0.0
20190731:1310,628.33,835.53,55.53,28.27,2.48,0.0
20190731:1410,489.5,642.82,45.54,28.18,2.55,0.0
20190731:1510,309.64,418.99,34.67,27.84,2.55,0.0
20190731:1610,109.93,189.55,23.55,27.11,2.14,0.0
20190731:1710,33.3,57.65,12.55,25.92,1.59,0.0
20190731:1810,0.0,0.0,0.0,23.9,1.17,0.0
20190731:1910,0.0,0.0,0.0,23.16,1.03,0.0
20190731:2010,0.0,0.0,0.0,23.12,0.83,0.0
20190731:2110,0.0,0.0,0.0,22.26,0.55,0.0
20190731:2210,0.0,0.0,0.0,21.48,0.34,0.0
20190731:2310,0.0,0.0,0.0,20.86,0.28,0.0
20190801:0010,0.0,0.0,0.0,20.34,0.14,0.0
20190801:0110,0.0,0.0,0.0,19.81,0.14,0.0
20190801:0210,0.0,0.0,0.0,19.44,0.21,0.0
20190801:0310,0.0,0.0,0.0,19.13,0.28,0.0
20190801:0410,0.0,0.0,0.0,18.9,0.48,0.0
20190801:0510,64.83,119.64,11.59,18.85,0.62,0.0
20190801:0610,259.97,349.48,22.57,20.54,0.34,0.0
20190801:0710,448.17,589.06,33.7,23.63,0.34,0.0
20190801:0810,593.08,790.22,44.6,25.11,0.97,0.0
20190801:0910,694.9,950.16,54.66,26.1,1.03,0.0
20190801:1010,749.51,1050.26,62.61,27.14,0.9,0.0
20190801:1110,752.4,1055.65,66.02,28.13,1.1,0.0
20190801:1210,714.93,984.43,63.05,28.88,1.66,0.0
20190801:1310,637.63,856.01,55.33,29.19,2.28,0.0
20190801:1410,496.11,655.12,45.37,28.96,2.48,0.0
20190801:1510,310.85,422.62,34.5,28.38,2.07,0.0
20190801:1610,109.8,191.03,23.38,27.53,1.66,0.0
20190801:1710,34.5,59.37,12.38,26.34,1.31,0.0
20190801:1810,0.0,0.0,0.0,24.36,1.03,0.0
20190801:1910,0.0,0.0,0.0,22.71,1.03,0.0
20190801:2010,0.0,0.0,0.0,22.86,0.76,0.0
20190801:2110,0.0,0.0,0.0,22.04,0.41,0.0
20190801:2210,0.0,0.0,0.0,21.34,0.34,0.0
20190801:2310,0.0,0.0,0.0,20.74,0.34,0.0
20190802:0010,0.0,0.0,0.0,20.24,0.21,0.0
20190802:0110,0.0,0.0,0.0,19.81,0.0,0.0
20190802:0210,0.0,0.0,0.0,19.52,0.21,0.0
20190802:0310,0.0,0.0,0.0,19.31,0.14,0.0
20190802:0410,0.0,0.0,0.0,19.06,0.28,0.0
20190802:0510,59.83,102.41,11.43,18.63,0.41,0.0
20190802:0610,73.46,106.67,22.43,19.62,0.41,0.0
20190802:0710,113.76,158.2,33.55,23.65,0.83,0.0
20190802:0810,211.39,279.92,44.44,24.61,0.9,0.0
20190802:0910,641.02,862.36,54.48,25.9,1.24,0.0
20190802:1010,722.73,998.7,62.39,27.85,1.31,0.0
20190802:1110,689.16,933.88,65.77,29.01,2.41,0.0
20190802:1210,279.85,365.73,62.81,26.38,2.97,0.0
20190802:1310,587.4,776.74,55.13,26.19,1.79,0.0
20190802:1410,440.81,576.09,45.19,27.07,2.28,0.0
20190802:1510,31.98,56.02,34.33,26.59,2.07,0.0
20190802:1610,27.96,50.51,23.21,26.18,2.0,0.0
20190802:1710,32.15,55.93,12.2,25.11,1.79,0.0
20190802:1810,0.0,0.0,0.0,23.52,1.45,0.0
20190802:1910,0.0,0.0,0.0,21.62,1.17,0.0
20190802:2010,0.0,0.0,0.0,22.44,0.69,0.0
20190802:2110,0.0,0.0,0.0,21.78,0.69,0.0
20190802:2210,0.0,0.0,0.0,21.2,0.69,0.0
20190802:2310,0.0,0.0,0.0,20.79,0.41,0.0
20190803:0010,0.0,0.0,0.0,20.28,0.14,0.0
20190803:0110,0.0,0.0,0.0,19.96,0.21,0.0
20190803:0210,0.0,0.0,0.0,19.55,0.07,0.0
20190803:0310,0.0,0.0,0.0,19.27,0.14,0.0
20190803:0410,0.0,0.0,0.0,18.98,0.21,0.0
20190803:0510,63.26,115.06,11.28,18.76,0.48,0.0
20190803:0610,254.05,337.94,22.28,18.88,0.48,0.0
20190803:0710,444.93,578.36,33.4,21.85,0.41,0.0
20190803:0810,588.59,780.92,44.28,23.26,0.62,0.0
20190803:0910,692.47,941.16,54.29,24.62,0.9,0.0
20190803:1010,752.9,1034.75,62.16,25.72,1.31,0.0
20190803:1110,748.49,1029.27,65.51,26.4,1.45,0.0
20190803:1210,714.42,975.15,62.57,26.93,1.52,0.0
20190803:1310,604.47,808.7,54.92,27.21,1.59,0.0
20190803:1410,490.27,647.81,45.0,27.42,1.66,0.0
20190803:1510,300.4,406.01,34.16,27.26,1.72,0.0
20190803:1610,128.97,192.01,23.04,26.62,1.31,0.0
20190803:1710,32.11,55.93,12.02,25.09,0.69,0.0
20190803:1810,0.0,0.0,0.0,24.62,0.48,0.0
20190803:1910,0.0,0.0,0.0,21.92,1.03,0.0
