w475959205,w475960231,w477684043,w526337678,w533804140,w541438316,w541914139,w574606561,w592870302,w633724575
11.311762050358173,0.9416369785116808,1.2659520693576407,1.0558456651029526,1.4162147527115705,1.1005034099117827,0.8909245603081174,1.3073577825093818,1.4349133736076314,1.4028404188372008
10.60316463656142,1.0936863621556008,1.1184332342564365,1.3482206955103186,1.0898982284013827,1.0710363894723316,0.944100196500655,1.234950939871527,1.474360026586936,0.922810499085572
12.851331115438565,0.7048791414985482,1.0189966337737764,1.119784877410759,1.0252809222542494,0.8369867128890229,0.6897079772747633,1.1461683100128346,1.267651535159373,1.0575210102140142
9.537144764085513,0.942942941175423,1.0655477452354682,1.145612940562288,1.252245304137665,1.000600091040124,0.7735826955757564,0.9788794521397244,1.5271007109518782,1.0721586588858911
11.516739230271344,0.9278602640583208,1.041393553078725,0.947858638502459,0.9511462715839256,0.9965477159537736,0.7389596266854436,1.1593852218591651,1.3034919650172176,1.0680400200730005
10.445190486251427,0.810601790878348,0.935736449831372,0.8334654279556154,1.115715555645799,0.8745691403551239,0.7196776367583976,0.9820697681836958,1.3098460970703634,1.0549883475792674
11.405689986881807,1.093031303880812,1.0515958902102276,1.102067381967456,1.107272981381649,1.0869716277482364,0.900233001138271,1.1515044289502447,1.4646332416753476,1.2326341016753326
11.877291273274068,0.9525664316153764,0.932146205229254,1.0550554111341413,1.1463123065151857,1.0761000200326785,0.8249837439580681,0.9222984444269524,1.693555471633856,1.0955818234782726
10.49125751460208,1.0799332056630018,1.1358898837138918,1.298745984435519,1.1615505697273472,1.116220967394678,0.889638108621079,1.1111290458253615,1.4098518499592312,1.0791921459046576
10.880083898902296,0.9289538646184372,0.8692534587195017,1.239041456921281,1.2120797350114296,1.1728155590690958,0.8950333598534057,0.8173767386012666,1.1510721642658102,1.242055575463918
10.81975962451998,0.9513076115796552,0.9937197702017028,1.0467128853400525,1.3855406006279651,1.043731573056391,0.8013005819055551,1.2413266320361795,1.4505800806911069,1.2654454306489766
13.265773335503066,0.906616510384652,1.2061445087858014,1.0612869331765478,1.3007869153750535,1.2465511729958576,0.924450263305896,1.235137610056321,1.3881360402078289,1.0778163913585894
12.239025374366573,0.8731745515940679,0.9923333269227096,1.0495427780852475,1.165263076327152,1.07469919160051,1.030848953952891,1.2998695222665178,1.7998118676668968,1.5262132051302026
11.197276624040954,0.9981964253692678,1.105535603925577,1.0544700986971554,1.0568754137954808,1.3752607427634058,0.7815709714556237,1.2384465947734025,1.7033253715479306,1.3288690569193091
12.5568969518254,1.1451227380386948,1.2284115616963642,1.2438702184601125,1.550855604360572,1.3626169242093569,0.8760757590963243,1.0683716944651318,1.490944646703241,1.350312852482008
12.543391044033726,0.8264623553871105,0.9929471568317106,1.141036435888596,1.3093337172459067,1.1482705693076902,0.9116497312829808,1.2024205745086949,1.594293291966684,1.688663332973109
12.635380324175404,1.052071487663041,1.2499893757244265,1.2333741425261298,1.1363567602285845,1.232698146187896,0.8892343400818359,1.301355435408352,1.782907702781483,1.2059175870199663
13.04419293690074,0.9524653951478462,1.090884530024147,1.0558334623954302,1.35699170227335,1.284391688175604,0.9465865222652116,1.474984664047587,1.6676356122382432,1.2081070284332889
14.54893538328175,0.979510629235304,1.206607961491436,1.2897129488441663,1.3773004609754285,1.107382383888969,1.0132724827024775,1.2675257970288407,1.5397989880856768,1.2569052447025204
12.957215295966133,1.0532229390730607,1.2965720736370714,1.4390604982902566,1.5332075459256709,1.3804737880186688,0.9722581812081944,1.1403552618255868,1.4707633447899382,1.4616898788302606
14.505969227641259,1.1742984859823224,1.3289155673097583,1.0380903052274604,1.5879134092271356,1.2365627501338805,0.7453674389479428,1.2661341805076365,1.849082531579197,1.4179778257257063
11.815764719237379,0.8652588847077328,1.1842070467941852,1.198626392838377,1.605070104864051,1.2402584630196671,0.8550298200530422,1.2508075666023426,1.552348412873016,1.6700358565734723
13.126814398711542,0.8779324663719307,1.1016486303725497,1.3628989964111031,1.4390861790748013,1.1275524083603436,1.125894889288838,1.4942910236593083,1.81759388949822,1.2749300732926867
9.970159423190868,0.99922288269759,1.097445785112363,1.2958289167964483,1.397823320656463,1.2890658095523209,1.031323706060688,1.5555474207951367,1.6177480349542424,1.295335673080798
12.56045670924398,0.9879821635906052,1.1549410715696984,1.3241025878503303,1.1617214141599852,1.3263589785416452,1.1353384708726106,1.2081649808847412,1.9810154847381087,1.1256074878083842
12.275865999935698,0.8981762380477145,1.2113135079236674,1.2521012514435508,1.423593378907701,1.2865325930426827,0.9658672346476872,1.4945029574193176,1.9312016889996269,1.391075376428917
13.933373047551818,1.0730499219130332,1.188858486266351,1.3410873623186632,1.4238647940407636,1.5570026274653943,1.06321661509559,1.3386808463299913,1.9451786175756656,1.0070962872824034
