,full_id,osm_id,osm_type,Area,S_coeff,W_coeff,E_coeff,Chosen_Production,Chosen_Consumption
638,w504622165,504622165,way,27.910680625612187,0.26,0.27,0.47,0.0,1.0
639,w504622172,504622172,way,16.58589657963367,0.27,0.4,0.33,0.0,0.0
640,w504622586,504622586,way,14.882150892388609,0.67,0.23,0.1,0.0,0.0
641,w504622588,504622588,way,14.830903150377264,0.32,0.15,0.53,0.0,0.0
642,w504622590,504622590,way,13.325379861477968,0.59,0.36,0.05,0.0,0.0
643,w504622591,504622591,way,10.025218663653115,0.49,0.08,0.43,0.0,0.0
644,w504622594,504622594,way,3.59991214166479,0.0999999999999999,0.33,0.57,1.0,0.0
645,w504624350,504624350,way,7.561459292994537,0.65,0.29,0.06,0.0,0.0
646,w504624353,504624353,way,12.645622075931271,0.1,0.38,0.52,1.0,0.0
647,w504624354,504624354,way,11.664179469487609,0.58,0.25,0.17,0.0,0.0
648,w504624355,504624355,way,10.915769048416282,0.16,0.47,0.37,1.0,0.0
649,w504624356,504624356,way,21.665224669927824,0.54,0.04,0.42,0.0,0.0
650,w506291064,506291064,way,19.59404234184672,0.46,0.39,0.15,0.0,0.0
651,w506292403,506292403,way,29.30500598373215,0.4,0.23,0.37,0.0,1.0
652,w506292404,506292404,way,10.883860076975257,0.21,0.37,0.42,0.0,0.0
653,w506292405,506292405,way,18.90558210954337,0.59,0.4,0.01,0.0,0.0
654,w506292411,506292411,way,20.73889755960957,0.43,0.37,0.2,0.0,0.0
655,w506292413,506292413,way,47.19820345391936,0.25,0.46,0.29,0.0,1.0
656,w506293116,506293116,way,14.23430207828294,0.14,0.45,0.41,1.0,0.0
657,w506293117,506293117,way,12.102202622905322,0.11,0.57,0.32,1.0,0.0
658,w506293118,506293118,way,15.075538598091793,0.04,0.51,0.45,1.0,0.0
659,w506293119,506293119,way,7.457996870443332,0.17,0.14,0.69,1.0,0.0
660,w506293120,506293120,way,13.089446860520082,0.21,0.39,0.4,0.0,0.0
661,w506293121,506293121,way,25.538780415162623,0.16,0.25,0.59,1.0,1.0
662,w506293122,506293122,way,38.79647457964448,0.2,0.16,0.64,1.0,1.0
663,w506293125,506293125,way,63.205870793500495,0.28,0.51,0.21,0.0,1.0
664,w506293128,506293128,way,29.481955734450565,0.5,0.38,0.12,0.0,1.0
665,w506293501,506293501,way,9.116296446848144,0.2299999999999999,0.29,0.48,0.0,0.0
666,w506293502,506293502,way,6.404033874360975,0.42,0.39,0.19,0.0,0.0
667,w506293504,506293504,way,8.237349324427168,0.22,0.53,0.25,0.0,0.0
668,w506293506,506293506,way,31.274659766319093,0.58,0.1,0.32,0.0,1.0
669,w506297655,506297655,way,14.474102833354888,0.25,0.4,0.35,0.0,0.0
670,w506297776,506297776,way,8.876495691776196,0.38,0.59,0.03,0.0,0.0
671,w510579652,510579652,way,62.67502154134525,0.31,0.04,0.65,0.0,1.0
672,w516261005,516261005,way,14.156946996001665,0.32,0.05,0.63,0.0,0.0
673,w516261007,516261007,way,14.145343733659471,0.42,0.1,0.48,0.0,0.0
674,w516261014,516261014,way,18.496567111981136,0.55,0.23,0.22,0.0,0.0
675,w516261020,516261020,way,14.363871841104071,0.17,0.37,0.46,1.0,0.0
676,w516261021,516261021,way,15.16643081977229,0.51,0.1,0.39,0.0,0.0
677,w516261023,516261023,way,54.22397880211607,0.22,0.56,0.22,0.0,1.0
678,w516261616,516261616,way,13.83979115864844,0.3999999999999999,0.41,0.19,0.0,0.0
679,w516261617,516261617,way,3.9692826595578734,0.71,0.2,0.09,0.0,0.0
680,w516261619,516261619,way,12.784861224037568,0.57,0.35,0.08,0.0,0.0
681,w516261620,516261620,way,12.702671449113712,0.02,0.4,0.58,1.0,0.0
682,w516261689,516261689,way,28.46183558686627,0.34,0.18,0.48,0.0,1.0
683,w516261693,516261693,way,20.55614617772006,0.54,0.3,0.16,0.0,0.0
684,w516261845,516261845,way,24.163793827612977,0.6,0.25,0.15,0.0,0.0
685,w516261846,516261846,way,22.2163796311819,0.33,0.29,0.38,0.0,0.0
686,w516262157,516262157,way,11.190379590514803,0.29,0.45,0.26,0.0,0.0
687,w520424351,520424351,way,63.63325762310454,0.16,0.51,0.33,1.0,1.0
688,w520424894,520424894,way,13.325379861477968,0.67,0.25,0.08,0.0,0.0
689,w520424895,520424895,way,11.681584363000896,0.38,0.39,0.23,0.0,0.0
690,w520424897,520424897,way,14.46153263248418,0.31,0.27,0.42,0.0,0.0
691,w520424898,520424898,way,13.29347089003694,0.41,0.31,0.28,0.0,0.0
692,w520424899,520424899,way,17.73655342856762,0.26,0.07,0.67,0.0,0.0
693,w520424900,520424900,way,14.821233765092105,0.19,0.63,0.18,0.0,0.0
694,w520424901,520424901,way,25.0214683024066,0.35,0.2299999999999999,0.42,0.0,1.0
695,w520424949,520424949,way,30.95170229779477,0.14,0.41,0.45,1.0,1.0
696,w520424951,520424951,way,22.534502407063645,0.22,0.36,0.42,0.0,0.0
697,w520425616,520425616,way,13.838824220119925,0.42,0.15,0.43,0.0,0.0
698,w520425620,520425620,way,19.604678665660387,0.24,0.37,0.39,0.0,0.0
699,w520425621,520425621,way,5.651755699175585,0.16,0.44,0.4,1.0,0.0
700,w520427674,520427674,way,22.9145092487704,0.42,0.11,0.47,0.0,1.0
701,w520427676,520427676,way,21.13147460218704,0.7,0.11,0.19,0.0,0.0
702,w520427678,520427678,way,5.740714043799049,0.65,0.25,0.1,0.0,0.0
703,w520427680,520427680,way,5.665292838574808,0.13,0.6,0.27,1.0,0.0
704,w520427683,520427683,way,51.07272613768267,0.31,0.5,0.19,0.0,1.0
705,w520427684,520427684,way,23.683225378940563,0.22,0.38,0.4,0.0,1.0
706,w520427685,520427685,way,24.15025668821375,0.32,0.66,0.02,0.0,0.0
707,w520427690,520427690,way,41.49133225861837,0.27,0.55,0.18,0.0,1.0
708,w520427691,520427691,way,27.26669956562058,0.09,0.15,0.76,1.0,1.0
709,w520427693,520427693,way,19.09606899966101,0.47,0.41,0.12,0.0,0.0
710,w520427694,520427694,way,18.734433989996056,0.1,0.49,0.41,1.0,0.0
711,w520427697,520427697,way,14.229467385640358,0.41,0.44,0.15,0.0,0.0
712,w520427698,520427698,way,39.33312546297081,0.06,0.54,0.4,1.0,1.0
713,w520427699,520427699,way,25.64997834594196,0.65,0.16,0.19,0.0,1.0
714,w520428595,520428595,way,22.985095761352063,0.16,0.07,0.77,1.0,0.0
715,w520428822,520428822,way,12.37101153383275,0.8,0.1,0.1,0.0,0.0
716,w520428823,520428823,way,26.2359430942226,0.19,0.68,0.13,0.0,1.0
717,w520428824,520428824,way,9.73223628951279,0.05,0.13,0.82,1.0,0.0
718,w520429433,520429433,way,12.959877097698948,0.34,0.61,0.05,0.0,0.0
719,w520429434,520429434,way,24.42293335325525,0.42,0.21,0.37,0.0,1.0
720,w520429436,520429436,way,10.56767117815055,0.33,0.37,0.3,0.0,0.0
721,w520429437,520429437,way,17.41843065268588,0.77,0.17,0.06,0.0,0.0
722,w522440849,522440849,way,21.324862307890218,0.09,0.45,0.46,1.0,0.0
723,w522440861,522440861,way,17.66113222334338,0.48,0.22,0.3,0.0,0.0
724,w522440868,522440868,way,18.579723825433508,0.58,0.3,0.12,0.0,0.0
725,w522440870,522440870,way,9.96236765929958,0.7,0.07,0.23,0.0,0.0
726,w522440873,522440873,way,8.446208046586609,0.23,0.75,0.02,0.0,0.0
727,w522440874,522440874,way,14.342599193476724,0.33,0.3,0.37,0.0,0.0
728,w522441309,522441309,way,13.785642601051547,0.47,0.2,0.33,0.0,0.0
729,w522441313,522441313,way,19.41322483701424,0.13,0.48,0.39,1.0,0.0
730,w526331255,526331255,way,7.400947497260894,0.38,0.06,0.56,0.0,0.0
731,w526331257,526331257,way,21.03091299522137,0.53,0.0499999999999999,0.42,0.0,0.0
732,w526331259,526331259,way,21.589803464703586,0.8,0.19,0.01,0.0,0.0
733,w526331263,526331263,way,18.20745249195488,0.46,0.03,0.51,0.0,0.0
734,w526331266,526331266,way,4.073712020637594,0.37,0.38,0.25,0.0,0.0
735,w526331267,526331267,way,9.19075071354387,0.2299999999999999,0.39,0.38,0.0,0.0
736,w526331270,526331270,way,12.29752420566554,0.1,0.46,0.44,1.0,0.0
737,w526331273,526331273,way,16.587830456690703,0.14,0.64,0.22,1.0,0.0
738,w526331279,526331279,way,14.389979181374002,0.62,0.17,0.21,0.0,0.0
739,w526331281,526331281,way,16.49307048089614,0.28,0.35,0.37,0.0,0.0
740,w526331282,526331282,way,7.043180241710001,0.34,0.35,0.31,0.0,0.0
741,w526331286,526331286,way,11.4147093291305,0.27,0.22,0.51,0.0,0.0
742,w526331287,526331287,way,12.350705824733916,0.29,0.01,0.7,0.0,0.0
743,w526331288,526331288,way,11.441783607928944,0.35,0.42,0.23,0.0,0.0
744,w526337675,526337675,way,15.306636906407102,0.18,0.47,0.35,1.0,0.0
745,w526337676,526337676,way,7.675558039359416,0.65,0.09,0.26,0.0,0.0
746,w526337678,526337678,way,5.920564610103011,0.31,0.33,0.36,0.0,0.0
747,w526337681,526337681,way,9.842467281763604,0.68,0.3,0.02,0.0,0.0
748,w526337683,526337683,way,9.00606545459733,0.89,0.04,0.07,0.0,0.0
749,w526337686,526337686,way,12.791629793737176,0.18,0.25,0.57,1.0,0.0
750,w526337687,526337687,way,14.197558414199335,0.9,0.09,0.01,0.0,0.0
751,w526337689,526337689,way,13.851394420990632,0.1,0.49,0.41,1.0,0.0
752,w526337691,526337691,way,5.038716672096488,0.23,0.37,0.4,0.0,0.0
753,w526337692,526337692,way,24.70914715769596,0.51,0.33,0.16,0.0,1.0
754,w526337695,526337695,way,30.862743953171307,0.06,0.26,0.68,1.0,1.0
755,w526337699,526337699,way,9.63264162107565,0.44,0.41,0.15,0.0,0.0
756,w526337700,526337700,way,35.38124769692623,0.5,0.26,0.24,0.0,1.0
757,w526337701,526337701,way,23.67065517806985,0.68,0.06,0.26,0.0,1.0
758,w527562760,527562760,way,29.63956671459865,0.4,0.02,0.58,0.0,1.0
759,w527562761,527562761,way,39.60000049684121,0.15,0.17,0.68,1.0,1.0
760,w527562763,527562763,way,23.53238296849208,0.35,0.31,0.34,0.0,1.0
761,w527562765,527562765,way,22.10904945451664,0.47,0.33,0.2,0.0,0.0
762,w527562770,527562770,way,12.273350742452642,0.21,0.67,0.12,0.0,0.0
763,w527562774,527562774,way,8.320506037879538,0.36,0.27,0.37,0.0,0.0
764,w527562775,527562775,way,18.21132024606894,0.3999999999999999,0.11,0.49,0.0,0.0
765,w527562776,527562776,way,21.08796236840382,0.14,0.54,0.32,1.0,0.0
766,w527563340,527563340,way,6.105249869049553,0.26,0.41,0.33,0.0,0.0
767,w527563345,527563345,way,10.108375377105483,0.33,0.33,0.34,0.0,0.0
768,w527563347,527563347,way,6.228051062171075,0.46,0.2,0.34,0.0,0.0
769,w527563349,527563349,way,11.17974326670113,0.01,0.74,0.25,1.0,0.0
770,w527563350,527563350,way,32.59066310362927,0.21,0.29,0.5,1.0,1.0
771,w527563352,527563352,way,9.321287414893522,0.38,0.02,0.6,0.0,0.0
772,w527563354,527563354,way,7.617541727648461,0.48,0.37,0.15,0.0,0.0
773,w527563933,527563933,way,8.657967584331598,0.34,0.31,0.35,0.0,0.0
774,w527563934,527563934,way,15.155794495958617,0.28,0.53,0.19,0.0,0.0
775,w527563938,527563938,way,3.869687991120734,0.06,0.41,0.53,1.0,0.0
776,w527563942,527563942,way,6.20581147601521,0.66,0.28,0.06,0.0,0.0
777,w527564813,527564813,way,16.990076884553325,0.33,0.61,0.06,0.0,0.0
778,w527564814,527564814,way,15.289232012893814,0.45,0.29,0.26,0.0,0.0
779,w527564817,527564817,way,7.749045367526627,0.16,0.6,0.24,1.0,0.0
780,w528149484,528149484,way,21.83733972800366,0.31,0.34,0.35,0.0,0.0
781,w528150059,528150059,way,27.98126713819385,0.21,0.35,0.44,0.0,1.0
782,w528150060,528150060,way,11.530741952552413,0.17,0.43,0.4,1.0,0.0
783,w528150067,528150067,way,8.88713201558987,0.2299999999999999,0.24,0.53,0.0,0.0
784,w528151306,528151306,way,7.6745911008309,0.18,0.46,0.36,1.0,0.0
785,w528151308,528151308,way,7.434790345758951,0.23,0.56,0.21,0.0,0.0
786,w528151313,528151313,way,15.476818087425904,0.34,0.23,0.43,0.0,0.0
787,w528151315,528151315,way,16.803457748549754,0.12,0.36,0.52,1.0,0.0
788,w528151317,528151317,way,27.213517946552205,0.03,0.62,0.35,1.0,1.0
789,w528152529,528152529,way,17.597314280461326,0.57,0.1,0.33,0.0,0.0
790,w528152530,528152530,way,15.85972574471821,0.53,0.24,0.23,0.0,0.0
791,w528152534,528152534,way,24.13188485617195,0.22,0.55,0.23,0.0,1.0
792,w528152536,528152536,way,11.319949353335938,0.33,0.42,0.25,0.0,0.0
793,w528154377,528154377,way,21.285217828221064,0.27,0.49,0.24,0.0,0.0
794,w528154379,528154379,way,31.052263904760427,0.0,0.76,0.24,1.0,1.0
795,w528156103,528156103,way,66.08154597730686,0.15,0.85,0.0,0.0,1.0
796,w528156105,528156105,way,56.32803704016672,0.02,0.09,0.89,1.0,1.0
797,w528314306,528314306,way,60.03624629702529,0.3,0.3,0.4,0.0,1.0
798,w529652965,529652965,way,9.657782022817065,0.34,0.31,0.35,0.0,0.0
799,w533803632,533803632,way,13.055604012022028,0.0,0.53,0.47,1.0,0.0
800,w533803635,533803635,way,8.193837090643951,0.57,0.2,0.23,0.0,0.0
801,w533803637,533803637,way,11.674815793301285,0.01,0.53,0.46,1.0,0.0
802,w533803640,533803640,way,6.978395360299434,0.05,0.45,0.5,1.0,0.0
803,w533803641,533803641,way,10.01458233983944,0.4,0.42,0.18,0.0,0.0
804,w533803642,533803642,way,17.58667795664765,0.31,0.36,0.33,0.0,0.0
805,w533804140,533804140,way,7.423187083416759,0.0,0.34,0.66,1.0,0.0
806,w533804144,533804144,way,15.670205793129089,0.14,0.36,0.5,1.0,0.0
807,w533804147,533804147,way,17.96958561393996,0.5,0.08,0.42,0.0,0.0
808,w533804148,533804148,way,11.480461149069583,0.39,0.33,0.28,0.0,0.0
809,w533805119,533805119,way,11.162338373187843,0.37,0.18,0.45,0.0,0.0
810,w533805120,533805120,way,9.9149876714023,0.18,0.25,0.57,1.0,0.0
811,w533805936,533805936,way,15.095844307190628,0.24,0.68,0.08,0.0,0.0
812,w533805938,533805938,way,13.592254895348365,0.5,0.15,0.35,0.0,0.0
813,w533805943,533805943,way,15.25925691850982,0.2799999999999999,0.36,0.36,0.0,0.0
814,w533805945,533805945,way,19.51185256692285,0.39,0.39,0.22,0.0,0.0
815,w533805946,533805946,way,14.15501311894463,0.05,0.28,0.67,1.0,0.0
816,w533805947,533805947,way,9.099858491863374,0.3,0.38,0.32,0.0,0.0
817,w533806740,533806740,way,25.60066448098764,0.33,0.46,0.21,0.0,1.0
818,w533806742,533806742,way,6.407901628475037,0.48,0.3,0.22,0.0,0.0
819,w533806744,533806744,way,16.59749984197586,0.4,0.57,0.03,0.0,0.0
820,w533806745,533806745,way,13.523602259823734,0.51,0.43,0.06,0.0,0.0
821,w533806748,533806748,way,17.163158881157678,0.41,0.23,0.36,0.0,0.0
822,w533806749,533806749,way,14.31262409909273,0.51,0.3,0.19,0.0,0.0
823,w533808530,533808530,way,24.81937814994677,0.36,0.38,0.26,0.0,1.0
824,w533808532,533808532,way,26.86832089187202,0.12,0.61,0.27,1.0,1.0
825,w533808986,533808986,way,15.390760558387983,0.24,0.38,0.38,0.0,0.0
826,w533808992,533808992,way,50.76040499297203,0.34,0.3,0.36,0.0,1.0
827,w533808995,533808995,way,15.061034520164052,0.2,0.39,0.41,1.0,0.0
828,w533808997,533808997,way,10.216672492299269,0.17,0.01,0.82,1.0,0.0
829,w533808999,533808999,way,20.6373690141154,0.28,0.34,0.38,0.0,0.0
830,w533809430,533809430,way,12.03161611032366,0.67,0.2799999999999999,0.05,0.0,0.0
831,w533809434,533809434,way,14.695531756385034,0.34,0.1,0.56,0.0,0.0
832,w533811317,533811317,way,10.27275492695319,0.15,0.49,0.36,1.0,0.0
833,w533811323,533811323,way,32.936827096837966,0.43,0.3,0.27,0.0,1.0
834,w533812753,533812753,way,29.91804501081125,0.27,0.08,0.65,0.0,1.0
835,w533812759,533812759,way,9.659715899874096,0.3,0.13,0.5700000000000001,0.0,0.0
836,w533814882,533814882,way,39.25577038068954,0.48,0.48,0.04,0.0,1.0
837,w533814883,533814883,way,35.56399907881574,0.34,0.16,0.5,0.0,1.0
838,w533814885,533814885,way,28.04315120401887,0.22,0.16,0.62,1.0,1.0
839,w533814886,533814886,way,38.073204560314565,0.58,0.03,0.39,0.0,1.0
840,w533815625,533815625,way,3.461639932087013,0.13,0.44,0.43,1.0,0.0
841,w533815626,533815626,way,21.94176908908338,0.19,0.39,0.42,1.0,1.0
842,w533815627,533815627,way,15.824915957691635,0.29,0.19,0.52,0.0,0.0
843,w533815628,533815628,way,25.38020249648601,0.64,0.01,0.35,0.0,1.0
844,w533817227,533817227,way,40.68200471025053,0.16,0.39,0.45,1.0,1.0
845,w533817230,533817230,way,42.03765252722986,0.4,0.41,0.19,0.0,1.0
846,w533817231,533817231,way,39.59033111155605,0.23,0.08,0.69,1.0,1.0
847,w533817232,533817232,way,44.39988335239426,0.15,0.07,0.78,1.0,1.0
848,w533817236,533817236,way,38.93184597363671,0.32,0.33,0.35,0.0,1.0
849,w533818165,533818165,way,31.20697406932298,0.13,0.76,0.11,1.0,1.0
850,w533818172,533818172,way,39.574860095099794,0.38,0.35,0.27,0.0,1.0
851,w533818174,533818174,way,48.07231588369776,0.67,0.31,0.02,0.0,1.0
852,w533819779,533819779,way,33.51022164424791,0.57,0.1,0.33,0.0,1.0
853,w533821079,533821079,way,26.91763475682633,0.39,0.43,0.18,0.0,1.0
854,w533821084,533821084,way,41.25926701177454,0.07,0.38,0.55,1.0,1.0
855,w533821092,533821092,way,41.77077749335946,0.1,0.64,0.26,1.0,1.0
856,w533821094,533821094,way,29.596054480815443,0.24,0.5,0.26,0.0,1.0
857,w533821096,533821096,way,41.914851334108334,0.11,0.22,0.67,1.0,1.0
858,w534565233,534565233,way,42.97751677694734,0.26,0.24,0.5,0.0,1.0
859,w534569485,534569485,way,29.212179884994622,0.35,0.28,0.37,0.0,1.0
860,w534569488,534569488,way,25.33282250858873,0.32,0.17,0.51,0.0,1.0
861,w534569490,534569490,way,4.216818922857951,0.26,0.55,0.19,0.0,0.0
862,w534569491,534569491,way,32.1129954705424,0.43,0.12,0.45,0.0,1.0
863,w534569496,534569496,way,29.90354093288351,0.37,0.4,0.23,0.0,1.0
864,w534569497,534569497,way,14.446061616027926,0.31,0.26,0.43,0.0,0.0
865,w534569500,534569500,way,40.83284712069901,0.31,0.2299999999999999,0.46,0.0,1.0
866,w534572390,534572390,way,26.994022900579093,0.62,0.1,0.28,0.0,1.0
867,w534572391,534572391,way,32.53264679191831,0.01,0.45,0.54,1.0,1.0
868,w534572392,534572392,way,54.42800283163293,0.22,0.28,0.5,0.0,1.0
869,w534572393,534572393,way,32.96680219122196,0.3,0.2,0.5,0.0,1.0
870,w534572394,534572394,way,31.19923856109485,0.41,0.36,0.23,0.0,1.0
871,w534572401,534572401,way,53.53068387717015,0.53,0.04,0.43,0.0,1.0
872,w534572402,534572402,way,47.44573971721943,0.17,0.67,0.16,0.0,1.0
873,w534573299,534573299,way,22.18447065974088,0.24,0.38,0.38,0.0,1.0
874,w534573309,534573309,way,10.286292066352416,0.34,0.32,0.34,0.0,0.0
875,w535345871,535345871,way,3.591209694908147,0.21,0.78,0.01,0.0,0.0
876,w535345874,535345874,way,8.693744309886686,0.6,0.01,0.39,0.0,0.0
877,w535346855,535346855,way,62.09389148570718,0.31,0.31,0.38,0.0,1.0
878,w535349135,535349135,way,19.00324290092348,0.79,0.21,0.0,0.0,0.0
879,w535349136,535349136,way,45.54570550868564,0.56,0.14,0.3,0.0,1.0
880,w535349140,535349140,way,15.677941301357214,0.4599999999999999,0.27,0.27,0.0,0.0
881,w535349141,535349141,way,14.2865167588228,0.53,0.14,0.33,0.0,0.0
882,w535349146,535349146,way,22.054900896919744,0.3999999999999999,0.27,0.33,0.0,0.0
883,w535349147,535349147,way,33.21240457746501,0.68,0.11,0.21,0.0,1.0
884,w535349148,535349148,way,9.444088608015043,0.53,0.31,0.16,0.0,0.0
885,w535349149,535349149,way,13.728593227869109,0.28,0.55,0.17,0.0,0.0
886,w535349152,535349152,way,23.307086291347865,0.35,0.53,0.12,0.0,1.0
887,w535349154,535349154,way,17.64662814541564,0.37,0.39,0.24,0.0,0.0
888,w535349155,535349155,way,18.45305487819792,0.34,0.17,0.49,0.0,0.0
889,w535349158,535349158,way,12.304292775365152,0.26,0.64,0.1,0.0,0.0
890,w535349159,535349159,way,17.432934730613617,0.5,0.41,0.09,0.0,0.0
891,w535351157,535351157,way,62.1615771827033,0.63,0.19,0.18,0.0,1.0
892,w535351161,535351161,way,7.428988714587855,0.05,0.54,0.41,1.0,0.0
893,w535351164,535351164,way,7.695863748458251,0.13,0.48,0.39,1.0,0.0
894,w535351166,535351166,way,58.29769082275366,0.26,0.44,0.3,0.0,1.0
895,w535351170,535351170,way,29.010089732534794,0.24,0.23,0.53,0.0,1.0
896,w535351621,535351621,way,82.35898916634395,0.24,0.44,0.32,0.0,1.0
897,w535354043,535354043,way,22.813947641804745,0.11,0.32,0.57,1.0,1.0
898,w535354056,535354056,way,16.135303225345247,0.15,0.3399999999999999,0.51,1.0,0.0
899,w535354059,535354059,way,15.152893680373069,0.48,0.44,0.08,0.0,0.0
900,w535355473,535355473,way,41.68955465696412,0.3,0.39,0.31,0.0,1.0
901,w535355475,535355475,way,32.442721508766326,0.4,0.31,0.29,0.0,1.0
902,w535355479,535355479,way,18.29157614393576,0.08,0.52,0.4,1.0,0.0
903,w535356521,535356521,way,16.13046853270267,0.23,0.3,0.47,0.0,0.0
904,w535356526,535356526,way,16.68065655542823,0.04,0.54,0.42,1.0,0.0
905,w535356528,535356528,way,26.94857678973884,0.32,0.31,0.37,0.0,1.0
906,w535361422,535361422,way,11.449519116157072,0.27,0.38,0.35,0.0,0.0
907,w535361425,535361425,way,8.06620120487985,0.3,0.1699999999999999,0.53,0.0,0.0
908,w535361427,535361427,way,30.32415919278794,0.33,0.44,0.23,0.0,1.0
909,w535361428,535361428,way,62.33369224077913,0.23,0.5,0.27,0.0,1.0
910,w535361429,535361429,way,71.58439314309099,0.16,0.4,0.44,1.0,1.0
911,w535362423,535362423,way,25.50493756666456,0.53,0.37,0.1,0.0,1.0
912,w535362427,535362427,way,27.240592225350653,0.53,0.4,0.07,0.0,1.0
913,w535362428,535362428,way,7.479269518070683,0.15,0.44,0.41,1.0,0.0
914,w535367159,535367159,way,63.34994463424937,0.03,0.49,0.48,1.0,1.0
915,w535367161,535367161,way,58.295756945696624,0.52,0.34,0.14,0.0,1.0
916,w535367162,535367162,way,28.61074412025772,0.41,0.3,0.29,0.0,1.0
917,w535367163,535367163,way,27.135195925742416,0.26,0.3,0.44,0.0,1.0
918,w535367164,535367164,way,27.271534258263163,0.52,0.08,0.4,0.0,1.0
919,w535367165,535367165,way,27.21641876213776,0.3,0.03,0.67,0.0,1.0
920,w535367167,535367167,way,75.63199782345865,0.48,0.25,0.27,0.0,1.0
921,w535368164,535368164,way,57.30077719985374,0.23,0.32,0.45,0.0,1.0
922,w535368165,535368165,way,55.70726250485949,0.65,0.21,0.14,0.0,1.0
923,w535368166,535368166,way,28.05668834341809,0.52,0.23,0.25,0.0,1.0
924,w535368171,535368171,way,107.9664222170312,0.17,0.26,0.57,1.0,1.0
925,w535368180,535368180,way,7.859276359777442,0.07,0.46,0.47,1.0,0.0
926,w535766590,535766590,way,53.78015401752726,0.47,0.5,0.03,0.0,1.0
927,w535766592,535766592,way,26.11894353227218,0.28,0.37,0.35,0.0,1.0
928,w535766600,535766600,way,10.552200161694294,0.45,0.07,0.48,0.0,0.0
929,w535766602,535766602,way,15.4159009601294,0.2799999999999999,0.36,0.36,0.0,0.0
930,w535766604,535766604,way,21.252341918251524,0.5,0.3,0.2,0.0,0.0
931,w535766609,535766609,way,3.5544660308245417,0.18,0.64,0.18,0.0,0.0
932,w535766611,535766611,way,8.988660561084043,0.57,0.08,0.35,0.0,0.0
933,w535770795,535770795,way,19.638521514158445,0.39,0.16,0.45,0.0,0.0
934,w535770798,535770798,way,17.83808197406179,0.33,0.37,0.3,0.0,0.0
935,w535770800,535770800,way,35.85988226854161,0.32,0.28,0.4,0.0,1.0
936,w535770801,535770801,way,20.920682002970565,0.06,0.22,0.72,1.0,0.0
937,w535770804,535770804,way,8.769165515110927,0.4,0.25,0.35,0.0,0.0
938,w535770809,535770809,way,20.419807845199315,0.54,0.18,0.28,0.0,0.0
939,w535770811,535770811,way,23.129169602100934,0.39,0.25,0.36,0.0,1.0
940,w535770813,535770813,way,10.642125444846275,0.39,0.37,0.24,0.0,0.0
941,w535776959,535776959,way,13.84462585129102,0.19,0.45,0.36,1.0,0.0
942,w535776963,535776963,way,5.416789636746215,0.27,0.06,0.67,0.0,0.0
943,w535776976,535776976,way,5.454500239358335,0.06,0.42,0.52,1.0,0.0
944,w535776989,535776989,way,4.098852422379008,0.49,0.45,0.06,0.0,0.0
945,w535776994,535776994,way,10.968950667484656,0.42,0.48,0.1,0.0,0.0
946,w535777555,535777555,way,4.391834796519333,0.42,0.42,0.16,0.0,0.0
947,w535777558,535777558,way,4.444049477059194,0.61,0.33,0.06,0.0,0.0
948,w535777560,535777560,way,11.237759578412083,0.43,0.17,0.4,0.0,0.0
949,w535777566,535777566,way,13.999336015853569,0.2,0.18,0.62,1.0,0.0
950,w535779800,535779800,way,7.744210674884047,0.49,0.09,0.42,0.0,0.0
951,w535779804,535779804,way,8.858123859734393,0.03,0.28,0.69,1.0,0.0
952,w535779805,535779805,way,7.843805343321187,0.27,0.17,0.56,0.0,0.0
953,w535779809,535779809,way,26.92633720358297,0.08,0.36,0.56,1.0,1.0
954,w535779810,535779810,way,10.806504994693984,0.16,0.69,0.15,1.0,0.0
955,w535779815,535779815,way,21.242672532966367,0.43,0.47,0.0999999999999999,0.0,0.0
956,w535779819,535779819,way,22.861327629702025,0.38,0.12,0.5,0.0,1.0
957,w535779821,535779821,way,14.243004525039582,0.41,0.41,0.18,0.0,0.0
958,w535779822,535779822,way,6.278331865653905,0.26,0.68,0.06,0.0,0.0
959,w535779823,535779823,way,4.584255563694002,0.49,0.03,0.48,0.0,0.0
960,w535779824,535779824,way,10.665331969530657,0.1999999999999999,0.51,0.29,0.0,0.0
961,w535779828,535779828,way,10.48934915734076,0.23,0.38,0.39,0.0,0.0
962,w535779829,535779829,way,11.423411775887145,0.42,0.35,0.23,0.0,0.0
963,w535779830,535779830,way,10.398456935660263,0.09,0.1,0.81,1.0,0.0
964,w535779832,535779832,way,25.31154986096137,0.3,0.39,0.31,0.0,1.0
965,w535779834,535779834,way,6.553909346280943,0.44,0.37,0.19,0.0,0.0
966,w538113733,538113733,way,14.569829747677964,0.6,0.25,0.15,0.0,0.0
967,w538113734,538113734,way,12.546994346022649,0.22,0.72,0.06,0.0,0.0
968,w538113737,538113737,way,5.168286434917622,0.1,0.62,0.28,1.0,0.0
969,w538113739,538113739,way,16.5694586246489,0.57,0.1,0.33,0.0,0.0
970,w538113740,538113740,way,11.011495962739358,0.2,0.32,0.48,1.0,0.0
971,w538113747,538113747,way,10.117077823862129,0.1,0.59,0.31,1.0,0.0
972,w538113751,538113751,way,9.927557872273006,0.6,0.17,0.23,0.0,0.0
973,w538113754,538113754,way,15.932246134356904,0.49,0.39,0.12,0.0,0.0
974,w538113756,538113756,way,14.1105339466329,0.14,0.62,0.24,1.0,0.0
