time,Data,Ora,€/MWh,SUD [Eur/Wh]
2019-01-01 00:00:00,01/01/2019,1.0,51.0,5.1e-05
2019-01-01 01:00:00,01/01/2019,2.0,46.27,4.6e-05
2019-01-01 02:00:00,01/01/2019,3.0,39.78,4e-05
2019-01-01 03:00:00,01/01/2019,4.0,27.87,2.8e-05
2019-01-01 04:00:00,01/01/2019,5.0,22.0,2.2e-05
2019-01-01 05:00:00,01/01/2019,6.0,20.0,2e-05
2019-01-01 06:00:00,01/01/2019,7.0,20.9,2.1e-05
2019-01-01 07:00:00,01/01/2019,8.0,26.54,2.7e-05
2019-01-01 08:00:00,01/01/2019,9.0,25.0,2.5e-05
2019-01-01 09:00:00,01/01/2019,10.0,25.0,2.5e-05
2019-01-01 10:00:00,01/01/2019,11.0,34.64,3.5e-05
2019-01-01 11:00:00,01/01/2019,12.0,41.03,4.1e-05
2019-01-01 12:00:00,01/01/2019,13.0,48.97,4.9e-05
2019-01-01 13:00:00,01/01/2019,14.0,41.06,4.1e-05
2019-01-01 14:00:00,01/01/2019,15.0,37.95,3.8e-05
2019-01-01 15:00:00,01/01/2019,16.0,53.59,5.4e-05
2019-01-01 16:00:00,01/01/2019,17.0,58.65,5.9e-05
2019-01-01 17:00:00,01/01/2019,18.0,64.64,6.5e-05
2019-01-01 18:00:00,01/01/2019,19.0,65.0,6.5e-05
2019-01-01 19:00:00,01/01/2019,20.0,65.56,6.6e-05
2019-01-01 20:00:00,01/01/2019,21.0,64.23,6.4e-05
2019-01-01 21:00:00,01/01/2019,22.0,61.72,6.2e-05
2019-01-01 22:00:00,01/01/2019,23.0,58.65,5.9e-05
2019-01-01 23:00:00,01/01/2019,24.0,54.91,5.5e-05
2019-01-02 00:00:00,02/01/2019,1.0,53.11,5.3e-05
2019-01-02 01:00:00,02/01/2019,2.0,45.87,4.6e-05
2019-01-02 02:00:00,02/01/2019,3.0,39.15,3.9e-05
2019-01-02 03:00:00,02/01/2019,4.0,36.0,3.6e-05
2019-01-02 04:00:00,02/01/2019,5.0,39.0,3.9e-05
2019-01-02 05:00:00,02/01/2019,6.0,39.0,3.9e-05
2019-01-02 06:00:00,02/01/2019,7.0,53.1,5.3e-05
2019-01-02 07:00:00,02/01/2019,8.0,65.41,6.5e-05
2019-01-02 08:00:00,02/01/2019,9.0,70.0,7e-05
2019-01-02 09:00:00,02/01/2019,10.0,69.19,6.9e-05
2019-01-02 10:00:00,02/01/2019,11.0,65.64,6.6e-05
2019-01-02 11:00:00,02/01/2019,12.0,64.0,6.4e-05
2019-01-02 12:00:00,02/01/2019,13.0,62.8,6.3e-05
2019-01-02 13:00:00,02/01/2019,14.0,58.65,5.9e-05
2019-01-02 14:00:00,02/01/2019,15.0,59.84,6e-05
2019-01-02 15:00:00,02/01/2019,16.0,65.0,6.5e-05
2019-01-02 16:00:00,02/01/2019,17.0,66.63,6.7e-05
2019-01-02 17:00:00,02/01/2019,18.0,72.69,7.3e-05
2019-01-02 18:00:00,02/01/2019,19.0,73.0,7.3e-05
2019-01-02 19:00:00,02/01/2019,20.0,73.56,7.4e-05
2019-01-02 20:00:00,02/01/2019,21.0,66.63,6.7e-05
2019-01-02 21:00:00,02/01/2019,22.0,61.29,6.1e-05
2019-01-02 22:00:00,02/01/2019,23.0,58.65,5.9e-05
2019-01-02 23:00:00,02/01/2019,24.0,54.31,5.4e-05
2019-01-03 00:00:00,03/01/2019,1.0,47.03,4.7e-05
2019-01-03 01:00:00,03/01/2019,2.0,37.91,3.8e-05
2019-01-03 02:00:00,03/01/2019,3.0,34.45,3.4e-05
2019-01-03 03:00:00,03/01/2019,4.0,34.43,3.4e-05
2019-01-03 04:00:00,03/01/2019,5.0,34.43,3.4e-05
2019-01-03 05:00:00,03/01/2019,6.0,34.48,3.4e-05
2019-01-03 06:00:00,03/01/2019,7.0,55.1,5.5e-05
2019-01-03 07:00:00,03/01/2019,8.0,63.41,6.3e-05
2019-01-03 08:00:00,03/01/2019,9.0,68.65,6.9e-05
2019-01-03 09:00:00,03/01/2019,10.0,68.65,6.9e-05
2019-01-03 10:00:00,03/01/2019,11.0,68.65,6.9e-05
2019-01-03 11:00:00,03/01/2019,12.0,63.18,6.3e-05
2019-01-03 12:00:00,03/01/2019,13.0,59.84,6e-05
2019-01-03 13:00:00,03/01/2019,14.0,59.84,6e-05
2019-01-03 14:00:00,03/01/2019,15.0,63.18,6.3e-05
2019-01-03 15:00:00,03/01/2019,16.0,68.01,6.8e-05
2019-01-03 16:00:00,03/01/2019,17.0,68.99,6.9e-05
2019-01-03 17:00:00,03/01/2019,18.0,73.0,7.3e-05
2019-01-03 18:00:00,03/01/2019,19.0,73.43,7.3e-05
2019-01-03 19:00:00,03/01/2019,20.0,70.55,7.1e-05
2019-01-03 20:00:00,03/01/2019,21.0,68.38,6.8e-05
2019-01-03 21:00:00,03/01/2019,22.0,61.72,6.2e-05
2019-01-03 22:00:00,03/01/2019,23.0,59.84,6e-05
2019-01-03 23:00:00,03/01/2019,24.0,58.65,5.9e-05
2019-01-04 00:00:00,04/01/2019,1.0,55.52,5.6e-05
2019-01-04 01:00:00,04/01/2019,2.0,52.91,5.3e-05
2019-01-04 02:00:00,04/01/2019,3.0,49.61,5e-05
2019-01-04 03:00:00,04/01/2019,4.0,47.41,4.7e-05
2019-01-04 04:00:00,04/01/2019,5.0,47.0,4.7e-05
2019-01-04 05:00:00,04/01/2019,6.0,52.99,5.3e-05
2019-01-04 06:00:00,04/01/2019,7.0,64.82,6.5e-05
2019-01-04 07:00:00,04/01/2019,8.0,73.93,7.4e-05
2019-01-04 08:00:00,04/01/2019,9.0,75.04,7.5e-05
2019-01-04 09:00:00,04/01/2019,10.0,73.43,7.3e-05
2019-01-04 10:00:00,04/01/2019,11.0,71.58,7.2e-05
2019-01-04 11:00:00,04/01/2019,12.0,69.38,6.9e-05
2019-01-04 12:00:00,04/01/2019,13.0,65.0,6.5e-05
2019-01-04 13:00:00,04/01/2019,14.0,65.0,6.5e-05
2019-01-04 14:00:00,04/01/2019,15.0,68.12,6.8e-05
2019-01-04 15:00:00,04/01/2019,16.0,68.4,6.8e-05
2019-01-04 16:00:00,04/01/2019,17.0,73.22,7.3e-05
2019-01-04 17:00:00,04/01/2019,18.0,75.0,7.5e-05
2019-01-04 18:00:00,04/01/2019,19.0,77.23,7.7e-05
2019-01-04 19:00:00,04/01/2019,20.0,75.97,7.6e-05
2019-01-04 20:00:00,04/01/2019,21.0,73.95,7.4e-05
2019-01-04 21:00:00,04/01/2019,22.0,70.0,7e-05
2019-01-04 22:00:00,04/01/2019,23.0,68.68,6.9e-05
2019-01-04 23:00:00,04/01/2019,24.0,62.99,6.3e-05
2019-01-05 00:00:00,05/01/2019,1.0,71.68,7.2e-05
2019-01-05 01:00:00,05/01/2019,2.0,63.74,6.4e-05
2019-01-05 02:00:00,05/01/2019,3.0,60.0,6e-05
2019-01-05 03:00:00,05/01/2019,4.0,55.84,5.6e-05
2019-01-05 04:00:00,05/01/2019,5.0,53.5,5.3e-05
2019-01-05 05:00:00,05/01/2019,6.0,54.4,5.4e-05
2019-01-05 06:00:00,05/01/2019,7.0,61.45,6.1e-05
2019-01-05 07:00:00,05/01/2019,8.0,70.7,7.1e-05
2019-01-05 08:00:00,05/01/2019,9.0,73.95,7.4e-05
2019-01-05 09:00:00,05/01/2019,10.0,73.41,7.3e-05
2019-01-05 10:00:00,05/01/2019,11.0,69.12,6.9e-05
2019-01-05 11:00:00,05/01/2019,12.0,68.25,6.8e-05
2019-01-05 12:00:00,05/01/2019,13.0,67.67,6.8e-05
2019-01-05 13:00:00,05/01/2019,14.0,64.0,6.4e-05
2019-01-05 14:00:00,05/01/2019,15.0,61.57,6.2e-05
2019-01-05 15:00:00,05/01/2019,16.0,62.43,6.2e-05
2019-01-05 16:00:00,05/01/2019,17.0,73.93,7.4e-05
2019-01-05 17:00:00,05/01/2019,18.0,76.65,7.7e-05
2019-01-05 18:00:00,05/01/2019,19.0,76.84,7.7e-05
2019-01-05 19:00:00,05/01/2019,20.0,77.51,7.8e-05
2019-01-05 20:00:00,05/01/2019,21.0,76.55,7.7e-05
2019-01-05 21:00:00,05/01/2019,22.0,75.69,7.6e-05
2019-01-05 22:00:00,05/01/2019,23.0,70.0,7e-05
2019-01-05 23:00:00,05/01/2019,24.0,65.09,6.5e-05
2019-01-06 00:00:00,06/01/2019,1.0,60.9,6.1e-05
2019-01-06 01:00:00,06/01/2019,2.0,54.9,5.5e-05
2019-01-06 02:00:00,06/01/2019,3.0,51.43,5.1e-05
2019-01-06 03:00:00,06/01/2019,4.0,48.02,4.8e-05
2019-01-06 04:00:00,06/01/2019,5.0,48.37,4.8e-05
2019-01-06 05:00:00,06/01/2019,6.0,47.17,4.7e-05
2019-01-06 06:00:00,06/01/2019,7.0,48.19,4.8e-05
2019-01-06 07:00:00,06/01/2019,8.0,52.87,5.3e-05
2019-01-06 08:00:00,06/01/2019,9.0,54.99,5.5e-05
2019-01-06 09:00:00,06/01/2019,10.0,56.5,5.6e-05
2019-01-06 10:00:00,06/01/2019,11.0,56.55,5.7e-05
2019-01-06 11:00:00,06/01/2019,12.0,60.02,6e-05
2019-01-06 12:00:00,06/01/2019,13.0,60.22,6e-05
2019-01-06 13:00:00,06/01/2019,14.0,55.0,5.5e-05
2019-01-06 14:00:00,06/01/2019,15.0,54.19,5.4e-05
2019-01-06 15:00:00,06/01/2019,16.0,58.65,5.9e-05
2019-01-06 16:00:00,06/01/2019,17.0,62.24,6.2e-05
2019-01-06 17:00:00,06/01/2019,18.0,67.0,6.7e-05
2019-01-06 18:00:00,06/01/2019,19.0,68.0,6.8e-05
2019-01-06 19:00:00,06/01/2019,20.0,70.0,7e-05
2019-01-06 20:00:00,06/01/2019,21.0,68.47,6.8e-05
2019-01-06 21:00:00,06/01/2019,22.0,66.05,6.6e-05
2019-01-06 22:00:00,06/01/2019,23.0,61.14,6.1e-05
2019-01-06 23:00:00,06/01/2019,24.0,58.65,5.9e-05
2019-01-07 00:00:00,07/01/2019,1.0,61.6,6.2e-05
2019-01-07 01:00:00,07/01/2019,2.0,56.75,5.7e-05
2019-01-07 02:00:00,07/01/2019,3.0,50.32,5e-05
2019-01-07 03:00:00,07/01/2019,4.0,50.0,5e-05
2019-01-07 04:00:00,07/01/2019,5.0,50.0,5e-05
2019-01-07 05:00:00,07/01/2019,6.0,56.75,5.7e-05
2019-01-07 06:00:00,07/01/2019,7.0,67.56,6.8e-05
2019-01-07 07:00:00,07/01/2019,8.0,65.0,6.5e-05
2019-01-07 08:00:00,07/01/2019,9.0,67.56,6.8e-05
2019-01-07 09:00:00,07/01/2019,10.0,67.56,6.8e-05
2019-01-07 10:00:00,07/01/2019,11.0,61.66,6.2e-05
2019-01-07 11:00:00,07/01/2019,12.0,61.66,6.2e-05
2019-01-07 12:00:00,07/01/2019,13.0,61.66,6.2e-05
2019-01-07 13:00:00,07/01/2019,14.0,61.66,6.2e-05
2019-01-07 14:00:00,07/01/2019,15.0,61.66,6.2e-05
2019-01-07 15:00:00,07/01/2019,16.0,66.56,6.7e-05
2019-01-07 16:00:00,07/01/2019,17.0,80.0,8e-05
2019-01-07 17:00:00,07/01/2019,18.0,84.0,8.4e-05
2019-01-07 18:00:00,07/01/2019,19.0,78.0,7.8e-05
2019-01-07 19:00:00,07/01/2019,20.0,78.0,7.8e-05
2019-01-07 20:00:00,07/01/2019,21.0,77.36,7.7e-05
2019-01-07 21:00:00,07/01/2019,22.0,70.0,7e-05
2019-01-07 22:00:00,07/01/2019,23.0,66.06,6.6e-05
2019-01-07 23:00:00,07/01/2019,24.0,63.0,6.3e-05
2019-01-08 00:00:00,08/01/2019,1.0,70.11,7e-05
2019-01-08 01:00:00,08/01/2019,2.0,70.0,7e-05
2019-01-08 02:00:00,08/01/2019,3.0,68.28,6.8e-05
2019-01-08 03:00:00,08/01/2019,4.0,68.26,6.8e-05
2019-01-08 04:00:00,08/01/2019,5.0,68.28,6.8e-05
2019-01-08 05:00:00,08/01/2019,6.0,77.96,7.8e-05
2019-01-08 06:00:00,08/01/2019,7.0,78.52,7.9e-05
2019-01-08 07:00:00,08/01/2019,8.0,81.03,8.1e-05
2019-01-08 08:00:00,08/01/2019,9.0,93.15,9.3e-05
2019-01-08 09:00:00,08/01/2019,10.0,85.0,8.5e-05
2019-01-08 10:00:00,08/01/2019,11.0,78.0,7.8e-05
2019-01-08 11:00:00,08/01/2019,12.0,77.96,7.8e-05
2019-01-08 12:00:00,08/01/2019,13.0,70.13,7e-05
2019-01-08 13:00:00,08/01/2019,14.0,63.82,6.4e-05
2019-01-08 14:00:00,08/01/2019,15.0,68.99,6.9e-05
2019-01-08 15:00:00,08/01/2019,16.0,77.96,7.8e-05
2019-01-08 16:00:00,08/01/2019,17.0,78.0,7.8e-05
2019-01-08 17:00:00,08/01/2019,18.0,81.77,8.2e-05
2019-01-08 18:00:00,08/01/2019,19.0,78.52,7.9e-05
2019-01-08 19:00:00,08/01/2019,20.0,78.0,7.8e-05
2019-01-08 20:00:00,08/01/2019,21.0,71.56,7.2e-05
2019-01-08 21:00:00,08/01/2019,22.0,65.85,6.6e-05
2019-01-08 22:00:00,08/01/2019,23.0,63.99,6.4e-05
2019-01-08 23:00:00,08/01/2019,24.0,61.0,6.1e-05
2019-01-09 00:00:00,09/01/2019,1.0,62.51,6.3e-05
2019-01-09 01:00:00,09/01/2019,2.0,61.5,6.2e-05
2019-01-09 02:00:00,09/01/2019,3.0,60.55,6.1e-05
2019-01-09 03:00:00,09/01/2019,4.0,61.49,6.1e-05
2019-01-09 04:00:00,09/01/2019,5.0,61.66,6.2e-05
2019-01-09 05:00:00,09/01/2019,6.0,62.7,6.3e-05
2019-01-09 06:00:00,09/01/2019,7.0,65.99,6.6e-05
2019-01-09 07:00:00,09/01/2019,8.0,72.91,7.3e-05
2019-01-09 08:00:00,09/01/2019,9.0,77.96,7.8e-05
2019-01-09 09:00:00,09/01/2019,10.0,77.96,7.8e-05
2019-01-09 10:00:00,09/01/2019,11.0,71.0,7.1e-05
2019-01-09 11:00:00,09/01/2019,12.0,65.0,6.5e-05
2019-01-09 12:00:00,09/01/2019,13.0,65.88,6.6e-05
2019-01-09 13:00:00,09/01/2019,14.0,64.99,6.5e-05
2019-01-09 14:00:00,09/01/2019,15.0,65.89,6.6e-05
2019-01-09 15:00:00,09/01/2019,16.0,69.88,7e-05
2019-01-09 16:00:00,09/01/2019,17.0,77.96,7.8e-05
2019-01-09 17:00:00,09/01/2019,18.0,81.03,8.1e-05
2019-01-09 18:00:00,09/01/2019,19.0,81.52,8.2e-05
2019-01-09 19:00:00,09/01/2019,20.0,78.52,7.9e-05
2019-01-09 20:00:00,09/01/2019,21.0,72.0,7.2e-05
2019-01-09 21:00:00,09/01/2019,22.0,66.63,6.7e-05
2019-01-09 22:00:00,09/01/2019,23.0,64.12,6.4e-05
2019-01-09 23:00:00,09/01/2019,24.0,61.66,6.2e-05
2019-01-10 00:00:00,10/01/2019,1.0,60.99,6.1e-05
2019-01-10 01:00:00,10/01/2019,2.0,58.59,5.9e-05
2019-01-10 02:00:00,10/01/2019,3.0,55.88,5.6e-05
2019-01-10 03:00:00,10/01/2019,4.0,53.55,5.4e-05
2019-01-10 04:00:00,10/01/2019,5.0,54.98,5.5e-05
2019-01-10 05:00:00,10/01/2019,6.0,55.63,5.6e-05
2019-01-10 06:00:00,10/01/2019,7.0,63.99,6.4e-05
2019-01-10 07:00:00,10/01/2019,8.0,70.85,7.1e-05
2019-01-10 08:00:00,10/01/2019,9.0,77.96,7.8e-05
2019-01-10 09:00:00,10/01/2019,10.0,87.21,8.7e-05
2019-01-10 10:00:00,10/01/2019,11.0,81.15,8.1e-05
2019-01-10 11:00:00,10/01/2019,12.0,80.0,8e-05
2019-01-10 12:00:00,10/01/2019,13.0,76.39,7.6e-05
2019-01-10 13:00:00,10/01/2019,14.0,66.82,6.7e-05
2019-01-10 14:00:00,10/01/2019,15.0,70.85,7.1e-05
2019-01-10 15:00:00,10/01/2019,16.0,75.4,7.5e-05
2019-01-10 16:00:00,10/01/2019,17.0,78.02,7.8e-05
2019-01-10 17:00:00,10/01/2019,18.0,85.15,8.5e-05
2019-01-10 18:00:00,10/01/2019,19.0,85.15,8.5e-05
2019-01-10 19:00:00,10/01/2019,20.0,78.52,7.9e-05
2019-01-10 20:00:00,10/01/2019,21.0,77.96,7.8e-05
2019-01-10 21:00:00,10/01/2019,22.0,68.9,6.9e-05
2019-01-10 22:00:00,10/01/2019,23.0,68.95,6.9e-05
2019-01-10 23:00:00,10/01/2019,24.0,63.99,6.4e-05
2019-01-11 00:00:00,11/01/2019,1.0,61.66,6.2e-05
2019-01-11 01:00:00,11/01/2019,2.0,59.66,6e-05
2019-01-11 02:00:00,11/01/2019,3.0,57.12,5.7e-05
2019-01-11 03:00:00,11/01/2019,4.0,57.97,5.8e-05
2019-01-11 04:00:00,11/01/2019,5.0,58.0,5.8e-05
2019-01-11 05:00:00,11/01/2019,6.0,59.14,5.9e-05
2019-01-11 06:00:00,11/01/2019,7.0,66.26,6.6e-05
2019-01-11 07:00:00,11/01/2019,8.0,70.31,7e-05
2019-01-11 08:00:00,11/01/2019,9.0,77.96,7.8e-05
2019-01-11 09:00:00,11/01/2019,10.0,76.22,7.6e-05
2019-01-11 10:00:00,11/01/2019,11.0,73.87,7.4e-05
2019-01-11 11:00:00,11/01/2019,12.0,72.77,7.3e-05
2019-01-11 12:00:00,11/01/2019,13.0,68.77,6.9e-05
2019-01-11 13:00:00,11/01/2019,14.0,67.2,6.7e-05
2019-01-11 14:00:00,11/01/2019,15.0,68.0,6.8e-05
2019-01-11 15:00:00,11/01/2019,16.0,70.77,7.1e-05
2019-01-11 16:00:00,11/01/2019,17.0,75.0,7.5e-05
2019-01-11 17:00:00,11/01/2019,18.0,78.86,7.9e-05
2019-01-11 18:00:00,11/01/2019,19.0,78.29,7.8e-05
2019-01-11 19:00:00,11/01/2019,20.0,77.52,7.8e-05
2019-01-11 20:00:00,11/01/2019,21.0,70.99,7.1e-05
2019-01-11 21:00:00,11/01/2019,22.0,67.6,6.8e-05
2019-01-11 22:00:00,11/01/2019,23.0,66.26,6.6e-05
2019-01-11 23:00:00,11/01/2019,24.0,63.57,6.4e-05
2019-01-12 00:00:00,12/01/2019,1.0,65.1,6.5e-05
2019-01-12 01:00:00,12/01/2019,2.0,62.12,6.2e-05
2019-01-12 02:00:00,12/01/2019,3.0,59.05,5.9e-05
2019-01-12 03:00:00,12/01/2019,4.0,59.0,5.9e-05
2019-01-12 04:00:00,12/01/2019,5.0,56.63,5.7e-05
2019-01-12 05:00:00,12/01/2019,6.0,56.63,5.7e-05
2019-01-12 06:00:00,12/01/2019,7.0,61.66,6.2e-05
2019-01-12 07:00:00,12/01/2019,8.0,66.61,6.7e-05
2019-01-12 08:00:00,12/01/2019,9.0,73.0,7.3e-05
2019-01-12 09:00:00,12/01/2019,10.0,73.0,7.3e-05
2019-01-12 10:00:00,12/01/2019,11.0,65.0,6.5e-05
2019-01-12 11:00:00,12/01/2019,12.0,63.03,6.3e-05
2019-01-12 12:00:00,12/01/2019,13.0,61.66,6.2e-05
2019-01-12 13:00:00,12/01/2019,14.0,59.5,6e-05
2019-01-12 14:00:00,12/01/2019,15.0,56.99,5.7e-05
2019-01-12 15:00:00,12/01/2019,16.0,61.92,6.2e-05
2019-01-12 16:00:00,12/01/2019,17.0,65.63,6.6e-05
2019-01-12 17:00:00,12/01/2019,18.0,77.96,7.8e-05
2019-01-12 18:00:00,12/01/2019,19.0,78.0,7.8e-05
2019-01-12 19:00:00,12/01/2019,20.0,78.52,7.9e-05
2019-01-12 20:00:00,12/01/2019,21.0,73.0,7.3e-05
2019-01-12 21:00:00,12/01/2019,22.0,67.31,6.7e-05
2019-01-12 22:00:00,12/01/2019,23.0,63.6,6.4e-05
2019-01-12 23:00:00,12/01/2019,24.0,60.32,6e-05
2019-01-13 00:00:00,13/01/2019,1.0,63.44,6.3e-05
2019-01-13 01:00:00,13/01/2019,2.0,60.68,6.1e-05
2019-01-13 02:00:00,13/01/2019,3.0,58.7,5.9e-05
2019-01-13 03:00:00,13/01/2019,4.0,53.26,5.3e-05
2019-01-13 04:00:00,13/01/2019,5.0,50.2,5e-05
2019-01-13 05:00:00,13/01/2019,6.0,49.58,5e-05
2019-01-13 06:00:00,13/01/2019,7.0,62.39,6.2e-05
2019-01-13 07:00:00,13/01/2019,8.0,66.04,6.6e-05
2019-01-13 08:00:00,13/01/2019,9.0,66.7,6.7e-05
2019-01-13 09:00:00,13/01/2019,10.0,69.01,6.9e-05
2019-01-13 10:00:00,13/01/2019,11.0,69.01,6.9e-05
2019-01-13 11:00:00,13/01/2019,12.0,67.28,6.7e-05
2019-01-13 12:00:00,13/01/2019,13.0,61.92,6.2e-05
2019-01-13 13:00:00,13/01/2019,14.0,59.57,6e-05
2019-01-13 14:00:00,13/01/2019,15.0,62.0,6.2e-05
2019-01-13 15:00:00,13/01/2019,16.0,63.73,6.4e-05
2019-01-13 16:00:00,13/01/2019,17.0,72.11,7.2e-05
2019-01-13 17:00:00,13/01/2019,18.0,78.52,7.9e-05
2019-01-13 18:00:00,13/01/2019,19.0,81.03,8.1e-05
2019-01-13 19:00:00,13/01/2019,20.0,81.03,8.1e-05
2019-01-13 20:00:00,13/01/2019,21.0,78.4,7.8e-05
2019-01-13 21:00:00,13/01/2019,22.0,75.34,7.5e-05
2019-01-13 22:00:00,13/01/2019,23.0,65.95,6.6e-05
2019-01-13 23:00:00,13/01/2019,24.0,60.47,6e-05
2019-01-14 00:00:00,14/01/2019,1.0,53.06,5.3e-05
2019-01-14 01:00:00,14/01/2019,2.0,49.11,4.9e-05
2019-01-14 02:00:00,14/01/2019,3.0,40.0,4e-05
2019-01-14 03:00:00,14/01/2019,4.0,39.99,4e-05
2019-01-14 04:00:00,14/01/2019,5.0,39.75,4e-05
2019-01-14 05:00:00,14/01/2019,6.0,47.36,4.7e-05
2019-01-14 06:00:00,14/01/2019,7.0,61.12,6.1e-05
2019-01-14 07:00:00,14/01/2019,8.0,67.07,6.7e-05
2019-01-14 08:00:00,14/01/2019,9.0,74.29,7.4e-05
2019-01-14 09:00:00,14/01/2019,10.0,77.68,7.8e-05
2019-01-14 10:00:00,14/01/2019,11.0,76.19,7.6e-05
2019-01-14 11:00:00,14/01/2019,12.0,74.05,7.4e-05
2019-01-14 12:00:00,14/01/2019,13.0,67.81,6.8e-05
2019-01-14 13:00:00,14/01/2019,14.0,66.59,6.7e-05
2019-01-14 14:00:00,14/01/2019,15.0,69.0,6.9e-05
2019-01-14 15:00:00,14/01/2019,16.0,74.04,7.4e-05
2019-01-14 16:00:00,14/01/2019,17.0,77.68,7.8e-05
2019-01-14 17:00:00,14/01/2019,18.0,87.0,8.7e-05
2019-01-14 18:00:00,14/01/2019,19.0,78.21,7.8e-05
2019-01-14 19:00:00,14/01/2019,20.0,77.65,7.8e-05
2019-01-14 20:00:00,14/01/2019,21.0,71.81,7.2e-05
2019-01-14 21:00:00,14/01/2019,22.0,66.59,6.7e-05
2019-01-14 22:00:00,14/01/2019,23.0,63.53,6.4e-05
2019-01-14 23:00:00,14/01/2019,24.0,59.45,5.9e-05
2019-01-15 00:00:00,15/01/2019,1.0,62.14,6.2e-05
2019-01-15 01:00:00,15/01/2019,2.0,59.25,5.9e-05
2019-01-15 02:00:00,15/01/2019,3.0,53.21,5.3e-05
2019-01-15 03:00:00,15/01/2019,4.0,52.43,5.2e-05
2019-01-15 04:00:00,15/01/2019,5.0,53.26,5.3e-05
2019-01-15 05:00:00,15/01/2019,6.0,58.42,5.8e-05
2019-01-15 06:00:00,15/01/2019,7.0,65.05,6.5e-05
2019-01-15 07:00:00,15/01/2019,8.0,77.65,7.8e-05
2019-01-15 08:00:00,15/01/2019,9.0,88.0,8.8e-05
2019-01-15 09:00:00,15/01/2019,10.0,87.5,8.7e-05
2019-01-15 10:00:00,15/01/2019,11.0,66.0,6.6e-05
2019-01-15 11:00:00,15/01/2019,12.0,61.12,6.1e-05
2019-01-15 12:00:00,15/01/2019,13.0,61.12,6.1e-05
2019-01-15 13:00:00,15/01/2019,14.0,60.82,6.1e-05
2019-01-15 14:00:00,15/01/2019,15.0,62.41,6.2e-05
2019-01-15 15:00:00,15/01/2019,16.0,73.04,7.3e-05
2019-01-15 16:00:00,15/01/2019,17.0,80.0,8e-05
2019-01-15 17:00:00,15/01/2019,18.0,88.15,8.8e-05
2019-01-15 18:00:00,15/01/2019,19.0,85.6,8.6e-05
2019-01-15 19:00:00,15/01/2019,20.0,82.0,8.2e-05
2019-01-15 20:00:00,15/01/2019,21.0,78.72,7.9e-05
2019-01-15 21:00:00,15/01/2019,22.0,77.65,7.8e-05
2019-01-15 22:00:00,15/01/2019,23.0,70.84,7.1e-05
2019-01-15 23:00:00,15/01/2019,24.0,62.56,6.3e-05
2019-01-16 00:00:00,16/01/2019,1.0,66.69,6.7e-05
2019-01-16 01:00:00,16/01/2019,2.0,61.34,6.1e-05
2019-01-16 02:00:00,16/01/2019,3.0,59.68,6e-05
2019-01-16 03:00:00,16/01/2019,4.0,59.01,5.9e-05
2019-01-16 04:00:00,16/01/2019,5.0,59.54,6e-05
2019-01-16 05:00:00,16/01/2019,6.0,61.12,6.1e-05
2019-01-16 06:00:00,16/01/2019,7.0,71.15,7.1e-05
2019-01-16 07:00:00,16/01/2019,8.0,77.65,7.8e-05
2019-01-16 08:00:00,16/01/2019,9.0,77.65,7.8e-05
2019-01-16 09:00:00,16/01/2019,10.0,75.43,7.5e-05
2019-01-16 10:00:00,16/01/2019,11.0,64.95,6.5e-05
2019-01-16 11:00:00,16/01/2019,12.0,61.91,6.2e-05
2019-01-16 12:00:00,16/01/2019,13.0,61.91,6.2e-05
2019-01-16 13:00:00,16/01/2019,14.0,61.0,6.1e-05
2019-01-16 14:00:00,16/01/2019,15.0,63.16,6.3e-05
2019-01-16 15:00:00,16/01/2019,16.0,67.48,6.7e-05
2019-01-16 16:00:00,16/01/2019,17.0,77.65,7.8e-05
2019-01-16 17:00:00,16/01/2019,18.0,78.21,7.8e-05
2019-01-16 18:00:00,16/01/2019,19.0,80.6,8.1e-05
2019-01-16 19:00:00,16/01/2019,20.0,77.68,7.8e-05
2019-01-16 20:00:00,16/01/2019,21.0,71.31,7.1e-05
2019-01-16 21:00:00,16/01/2019,22.0,67.0,6.7e-05
2019-01-16 22:00:00,16/01/2019,23.0,65.9,6.6e-05
2019-01-16 23:00:00,16/01/2019,24.0,61.12,6.1e-05
2019-01-17 00:00:00,17/01/2019,1.0,59.34,5.9e-05
2019-01-17 01:00:00,17/01/2019,2.0,58.08,5.8e-05
2019-01-17 02:00:00,17/01/2019,3.0,56.26,5.6e-05
2019-01-17 03:00:00,17/01/2019,4.0,56.26,5.6e-05
2019-01-17 04:00:00,17/01/2019,5.0,56.81,5.7e-05
2019-01-17 05:00:00,17/01/2019,6.0,59.15,5.9e-05
2019-01-17 06:00:00,17/01/2019,7.0,65.0,6.5e-05
2019-01-17 07:00:00,17/01/2019,8.0,68.05,6.8e-05
2019-01-17 08:00:00,17/01/2019,9.0,77.33,7.7e-05
2019-01-17 09:00:00,17/01/2019,10.0,74.0,7.4e-05
2019-01-17 10:00:00,17/01/2019,11.0,64.03,6.4e-05
2019-01-17 11:00:00,17/01/2019,12.0,62.41,6.2e-05
2019-01-17 12:00:00,17/01/2019,13.0,62.93,6.3e-05
2019-01-17 13:00:00,17/01/2019,14.0,61.0,6.1e-05
2019-01-17 14:00:00,17/01/2019,15.0,62.41,6.2e-05
2019-01-17 15:00:00,17/01/2019,16.0,67.46,6.7e-05
2019-01-17 16:00:00,17/01/2019,17.0,77.65,7.8e-05
