datetime,Data,Ora,€/MWh,SUD [Eur/Wh]
2019-02-13 06:00:00,13/02/2019,7,55.61,5.561e-05
2019-02-13 07:00:00,13/02/2019,8,61.2,6.12e-05
2019-02-13 08:00:00,13/02/2019,9,67.0,6.7e-05
2019-02-13 09:00:00,13/02/2019,10,62.54,6.254e-05
2019-02-13 10:00:00,13/02/2019,11,58.23,5.8229999999999996e-05
2019-02-13 11:00:00,13/02/2019,12,54.42,5.4420000000000004e-05
2019-02-13 12:00:00,13/02/2019,13,51.02,5.102e-05
2019-02-13 13:00:00,13/02/2019,14,49.42,4.9420000000000005e-05
2019-02-13 14:00:00,13/02/2019,15,51.49,5.149e-05
2019-02-13 15:00:00,13/02/2019,16,55.0,5.5e-05
2019-02-13 16:00:00,13/02/2019,17,58.68,5.868e-05
2019-02-13 17:00:00,13/02/2019,18,67.0,6.7e-05
2019-02-13 18:00:00,13/02/2019,19,80.0,8e-05
2019-02-13 19:00:00,13/02/2019,20,76.0,7.6e-05
2019-02-13 20:00:00,13/02/2019,21,62.54,6.254e-05
2019-02-13 21:00:00,13/02/2019,22,58.23,5.8229999999999996e-05
2019-02-13 22:00:00,13/02/2019,23,53.65,5.3649999999999996e-05
2019-02-13 23:00:00,13/02/2019,24,49.04,4.904e-05
2019-02-14 00:00:00,14/02/2019,1,47.67,4.767e-05
2019-02-14 01:00:00,14/02/2019,2,47.16,4.7159999999999996e-05
2019-02-14 02:00:00,14/02/2019,3,44.62,4.4619999999999996e-05
2019-02-14 03:00:00,14/02/2019,4,42.0,4.2e-05
2019-02-14 04:00:00,14/02/2019,5,42.6,4.26e-05
2019-02-14 05:00:00,14/02/2019,6,47.11,4.711e-05
2019-02-14 06:00:00,14/02/2019,7,62.54,6.254e-05
2019-02-14 07:00:00,14/02/2019,8,63.05,6.305e-05
2019-02-14 08:00:00,14/02/2019,9,67.9,6.790000000000001e-05
2019-02-14 09:00:00,14/02/2019,10,67.0,6.7e-05
2019-02-14 10:00:00,14/02/2019,11,59.21,5.9210000000000004e-05
2019-02-14 11:00:00,14/02/2019,12,55.42,5.542e-05
2019-02-14 12:00:00,14/02/2019,13,50.78,5.078e-05
2019-02-14 13:00:00,14/02/2019,14,49.96,4.996e-05
2019-02-14 14:00:00,14/02/2019,15,52.0,5.2e-05
2019-02-14 15:00:00,14/02/2019,16,59.21,5.9210000000000004e-05
2019-02-14 16:00:00,14/02/2019,17,66.71,6.670999999999999e-05
2019-02-14 17:00:00,14/02/2019,18,69.12,6.912e-05
2019-02-14 18:00:00,14/02/2019,19,81.63,8.162999999999999e-05
2019-02-14 19:00:00,14/02/2019,20,76.02,7.602e-05
2019-02-14 20:00:00,14/02/2019,21,65.74,6.573999999999999e-05
2019-02-14 21:00:00,14/02/2019,22,60.0,6e-05
2019-02-14 22:00:00,14/02/2019,23,55.81,5.581e-05
2019-02-14 23:00:00,14/02/2019,24,52.0,5.2e-05
2019-02-15 00:00:00,15/02/2019,1,48.47,4.847e-05
2019-02-15 01:00:00,15/02/2019,2,47.49,4.749e-05
2019-02-15 02:00:00,15/02/2019,3,45.59,4.559e-05
2019-02-15 03:00:00,15/02/2019,4,44.4,4.44e-05
2019-02-15 04:00:00,15/02/2019,5,46.08,4.608e-05
2019-02-15 05:00:00,15/02/2019,6,49.55,4.955e-05
2019-02-15 06:00:00,15/02/2019,7,61.54,6.154e-05
2019-02-15 07:00:00,15/02/2019,8,65.0,6.5e-05
2019-02-15 08:00:00,15/02/2019,9,70.01,7.001e-05
2019-02-15 09:00:00,15/02/2019,10,67.0,6.7e-05
2019-02-15 10:00:00,15/02/2019,11,58.88,5.8880000000000005e-05
2019-02-15 11:00:00,15/02/2019,12,53.64,5.364e-05
2019-02-15 12:00:00,15/02/2019,13,49.45,4.945e-05
2019-02-15 13:00:00,15/02/2019,14,48.72,4.872e-05
2019-02-15 14:00:00,15/02/2019,15,50.06,5.0060000000000005e-05
2019-02-15 15:00:00,15/02/2019,16,53.73,5.3729999999999995e-05
2019-02-15 16:00:00,15/02/2019,17,58.38,5.838e-05
2019-02-15 17:00:00,15/02/2019,18,62.74,6.274e-05
2019-02-15 18:00:00,15/02/2019,19,70.0,7e-05
2019-02-15 19:00:00,15/02/2019,20,67.0,6.7e-05
2019-02-15 20:00:00,15/02/2019,21,61.99,6.199000000000001e-05
2019-02-15 21:00:00,15/02/2019,22,57.99,5.799e-05
2019-02-15 22:00:00,15/02/2019,23,53.73,5.3729999999999995e-05
2019-02-15 23:00:00,15/02/2019,24,49.99,4.999e-05
2019-02-16 00:00:00,16/02/2019,1,50.66,5.066e-05
2019-02-16 01:00:00,16/02/2019,2,48.37,4.837e-05
2019-02-16 02:00:00,16/02/2019,3,46.4,4.6399999999999996e-05
2019-02-16 03:00:00,16/02/2019,4,46.43,4.643e-05
2019-02-16 04:00:00,16/02/2019,5,46.43,4.643e-05
2019-02-16 05:00:00,16/02/2019,6,47.25,4.725e-05
2019-02-16 06:00:00,16/02/2019,7,55.03,5.503e-05
2019-02-16 07:00:00,16/02/2019,8,60.0,6e-05
2019-02-16 08:00:00,16/02/2019,9,60.49,6.0490000000000005e-05
2019-02-16 09:00:00,16/02/2019,10,58.62,5.862e-05
2019-02-16 10:00:00,16/02/2019,11,51.76,5.176e-05
2019-02-16 11:00:00,16/02/2019,12,46.6,4.66e-05
2019-02-16 12:00:00,16/02/2019,13,41.99,4.199e-05
2019-02-16 13:00:00,16/02/2019,14,40.8,4.0799999999999996e-05
2019-02-16 14:00:00,16/02/2019,15,41.46,4.146e-05
2019-02-16 15:00:00,16/02/2019,16,45.0,4.5e-05
2019-02-16 16:00:00,16/02/2019,17,51.68,5.168e-05
2019-02-16 17:00:00,16/02/2019,18,61.24,6.124e-05
2019-02-16 18:00:00,16/02/2019,19,68.0,6.8e-05
2019-02-16 19:00:00,16/02/2019,20,67.74,6.774e-05
2019-02-16 20:00:00,16/02/2019,21,64.01,6.401e-05
2019-02-16 21:00:00,16/02/2019,22,58.99,5.899e-05
2019-02-16 22:00:00,16/02/2019,23,52.69,5.269e-05
2019-02-16 23:00:00,16/02/2019,24,48.8,4.88e-05
2019-02-17 00:00:00,17/02/2019,1,57.98,5.798e-05
2019-02-17 01:00:00,17/02/2019,2,63.1,6.31e-05
2019-02-17 02:00:00,17/02/2019,3,62.2,6.220000000000001e-05
2019-02-17 03:00:00,17/02/2019,4,62.2,6.220000000000001e-05
2019-02-17 04:00:00,17/02/2019,5,62.2,6.220000000000001e-05
2019-02-17 05:00:00,17/02/2019,6,60.13,6.013e-05
2019-02-17 06:00:00,17/02/2019,7,62.2,6.220000000000001e-05
2019-02-17 07:00:00,17/02/2019,8,62.2,6.220000000000001e-05
2019-02-17 08:00:00,17/02/2019,9,65.0,6.5e-05
2019-02-17 09:00:00,17/02/2019,10,63.54,6.354e-05
2019-02-17 10:00:00,17/02/2019,11,61.2,6.12e-05
2019-02-17 11:00:00,17/02/2019,12,57.58,5.758e-05
2019-02-17 12:00:00,17/02/2019,13,57.57,5.757e-05
2019-02-17 13:00:00,17/02/2019,14,52.3,5.23e-05
2019-02-17 14:00:00,17/02/2019,15,57.0,5.7e-05
2019-02-17 15:00:00,17/02/2019,16,62.2,6.220000000000001e-05
2019-02-17 16:00:00,17/02/2019,17,61.25,6.125e-05
2019-02-17 17:00:00,17/02/2019,18,63.54,6.354e-05
2019-02-17 18:00:00,17/02/2019,19,70.0,7e-05
2019-02-17 19:00:00,17/02/2019,20,75.74,7.573999999999999e-05
2019-02-17 20:00:00,17/02/2019,21,70.0,7e-05
2019-02-17 21:00:00,17/02/2019,22,67.0,6.7e-05
2019-02-17 22:00:00,17/02/2019,23,59.33,5.9329999999999996e-05
2019-02-17 23:00:00,17/02/2019,24,57.0,5.7e-05
2019-02-18 00:00:00,18/02/2019,1,50.36,5.036e-05
2019-02-18 01:00:00,18/02/2019,2,48.76,4.876e-05
2019-02-18 02:00:00,18/02/2019,3,44.81,4.481e-05
2019-02-18 03:00:00,18/02/2019,4,42.79,4.279e-05
2019-02-18 04:00:00,18/02/2019,5,44.99,4.499e-05
2019-02-18 05:00:00,18/02/2019,6,48.38,4.838e-05
2019-02-18 06:00:00,18/02/2019,7,64.0,6.4e-05
2019-02-18 07:00:00,18/02/2019,8,67.0,6.7e-05
2019-02-18 08:00:00,18/02/2019,9,77.63,7.763e-05
2019-02-18 09:00:00,18/02/2019,10,73.26,7.326e-05
2019-02-18 10:00:00,18/02/2019,11,64.11,6.411e-05
2019-02-18 11:00:00,18/02/2019,12,61.65,6.165e-05
2019-02-18 12:00:00,18/02/2019,13,54.04,5.404e-05
2019-02-18 13:00:00,18/02/2019,14,55.64,5.564e-05
2019-02-18 14:00:00,18/02/2019,15,61.0,6.1e-05
2019-02-18 15:00:00,18/02/2019,16,63.0,6.3e-05
2019-02-18 16:00:00,18/02/2019,17,67.2,6.720000000000001e-05
2019-02-18 17:00:00,18/02/2019,18,78.31,7.831e-05
2019-02-18 18:00:00,18/02/2019,19,80.82,8.081999999999999e-05
2019-02-18 19:00:00,18/02/2019,20,78.31,7.831e-05
2019-02-18 20:00:00,18/02/2019,21,70.0,7e-05
2019-02-18 21:00:00,18/02/2019,22,64.11,6.411e-05
2019-02-18 22:00:00,18/02/2019,23,61.65,6.165e-05
2019-02-18 23:00:00,18/02/2019,24,59.24,5.924e-05
2019-02-19 00:00:00,19/02/2019,1,53.44,5.3439999999999997e-05
2019-02-19 01:00:00,19/02/2019,2,53.16,5.316e-05
2019-02-19 02:00:00,19/02/2019,3,50.91,5.091e-05
2019-02-19 03:00:00,19/02/2019,4,49.95,4.995e-05
2019-02-19 04:00:00,19/02/2019,5,49.67,4.9670000000000004e-05
2019-02-19 05:00:00,19/02/2019,6,52.86,5.286e-05
2019-02-19 06:00:00,19/02/2019,7,57.2,5.72e-05
2019-02-19 07:00:00,19/02/2019,8,61.15,6.115e-05
2019-02-19 08:00:00,19/02/2019,9,66.47,6.646999999999999e-05
2019-02-19 09:00:00,19/02/2019,10,62.38,6.238000000000001e-05
2019-02-19 10:00:00,19/02/2019,11,56.32,5.632e-05
2019-02-19 11:00:00,19/02/2019,12,54.0,5.4e-05
2019-02-19 12:00:00,19/02/2019,13,50.0,5e-05
2019-02-19 13:00:00,19/02/2019,14,49.91,4.9909999999999995e-05
2019-02-19 14:00:00,19/02/2019,15,53.82,5.382e-05
2019-02-19 15:00:00,19/02/2019,16,57.0,5.7e-05
2019-02-19 16:00:00,19/02/2019,17,63.0,6.3e-05
2019-02-19 17:00:00,19/02/2019,18,72.04,7.204000000000001e-05
2019-02-19 18:00:00,19/02/2019,19,77.74,7.774e-05
2019-02-19 19:00:00,19/02/2019,20,75.75,7.575e-05
2019-02-19 20:00:00,19/02/2019,21,65.0,6.5e-05
2019-02-19 21:00:00,19/02/2019,22,61.4,6.14e-05
2019-02-19 22:00:00,19/02/2019,23,55.15,5.515e-05
2019-02-19 23:00:00,19/02/2019,24,52.26,5.226e-05
2019-02-20 00:00:00,20/02/2019,1,54.33,5.4329999999999997e-05
2019-02-20 01:00:00,20/02/2019,2,53.99,5.399e-05
2019-02-20 02:00:00,20/02/2019,3,49.0,4.9e-05
2019-02-20 03:00:00,20/02/2019,4,49.0,4.9e-05
2019-02-20 04:00:00,20/02/2019,5,51.91,5.1909999999999996e-05
2019-02-20 05:00:00,20/02/2019,6,54.33,5.4329999999999997e-05
2019-02-20 06:00:00,20/02/2019,7,63.1,6.31e-05
2019-02-20 07:00:00,20/02/2019,8,63.0,6.3e-05
2019-02-20 08:00:00,20/02/2019,9,63.12,6.311999999999999e-05
2019-02-20 09:00:00,20/02/2019,10,61.65,6.165e-05
2019-02-20 10:00:00,20/02/2019,11,57.97,5.7969999999999996e-05
2019-02-20 11:00:00,20/02/2019,12,54.46,5.4460000000000004e-05
2019-02-20 12:00:00,20/02/2019,13,50.92,5.092e-05
2019-02-20 13:00:00,20/02/2019,14,50.0,5e-05
2019-02-20 14:00:00,20/02/2019,15,54.46,5.4460000000000004e-05
2019-02-20 15:00:00,20/02/2019,16,55.66,5.566e-05
2019-02-20 16:00:00,20/02/2019,17,63.0,6.3e-05
2019-02-20 17:00:00,20/02/2019,18,67.0,6.7e-05
2019-02-20 18:00:00,20/02/2019,19,76.42,7.642e-05
2019-02-20 19:00:00,20/02/2019,20,75.0,7.5e-05
2019-02-20 20:00:00,20/02/2019,21,65.0,6.5e-05
2019-02-20 21:00:00,20/02/2019,22,60.01,6.0009999999999996e-05
2019-02-20 22:00:00,20/02/2019,23,57.55,5.7549999999999996e-05
2019-02-20 23:00:00,20/02/2019,24,53.85,5.385e-05
2019-02-21 00:00:00,21/02/2019,1,59.33,5.9329999999999996e-05
2019-02-21 01:00:00,21/02/2019,2,61.0,6.1e-05
2019-02-21 02:00:00,21/02/2019,3,55.99,5.5990000000000004e-05
2019-02-21 03:00:00,21/02/2019,4,55.11,5.511e-05
2019-02-21 04:00:00,21/02/2019,5,55.66,5.566e-05
2019-02-21 05:00:00,21/02/2019,6,61.65,6.165e-05
2019-02-21 06:00:00,21/02/2019,7,69.8,6.98e-05
2019-02-21 07:00:00,21/02/2019,8,70.0,7e-05
2019-02-21 08:00:00,21/02/2019,9,75.0,7.5e-05
2019-02-21 09:00:00,21/02/2019,10,66.48,6.648e-05
2019-02-21 10:00:00,21/02/2019,11,58.99,5.899e-05
2019-02-21 11:00:00,21/02/2019,12,55.2,5.52e-05
2019-02-21 12:00:00,21/02/2019,13,51.3,5.13e-05
2019-02-21 13:00:00,21/02/2019,14,51.52,5.152e-05
2019-02-21 14:00:00,21/02/2019,15,54.75,5.475e-05
2019-02-21 15:00:00,21/02/2019,16,56.17,5.617e-05
2019-02-21 16:00:00,21/02/2019,17,62.51,6.251e-05
2019-02-21 17:00:00,21/02/2019,18,66.55,6.654999999999999e-05
2019-02-21 18:00:00,21/02/2019,19,76.21,7.620999999999999e-05
2019-02-21 19:00:00,21/02/2019,20,74.39,7.439e-05
2019-02-21 20:00:00,21/02/2019,21,63.13,6.313e-05
2019-02-21 21:00:00,21/02/2019,22,62.1,6.21e-05
2019-02-21 22:00:00,21/02/2019,23,57.99,5.799e-05
2019-02-21 23:00:00,21/02/2019,24,54.37,5.4369999999999996e-05
2019-02-22 00:00:00,22/02/2019,1,61.65,6.165e-05
2019-02-22 01:00:00,22/02/2019,2,61.65,6.165e-05
2019-02-22 02:00:00,22/02/2019,3,55.99,5.5990000000000004e-05
2019-02-22 03:00:00,22/02/2019,4,50.75,5.075e-05
2019-02-22 04:00:00,22/02/2019,5,51.48,5.1479999999999995e-05
2019-02-22 05:00:00,22/02/2019,6,60.0,6e-05
2019-02-22 06:00:00,22/02/2019,7,63.0,6.3e-05
2019-02-22 07:00:00,22/02/2019,8,65.0,6.5e-05
2019-02-22 08:00:00,22/02/2019,9,70.0,7e-05
2019-02-22 09:00:00,22/02/2019,10,65.0,6.5e-05
2019-02-22 10:00:00,22/02/2019,11,60.52,6.052e-05
2019-02-22 11:00:00,22/02/2019,12,56.75,5.675e-05
2019-02-22 12:00:00,22/02/2019,13,53.84,5.3840000000000006e-05
2019-02-22 13:00:00,22/02/2019,14,51.42,5.142e-05
2019-02-22 14:00:00,22/02/2019,15,53.77,5.377e-05
2019-02-22 15:00:00,22/02/2019,16,55.0,5.5e-05
2019-02-22 16:00:00,22/02/2019,17,57.14,5.714e-05
2019-02-22 17:00:00,22/02/2019,18,61.01,6.101e-05
2019-02-22 18:00:00,22/02/2019,19,65.0,6.5e-05
2019-02-22 19:00:00,22/02/2019,20,63.0,6.3e-05
2019-02-22 20:00:00,22/02/2019,21,59.24,5.924e-05
2019-02-22 21:00:00,22/02/2019,22,56.22,5.622e-05
2019-02-22 22:00:00,22/02/2019,23,50.68,5.068e-05
2019-02-22 23:00:00,22/02/2019,24,47.73,4.773e-05
2019-02-23 00:00:00,23/02/2019,1,50.07,5.007e-05
2019-02-23 01:00:00,23/02/2019,2,49.16,4.916e-05
2019-02-23 02:00:00,23/02/2019,3,46.7,4.6700000000000003e-05
2019-02-23 03:00:00,23/02/2019,4,47.5,4.75e-05
2019-02-23 04:00:00,23/02/2019,5,46.1,4.61e-05
2019-02-23 05:00:00,23/02/2019,6,48.65,4.865e-05
2019-02-23 06:00:00,23/02/2019,7,55.06,5.5060000000000005e-05
2019-02-23 07:00:00,23/02/2019,8,61.65,6.165e-05
2019-02-23 08:00:00,23/02/2019,9,63.0,6.3e-05
2019-02-23 09:00:00,23/02/2019,10,61.65,6.165e-05
2019-02-23 10:00:00,23/02/2019,11,54.57,5.457e-05
2019-02-23 11:00:00,23/02/2019,12,47.96,4.796e-05
2019-02-23 12:00:00,23/02/2019,13,45.3,4.5299999999999997e-05
2019-02-23 13:00:00,23/02/2019,14,37.45,3.745e-05
2019-02-23 14:00:00,23/02/2019,15,36.26,3.6259999999999995e-05
2019-02-23 15:00:00,23/02/2019,16,40.38,4.038e-05
2019-02-23 16:00:00,23/02/2019,17,45.08,4.5079999999999995e-05
2019-02-23 17:00:00,23/02/2019,18,54.88,5.488e-05
2019-02-23 18:00:00,23/02/2019,19,70.0,7e-05
2019-02-23 19:00:00,23/02/2019,20,69.0,6.9e-05
2019-02-23 20:00:00,23/02/2019,21,63.0,6.3e-05
2019-02-23 21:00:00,23/02/2019,22,58.05,5.8049999999999995e-05
2019-02-23 22:00:00,23/02/2019,23,53.93,5.393e-05
2019-02-23 23:00:00,23/02/2019,24,46.95,4.695e-05
2019-02-24 00:00:00,24/02/2019,1,46.92,4.6920000000000005e-05
2019-02-24 01:00:00,24/02/2019,2,45.01,4.501e-05
2019-02-24 02:00:00,24/02/2019,3,39.53,3.953e-05
2019-02-24 03:00:00,24/02/2019,4,36.21,3.621e-05
2019-02-24 04:00:00,24/02/2019,5,36.21,3.621e-05
2019-02-24 05:00:00,24/02/2019,6,37.04,3.704e-05
2019-02-24 06:00:00,24/02/2019,7,45.02,4.5020000000000006e-05
2019-02-24 07:00:00,24/02/2019,8,45.98,4.598e-05
2019-02-24 08:00:00,24/02/2019,9,45.03,4.503e-05
2019-02-24 09:00:00,24/02/2019,10,46.1,4.61e-05
2019-02-24 10:00:00,24/02/2019,11,44.2,4.4200000000000004e-05
2019-02-24 11:00:00,24/02/2019,12,41.16,4.116e-05
2019-02-24 12:00:00,24/02/2019,13,37.14,3.714e-05
2019-02-24 13:00:00,24/02/2019,14,35.0,3.5e-05
2019-02-24 14:00:00,24/02/2019,15,34.54,3.454e-05
2019-02-24 15:00:00,24/02/2019,16,37.53,3.753e-05
2019-02-24 16:00:00,24/02/2019,17,46.03,4.603e-05
2019-02-24 17:00:00,24/02/2019,18,55.11,5.511e-05
2019-02-24 18:00:00,24/02/2019,19,65.47,6.547e-05
2019-02-24 19:00:00,24/02/2019,20,70.0,7e-05
2019-02-24 20:00:00,24/02/2019,21,68.01,6.801000000000001e-05
2019-02-24 21:00:00,24/02/2019,22,63.05,6.305e-05
2019-02-24 22:00:00,24/02/2019,23,58.6,5.86e-05
2019-02-24 23:00:00,24/02/2019,24,47.1,4.71e-05
2019-02-25 00:00:00,25/02/2019,1,42.05,4.205e-05
2019-02-25 01:00:00,25/02/2019,2,37.25,3.725e-05
2019-02-25 02:00:00,25/02/2019,3,37.0,3.7e-05
2019-02-25 03:00:00,25/02/2019,4,36.37,3.637e-05
2019-02-25 04:00:00,25/02/2019,5,37.15,3.715e-05
2019-02-25 05:00:00,25/02/2019,6,45.95,4.5950000000000006e-05
2019-02-25 06:00:00,25/02/2019,7,61.78,6.178e-05
2019-02-25 07:00:00,25/02/2019,8,65.0,6.5e-05
2019-02-25 08:00:00,25/02/2019,9,70.0,7e-05
2019-02-25 09:00:00,25/02/2019,10,67.0,6.7e-05
2019-02-25 10:00:00,25/02/2019,11,57.76,5.7759999999999996e-05
2019-02-25 11:00:00,25/02/2019,12,54.81,5.4810000000000005e-05
2019-02-25 12:00:00,25/02/2019,13,51.0,5.1e-05
2019-02-25 13:00:00,25/02/2019,14,50.99,5.0990000000000005e-05
2019-02-25 14:00:00,25/02/2019,15,54.0,5.4e-05
2019-02-25 15:00:00,25/02/2019,16,57.34,5.734e-05
2019-02-25 16:00:00,25/02/2019,17,65.0,6.5e-05
2019-02-25 17:00:00,25/02/2019,18,73.8,7.379999999999999e-05
2019-02-25 18:00:00,25/02/2019,19,78.68,7.868000000000001e-05
2019-02-25 19:00:00,25/02/2019,20,78.11,7.811e-05
2019-02-25 20:00:00,25/02/2019,21,72.0,7.2e-05
2019-02-25 21:00:00,25/02/2019,22,67.0,6.7e-05
2019-02-25 22:00:00,25/02/2019,23,60.0,6e-05
2019-02-25 23:00:00,25/02/2019,24,52.66,5.2659999999999994e-05
2019-02-26 00:00:00,26/02/2019,1,52.53,5.253e-05
2019-02-26 01:00:00,26/02/2019,2,51.45,5.1450000000000004e-05
2019-02-26 02:00:00,26/02/2019,3,49.23,4.9229999999999995e-05
2019-02-26 03:00:00,26/02/2019,4,49.22,4.922e-05
2019-02-26 04:00:00,26/02/2019,5,49.21,4.921e-05
2019-02-26 05:00:00,26/02/2019,6,52.07,5.207e-05
2019-02-26 06:00:00,26/02/2019,7,67.0,6.7e-05
2019-02-26 07:00:00,26/02/2019,8,65.0,6.5e-05
2019-02-26 08:00:00,26/02/2019,9,67.0,6.7e-05
2019-02-26 09:00:00,26/02/2019,10,64.0,6.4e-05
2019-02-26 10:00:00,26/02/2019,11,57.09,5.7090000000000004e-05
2019-02-26 11:00:00,26/02/2019,12,54.43,5.443e-05
2019-02-26 12:00:00,26/02/2019,13,49.26,4.926e-05
2019-02-26 13:00:00,26/02/2019,14,48.29,4.829e-05
2019-02-26 14:00:00,26/02/2019,15,54.0,5.4e-05
2019-02-26 15:00:00,26/02/2019,16,55.21,5.521e-05
2019-02-26 16:00:00,26/02/2019,17,60.74,6.0740000000000005e-05
2019-02-26 17:00:00,26/02/2019,18,65.11,6.511e-05
2019-02-26 18:00:00,26/02/2019,19,70.4,7.04e-05
2019-02-26 19:00:00,26/02/2019,20,70.4,7.04e-05
2019-02-26 20:00:00,26/02/2019,21,64.14,6.414e-05
2019-02-26 21:00:00,26/02/2019,22,57.4,5.74e-05
2019-02-26 22:00:00,26/02/2019,23,54.53,5.453e-05
2019-02-26 23:00:00,26/02/2019,24,48.05,4.8049999999999996e-05
2019-02-27 00:00:00,27/02/2019,1,47.04,4.704e-05
2019-02-27 01:00:00,27/02/2019,2,44.17,4.417e-05
2019-02-27 02:00:00,27/02/2019,3,38.85,3.885e-05
2019-02-27 03:00:00,27/02/2019,4,38.0,3.8e-05
2019-02-27 04:00:00,27/02/2019,5,40.9,4.09e-05
2019-02-27 05:00:00,27/02/2019,6,46.52,4.652e-05
2019-02-27 06:00:00,27/02/2019,7,57.02,5.7020000000000006e-05
2019-02-27 07:00:00,27/02/2019,8,61.49,6.149e-05
2019-02-27 08:00:00,27/02/2019,9,69.0,6.9e-05
2019-02-27 09:00:00,27/02/2019,10,63.84,6.384e-05
2019-02-27 10:00:00,27/02/2019,11,57.02,5.7020000000000006e-05
2019-02-27 11:00:00,27/02/2019,12,54.76,5.476e-05
2019-02-27 12:00:00,27/02/2019,13,48.59,4.859e-05
2019-02-27 13:00:00,27/02/2019,14,48.72,4.872e-05
2019-02-27 14:00:00,27/02/2019,15,54.0,5.4e-05
2019-02-27 15:00:00,27/02/2019,16,55.53,5.553e-05
2019-02-27 16:00:00,27/02/2019,17,57.82,5.782e-05
2019-02-27 17:00:00,27/02/2019,18,62.84,6.284e-05
2019-02-27 18:00:00,27/02/2019,19,70.0,7e-05
2019-02-27 19:00:00,27/02/2019,20,70.0,7e-05
2019-02-27 20:00:00,27/02/2019,21,68.52,6.852e-05
2019-02-27 21:00:00,27/02/2019,22,62.84,6.284e-05
2019-02-27 22:00:00,27/02/2019,23,55.52,5.5520000000000004e-05
2019-02-27 23:00:00,27/02/2019,24,51.1,5.11e-05
2019-02-28 00:00:00,28/02/2019,1,61.49,6.149e-05
2019-02-28 01:00:00,28/02/2019,2,61.49,6.149e-05
2019-02-28 02:00:00,28/02/2019,3,54.01,5.401e-05
2019-02-28 03:00:00,28/02/2019,4,52.52,5.2520000000000005e-05
2019-02-28 04:00:00,28/02/2019,5,57.31,5.7310000000000005e-05
2019-02-28 05:00:00,28/02/2019,6,61.49,6.149e-05
2019-02-28 06:00:00,28/02/2019,7,67.0,6.7e-05
2019-02-28 07:00:00,28/02/2019,8,70.0,7e-05
2019-02-28 08:00:00,28/02/2019,9,73.5,7.35e-05
2019-02-28 09:00:00,28/02/2019,10,66.39,6.639e-05
2019-02-28 10:00:00,28/02/2019,11,56.71,5.6710000000000004e-05
2019-02-28 11:00:00,28/02/2019,12,54.0,5.4e-05
2019-02-28 12:00:00,28/02/2019,13,48.21,4.821e-05
2019-02-28 13:00:00,28/02/2019,14,47.36,4.736e-05
2019-02-28 14:00:00,28/02/2019,15,51.87,5.1869999999999996e-05
2019-02-28 15:00:00,28/02/2019,16,56.09,5.609000000000001e-05
2019-02-28 16:00:00,28/02/2019,17,61.49,6.149e-05
2019-02-28 17:00:00,28/02/2019,18,67.0,6.7e-05
2019-02-28 18:00:00,28/02/2019,19,70.52,7.052e-05
2019-02-28 19:00:00,28/02/2019,20,67.0,6.7e-05
2019-02-28 20:00:00,28/02/2019,21,62.21,6.221e-05
2019-02-28 21:00:00,28/02/2019,22,56.72,5.672e-05
2019-02-28 22:00:00,28/02/2019,23,53.23,5.323e-05
2019-02-28 23:00:00,28/02/2019,24,47.8,4.7799999999999996e-05
2019-03-01 00:00:00,01/03/2019,1,48.33,4.833e-05
2019-03-01 01:00:00,01/03/2019,2,46.1,4.61e-05
2019-03-01 02:00:00,01/03/2019,3,44.81,4.481e-05
2019-03-01 03:00:00,01/03/2019,4,44.14,4.414e-05
2019-03-01 04:00:00,01/03/2019,5,44.56,4.456e-05
2019-03-01 05:00:00,01/03/2019,6,47.6,4.76e-05
2019-03-01 06:00:00,01/03/2019,7,60.5,6.05e-05
2019-03-01 07:00:00,01/03/2019,8,58.72,5.872e-05
2019-03-01 08:00:00,01/03/2019,9,62.84,6.284e-05
2019-03-01 09:00:00,01/03/2019,10,57.52,5.7520000000000005e-05
2019-03-01 10:00:00,01/03/2019,11,53.16,5.316e-05
2019-03-01 11:00:00,01/03/2019,12,50.97,5.097e-05
2019-03-01 12:00:00,01/03/2019,13,48.56,4.856e-05
2019-03-01 13:00:00,01/03/2019,14,47.4,4.74e-05
2019-03-01 14:00:00,01/03/2019,15,50.06,5.0060000000000005e-05
2019-03-01 15:00:00,01/03/2019,16,53.09,5.309e-05
2019-03-01 16:00:00,01/03/2019,17,56.55,5.655e-05
2019-03-01 17:00:00,01/03/2019,18,62.84,6.284e-05
2019-03-01 18:00:00,01/03/2019,19,70.52,7.052e-05
2019-03-01 19:00:00,01/03/2019,20,72.0,7.2e-05
2019-03-01 20:00:00,01/03/2019,21,64.0,6.4e-05
2019-03-01 21:00:00,01/03/2019,22,58.41,5.841e-05
2019-03-01 22:00:00,01/03/2019,23,53.9,5.3899999999999996e-05
2019-03-01 23:00:00,01/03/2019,24,49.31,4.931e-05
2019-03-02 00:00:00,02/03/2019,1,53.99,5.399e-05
2019-03-02 01:00:00,02/03/2019,2,49.27,4.927e-05
2019-03-02 02:00:00,02/03/2019,3,47.8,4.7799999999999996e-05
2019-03-02 03:00:00,02/03/2019,4,44.0,4.4e-05
2019-03-02 04:00:00,02/03/2019,5,42.65,4.265e-05
2019-03-02 05:00:00,02/03/2019,6,42.5,4.25e-05
2019-03-02 06:00:00,02/03/2019,7,49.27,4.927e-05
2019-03-02 07:00:00,02/03/2019,8,54.0,5.4e-05
2019-03-02 08:00:00,02/03/2019,9,55.82,5.582e-05
