datetime,Data,Ora,€/MWh,SUD [Eur/Wh]
2019-01-01 00:00:00,01/01/2019,1,51.0,5.1e-05
2019-01-01 01:00:00,01/01/2019,2,46.27,4.627e-05
2019-01-01 02:00:00,01/01/2019,3,39.78,3.978e-05
2019-01-01 03:00:00,01/01/2019,4,27.87,2.7870000000000003e-05
2019-01-01 04:00:00,01/01/2019,5,22.0,2.2e-05
2019-01-01 05:00:00,01/01/2019,6,20.0,2e-05
2019-01-01 06:00:00,01/01/2019,7,20.9,2.09e-05
2019-01-01 07:00:00,01/01/2019,8,26.54,2.654e-05
2019-01-01 08:00:00,01/01/2019,9,25.0,2.5e-05
2019-01-01 09:00:00,01/01/2019,10,25.0,2.5e-05
2019-01-01 10:00:00,01/01/2019,11,34.64,3.464e-05
2019-01-01 11:00:00,01/01/2019,12,41.03,4.103e-05
2019-01-01 12:00:00,01/01/2019,13,48.97,4.897e-05
2019-01-01 13:00:00,01/01/2019,14,41.06,4.106e-05
2019-01-01 14:00:00,01/01/2019,15,37.95,3.795e-05
2019-01-01 15:00:00,01/01/2019,16,53.59,5.359e-05
2019-01-01 16:00:00,01/01/2019,17,58.65,5.8649999999999996e-05
2019-01-01 17:00:00,01/01/2019,18,64.64,6.464e-05
2019-01-01 18:00:00,01/01/2019,19,65.0,6.5e-05
2019-01-01 19:00:00,01/01/2019,20,65.56,6.556e-05
2019-01-01 20:00:00,01/01/2019,21,64.23,6.423e-05
2019-01-01 21:00:00,01/01/2019,22,61.72,6.172e-05
2019-01-01 22:00:00,01/01/2019,23,58.65,5.8649999999999996e-05
2019-01-01 23:00:00,01/01/2019,24,54.91,5.4909999999999994e-05
2019-01-02 00:00:00,02/01/2019,1,53.11,5.311e-05
2019-01-02 01:00:00,02/01/2019,2,45.87,4.587e-05
2019-01-02 02:00:00,02/01/2019,3,39.15,3.9149999999999996e-05
2019-01-02 03:00:00,02/01/2019,4,36.0,3.6e-05
2019-01-02 04:00:00,02/01/2019,5,39.0,3.9e-05
2019-01-02 05:00:00,02/01/2019,6,39.0,3.9e-05
2019-01-02 06:00:00,02/01/2019,7,53.1,5.31e-05
2019-01-02 07:00:00,02/01/2019,8,65.41,6.541e-05
2019-01-02 08:00:00,02/01/2019,9,70.0,7e-05
2019-01-02 09:00:00,02/01/2019,10,69.19,6.918999999999999e-05
2019-01-02 10:00:00,02/01/2019,11,65.64,6.564e-05
2019-01-02 11:00:00,02/01/2019,12,64.0,6.4e-05
2019-01-02 12:00:00,02/01/2019,13,62.8,6.28e-05
2019-01-02 13:00:00,02/01/2019,14,58.65,5.8649999999999996e-05
2019-01-02 14:00:00,02/01/2019,15,59.84,5.984e-05
2019-01-02 15:00:00,02/01/2019,16,65.0,6.5e-05
2019-01-02 16:00:00,02/01/2019,17,66.63,6.662999999999999e-05
2019-01-02 17:00:00,02/01/2019,18,72.69,7.269e-05
2019-01-02 18:00:00,02/01/2019,19,73.0,7.3e-05
2019-01-02 19:00:00,02/01/2019,20,73.56,7.356000000000001e-05
2019-01-02 20:00:00,02/01/2019,21,66.63,6.662999999999999e-05
2019-01-02 21:00:00,02/01/2019,22,61.29,6.129e-05
2019-01-02 22:00:00,02/01/2019,23,58.65,5.8649999999999996e-05
2019-01-02 23:00:00,02/01/2019,24,54.31,5.431e-05
2019-01-03 00:00:00,03/01/2019,1,47.03,4.703e-05
2019-01-03 01:00:00,03/01/2019,2,37.91,3.7909999999999994e-05
2019-01-03 02:00:00,03/01/2019,3,34.45,3.4450000000000004e-05
2019-01-03 03:00:00,03/01/2019,4,34.43,3.443e-05
2019-01-03 04:00:00,03/01/2019,5,34.43,3.443e-05
2019-01-03 05:00:00,03/01/2019,6,34.48,3.4479999999999995e-05
2019-01-03 06:00:00,03/01/2019,7,55.1,5.5100000000000004e-05
2019-01-03 07:00:00,03/01/2019,8,63.41,6.340999999999999e-05
2019-01-03 08:00:00,03/01/2019,9,68.65,6.865e-05
2019-01-03 09:00:00,03/01/2019,10,68.65,6.865e-05
2019-01-03 10:00:00,03/01/2019,11,68.65,6.865e-05
2019-01-03 11:00:00,03/01/2019,12,63.18,6.318e-05
2019-01-03 12:00:00,03/01/2019,13,59.84,5.984e-05
2019-01-03 13:00:00,03/01/2019,14,59.84,5.984e-05
2019-01-03 14:00:00,03/01/2019,15,63.18,6.318e-05
2019-01-03 15:00:00,03/01/2019,16,68.01,6.801000000000001e-05
2019-01-03 16:00:00,03/01/2019,17,68.99,6.898999999999999e-05
2019-01-03 17:00:00,03/01/2019,18,73.0,7.3e-05
2019-01-03 18:00:00,03/01/2019,19,73.43,7.343e-05
2019-01-03 19:00:00,03/01/2019,20,70.55,7.055e-05
2019-01-03 20:00:00,03/01/2019,21,68.38,6.837999999999999e-05
2019-01-03 21:00:00,03/01/2019,22,61.72,6.172e-05
2019-01-03 22:00:00,03/01/2019,23,59.84,5.984e-05
2019-01-03 23:00:00,03/01/2019,24,58.65,5.8649999999999996e-05
2019-01-04 00:00:00,04/01/2019,1,55.52,5.5520000000000004e-05
2019-01-04 01:00:00,04/01/2019,2,52.91,5.291e-05
2019-01-04 02:00:00,04/01/2019,3,49.61,4.961e-05
2019-01-04 03:00:00,04/01/2019,4,47.41,4.7409999999999995e-05
2019-01-04 04:00:00,04/01/2019,5,47.0,4.7e-05
2019-01-04 05:00:00,04/01/2019,6,52.99,5.299e-05
2019-01-04 06:00:00,04/01/2019,7,64.82,6.481999999999999e-05
2019-01-04 07:00:00,04/01/2019,8,73.93,7.393e-05
2019-01-04 08:00:00,04/01/2019,9,75.04,7.504e-05
2019-01-04 09:00:00,04/01/2019,10,73.43,7.343e-05
2019-01-04 10:00:00,04/01/2019,11,71.58,7.158e-05
2019-01-04 11:00:00,04/01/2019,12,69.38,6.937999999999999e-05
2019-01-04 12:00:00,04/01/2019,13,65.0,6.5e-05
2019-01-04 13:00:00,04/01/2019,14,65.0,6.5e-05
2019-01-04 14:00:00,04/01/2019,15,68.12,6.812e-05
2019-01-04 15:00:00,04/01/2019,16,68.4,6.840000000000001e-05
2019-01-04 16:00:00,04/01/2019,17,73.22,7.322e-05
2019-01-04 17:00:00,04/01/2019,18,75.0,7.5e-05
2019-01-04 18:00:00,04/01/2019,19,77.23,7.723e-05
2019-01-04 19:00:00,04/01/2019,20,75.97,7.596999999999999e-05
2019-01-04 20:00:00,04/01/2019,21,73.95,7.395000000000001e-05
2019-01-04 21:00:00,04/01/2019,22,70.0,7e-05
2019-01-04 22:00:00,04/01/2019,23,68.68,6.868000000000001e-05
2019-01-04 23:00:00,04/01/2019,24,62.99,6.299e-05
2019-01-05 00:00:00,05/01/2019,1,71.68,7.168e-05
2019-01-05 01:00:00,05/01/2019,2,63.74,6.374e-05
2019-01-05 02:00:00,05/01/2019,3,60.0,6e-05
2019-01-05 03:00:00,05/01/2019,4,55.84,5.584e-05
2019-01-05 04:00:00,05/01/2019,5,53.5,5.35e-05
2019-01-05 05:00:00,05/01/2019,6,54.4,5.44e-05
2019-01-05 06:00:00,05/01/2019,7,61.45,6.145e-05
2019-01-05 07:00:00,05/01/2019,8,70.7,7.07e-05
2019-01-05 08:00:00,05/01/2019,9,73.95,7.395000000000001e-05
2019-01-05 09:00:00,05/01/2019,10,73.41,7.340999999999999e-05
2019-01-05 10:00:00,05/01/2019,11,69.12,6.912e-05
2019-01-05 11:00:00,05/01/2019,12,68.25,6.825e-05
2019-01-05 12:00:00,05/01/2019,13,67.67,6.767000000000001e-05
2019-01-05 13:00:00,05/01/2019,14,64.0,6.4e-05
2019-01-05 14:00:00,05/01/2019,15,61.57,6.157e-05
2019-01-05 15:00:00,05/01/2019,16,62.43,6.243e-05
2019-01-05 16:00:00,05/01/2019,17,73.93,7.393e-05
2019-01-05 17:00:00,05/01/2019,18,76.65,7.665e-05
2019-01-05 18:00:00,05/01/2019,19,76.84,7.684e-05
2019-01-05 19:00:00,05/01/2019,20,77.51,7.751000000000001e-05
2019-01-05 20:00:00,05/01/2019,21,76.55,7.654999999999999e-05
2019-01-05 21:00:00,05/01/2019,22,75.69,7.569e-05
2019-01-05 22:00:00,05/01/2019,23,70.0,7e-05
2019-01-05 23:00:00,05/01/2019,24,65.09,6.509e-05
2019-01-06 00:00:00,06/01/2019,1,60.9,6.0899999999999996e-05
2019-01-06 01:00:00,06/01/2019,2,54.9,5.49e-05
2019-01-06 02:00:00,06/01/2019,3,51.43,5.143e-05
2019-01-06 03:00:00,06/01/2019,4,48.02,4.8020000000000004e-05
2019-01-06 04:00:00,06/01/2019,5,48.37,4.837e-05
2019-01-06 05:00:00,06/01/2019,6,47.17,4.7170000000000004e-05
2019-01-06 06:00:00,06/01/2019,7,48.19,4.819e-05
2019-01-06 07:00:00,06/01/2019,8,52.87,5.287e-05
2019-01-06 08:00:00,06/01/2019,9,54.99,5.499e-05
2019-01-06 09:00:00,06/01/2019,10,56.5,5.65e-05
2019-01-06 10:00:00,06/01/2019,11,56.55,5.655e-05
2019-01-06 11:00:00,06/01/2019,12,60.02,6.0020000000000005e-05
2019-01-06 12:00:00,06/01/2019,13,60.22,6.0219999999999996e-05
2019-01-06 13:00:00,06/01/2019,14,55.0,5.5e-05
2019-01-06 14:00:00,06/01/2019,15,54.19,5.4189999999999994e-05
2019-01-06 15:00:00,06/01/2019,16,58.65,5.8649999999999996e-05
2019-01-06 16:00:00,06/01/2019,17,62.24,6.224e-05
2019-01-06 17:00:00,06/01/2019,18,67.0,6.7e-05
2019-01-06 18:00:00,06/01/2019,19,68.0,6.8e-05
2019-01-06 19:00:00,06/01/2019,20,70.0,7e-05
2019-01-06 20:00:00,06/01/2019,21,68.47,6.847e-05
2019-01-06 21:00:00,06/01/2019,22,66.05,6.604999999999999e-05
2019-01-06 22:00:00,06/01/2019,23,61.14,6.114e-05
2019-01-06 23:00:00,06/01/2019,24,58.65,5.8649999999999996e-05
2019-01-07 00:00:00,07/01/2019,1,61.6,6.16e-05
2019-01-07 01:00:00,07/01/2019,2,56.75,5.675e-05
2019-01-07 02:00:00,07/01/2019,3,50.32,5.032e-05
2019-01-07 03:00:00,07/01/2019,4,50.0,5e-05
2019-01-07 04:00:00,07/01/2019,5,50.0,5e-05
2019-01-07 05:00:00,07/01/2019,6,56.75,5.675e-05
2019-01-07 06:00:00,07/01/2019,7,67.56,6.756e-05
2019-01-07 07:00:00,07/01/2019,8,65.0,6.5e-05
2019-01-07 08:00:00,07/01/2019,9,67.56,6.756e-05
2019-01-07 09:00:00,07/01/2019,10,67.56,6.756e-05
2019-01-07 10:00:00,07/01/2019,11,61.66,6.166e-05
2019-01-07 11:00:00,07/01/2019,12,61.66,6.166e-05
2019-01-07 12:00:00,07/01/2019,13,61.66,6.166e-05
2019-01-07 13:00:00,07/01/2019,14,61.66,6.166e-05
2019-01-07 14:00:00,07/01/2019,15,61.66,6.166e-05
2019-01-07 15:00:00,07/01/2019,16,66.56,6.656e-05
2019-01-07 16:00:00,07/01/2019,17,80.0,8e-05
2019-01-07 17:00:00,07/01/2019,18,84.0,8.4e-05
2019-01-07 18:00:00,07/01/2019,19,78.0,7.8e-05
2019-01-07 19:00:00,07/01/2019,20,78.0,7.8e-05
2019-01-07 20:00:00,07/01/2019,21,77.36,7.736e-05
2019-01-07 21:00:00,07/01/2019,22,70.0,7e-05
2019-01-07 22:00:00,07/01/2019,23,66.06,6.606e-05
2019-01-07 23:00:00,07/01/2019,24,63.0,6.3e-05
2019-01-08 00:00:00,08/01/2019,1,70.11,7.011e-05
2019-01-08 01:00:00,08/01/2019,2,70.0,7e-05
2019-01-08 02:00:00,08/01/2019,3,68.28,6.828e-05
2019-01-08 03:00:00,08/01/2019,4,68.26,6.826e-05
2019-01-08 04:00:00,08/01/2019,5,68.28,6.828e-05
2019-01-08 05:00:00,08/01/2019,6,77.96,7.795999999999999e-05
2019-01-08 06:00:00,08/01/2019,7,78.52,7.852e-05
2019-01-08 07:00:00,08/01/2019,8,81.03,8.103e-05
2019-01-08 08:00:00,08/01/2019,9,93.15,9.315e-05
2019-01-08 09:00:00,08/01/2019,10,85.0,8.5e-05
2019-01-08 10:00:00,08/01/2019,11,78.0,7.8e-05
2019-01-08 11:00:00,08/01/2019,12,77.96,7.795999999999999e-05
2019-01-08 12:00:00,08/01/2019,13,70.13,7.013e-05
2019-01-08 13:00:00,08/01/2019,14,63.82,6.382e-05
2019-01-08 14:00:00,08/01/2019,15,68.99,6.898999999999999e-05
2019-01-08 15:00:00,08/01/2019,16,77.96,7.795999999999999e-05
2019-01-08 16:00:00,08/01/2019,17,78.0,7.8e-05
2019-01-08 17:00:00,08/01/2019,18,81.77,8.177e-05
2019-01-08 18:00:00,08/01/2019,19,78.52,7.852e-05
2019-01-08 19:00:00,08/01/2019,20,78.0,7.8e-05
2019-01-08 20:00:00,08/01/2019,21,71.56,7.156e-05
2019-01-08 21:00:00,08/01/2019,22,65.85,6.584999999999999e-05
2019-01-08 22:00:00,08/01/2019,23,63.99,6.399e-05
2019-01-08 23:00:00,08/01/2019,24,61.0,6.1e-05
2019-01-09 00:00:00,09/01/2019,1,62.51,6.251e-05
2019-01-09 01:00:00,09/01/2019,2,61.5,6.15e-05
2019-01-09 02:00:00,09/01/2019,3,60.55,6.0549999999999995e-05
2019-01-09 03:00:00,09/01/2019,4,61.49,6.149e-05
2019-01-09 04:00:00,09/01/2019,5,61.66,6.166e-05
2019-01-09 05:00:00,09/01/2019,6,62.7,6.27e-05
2019-01-09 06:00:00,09/01/2019,7,65.99,6.599e-05
2019-01-09 07:00:00,09/01/2019,8,72.91,7.290999999999999e-05
2019-01-09 08:00:00,09/01/2019,9,77.96,7.795999999999999e-05
2019-01-09 09:00:00,09/01/2019,10,77.96,7.795999999999999e-05
2019-01-09 10:00:00,09/01/2019,11,71.0,7.1e-05
2019-01-09 11:00:00,09/01/2019,12,65.0,6.5e-05
2019-01-09 12:00:00,09/01/2019,13,65.88,6.588e-05
2019-01-09 13:00:00,09/01/2019,14,64.99,6.499e-05
2019-01-09 14:00:00,09/01/2019,15,65.89,6.589e-05
2019-01-09 15:00:00,09/01/2019,16,69.88,6.988e-05
2019-01-09 16:00:00,09/01/2019,17,77.96,7.795999999999999e-05
2019-01-09 17:00:00,09/01/2019,18,81.03,8.103e-05
2019-01-09 18:00:00,09/01/2019,19,81.52,8.151999999999999e-05
2019-01-09 19:00:00,09/01/2019,20,78.52,7.852e-05
2019-01-09 20:00:00,09/01/2019,21,72.0,7.2e-05
2019-01-09 21:00:00,09/01/2019,22,66.63,6.662999999999999e-05
2019-01-09 22:00:00,09/01/2019,23,64.12,6.412e-05
2019-01-09 23:00:00,09/01/2019,24,61.66,6.166e-05
2019-01-10 00:00:00,10/01/2019,1,60.99,6.0990000000000004e-05
2019-01-10 01:00:00,10/01/2019,2,58.59,5.8590000000000007e-05
2019-01-10 02:00:00,10/01/2019,3,55.88,5.588e-05
2019-01-10 03:00:00,10/01/2019,4,53.55,5.3549999999999994e-05
2019-01-10 04:00:00,10/01/2019,5,54.98,5.498e-05
2019-01-10 05:00:00,10/01/2019,6,55.63,5.563e-05
2019-01-10 06:00:00,10/01/2019,7,63.99,6.399e-05
2019-01-10 07:00:00,10/01/2019,8,70.85,7.085e-05
2019-01-10 08:00:00,10/01/2019,9,77.96,7.795999999999999e-05
2019-01-10 09:00:00,10/01/2019,10,87.21,8.721e-05
2019-01-10 10:00:00,10/01/2019,11,81.15,8.115000000000001e-05
2019-01-10 11:00:00,10/01/2019,12,80.0,8e-05
2019-01-10 12:00:00,10/01/2019,13,76.39,7.639e-05
2019-01-10 13:00:00,10/01/2019,14,66.82,6.681999999999999e-05
2019-01-10 14:00:00,10/01/2019,15,70.85,7.085e-05
2019-01-10 15:00:00,10/01/2019,16,75.4,7.54e-05
2019-01-10 16:00:00,10/01/2019,17,78.02,7.802e-05
2019-01-10 17:00:00,10/01/2019,18,85.15,8.515000000000001e-05
2019-01-10 18:00:00,10/01/2019,19,85.15,8.515000000000001e-05
2019-01-10 19:00:00,10/01/2019,20,78.52,7.852e-05
2019-01-10 20:00:00,10/01/2019,21,77.96,7.795999999999999e-05
2019-01-10 21:00:00,10/01/2019,22,68.9,6.890000000000001e-05
2019-01-10 22:00:00,10/01/2019,23,68.95,6.895000000000001e-05
2019-01-10 23:00:00,10/01/2019,24,63.99,6.399e-05
2019-01-11 00:00:00,11/01/2019,1,61.66,6.166e-05
2019-01-11 01:00:00,11/01/2019,2,59.66,5.9659999999999995e-05
2019-01-11 02:00:00,11/01/2019,3,57.12,5.7119999999999995e-05
2019-01-11 03:00:00,11/01/2019,4,57.97,5.7969999999999996e-05
2019-01-11 04:00:00,11/01/2019,5,58.0,5.8e-05
2019-01-11 05:00:00,11/01/2019,6,59.14,5.914e-05
2019-01-11 06:00:00,11/01/2019,7,66.26,6.626e-05
2019-01-11 07:00:00,11/01/2019,8,70.31,7.031e-05
2019-01-11 08:00:00,11/01/2019,9,77.96,7.795999999999999e-05
2019-01-11 09:00:00,11/01/2019,10,76.22,7.622e-05
2019-01-11 10:00:00,11/01/2019,11,73.87,7.387000000000001e-05
2019-01-11 11:00:00,11/01/2019,12,72.77,7.277e-05
2019-01-11 12:00:00,11/01/2019,13,68.77,6.877e-05
2019-01-11 13:00:00,11/01/2019,14,67.2,6.720000000000001e-05
2019-01-11 14:00:00,11/01/2019,15,68.0,6.8e-05
2019-01-11 15:00:00,11/01/2019,16,70.77,7.077e-05
2019-01-11 16:00:00,11/01/2019,17,75.0,7.5e-05
2019-01-11 17:00:00,11/01/2019,18,78.86,7.886e-05
2019-01-11 18:00:00,11/01/2019,19,78.29,7.829000000000001e-05
2019-01-11 19:00:00,11/01/2019,20,77.52,7.751999999999999e-05
2019-01-11 20:00:00,11/01/2019,21,70.99,7.099e-05
2019-01-11 21:00:00,11/01/2019,22,67.6,6.759999999999999e-05
2019-01-11 22:00:00,11/01/2019,23,66.26,6.626e-05
2019-01-11 23:00:00,11/01/2019,24,63.57,6.357e-05
2019-01-12 00:00:00,12/01/2019,1,65.1,6.51e-05
2019-01-12 01:00:00,12/01/2019,2,62.12,6.212e-05
2019-01-12 02:00:00,12/01/2019,3,59.05,5.905e-05
2019-01-12 03:00:00,12/01/2019,4,59.0,5.9e-05
2019-01-12 04:00:00,12/01/2019,5,56.63,5.6630000000000005e-05
2019-01-12 05:00:00,12/01/2019,6,56.63,5.6630000000000005e-05
2019-01-12 06:00:00,12/01/2019,7,61.66,6.166e-05
2019-01-12 07:00:00,12/01/2019,8,66.61,6.661e-05
2019-01-12 08:00:00,12/01/2019,9,73.0,7.3e-05
2019-01-12 09:00:00,12/01/2019,10,73.0,7.3e-05
2019-01-12 10:00:00,12/01/2019,11,65.0,6.5e-05
2019-01-12 11:00:00,12/01/2019,12,63.03,6.303e-05
2019-01-12 12:00:00,12/01/2019,13,61.66,6.166e-05
2019-01-12 13:00:00,12/01/2019,14,59.5,5.95e-05
2019-01-12 14:00:00,12/01/2019,15,56.99,5.699e-05
2019-01-12 15:00:00,12/01/2019,16,61.92,6.192e-05
2019-01-12 16:00:00,12/01/2019,17,65.63,6.563e-05
2019-01-12 17:00:00,12/01/2019,18,77.96,7.795999999999999e-05
2019-01-12 18:00:00,12/01/2019,19,78.0,7.8e-05
2019-01-12 19:00:00,12/01/2019,20,78.52,7.852e-05
2019-01-12 20:00:00,12/01/2019,21,73.0,7.3e-05
2019-01-12 21:00:00,12/01/2019,22,67.31,6.731e-05
2019-01-12 22:00:00,12/01/2019,23,63.6,6.36e-05
2019-01-12 23:00:00,12/01/2019,24,60.32,6.032e-05
2019-01-13 00:00:00,13/01/2019,1,63.44,6.344e-05
2019-01-13 01:00:00,13/01/2019,2,60.68,6.068e-05
2019-01-13 02:00:00,13/01/2019,3,58.7,5.8700000000000004e-05
2019-01-13 03:00:00,13/01/2019,4,53.26,5.3259999999999995e-05
2019-01-13 04:00:00,13/01/2019,5,50.2,5.02e-05
2019-01-13 05:00:00,13/01/2019,6,49.58,4.9579999999999996e-05
2019-01-13 06:00:00,13/01/2019,7,62.39,6.239e-05
2019-01-13 07:00:00,13/01/2019,8,66.04,6.604000000000001e-05
2019-01-13 08:00:00,13/01/2019,9,66.7,6.670000000000001e-05
2019-01-13 09:00:00,13/01/2019,10,69.01,6.901e-05
2019-01-13 10:00:00,13/01/2019,11,69.01,6.901e-05
2019-01-13 11:00:00,13/01/2019,12,67.28,6.728e-05
2019-01-13 12:00:00,13/01/2019,13,61.92,6.192e-05
2019-01-13 13:00:00,13/01/2019,14,59.57,5.957e-05
2019-01-13 14:00:00,13/01/2019,15,62.0,6.2e-05
2019-01-13 15:00:00,13/01/2019,16,63.73,6.373e-05
2019-01-13 16:00:00,13/01/2019,17,72.11,7.211e-05
2019-01-13 17:00:00,13/01/2019,18,78.52,7.852e-05
2019-01-13 18:00:00,13/01/2019,19,81.03,8.103e-05
2019-01-13 19:00:00,13/01/2019,20,81.03,8.103e-05
2019-01-13 20:00:00,13/01/2019,21,78.4,7.840000000000001e-05
2019-01-13 21:00:00,13/01/2019,22,75.34,7.534000000000001e-05
2019-01-13 22:00:00,13/01/2019,23,65.95,6.595e-05
2019-01-13 23:00:00,13/01/2019,24,60.47,6.047e-05
2019-01-14 00:00:00,14/01/2019,1,53.06,5.3060000000000004e-05
2019-01-14 01:00:00,14/01/2019,2,49.11,4.911e-05
2019-01-14 02:00:00,14/01/2019,3,40.0,4e-05
2019-01-14 03:00:00,14/01/2019,4,39.99,3.999e-05
2019-01-14 04:00:00,14/01/2019,5,39.75,3.975e-05
2019-01-14 05:00:00,14/01/2019,6,47.36,4.736e-05
2019-01-14 06:00:00,14/01/2019,7,61.12,6.112e-05
2019-01-14 07:00:00,14/01/2019,8,67.07,6.706999999999999e-05
2019-01-14 08:00:00,14/01/2019,9,74.29,7.429000000000001e-05
2019-01-14 09:00:00,14/01/2019,10,77.68,7.768e-05
2019-01-14 10:00:00,14/01/2019,11,76.19,7.619e-05
2019-01-14 11:00:00,14/01/2019,12,74.05,7.405e-05
2019-01-14 12:00:00,14/01/2019,13,67.81,6.781e-05
2019-01-14 13:00:00,14/01/2019,14,66.59,6.659e-05
2019-01-14 14:00:00,14/01/2019,15,69.0,6.9e-05
2019-01-14 15:00:00,14/01/2019,16,74.04,7.404e-05
2019-01-14 16:00:00,14/01/2019,17,77.68,7.768e-05
2019-01-14 17:00:00,14/01/2019,18,87.0,8.7e-05
2019-01-14 18:00:00,14/01/2019,19,78.21,7.821e-05
2019-01-14 19:00:00,14/01/2019,20,77.65,7.765e-05
2019-01-14 20:00:00,14/01/2019,21,71.81,7.181e-05
2019-01-14 21:00:00,14/01/2019,22,66.59,6.659e-05
2019-01-14 22:00:00,14/01/2019,23,63.53,6.353e-05
2019-01-14 23:00:00,14/01/2019,24,59.45,5.945e-05
2019-01-15 00:00:00,15/01/2019,1,62.14,6.214e-05
2019-01-15 01:00:00,15/01/2019,2,59.25,5.925e-05
2019-01-15 02:00:00,15/01/2019,3,53.21,5.321e-05
2019-01-15 03:00:00,15/01/2019,4,52.43,5.243e-05
2019-01-15 04:00:00,15/01/2019,5,53.26,5.3259999999999995e-05
2019-01-15 05:00:00,15/01/2019,6,58.42,5.842e-05
2019-01-15 06:00:00,15/01/2019,7,65.05,6.505e-05
2019-01-15 07:00:00,15/01/2019,8,77.65,7.765e-05
2019-01-15 08:00:00,15/01/2019,9,88.0,8.8e-05
2019-01-15 09:00:00,15/01/2019,10,87.5,8.75e-05
2019-01-15 10:00:00,15/01/2019,11,66.0,6.6e-05
2019-01-15 11:00:00,15/01/2019,12,61.12,6.112e-05
2019-01-15 12:00:00,15/01/2019,13,61.12,6.112e-05
2019-01-15 13:00:00,15/01/2019,14,60.82,6.082e-05
2019-01-15 14:00:00,15/01/2019,15,62.41,6.241e-05
2019-01-15 15:00:00,15/01/2019,16,73.04,7.304e-05
2019-01-15 16:00:00,15/01/2019,17,80.0,8e-05
2019-01-15 17:00:00,15/01/2019,18,88.15,8.815e-05
2019-01-15 18:00:00,15/01/2019,19,85.6,8.56e-05
2019-01-15 19:00:00,15/01/2019,20,82.0,8.2e-05
2019-01-15 20:00:00,15/01/2019,21,78.72,7.872e-05
2019-01-15 21:00:00,15/01/2019,22,77.65,7.765e-05
2019-01-15 22:00:00,15/01/2019,23,70.84,7.084e-05
2019-01-15 23:00:00,15/01/2019,24,62.56,6.256e-05
2019-01-16 00:00:00,16/01/2019,1,66.69,6.669e-05
2019-01-16 01:00:00,16/01/2019,2,61.34,6.134e-05
2019-01-16 02:00:00,16/01/2019,3,59.68,5.968e-05
2019-01-16 03:00:00,16/01/2019,4,59.01,5.901e-05
2019-01-16 04:00:00,16/01/2019,5,59.54,5.9539999999999996e-05
2019-01-16 05:00:00,16/01/2019,6,61.12,6.112e-05
2019-01-16 06:00:00,16/01/2019,7,71.15,7.115000000000001e-05
2019-01-16 07:00:00,16/01/2019,8,77.65,7.765e-05
2019-01-16 08:00:00,16/01/2019,9,77.65,7.765e-05
2019-01-16 09:00:00,16/01/2019,10,75.43,7.543e-05
2019-01-16 10:00:00,16/01/2019,11,64.95,6.495e-05
2019-01-16 11:00:00,16/01/2019,12,61.91,6.191e-05
2019-01-16 12:00:00,16/01/2019,13,61.91,6.191e-05
2019-01-16 13:00:00,16/01/2019,14,61.0,6.1e-05
2019-01-16 14:00:00,16/01/2019,15,63.16,6.316e-05
2019-01-16 15:00:00,16/01/2019,16,67.48,6.748e-05
2019-01-16 16:00:00,16/01/2019,17,77.65,7.765e-05
2019-01-16 17:00:00,16/01/2019,18,78.21,7.821e-05
2019-01-16 18:00:00,16/01/2019,19,80.6,8.06e-05
2019-01-16 19:00:00,16/01/2019,20,77.68,7.768e-05
2019-01-16 20:00:00,16/01/2019,21,71.31,7.131e-05
2019-01-16 21:00:00,16/01/2019,22,67.0,6.7e-05
2019-01-16 22:00:00,16/01/2019,23,65.9,6.59e-05
2019-01-16 23:00:00,16/01/2019,24,61.12,6.112e-05
2019-01-17 00:00:00,17/01/2019,1,59.34,5.9340000000000004e-05
2019-01-17 01:00:00,17/01/2019,2,58.08,5.808e-05
2019-01-17 02:00:00,17/01/2019,3,56.26,5.626e-05
2019-01-17 03:00:00,17/01/2019,4,56.26,5.626e-05
2019-01-17 04:00:00,17/01/2019,5,56.81,5.681e-05
2019-01-17 05:00:00,17/01/2019,6,59.15,5.915e-05
2019-01-17 06:00:00,17/01/2019,7,65.0,6.5e-05
2019-01-17 07:00:00,17/01/2019,8,68.05,6.805e-05
2019-01-17 08:00:00,17/01/2019,9,77.33,7.732999999999999e-05
2019-01-17 09:00:00,17/01/2019,10,74.0,7.4e-05
2019-01-17 10:00:00,17/01/2019,11,64.03,6.403e-05
2019-01-17 11:00:00,17/01/2019,12,62.41,6.241e-05
2019-01-17 12:00:00,17/01/2019,13,62.93,6.293e-05
2019-01-17 13:00:00,17/01/2019,14,61.0,6.1e-05
2019-01-17 14:00:00,17/01/2019,15,62.41,6.241e-05
2019-01-17 15:00:00,17/01/2019,16,67.46,6.746e-05
2019-01-17 16:00:00,17/01/2019,17,77.65,7.765e-05
2019-01-17 17:00:00,17/01/2019,18,80.71,8.070999999999999e-05
2019-01-17 18:00:00,17/01/2019,19,77.68,7.768e-05
2019-01-17 19:00:00,17/01/2019,20,77.65,7.765e-05
2019-01-17 20:00:00,17/01/2019,21,70.84,7.084e-05
2019-01-17 21:00:00,17/01/2019,22,65.58,6.557999999999999e-05
2019-01-17 22:00:00,17/01/2019,23,63.6,6.36e-05
2019-01-17 23:00:00,17/01/2019,24,61.12,6.112e-05
2019-01-18 00:00:00,18/01/2019,1,60.15,6.015e-05
2019-01-18 01:00:00,18/01/2019,2,58.94,5.8939999999999995e-05
2019-01-18 02:00:00,18/01/2019,3,56.99,5.699e-05
