Time,Hourly Residential Net Cost (€),Hourly Industrial Net Cost (€),Hourly Commercial Net Cost (€),Total Net Cost (€)
2019-01-01 00:00:00,59.3946,3.803274,19.662285,82.860159
2019-01-01 01:00:00,51.6488,3.432152,17.09728,72.17823200000001
2019-01-01 02:00:00,43.06,2.94864,14.254600000000002,60.26324
2019-01-01 03:00:00,29.5764,2.0430479999999998,9.79118,41.410628
2019-01-01 04:00:00,23.2848,1.644104,7.70836,32.637264
2019-01-01 05:00:00,21.858,1.5216800000000001,7.235600000000001,30.615280000000002
2019-01-01 06:00:00,24.8661,1.7275019999999999,8.23137,34.824972
2019-01-01 07:00:00,18.379495285199997,2.2313553380999998,11.092342910400001,31.703193533699995
2019-01-01 08:00:00,-1.2301241800000018,2.0179171350000003,10.026139754999999,10.813932709999998
2019-01-01 09:00:00,-12.807981520000002,1.9318295750000003,9.935715140000001,-0.9404368050000009
2019-01-01 10:00:00,-37.64519010000001,2.5489706199999995,13.707141951999999,-21.38907752800001
2019-01-01 11:00:00,-55.64387945560001,2.9543926985,15.980728202600002,-36.70875855450001
2019-01-01 12:00:00,-63.1947703492,3.5113715315,19.4155684296,-40.267830388099995
2019-01-01 13:00:00,-37.245724956000004,3.0764250451999997,16.7163994354,-17.452900475400007
2019-01-01 14:00:00,-12.312731819200007,2.9600124092,16.192477395600005,6.839757985599999
2019-01-01 15:00:00,74.06631794159999,4.9799385522,25.9609169232,105.00717341699999
2019-01-01 16:00:00,85.2963,5.446408,28.235039999999994,118.977748
2019-01-01 17:00:00,98.11749999999999,6.131449999999999,32.480824999999996,136.729775
2019-01-01 18:00:00,98.98849999999999,5.992869999999999,32.768775,137.75014499999997
2019-01-01 19:00:00,98.69640000000001,5.943696,32.67165,137.31174600000003
2019-01-01 20:00:00,90.112,5.547519999999999,29.82912,125.48863999999999
2019-01-01 21:00:00,82.677,5.075692,27.368660000000002,115.12135200000002
2019-01-01 22:00:00,75.0008,4.590672,24.82779,104.419262
2019-01-01 23:00:00,65.417,4.27548,21.654600000000002,91.34708
2019-01-02 00:00:00,58.618,4.162196,19.405155,82.185351
2019-01-02 01:00:00,48.4242,3.627008,16.03008,68.081288
2019-01-02 02:00:00,40.5834,3.07983,13.434524999999999,57.097755
2019-01-02 03:00:00,37.584,2.9047680000000002,12.44088,52.929648
2019-01-02 04:00:00,41.550599999999996,3.4235759999999997,13.75491,58.729085999999995
2019-01-02 05:00:00,44.6316,3.4530599999999994,14.774564999999999,62.859224999999995
2019-01-02 06:00:00,70.62780000000001,5.462604000000001,23.379625,99.47002900000001
2019-01-02 07:00:00,73.01094504599999,7.7704400604999995,34.162130444,114.94351555049998
2019-01-02 08:00:00,43.40975069199998,10.676394141,41.926976769999996,96.01312160299997
2019-01-02 09:00:00,29.1956222952,11.552084838599999,45.679878994199996,86.427586128
2019-01-02 10:00:00,65.1929578608,11.6568555576,47.97217525320001,124.82198867160001
2019-01-02 11:00:00,106.9502863872,11.399996223999999,49.526428671999994,167.8767112832
2019-01-02 12:00:00,140.682481632,10.958667955200001,49.8766359042,201.5177854914
