Time,Hourly Residential Net Cost (€),Hourly Industrial Net Cost (€),Hourly Commercial Net Cost (€),Total Net Cost (€)
2019-01-01 00:00:00,0.593946,0.03803274,0.19662285,0.82860159
2019-01-01 01:00:00,0.516488,0.03432152,0.1709728,0.72178232
2019-01-01 02:00:00,0.43060000000000004,0.0294864,0.142546,0.6026324000000001
2019-01-01 03:00:00,0.29576399999999997,0.020430479999999997,0.0979118,0.41410627999999994
2019-01-01 04:00:00,0.232848,0.01644104,0.0770836,0.32637264
2019-01-01 05:00:00,0.21858000000000002,0.015216799999999999,0.072356,0.3061528
2019-01-01 06:00:00,0.248661,0.01727502,0.0823137,0.34824972
2019-01-01 07:00:00,0.2250537291,0.021147728400000003,0.10700151570000001,0.3532029732
2019-01-01 08:00:00,0.0674837525,0.017850535000000004,0.0917103425,0.17704462999999998
2019-01-01 09:00:00,-0.03263449499999988,0.01582047,0.085364035,0.06855001000000012
2019-01-01 10:00:00,-0.246601586,0.017280465999999998,0.10112839799999998,-0.12819272200000004
2019-01-01 11:00:00,-0.4260885968,0.017088955799999996,0.10335490739999999,-0.30564473360000005
2019-01-01 12:00:00,-0.5161791663,0.018809002800000002,0.11900821589999999,-0.3783619476000001
2019-01-01 13:00:00,-0.31257617309999997,0.017747284599999996,0.10679988730000002,-0.1880290012
2019-01-01 14:00:00,-0.09825028819999995,0.0192920452,0.11441631660000003,0.03545807360000007
2019-01-01 15:00:00,0.740577411,0.04923504,0.256516821,1.046329272
2019-01-01 16:00:00,0.8529629999999999,0.05446407999999999,0.28235039999999995,1.1897774799999998
2019-01-01 17:00:00,0.9811749999999999,0.061314499999999994,0.32480824999999997,1.3672977499999999
2019-01-01 18:00:00,0.9898849999999999,0.05992869999999999,0.32768775,1.3775014499999998
2019-01-01 19:00:00,0.9869640000000001,0.059436960000000004,0.3267165,1.3731174600000002
2019-01-01 20:00:00,0.9011199999999999,0.055475199999999995,0.2982912,1.2548863999999997
2019-01-01 21:00:00,0.8267699999999999,0.050756920000000004,0.2736866,1.1512135199999998
2019-01-01 22:00:00,0.7500080000000001,0.04590672,0.24827790000000002,1.04419262
2019-01-01 23:00:00,0.65417,0.0427548,0.216546,0.9134708
2019-01-02 00:00:00,0.5861800000000001,0.041621960000000006,0.19405155,0.8218535100000001
2019-01-02 01:00:00,0.484242,0.03627008,0.1603008,0.6808128800000001
2019-01-02 02:00:00,0.405834,0.0307983,0.13434525,0.57097755
2019-01-02 03:00:00,0.37584,0.02904768,0.12440880000000001,0.5292964800000001
2019-01-02 04:00:00,0.41550599999999993,0.03423576,0.1375491,0.58729086
2019-01-02 05:00:00,0.446316,0.034530599999999995,0.14774565,0.6285922500000001
2019-01-02 06:00:00,0.706278,0.05462604,0.23379625,0.99470029
2019-01-02 07:00:00,0.8051724395,0.075222628,0.33255638649999997,1.212951454
2019-01-02 08:00:00,0.6319257279999999,0.100286662,0.39433546599999997,1.126547856
2019-01-02 09:00:00,0.5145933957,0.10618204379999999,0.4177812068999999,1.0385566463999998
2019-01-02 10:00:00,0.6999562481999999,0.10689305880000002,0.4304197194,1.2372690264
2019-01-02 11:00:00,1.0709823360000001,0.108425984,0.4651029119999999,1.644511232
2019-01-02 12:00:00,1.4070313845000002,0.108280809,0.4916881305,2.0070003240000003
2019-01-02 13:00:00,0.1656655808000001,0.0729398002,0.33527242059999995,0.5738778016000001
2019-01-02 14:00:00,1.217537262,0.09996388800000001,0.44759207399999995,1.765093224
2019-01-02 15:00:00,1.4546959764999998,0.11137817599999998,0.4851445754999999,2.0512187279999994
2019-01-02 16:00:00,1.474737,0.11268863999999999,0.4881821,2.07560774
2019-01-02 17:00:00,1.624177,0.11069135999999999,0.5376486500000001,2.27251701
2019-01-02 18:00:00,1.580304,0.09797476000000001,0.5231326,2.20141136
2019-01-02 19:00:00,1.4904339999999998,0.08770183999999999,0.49337279999999994,2.07150864
2019-01-02 20:00:00,1.177592,0.06855172000000001,0.38981605,1.6359597700000001
2019-01-02 21:00:00,0.9475739999999999,0.05541362,0.31367114999999995,1.3166587699999999
2019-01-02 22:00:00,0.8072339999999999,0.04777170000000001,0.26722170000000006,1.1222273999999999
2019-01-02 23:00:00,0.6864480000000001,0.04412231999999999,0.2272455,0.95781582
2019-01-03 00:00:00,0.40141499999999997,0.028493499999999998,0.13288624999999998,0.5627947499999999
2019-01-03 01:00:00,0.406638,0.031166840000000005,0.13460930000000002,0.57241414
2019-01-03 02:00:00,0.3588700000000001,0.028414480000000002,0.1187926,0.5060770800000001
2019-01-03 03:00:00,0.359074,0.02830228,0.118864,0.50624028
2019-01-03 04:00:00,0.3657039999999999,0.030743479999999997,0.12106380000000001,0.5175112799999999
2019-01-03 05:00:00,0.393482,0.03180632,0.13025740000000002,0.55554572
2019-01-03 06:00:00,0.73524,0.059352699999999994,0.243386,1.0379787
2019-01-03 07:00:00,0.9282662517,0.0746686418,0.3192018649,1.3221367584000001
2019-01-03 08:00:00,0.6486008650000001,0.091162906,0.34033152899999997,1.0800953
2019-01-03 09:00:00,0.6157209768,0.0990785742,0.3704470926,1.0852466436000001
2019-01-03 10:00:00,0.5282957185,0.093333339,0.3797795045000001,1.001408562
2019-01-03 11:00:00,0.6090773895,0.079287363,0.33085470149999996,1.019219454
2019-01-03 12:00:00,0.20939904569999993,0.0583718148,0.25500337590000005,0.5227742364
2019-01-03 13:00:00,0.4619617898999999,0.0605617506,0.27190346430000006,0.7944270048
2019-01-03 14:00:00,1.093055656,0.09783926900000002,0.428212037,1.619106962
2019-01-03 15:00:00,1.3462619424,0.10603073959999999,0.45915158280000007,1.9114442648
2019-01-03 16:00:00,1.5338699999999998,0.1201668,0.5077539999999999,2.1617908
2019-01-03 17:00:00,1.725501,0.11956231999999999,0.5711885,2.41625182
2019-01-03 18:00:00,1.678197,0.10468054,0.5555445999999999,2.3384221399999996
2019-01-03 19:00:00,1.508324,0.08851996000000001,0.49931460000000005,2.09615856
2019-01-03 20:00:00,1.270376,0.07161487999999999,0.420529,1.76251988
2019-01-03 21:00:00,1.025542,0.05799356,0.33948100000000003,1.4230165600000002
2019-01-03 22:00:00,0.90006,0.0517476,0.29795400000000005,1.2497616
2019-01-03 23:00:00,0.788476,0.049825499999999995,0.26100714999999997,1.0993086499999998
2019-01-04 00:00:00,0.661864,0.04741184,0.2190944,0.92837024
2019-01-04 01:00:00,0.59413,0.04530122,0.1966671,0.8360983200000001
2019-01-04 02:00:00,0.5497500000000001,0.043788,0.18198250000000002,0.7755205000000002
2019-01-04 03:00:00,0.516389,0.04046888,0.17093899999999998,0.72779688
2019-01-04 04:00:00,0.5263529999999998,0.044179060000000006,0.17423605,0.7447681099999999
2019-01-04 05:00:00,0.6361060000000001,0.05111002,0.2105743,0.89779032
2019-01-04 06:00:00,0.9121449999999999,0.069706,0.301951,1.2838019999999999
2019-01-04 07:00:00,1.212870804,0.09474479,0.414781174,1.722396768
2019-01-04 08:00:00,1.178099203,0.11997960399999998,0.46645296899999994,1.7645317759999999
2019-01-04 09:00:00,1.2124469406,0.1339398744,0.5148419462,1.8612287612
2019-01-04 10:00:00,1.5097389840000002,0.13943008799999998,0.5729708160000001,2.222139888
2019-01-04 11:00:00,1.4899826810999999,0.13123845539999998,0.5728435407,2.1940646771999996
2019-01-04 12:00:00,0.9713498989999999,0.10881217099999997,0.49383952799999997,1.5740015979999997
2019-01-04 13:00:00,1.0262649929999998,0.10671237200000001,0.48661297099999995,1.619590336
2019-01-04 14:00:00,1.1069773652000001,0.1144609048,0.5099949203999999,1.7314331904000002
2019-01-04 15:00:00,1.5866798156,0.12366737040000002,0.5425668252,2.2529140111999997
2019-01-04 16:00:00,1.738933,0.1295239,0.5756488000000001,2.4441057
2019-01-04 17:00:00,1.7413679999999998,0.1166906,0.5764526,2.4345111999999998
2019-01-04 18:00:00,1.773695,0.1066681,0.5871404000000001,2.4675035000000003
2019-01-04 19:00:00,1.633772,0.0921956,0.5408426,2.2668102
2019-01-04 20:00:00,1.4079979999999999,0.07728708000000001,0.4660926999999999,1.9513777799999998
2019-01-04 21:00:00,1.1882499999999998,0.064344,0.3933405,1.6459344999999996
2019-01-04 22:00:00,1.0648079999999998,0.059301360000000004,0.3524934,1.4766027599999998
2019-01-04 23:00:00,0.8770229999999999,0.05202288,0.29032604999999995,1.2193719299999999
2019-01-05 00:00:00,0.892224,0.06033888,0.2953548,1.24791768
2019-01-05 01:00:00,0.7361920000000001,0.05345664000000001,0.24370879999999998,1.03335744
2019-01-05 02:00:00,0.66606,0.0519252,0.220482,0.9384672000000001
2019-01-05 03:00:00,0.615216,0.04724048,0.20365519999999998,0.8661116799999999
2019-01-05 04:00:00,0.60534,0.047312639999999996,0.2003886,0.85304124
2019-01-05 05:00:00,0.630666,0.04966812,0.208764,0.8890981199999999
2019-01-05 06:00:00,0.7817149999999999,0.060646200000000004,0.25877725,1.1011384499999999
2019-01-05 07:00:00,0.8196728693,0.0719788912,0.33119697310000007,1.2228487336000002
2019-01-05 08:00:00,0.6397494989999999,0.07825389,0.35195461899999997,1.069958008
2019-01-05 09:00:00,0.5453956582,0.0753818878,0.3661625104,0.9869400563999999
2019-01-05 10:00:00,0.4090565088,0.0687241242,0.3672244446,0.8450050776
2019-01-05 11:00:00,0.25769426200000006,0.06373164,0.356912722,0.6783386240000001
2019-01-05 12:00:00,0.19158115320000035,0.05878332080000001,0.34349073240000005,0.5938552064000004
2019-01-05 13:00:00,0.4103013824000001,0.0556883456,0.3316405568,0.7976302848000001
2019-01-05 14:00:00,0.3092905650000001,0.047842238,0.299175637,0.6563084400000001
2019-01-05 15:00:00,1.0985492692,0.0660520348,0.3712083344,1.5358096384
2019-01-05 16:00:00,1.313056,0.07842667999999998,0.4346649,1.82614758
2019-01-05 17:00:00,1.400784,0.082544,0.46370554999999997,1.94703355
2019-01-05 18:00:00,1.472163,0.08214668,0.48732915,2.04163883
2019-01-05 19:00:00,1.4624219999999999,0.07984704000000001,0.484107,2.0263760399999997
2019-01-05 20:00:00,1.338953,0.07172396,0.44324665,1.85392361
2019-01-05 21:00:00,1.2248160000000001,0.06711256,0.40546000000000004,1.6973885600000003
2019-01-05 22:00:00,1.06589,0.059225599999999996,0.35283499999999995,1.4779506
2019-01-05 23:00:00,0.9091549999999999,0.05280989999999999,0.3009695,1.2629343999999998
2019-01-06 00:00:00,0.761585,0.04934412,0.25210994999999997,1.0630390699999999
2019-01-06 01:00:00,0.633105,0.044242000000000004,0.2095775,0.8869245
2019-01-06 02:00:00,0.564774,0.04023798,0.18695325,0.79196523
2019-01-06 03:00:00,0.52368,0.037513920000000006,0.17335680000000003,0.7345507200000001
2019-01-06 04:00:00,0.525216,0.0379632,0.173856,0.7370352
