full_id,osm_id,osm_type,Area
w539748476,539748476,way,"223,98"
w539748478,539748478,way,"157,31"
w539748479,539748479,way,"255,86"
w539748480,539748480,way,"172,32"
w539748481,539748481,way,"153,01"
w539748482,539748482,way,"214,95"
w539748483,539748483,way,"173,07"
w539748484,539748484,way,"136,78"
w539748486,539748486,way,"53,2"
w539749721,539749721,way,"99,33"
w539749723,539749723,way,"184,05"
w539749724,539749724,way,"109,54"
w539749729,539749729,way,"75,03"
w539749730,539749730,way,"140,12"
w539749733,539749733,way,"30,09"
w539749734,539749734,way,"18,86"
w539749735,539749735,way,"174,33"
w539749737,539749737,way,"200,75"
w539749738,539749738,way,"261,95"
w539751012,539751012,way,"221,16"
w539751013,539751013,way,"222,4"
w539751014,539751014,way,"245,91"
w541431898,541431898,way,"229,82"
w541431899,541431899,way,"174,15"
w541432680,541432680,way,"235,69"
w541432682,541432682,way,"115,18"
w541432684,541432684,way,"36,36"
w541432686,541432686,way,"142,67"
w541432688,541432688,way,"151,49"
w541432690,541432690,way,"154,18"
w541432692,541432692,way,"172,8"
w541432694,541432694,way,"147,09"
w541432696,541432696,way,"287,49"
w541432698,541432698,way,"390,07"
w541433439,541433439,way,81
w541433441,541433441,way,"516,6"
w541433442,541433442,way,"695,74"
w541435412,541435412,way,"153,6"
w541435414,541435414,way,"317,15"
w541435415,541435415,way,"54,12"
w541435417,541435417,way,"259,04"
w541435419,541435419,way,"235,22"
w541435422,541435422,way,"206,18"
w541435424,541435424,way,"217,32"
w541436878,541436878,way,"239,09"
w541436879,541436879,way,"401,56"
w541436880,541436880,way,"293,81"
w541436881,541436881,way,"188,53"
w541436883,541436883,way,"292,2"
w541436884,541436884,way,"239,65"
w541436885,541436885,way,"104,91"
w541436886,541436886,way,"137,09"
w541436888,541436888,way,"248,95"
w541436889,541436889,way,"355,48"
w541436890,541436890,way,"248,51"
w541436891,541436891,way,"196,33"
w541436892,541436892,way,"36,85"
w541437629,541437629,way,"59,64"
w541437630,541437630,way,"81,41"
w541437631,541437631,way,"33,54"
w541438313,541438313,way,"154,39"
w541438314,541438314,way,"171,5"
w541438316,541438316,way,"275,61"
w541438317,541438317,way,"150,85"
w541438318,541438318,way,"157,53"
w541438319,541438319,way,"191,03"
w541438320,541438320,way,"136,29"
w541438321,541438321,way,"230,99"
w541438322,541438322,way,"295,8"
w541438323,541438323,way,"188,7"
w541438324,541438324,way,"235,67"
w541440108,541440108,way,"26,06"
w541440110,541440110,way,"210,43"
w541440111,541440111,way,"264,09"
w541440113,541440113,way,"207,47"
w541440114,541440114,way,"219,52"
w541440115,541440115,way,"147,68"
w541440116,541440116,way,"34,58"
w541440117,541440117,way,"479,35"
w541440118,541440118,way,"78,85"
w541440120,541440120,way,"74,1"
w541440123,541440123,way,"187,78"
w541440124,541440124,way,"127,42"
w541440125,541440125,way,"221,35"
w541440126,541440126,way,"154,53"
w541441794,541441794,way,"197,69"
w541441798,541441798,way,"25,58"
w541441799,541441799,way,"133,43"
w541441802,541441802,way,"191,69"
w541770763,541770763,way,137
w541770764,541770764,way,"262,13"
w541770765,541770765,way,"268,38"
w541770767,541770767,way,"133,56"
w541770768,541770768,way,"126,33"
w541770769,541770769,way,"337,51"
w541770770,541770770,way,"176,38"
w541771255,541771255,way,"25,75"
w541771259,541771259,way,"253,12"
w541771261,541771261,way,"107,81"
w541771262,541771262,way,"103,64"
w541771264,541771264,way,"171,31"
w541771644,541771644,way,"252,17"
w541771646,541771646,way,"146,74"
w541771648,541771648,way,"169,09"
w541771649,541771649,way,"131,37"
w541771651,541771651,way,"407,82"
w541771956,541771956,way,"167,26"
w541771957,541771957,way,"190,03"
w541771958,541771958,way,"111,22"
w541771960,541771960,way,"136,17"
w541771961,541771961,way,"103,94"
w541771963,541771963,way,"74,28"
w541771965,541771965,way,"88,32"
w541772541,541772541,way,"138,65"
w541772543,541772543,way,"193,92"
w541772544,541772544,way,"228,4"
w541772545,541772545,way,"194,23"
w541772546,541772546,way,"156,45"
w541772547,541772547,way,"166,97"
w541772549,541772549,way,"293,47"
w541775481,541775481,way,"320,78"
w541775483,541775483,way,"89,25"
w541775489,541775489,way,"128,64"
w541775491,541775491,way,"149,75"
w541775493,541775493,way,"72,94"
w541775497,541775497,way,"40,61"
w541775499,541775499,way,"127,23"
w541775501,541775501,way,"53,4"
w541775503,541775503,way,"82,88"
w541775505,541775505,way,"248,63"
w541775507,541775507,way,"152,13"
w541775509,541775509,way,"188,42"
w541775511,541775511,way,"392,52"
w541775513,541775513,way,"51,12"
w541775515,541775515,way,"754,36"
w541776182,541776182,way,"701,38"
w541776183,541776183,way,"148,43"
w541776185,541776185,way,"181,07"
w541776186,541776186,way,"182,77"
w541778946,541778946,way,"121,7"
w541778947,541778947,way,"103,13"
w541778948,541778948,way,"145,08"
w541778949,541778949,way,"250,23"
w541778950,541778950,way,"178,19"
w541778951,541778951,way,124
w541778952,541778952,way,"241,29"
w541778953,541778953,way,"154,85"
w541778956,541778956,way,"185,03"
w541778957,541778957,way,"192,77"
w541778958,541778958,way,"233,76"
w541778959,541778959,way,"131,34"
w541778960,541778960,way,"84,31"
w541778961,541778961,way,"601,3"
w541779225,541779225,way,"289,11"
w541779226,541779226,way,"151,63"
w541779230,541779230,way,"248,53"
w541779231,541779231,way,"329,6"
w541780625,541780625,way,"234,57"
w541780626,541780626,way,"127,37"
w541780630,541780630,way,"34,97"
w541780631,541780631,way,"159,5"
w541780632,541780632,way,"299,56"
w541780633,541780633,way,"264,55"
w541780635,541780635,way,"148,2"
w541780636,541780636,way,"235,49"
w541780637,541780637,way,"83,56"
w541780638,541780638,way,"120,43"
w541780639,541780639,way,"180,72"
w541780640,541780640,way,"424,13"
w541780641,541780641,way,"101,4"
w541780642,541780642,way,"123,89"
w541780644,541780644,way,"152,83"
w541780646,541780646,way,"117,17"
w541780648,541780648,way,"178,86"
w541781574,541781574,way,"312,63"
w541781575,541781575,way,"308,92"
w541781576,541781576,way,"155,97"
w541781577,541781577,way,"138,95"
w541781578,541781578,way,"67,72"
w541783119,541783119,way,"142,07"
w541783122,541783122,way,"222,51"
w541783123,541783123,way,"264,79"
w541783124,541783124,way,"377,39"
w541783125,541783125,way,"232,41"
w541783126,541783126,way,"210,62"
w541783128,541783128,way,"231,41"
w541783131,541783131,way,"624,88"
w541783132,541783132,way,"595,25"
w541783134,541783134,way,"122,11"
w541914134,541914134,way,"784,48"
w541914135,541914135,way,"85,4"
w541914136,541914136,way,"129,61"
w541914137,541914137,way,"167,08"
w541914138,541914138,way,"147,51"
w541914139,541914139,way,"134,24"
w541914141,541914141,way,"260,97"
w541914142,541914142,way,545
w541914143,541914143,way,"141,59"
w541915408,541915408,way,"232,15"
w541915409,541915409,way,"91,3"
w541915410,541915410,way,"145,69"
w541915411,541915411,way,"22,18"
w541915412,541915412,way,"34,22"
w541915413,541915413,way,"116,64"
w541915415,541915415,way,"223,75"
w541915416,541915416,way,"312,66"
w541915417,541915417,way,"391,7"
w541915418,541915418,way,"188,64"
w541915935,541915935,way,"128,77"
w541915936,541915936,way,"84,16"
w541915937,541915937,way,"66,91"
w541915938,541915938,way,"124,28"
w541915939,541915939,way,"113,52"
w541915940,541915940,way,"110,12"
w541916026,541916026,way,"175,32"
w541916027,541916027,way,"120,05"
w541916028,541916028,way,"115,84"
w541916029,541916029,way,"109,73"
w541916030,541916030,way,"100,78"
w541916860,541916860,way,"97,13"
w541916861,541916861,way,"70,83"
w541916866,541916866,way,"183,98"
w541916869,541916869,way,"124,77"
w541916871,541916871,way,"74,09"
w541916875,541916875,way,"131,97"
w541916878,541916878,way,"97,9"
w541916880,541916880,way,"281,3"
w541916882,541916882,way,"104,44"
w541916883,541916883,way,"147,96"
w541916887,541916887,way,"133,14"
w541917695,541917695,way,"106,18"
w541917696,541917696,way,"214,53"
w541917697,541917697,way,"148,34"
w541917699,541917699,way,"253,87"
w541917700,541917700,way,"114,47"
w541917702,541917702,way,"134,75"
w541917704,541917704,way,"299,56"
w541917705,541917705,way,"142,34"
w541917708,541917708,way,"220,56"
w541919401,541919401,way,"167,41"
w541919403,541919403,way,"242,07"
w541919405,541919405,way,"202,23"
w541919406,541919406,way,"323,81"
w541919407,541919407,way,"293,86"
w541919409,541919409,way,"311,87"
w541919410,541919410,way,"217,87"
w541919411,541919411,way,"160,21"
w541919413,541919413,way,"55,54"
w541919414,541919414,way,"438,81"
w541919415,541919415,way,"402,85"
w541919416,541919416,way,"571,41"
w541919418,541919418,way,"564,02"
w541919420,541919420,way,"179,96"
w541922131,541922131,way,"63,2"
w541922132,541922132,way,"100,56"
w541922133,541922133,way,"55,41"
w541922134,541922134,way,"74,13"
w541922135,541922135,way,"125,97"
w541922136,541922136,way,"34,01"
w541922137,541922137,way,"55,06"
w541922138,541922138,way,"64,89"
w541922139,541922139,way,"242,43"
w541922140,541922140,way,"61,84"
w541922142,541922142,way,"71,91"
w541922143,541922143,way,"156,22"
w541922145,541922145,way,"127,15"
w541922147,541922147,way,"169,41"
w541922150,541922150,way,"138,76"
w541922154,541922154,way,"322,81"
w541922160,541922160,way,"278,55"
w541922162,541922162,way,"105,51"
w541923129,541923129,way,"92,43"
w541923130,541923130,way,"77,55"
w541923131,541923131,way,"171,58"
w541923133,541923133,way,"179,52"
w541923134,541923134,way,"331,5"
w541923135,541923135,way,"544,12"
w541923137,541923137,way,"733,86"
w541965077,541965077,way,"40,58"
w541965078,541965078,way,"62,73"
w541965081,541965081,way,"332,68"
w541965083,541965083,way,"58,21"
w541965084,541965084,way,"240,4"
w541965091,541965091,way,"256,9"
w541965092,541965092,way,"884,52"
w541965093,541965093,way,"528,75"
w541965094,541965094,way,"251,67"
w541965096,541965096,way,"267,81"
w541965098,541965098,way,"130,5"
w541965099,541965099,way,"78,65"
w541965100,541965100,way,"1413,46"
w541968982,541968982,way,"223,92"
w541968983,541968983,way,"249,75"
w541968987,541968987,way,"186,53"
w541968989,541968989,way,"156,02"
w541968990,541968990,way,"281,22"
w541968992,541968992,way,"188,9"
w541968994,541968994,way,"152,77"
w541968995,541968995,way,"306,24"
w541968996,541968996,way,"115,47"
w541968997,541968997,way,"119,24"
w541968998,541968998,way,"86,94"
w541968999,541968999,way,"28,53"
w541969000,541969000,way,"196,09"
w541969001,541969001,way,"193,75"
w541969003,541969003,way,"78,27"
w541970953,541970953,way,"278,55"
w541970954,541970954,way,"551,61"
w541970955,541970955,way,"136,84"
w541970956,541970956,way,"159,51"
w541970957,541970957,way,"222,91"
w541970958,541970958,way,"777,27"
w541970959,541970959,way,"80,06"
w541970960,541970960,way,"41,16"
w541970961,541970961,way,"44,49"
w543179611,543179611,way,"33,34"
w543182517,543182517,way,"106,17"
w543182518,543182518,way,"137,33"
w543182519,543182519,way,"135,26"
w543182520,543182520,way,"276,65"
w543182521,543182521,way,"74,85"
w543182522,543182522,way,"69,5"
w543182523,543182523,way,"95,48"
w543182524,543182524,way,"39,27"
w543182525,543182525,way,"188,13"
w543182526,543182526,way,"291,42"
w543183747,543183747,way,"203,11"
w543183749,543183749,way,"54,75"
w543183753,543183753,way,"250,62"
w543183754,543183754,way,"130,16"
w543183755,543183755,way,"89,95"
w543183756,543183756,way,"866,37"
w543183757,543183757,way,"799,68"
w543183758,543183758,way,"431,15"
w543184813,543184813,way,"136,74"
w543184814,543184814,way,"221,14"
w543184815,543184815,way,"518,37"
w543184817,543184817,way,"196,53"
w543184818,543184818,way,"125,98"
w543184819,543184819,way,"215,1"
w543185519,543185519,way,"265,78"
w543185520,543185520,way,"206,62"
w543185521,543185521,way,"458,5"
w543185522,543185522,way,"226,96"
w543185523,543185523,way,"133,71"
w543185525,543185525,way,"212,96"
w543185528,543185528,way,"268,73"
w543187203,543187203,way,"311,48"
w543187204,543187204,way,"181,64"
w543187205,543187205,way,"138,68"
w543187206,543187206,way,"117,59"
w543187207,543187207,way,"172,65"
w543187208,543187208,way,"159,07"
w543187210,543187210,way,"710,62"
w543187211,543187211,way,"574,29"
w543187213,543187213,way,"379,28"
w543187214,543187214,way,"164,38"
w543187215,543187215,way,"398,12"
w543187216,543187216,way,"444,14"
w543187217,543187217,way,"158,34"
w543187218,543187218,way,"192,58"
w543187219,543187219,way,"168,4"
w543187220,543187220,way,"159,46"
w543187221,543187221,way,"395,28"
w543187223,543187223,way,"153,79"
w543187225,543187225,way,"68,71"
w543187226,543187226,way,"231,8"
w543189511,543189511,way,"157,39"
w543189513,543189513,way,"79,15"
w543189514,543189514,way,"219,09"
w543189519,543189519,way,"303,84"
w543189520,543189520,way,"210,97"
w543189521,543189521,way,"169,69"
w543189522,543189522,way,"255,52"
w543189524,543189524,way,"493,56"
w543191248,543191248,way,"262,43"
w543191250,543191250,way,"250,42"
w543191251,543191251,way,"93,36"
w543191252,543191252,way,"275,2"
w543191253,543191253,way,"541,06"
w543191254,543191254,way,"572,3"
w543191259,543191259,way,"594,07"
w543191262,543191262,way,"145,86"
w543192071,543192071,way,"274,65"
w543192073,543192073,way,"221,52"
w543192074,543192074,way,"141,27"
w543192075,543192075,way,"197,67"
w543192077,543192077,way,"203,07"
w554132011,554132011,way,"534,72"
w554132012,554132012,way,"126,5"
w554132013,554132013,way,"804,77"
w554132017,554132017,way,"124,28"
w554132018,554132018,way,"106,22"
w554132019,554132019,way,"150,96"
w554132020,554132020,way,"226,79"
w554132021,554132021,way,"305,38"
w554132022,554132022,way,"112,47"
w554132023,554132023,way,"38,24"
w554132024,554132024,way,"259,24"
w554132025,554132025,way,"31,03"
w554132028,554132028,way,"42,33"
w554132274,554132274,way,"240,53"
w554132275,554132275,way,"325,56"
w554132277,554132277,way,"149,86"
w554132278,554132278,way,"138,65"
w554132279,554132279,way,"288,67"
w554132280,554132280,way,"228,47"
w554132281,554132281,way,"231,33"
w554132282,554132282,way,"164,86"
w554132283,554132283,way,"300,7"
w554132441,554132441,way,"210,38"
w554132442,554132442,way,"280,06"
w554132444,554132444,way,"212,4"
w554132445,554132445,way,"143,75"
w554132446,554132446,way,"115,44"
w554132757,554132757,way,"347,2"
w554132759,554132759,way,"307,36"
w554132760,554132760,way,"388,52"
w554132761,554132761,way,"211,53"
w554132763,554132763,way,"20,28"
w554132878,554132878,way,"378,94"
w554132879,554132879,way,"228,84"
w554132880,554132880,way,"122,44"
w554132881,554132881,way,"122,22"
w554132882,554132882,way,"127,73"
w554132883,554132883,way,"289,9"
w554132884,554132884,way,"144,82"
w554132886,554132886,way,"105,77"
w554133306,554133306,way,"177,03"
w554133307,554133307,way,"118,77"
w554133308,554133308,way,"207,6"
w554133309,554133309,way,"199,08"
w554133310,554133310,way,"287,61"
w554133311,554133311,way,"187,39"
w554133315,554133315,way,"76,4"
w554133319,554133319,way,"96,58"
w554133322,554133322,way,"82,39"
w554133950,554133950,way,"173,8"
w554133952,554133952,way,"413,02"
w554133954,554133954,way,"192,85"
w554133965,554133965,way,"364,92"
w554133966,554133966,way,"49,38"
w556280028,556280028,way,"132,11"
w556280029,556280029,way,"57,97"
w556280030,556280030,way,"113,62"
w556280031,556280031,way,"28,5"
w556280032,556280032,way,"93,64"
w556280033,556280033,way,"383,23"
w556280034,556280034,way,"78,27"
w556280035,556280035,way,"149,36"
w556280036,556280036,way,"35,26"
w556280037,556280037,way,"63,94"
w556280117,556280117,way,"134,04"
w565033421,565033421,way,"944,6"
w565033423,565033423,way,"396,43"
w565033425,565033425,way,"209,14"
w565033427,565033427,way,"556,45"
w565033429,565033429,way,"110,88"
w565033430,565033430,way,"381,48"
w565725198,565725198,way,"193,38"
w565764344,565764344,way,"223,87"
w565764345,565764345,way,249
w574606546,574606546,way,"266,96"
w574606547,574606547,way,"288,46"
w574606548,574606548,way,"141,74"
w574606550,574606550,way,"176,56"
w574606551,574606551,way,"1223,69"
w574606552,574606552,way,"197,37"
w574606553,574606553,way,"61,13"
w574606554,574606554,way,"26,49"
w574606556,574606556,way,"235,5"
w574606557,574606557,way,"187,91"
w574606558,574606558,way,"509,26"
w574606559,574606559,way,"878,93"
w574606561,574606561,way,"925,13"
w574606562,574606562,way,"325,95"
w574606563,574606563,way,"148,65"
w574606564,574606564,way,"352,85"
w574606567,574606567,way,"1201,76"
w574606568,574606568,way,"355,33"
w574606569,574606569,way,"486,29"
w574606570,574606570,way,"406,21"
w574606571,574606571,way,"337,56"
w574606572,574606572,way,"354,07"
w574610361,574610361,way,"110,03"
w574610362,574610362,way,"52,4"
w574610363,574610363,way,"154,45"
w574610366,574610366,way,"53,47"
w574610367,574610367,way,"49,5"
w574610368,574610368,way,"59,89"
w574610369,574610369,way,"154,79"
w574610370,574610370,way,"96,6"
w574610371,574610371,way,"57,56"
w574610372,574610372,way,"26,03"
w574610373,574610373,way,"159,78"
w574610374,574610374,way,"132,67"
w574610375,574610375,way,"45,02"
w574610376,574610376,way,"210,85"
w574610378,574610378,way,"238,28"
w574610379,574610379,way,"83,41"
w574610380,574610380,way,"75,71"
w574610381,574610381,way,"161,34"
w574610382,574610382,way,"193,64"
w574610383,574610383,way,"203,8"
w574610384,574610384,way,"55,65"
w574610386,574610386,way,"44,92"
w574610387,574610387,way,"45,37"
w574611433,574611433,way,"223,22"
w574611434,574611434,way,"107,01"
w574611435,574611435,way,"122,94"
w574612622,574612622,way,"32,44"
w574615562,574615562,way,"244,37"
w574615563,574615563,way,"138,38"
w574615564,574615564,way,"113,11"
w574615565,574615565,way,"262,8"
w574615566,574615566,way,"80,79"
w574615567,574615567,way,"26,59"
w574615568,574615568,way,"132,82"
w574615569,574615569,way,"178,73"
w574615570,574615570,way,"34,93"
w574615572,574615572,way,"76,76"
w574615574,574615574,way,"102,89"
w574615576,574615576,way,"140,8"
w574616223,574616223,way,"275,97"
w574616225,574616225,way,"74,32"
w574616812,574616812,way,"490,63"
w574616813,574616813,way,"44,97"
w574616814,574616814,way,"145,14"
w574616815,574616815,way,"108,85"
w574616816,574616816,way,"46,12"
w574616817,574616817,way,"127,7"
w574617563,574617563,way,"92,88"
w574617564,574617564,way,"228,59"
w574617565,574617565,way,"189,74"
w576480192,576480192,way,"198,82"
w576480193,576480193,way,"130,77"
w576480194,576480194,way,"211,91"
w576480195,576480195,way,"239,73"
w576480196,576480196,way,"245,4"
w576480197,576480197,way,"261,6"
w576480198,576480198,way,"260,79"
w576480199,576480199,way,"237,59"
w576480200,576480200,way,"229,31"
w576481056,576481056,way,"257,36"
w576481057,576481057,way,"165,37"
w576481058,576481058,way,"181,78"
w576481059,576481059,way,"146,04"
w576481060,576481060,way,"171,25"
w576481061,576481061,way,"201,64"
w576481062,576481062,way,"243,14"
w576483431,576483431,way,"190,55"
w576483433,576483433,way,"288,93"
w576483434,576483434,way,"235,21"
w576483435,576483435,way,"211,58"
w576483437,576483437,way,"118,31"
w576483438,576483438,way,"280,88"
w576483439,576483439,way,"277,67"
w576483440,576483440,way,"274,19"
w576483442,576483442,way,"328,06"
w576483443,576483443,way,"212,26"
w576483444,576483444,way,"229,9"
w576483446,576483446,way,"108,52"
w576483447,576483447,way,"151,73"
w576484580,576484580,way,"122,57"
w576484581,576484581,way,"128,05"
w576484582,576484582,way,"127,14"
w576484583,576484583,way,"120,05"
w576484584,576484584,way,"246,62"
w576484585,576484585,way,"223,11"
w576484586,576484586,way,"254,73"
w576484587,576484587,way,"237,07"
w576484588,576484588,way,"170,23"
w576484589,576484589,way,"321,22"
w576484590,576484590,way,"150,99"
w576484591,576484591,way,"364,46"
w576484592,576484592,way,"287,32"
w576485114,576485114,way,"284,6"
w576485115,576485115,way,"224,55"
w576485116,576485116,way,"194,8"
w576485117,576485117,way,"228,91"
w576485118,576485118,way,"168,59"
w576485119,576485119,way,"183,34"
w576485120,576485120,way,"233,07"
w576485121,576485121,way,"154,57"
w576485122,576485122,way,"175,54"
w576485123,576485123,way,"155,56"
w576485125,576485125,way,"143,2"
w576485126,576485126,way,"164,51"
w576485128,576485128,way,"84,24"
w576485593,576485593,way,"228,9"
w576485594,576485594,way,"208,72"
w576485595,576485595,way,"237,1"
w576485597,576485597,way,"184,7"
w576485599,576485599,way,"146,13"
w576485603,576485603,way,"193,61"
w576485605,576485605,way,"153,11"
w576485607,576485607,way,"214,03"
w576491412,576491412,way,"88,97"
w579393919,579393919,way,"244,89"
w579393920,579393920,way,"245,72"
w579393922,579393922,way,"282,32"
w579393923,579393923,way,"209,4"
w579393926,579393926,way,"243,86"
w579393927,579393927,way,"256,55"
w579393929,579393929,way,"239,42"
w579393930,579393930,way,"149,36"
w579393931,579393931,way,"41,6"
w579393932,579393932,way,"214,26"
w579393935,579393935,way,"130,95"
w579393936,579393936,way,"130,17"
w579393937,579393937,way,"251,72"
w579393938,579393938,way,"276,06"
w579393939,579393939,way,"180,23"
w579393940,579393940,way,"205,46"
w579393941,579393941,way,"197,55"
w579395012,579395012,way,"337,75"
w579395013,579395013,way,"234,05"
w579395014,579395014,way,"281,68"
w579395015,579395015,way,"164,53"
w579395016,579395016,way,"247,56"
w579395982,579395982,way,"185,47"
w579395983,579395983,way,"219,91"
w579395985,579395985,way,"312,11"
w579395987,579395987,way,"15,92"
w579395988,579395988,way,"228,91"
w579395990,579395990,way,"248,84"
w579398442,579398442,way,"251,92"
w579398444,579398444,way,"310,74"
w579398448,579398448,way,"210,79"
w579398451,579398451,way,"228,39"
w579398457,579398457,way,"288,01"
w579398460,579398460,way,"275,64"
w579398466,579398466,way,"277,38"
w579398468,579398468,way,"37,81"
w579402753,579402753,way,"254,19"
w579402754,579402754,way,"269,11"
w579402756,579402756,way,"240,98"
w579405943,579405943,way,"6448,54"
w579405953,579405953,way,"410,28"
w579409211,579409211,way,"236,14"
w579409214,579409214,way,"311,64"
w579409216,579409216,way,"132,33"
w579409217,579409217,way,"182,68"
w579409218,579409218,way,"177,83"
w579409219,579409219,way,"174,82"
w579409220,579409220,way,"326,95"
w579409221,579409221,way,"186,55"
w579409230,579409230,way,"205,45"
w579412007,579412007,way,"26,23"
w579412345,579412345,way,"106,01"
w579412347,579412347,way,"217,81"
w580260685,580260685,way,"123,84"
w580260686,580260686,way,"186,69"
w580260687,580260687,way,"255,38"
w580260689,580260689,way,"443,32"
w580260690,580260690,way,"303,77"
w580260692,580260692,way,"227,51"
w580260694,580260694,way,"237,45"
w580260695,580260695,way,"269,62"
w580260696,580260696,way,"265,09"
w580260698,580260698,way,"182,5"
w580260699,580260699,way,"126,98"
w580260700,580260700,way,"135,01"
w580260701,580260701,way,"133,49"
w580260702,580260702,way,"211,53"
w580260703,580260703,way,"212,29"
w580260706,580260706,way,"343,77"
w580260707,580260707,way,"238,93"
w580260708,580260708,way,"225,34"
w580262379,580262379,way,"200,37"
w580262381,580262381,way,"342,48"
w580262383,580262383,way,"270,13"
w580263357,580263357,way,"143,58"
w580263358,580263358,way,"139,48"
w580263360,580263360,way,"242,57"
w580263361,580263361,way,"202,7"
w580263362,580263362,way,"290,02"
w580263363,580263363,way,"380,06"
w580263364,580263364,way,"178,2"
w580263366,580263366,way,"180,34"
w580263367,580263367,way,"258,99"
w580263368,580263368,way,"17,78"
w580263369,580263369,way,"347,15"
w580263370,580263370,way,"275,46"
w580263372,580263372,way,"33,71"
w584478903,584478903,way,"285,22"
w584478904,584478904,way,"321,5"
w584478907,584478907,way,"179,44"
w584478908,584478908,way,"246,17"
w584478909,584478909,way,"96,22"
w584478911,584478911,way,"148,23"
w584478912,584478912,way,"359,44"
w584478913,584478913,way,"40,24"
w584478921,584478921,way,"141,93"
w584478922,584478922,way,"565,11"
w584479313,584479313,way,"388,26"
w584479314,584479314,way,"192,07"
w584479315,584479315,way,"143,59"
w584479316,584479316,way,"131,88"
w584479318,584479318,way,"223,79"
w584479319,584479319,way,"193,2"
w584479320,584479320,way,"198,57"
w584479321,584479321,way,"169,57"
w584479322,584479322,way,"233,87"
w584479323,584479323,way,"328,83"
w584479324,584479324,way,"157,29"
w584479325,584479325,way,"142,69"
w584479736,584479736,way,"467,68"
w584479737,584479737,way,"251,24"
w584479739,584479739,way,"484,96"
w584479740,584479740,way,"241,97"
w584479742,584479742,way,201
w584479744,584479744,way,"291,55"
w584479747,584479747,way,"260,81"
w584479749,584479749,way,"281,43"
w584479750,584479750,way,"265,18"
w584479752,584479752,way,"272,05"
w584479753,584479753,way,"33,02"
w584479754,584479754,way,"237,78"
w584480360,584480360,way,"277,35"
w584480361,584480361,way,"177,03"
w584480363,584480363,way,"300,51"
w584480364,584480364,way,"296,03"
w584481042,584481042,way,"366,78"
w584481686,584481686,way,"233,88"
w584481688,584481688,way,"313,11"
w584481689,584481689,way,"335,25"
w584481690,584481690,way,"216,41"
w584481691,584481691,way,"354,12"
w585245443,585245443,way,"174,67"
w585245444,585245444,way,"264,84"
w585245446,585245446,way,"351,02"
w585245447,585245447,way,"109,63"
w585245448,585245448,way,"94,74"
w585245449,585245449,way,"274,09"
w585245451,585245451,way,"267,67"
w585245453,585245453,way,"182,99"
w585245454,585245454,way,"150,8"
w585245455,585245455,way,"228,44"
w585245456,585245456,way,"255,42"
w585245459,585245459,way,"331,61"
w585245460,585245460,way,"820,99"
w585245461,585245461,way,"347,13"
w585245462,585245462,way,"200,51"
w585245463,585245463,way,"244,23"
w585245464,585245464,way,"323,64"
w585245465,585245465,way,"285,88"
w585246040,585246040,way,"349,11"
w585246041,585246041,way,"81,19"
w585246042,585246042,way,"190,84"
w585246044,585246044,way,"217,31"
w585246045,585246045,way,"339,09"
w585246046,585246046,way,"321,11"
w585246047,585246047,way,"130,86"
w585246048,585246048,way,"177,17"
w585249089,585249089,way,"248,35"
w585249090,585249090,way,"171,14"
w585249091,585249091,way,"213,48"
w585249093,585249093,way,"53,99"
w585249094,585249094,way,"125,45"
w585249095,585249095,way,"245,45"
w585250079,585250079,way,"1725,4"
w585250080,585250080,way,"346,78"
w585250081,585250081,way,"271,58"
w585250082,585250082,way,"189,12"
w585250083,585250083,way,"33,02"
w585250084,585250084,way,"163,44"
w585250085,585250085,way,"191,76"
w585250086,585250086,way,"173,33"
w585250087,585250087,way,"269,7"
w585250088,585250088,way,"219,03"
w585250089,585250089,way,"182,37"
w585250090,585250090,way,"483,01"
w585250093,585250093,way,"273,7"
w585251870,585251870,way,"277,06"
w585251871,585251871,way,"111,88"
w585251872,585251872,way,"113,68"
w585251874,585251874,way,"256,7"
w585251882,585251882,way,"1265,36"
w585251883,585251883,way,"1262,99"
w586106936,586106936,way,"157,56"
w586106937,586106937,way,"319,41"
w586106938,586106938,way,"415,6"
w586106939,586106939,way,"216,51"
w586106940,586106940,way,"245,54"
w586106942,586106942,way,"175,58"
w586106944,586106944,way,"211,77"
w586106945,586106945,way,"291,18"
w586106948,586106948,way,"189,77"
w586106956,586106956,way,"204,6"
w586106959,586106959,way,"313,35"
w586106965,586106965,way,"164,74"
w586108773,586108773,way,"228,38"
w586108774,586108774,way,"346,61"
w586108775,586108775,way,"250,28"
w586108776,586108776,way,"227,23"
w586108777,586108777,way,"313,11"
w586108779,586108779,way,"243,84"
w586108780,586108780,way,"120,24"
w586108781,586108781,way,"162,5"
w586108782,586108782,way,"263,93"
w586108783,586108783,way,"372,74"
w586108784,586108784,way,"195,31"
w586108786,586108786,way,234
w586108787,586108787,way,"204,11"
w586108789,586108789,way,"240,1"
w586108790,586108790,way,"345,14"
w586110241,586110241,way,"374,29"
w586110242,586110242,way,"287,48"
w586110243,586110243,way,"116,54"
w586110244,586110244,way,"127,5"
w586110245,586110245,way,"219,33"
w586110247,586110247,way,"203,69"
w586110249,586110249,way,"246,92"
w586110250,586110250,way,"55,58"
w586110251,586110251,way,"92,85"
w586110252,586110252,way,"119,91"
w586111909,586111909,way,"267,32"
w586111910,586111910,way,"117,2"
w586111911,586111911,way,"325,01"
w586113084,586113084,way,"57,03"
w586113086,586113086,way,"85,78"
w586113088,586113088,way,"71,3"
