time,G(i)_East,G(i)_South,G(i)_West,Tot_Production [W/m2]
20190407:0210,0.0,0.0,0.0,0.0
20190407:0310,0.0,0.0,0.0,0.0
20190407:0410,0.0,0.0,0.0,0.0
20190407:0510,29.75,25.38,21.87,25.595
20190407:0610,309.53,293.6,86.57,245.825
20190407:0710,537.24,573.08,111.17,448.64250000000004
20190407:0810,571.75,625.45,287.82,527.6175000000001
20190407:0910,493.25,505.65,401.08,476.40749999999997
20190407:1010,263.76,243.82,251.43,250.7075
20190407:1110,387.98,368.08,369.52,373.41499999999996
20190407:1210,275.58,254.75,263.22,262.075
20190407:1310,253.47,234.79,242.93,241.495
20190407:1410,328.44,326.86,363.03,336.2975
20190407:1510,268.72,289.44,420.52,317.03
20190407:1610,121.49,118.18,187.13,136.245
20190407:1710,22.79,19.79,20.96,20.8325
20190407:1810,0.0,0.0,0.0,0.0
20190407:1910,0.0,0.0,0.0,0.0
20190407:2010,0.0,0.0,0.0,0.0
20190407:2110,0.0,0.0,0.0,0.0
20190407:2210,0.0,0.0,0.0,0.0
20190407:2310,0.0,0.0,0.0,0.0
20190408:0010,0.0,0.0,0.0,0.0
20190408:0110,0.0,0.0,0.0,0.0
20190408:0210,0.0,0.0,0.0,0.0
20190408:0310,0.0,0.0,0.0,0.0
20190408:0410,0.0,0.0,0.0,0.0
20190408:0510,95.89,63.76,25.51,62.230000000000004
20190408:0610,339.16,319.47,75.63,263.4325
20190408:0710,541.07,574.19,111.17,450.15500000000003
20190408:0810,520.84,555.02,301.47,483.0875
20190408:0910,752.83,870.72,452.44,736.6775
20190408:1010,791.62,933.62,609.21,817.0174999999999
20190408:1110,851.87,1045.06,780.57,930.64
20190408:1210,805.85,1009.23,898.51,930.705
20190408:1310,635.11,783.39,841.46,760.8375000000001
20190408:1410,390.86,418.69,496.3,431.135
20190408:1510,182.96,171.82,186.86,178.365
20190408:1610,112.73,106.75,142.18,117.1025
20190408:1710,17.83,15.49,16.4,16.3025
20190408:1810,0.0,0.0,0.0,0.0
20190408:1910,0.0,0.0,0.0,0.0
20190408:2010,0.0,0.0,0.0,0.0
20190408:2110,0.0,0.0,0.0,0.0
20190408:2210,0.0,0.0,0.0,0.0
20190408:2310,0.0,0.0,0.0,0.0
20190409:0010,0.0,0.0,0.0,0.0
20190409:0110,0.0,0.0,0.0,0.0
20190409:0210,0.0,0.0,0.0,0.0
20190409:0310,0.0,0.0,0.0,0.0
20190409:0410,0.0,0.0,0.0,0.0
20190409:0510,60.37,45.42,30.07,45.32
20190409:0610,161.56,150.27,111.17,143.3175
20190409:0710,164.26,152.35,146.71,153.91750000000002
20190409:0810,350.09,340.67,287.7,329.7825
20190409:0910,700.61,794.02,448.93,684.395
20190409:1010,860.8,1033.4,635.95,890.8875
20190409:1110,655.15,728.39,616.18,682.0274999999999
20190409:1210,394.87,378.5,384.01,383.97
20190409:1310,65.68,60.61,62.68,62.395
20190409:1410,121.4,112.03,115.86,115.33
20190409:1510,54.73,50.51,52.23,51.995
20190409:1610,30.85,28.47,29.44,29.3075
20190409:1710,11.89,10.33,10.93,10.870000000000001
20190409:1810,0.0,0.0,0.0,0.0
20190409:1910,0.0,0.0,0.0,0.0
20190409:2010,0.0,0.0,0.0,0.0
20190409:2110,0.0,0.0,0.0,0.0
20190409:2210,0.0,0.0,0.0,0.0
20190409:2310,0.0,0.0,0.0,0.0
20190410:0010,0.0,0.0,0.0,0.0
20190410:0110,0.0,0.0,0.0,0.0
20190410:0210,0.0,0.0,0.0,0.0
20190410:0310,0.0,0.0,0.0,0.0
20190410:0410,0.0,0.0,0.0,0.0
20190410:0510,58.16,45.31,31.89,45.167500000000004
20190410:0610,240.13,224.04,114.81,200.755
20190410:0710,212.74,199.73,178.6,197.7
20190410:0810,300.32,284.78,265.97,283.9625
20190410:0910,421.47,412.46,368.6,403.7475
20190410:1010,160.21,147.84,152.9,152.1975
20190410:1110,178.13,164.37,170.0,169.2175
20190410:1210,417.08,403.14,407.47,407.7075
20190410:1310,105.48,97.34,100.67,100.20750000000001
20190410:1410,248.86,232.91,244.78,239.865
20190410:1510,200.14,189.99,213.95,198.51749999999998
20190410:1610,136.57,139.42,331.69,186.77499999999998
20190410:1710,24.77,21.51,22.78,22.6425
20190410:1810,0.0,0.0,0.0,0.0
20190410:1910,0.0,0.0,0.0,0.0
20190410:2010,0.0,0.0,0.0,0.0
20190410:2110,0.0,0.0,0.0,0.0
20190410:2210,0.0,0.0,0.0,0.0
20190410:2310,0.0,0.0,0.0,0.0
20190411:0010,0.0,0.0,0.0,0.0
20190411:0110,0.0,0.0,0.0,0.0
20190411:0210,0.0,0.0,0.0,0.0
20190411:0310,0.0,0.0,0.0,0.0
20190411:0410,0.0,0.0,0.0,0.0
20190411:0510,126.06,82.19,29.16,79.9
20190411:0610,366.16,338.19,71.99,278.6325
20190411:0710,550.2,574.84,72.14,443.005
20190411:0810,714.35,796.05,264.99,642.86
20190411:0910,666.69,736.73,455.1,648.8125
20190411:1010,541.61,553.64,480.88,532.4425
20190411:1110,687.54,770.46,646.26,718.6800000000001
20190411:1210,501.28,508.38,502.45,505.1225
20190411:1310,436.57,440.1,461.91,444.67
20190411:1410,53.74,49.59,51.28,51.050000000000004
20190411:1510,84.58,78.05,80.72,80.35
20190411:1610,20.9,19.28,19.94,19.85
20190411:1710,29.72,25.81,27.34,27.17
20190411:1810,0.0,0.0,0.0,0.0
20190411:1910,0.0,0.0,0.0,0.0
20190411:2010,0.0,0.0,0.0,0.0
20190411:2110,0.0,0.0,0.0,0.0
20190411:2210,0.0,0.0,0.0,0.0
20190411:2310,0.0,0.0,0.0,0.0
20190412:0010,0.0,0.0,0.0,0.0
20190412:0110,0.0,0.0,0.0,0.0
20190412:0210,0.0,0.0,0.0,0.0
20190412:0310,0.0,0.0,0.0,0.0
20190412:0410,0.0,0.0,0.0,0.0
20190412:0510,25.87,23.88,23.69,24.33
20190412:0610,172.4,159.4,120.28,152.87
20190412:0710,449.31,458.59,147.5,378.49749999999995
20190412:0810,454.98,462.29,317.22,424.19500000000005
20190412:0910,533.28,549.98,424.52,514.44
20190412:1010,597.57,628.67,517.96,593.2175
20190412:1110,520.8,524.07,494.42,515.84
20190412:1210,0.0,0.0,0.0,0.0
20190412:1310,402.23,394.38,412.55,400.885
20190412:1410,361.8,366.41,419.62,378.56000000000006
20190412:1510,271.25,280.71,397.24,307.47749999999996
20190412:1610,141.92,142.32,343.13,192.42249999999999
20190412:1710,26.75,23.23,24.6,24.4525
20190412:1810,0.0,0.0,0.0,0.0
20190412:1910,0.0,0.0,0.0,0.0
20190412:2010,0.0,0.0,0.0,0.0
20190412:2110,0.0,0.0,0.0,0.0
20190412:2210,0.0,0.0,0.0,0.0
20190412:2310,0.0,0.0,0.0,0.0
20190413:0010,0.0,0.0,0.0,0.0
20190413:0110,0.0,0.0,0.0,0.0
20190413:0210,0.0,0.0,0.0,0.0
20190413:0310,0.0,0.0,0.0,0.0
20190413:0410,0.0,0.0,0.0,0.0
20190413:0510,71.16,54.68,38.27,54.697500000000005
20190413:0610,354.7,324.69,85.66,272.435
20190413:0710,537.18,554.71,94.9,435.375
20190413:0810,697.63,768.0,280.52,628.5375
20190413:0910,707.24,787.52,465.74,687.005
20190413:1010,440.44,425.43,407.32,424.655
20190413:1110,423.69,405.09,403.46,409.3325
20190413:1210,374.78,354.1,362.14,361.28
20190413:1310,195.04,179.98,186.14,185.28499999999997
20190413:1410,74.63,68.87,71.23,70.9
20190413:1510,149.9,138.62,144.47,142.9025
20190413:1610,66.67,61.53,63.63,63.34
20190413:1710,22.79,19.79,20.96,20.8325
20190413:1810,0.0,0.0,0.0,0.0
20190413:1910,0.0,0.0,0.0,0.0
20190413:2010,0.0,0.0,0.0,0.0
20190413:2110,0.0,0.0,0.0,0.0
20190413:2210,0.0,0.0,0.0,0.0
20190413:2310,0.0,0.0,0.0,0.0
20190414:0010,0.0,0.0,0.0,0.0
20190414:0110,0.0,0.0,0.0,0.0
20190414:0210,0.0,0.0,0.0,0.0
20190414:0310,0.0,0.0,0.0,0.0
20190414:0410,0.0,0.0,0.0,0.0
20190414:0510,26.87,24.79,24.6,25.2625
20190414:0610,215.65,198.53,127.57,185.07
20190414:0710,172.17,159.5,160.02,162.7975
20190414:0810,150.26,138.66,143.4,142.745
20190414:0910,640.69,691.54,458.51,620.5699999999999
20190414:1010,696.85,767.85,576.59,702.2850000000001
20190414:1110,369.09,346.05,351.87,353.265
20190414:1210,94.54,87.24,90.22,89.81
20190414:1310,235.84,217.63,225.08,224.04500000000002
20190414:1410,121.4,112.03,115.86,115.33
20190414:1510,38.81,35.81,37.04,36.8675
20190414:1610,74.63,68.87,71.23,70.9
20190414:1710,21.79,18.93,20.05,19.925
20190414:1810,0.0,0.0,0.0,0.0
20190414:1910,0.0,0.0,0.0,0.0
20190414:2010,0.0,0.0,0.0,0.0
20190414:2110,0.0,0.0,0.0,0.0
20190414:2210,0.0,0.0,0.0,0.0
20190414:2310,0.0,0.0,0.0,0.0
20190415:0010,0.0,0.0,0.0,0.0
20190415:0110,0.0,0.0,0.0,0.0
20190415:0210,0.0,0.0,0.0,0.0
20190415:0310,0.0,0.0,0.0,0.0
20190415:0410,0.0,0.0,0.0,0.0
20190415:0510,15.92,14.69,14.58,14.969999999999999
20190415:0610,256.41,234.92,125.75,213.0
20190415:0710,489.36,496.83,141.01,406.0075
20190415:0810,562.66,591.55,322.79,517.1375
20190415:0910,429.98,417.81,378.59,411.0475
20190415:1010,478.39,468.51,437.83,463.31
20190415:1110,507.9,503.85,482.75,499.5875
20190415:1210,700.4,805.13,756.79,766.8625
20190415:1310,581.76,656.91,712.27,651.9625
20190415:1410,349.59,345.81,389.81,357.755
20190415:1510,329.78,380.52,724.42,453.80999999999995
20190415:1610,145.61,147.14,554.89,248.695
20190415:1710,32.69,28.4,30.07,29.89
20190415:1810,0.0,0.0,0.0,0.0
20190415:1910,0.0,0.0,0.0,0.0
20190415:2010,0.0,0.0,0.0,0.0
20190415:2110,0.0,0.0,0.0,0.0
20190415:2210,0.0,0.0,0.0,0.0
20190415:2310,0.0,0.0,0.0,0.0
20190416:0010,0.0,0.0,0.0,0.0
20190416:0110,0.0,0.0,0.0,0.0
20190416:0210,0.0,0.0,0.0,0.0
20190416:0310,0.0,0.0,0.0,0.0
20190416:0410,0.0,0.0,0.0,0.0
20190416:0510,149.08,96.08,38.27,94.8775
20190416:0610,385.72,346.36,79.28,289.43
20190416:0710,571.88,583.47,92.16,457.745
20190416:0810,691.52,749.95,297.88,622.325
20190416:0910,666.52,721.36,468.98,644.5550000000001
20190416:1010,455.63,441.07,420.39,439.53999999999996
20190416:1110,622.39,658.01,589.25,631.915
20190416:1210,270.6,250.09,258.47,257.3125
20190416:1310,370.65,354.61,370.32,362.5475
20190416:1410,366.61,367.12,420.93,380.445
20190416:1510,276.32,280.22,393.78,307.635
20190416:1610,136.87,128.56,199.85,148.46
20190416:1710,30.71,26.68,28.25,28.08
20190416:1810,0.0,0.0,0.0,0.0
20190416:1910,0.0,0.0,0.0,0.0
20190416:2010,0.0,0.0,0.0,0.0
20190416:2110,0.0,0.0,0.0,0.0
20190416:2210,0.0,0.0,0.0,0.0
20190416:2310,0.0,0.0,0.0,0.0
20190417:0010,0.0,0.0,0.0,0.0
20190417:0110,0.0,0.0,0.0,0.0
20190417:0210,0.0,0.0,0.0,0.0
20190417:0310,0.0,0.0,0.0,0.0
20190417:0410,0.0,0.0,0.0,0.0
20190417:0510,132.2,88.86,43.74,88.41499999999999
20190417:0610,377.64,338.07,87.48,285.315
20190417:0710,558.59,566.79,107.52,449.9225
20190417:0810,688.84,743.47,302.93,619.6775
20190417:0910,790.31,886.52,486.03,762.345
20190417:1010,738.04,819.76,601.47,744.7574999999999
20190417:1110,789.77,909.61,738.02,836.7525
20190417:1210,698.0,794.9,752.79,760.1475
20190417:1310,78.61,72.54,75.03,74.68
20190417:1410,70.65,65.2,67.43,67.12
20190417:1510,69.66,64.28,66.48,66.175
20190417:1610,90.94,83.97,89.22,87.025
20190417:1710,25.76,22.37,23.69,23.5475
20190417:1810,0.0,0.0,0.0,0.0
20190417:1910,0.0,0.0,0.0,0.0
20190417:2010,0.0,0.0,0.0,0.0
20190417:2110,0.0,0.0,0.0,0.0
20190417:2210,0.0,0.0,0.0,0.0
20190417:2310,0.0,0.0,0.0,0.0
20190418:0010,0.0,0.0,0.0,0.0
20190418:0110,0.0,0.0,0.0,0.0
20190418:0210,0.0,0.0,0.0,0.0
20190418:0310,0.0,0.0,0.0,0.0
20190418:0410,0.0,0.0,0.0,0.0
20190418:0510,159.42,102.5,42.83,101.8125
20190418:0610,388.96,346.35,89.3,292.74
20190418:0710,599.09,605.97,93.79,476.20500000000004
20190418:0810,763.05,826.8,294.56,677.8025
20190418:0910,888.97,1006.28,503.27,851.2
20190418:1010,949.61,1106.45,701.32,965.9575
20190418:1110,934.16,1108.92,856.52,1002.13
20190418:1210,852.38,1022.16,949.89,961.6475
20190418:1310,726.22,873.86,988.38,865.5799999999999
20190418:1410,541.01,641.34,913.86,684.3875
20190418:1510,346.66,393.58,784.35,479.5425
20190418:1610,157.62,151.07,472.57,233.0825
20190418:1710,36.66,31.84,33.72,33.515
20190418:1810,0.0,0.0,0.0,0.0
20190418:1910,0.0,0.0,0.0,0.0
20190418:2010,0.0,0.0,0.0,0.0
20190418:2110,0.0,0.0,0.0,0.0
20190418:2210,0.0,0.0,0.0,0.0
20190418:2310,0.0,0.0,0.0,0.0
20190419:0010,0.0,0.0,0.0,0.0
20190419:0110,0.0,0.0,0.0,0.0
20190419:0210,0.0,0.0,0.0,0.0
20190419:0310,0.0,0.0,0.0,0.0
20190419:0410,0.0,0.0,0.0,0.0
20190419:0510,181.34,112.16,39.18,111.21000000000001
20190419:0610,415.93,366.66,76.54,306.4475
20190419:0710,615.26,619.49,89.57,485.9525
20190419:0810,770.87,832.15,297.29,683.115
20190419:0910,897.36,1012.16,508.12,857.45
20190419:1010,947.07,1098.83,702.28,961.7524999999999
20190419:1110,932.15,1101.59,855.94,997.8175
20190419:1210,854.31,1020.04,951.82,961.5525
20190419:1310,731.32,876.04,995.42,869.7049999999999
20190419:1410,541.48,637.14,909.17,681.2325000000001
20190419:1510,335.11,368.4,679.35,437.815
20190419:1610,160.25,151.69,476.37,235.0
20190419:1710,36.66,31.84,33.72,33.515
20190419:1810,0.0,0.0,0.0,0.0
20190419:1910,0.0,0.0,0.0,0.0
20190419:2010,0.0,0.0,0.0,0.0
20190419:2110,0.0,0.0,0.0,0.0
20190419:2210,0.0,0.0,0.0,0.0
20190419:2310,0.0,0.0,0.0,0.0
20190420:0010,0.0,0.0,0.0,0.0
20190420:0110,0.0,0.0,0.0,0.0
20190420:0210,0.0,0.0,0.0,0.0
20190420:0310,0.0,0.0,0.0,0.0
20190420:0410,0.0,0.0,0.0,0.0
20190420:0510,184.54,114.38,41.92,113.80499999999999
20190420:0610,417.66,366.48,79.28,307.475
20190420:0710,624.81,626.19,91.08,492.0675
20190420:0810,775.78,834.1,301.9,686.47
20190420:0910,881.31,988.77,510.06,842.2275
20190420:1010,935.01,1079.3,699.09,948.175
20190420:1110,921.47,1082.93,848.62,983.9875000000001
20190420:1210,849.36,1008.55,945.37,952.9575
20190420:1310,719.05,854.09,970.54,849.4425
20190420:1410,546.94,640.3,919.28,686.7049999999999
20190420:1510,336.55,366.72,675.17,436.29
20190420:1610,152.77,142.17,258.62,173.9325
20190420:1710,42.6,37.0,39.18,38.945
20190420:1810,0.0,0.0,0.0,0.0
20190420:1910,0.0,0.0,0.0,0.0
20190420:2010,0.0,0.0,0.0,0.0
20190420:2110,0.0,0.0,0.0,0.0
20190420:2210,0.0,0.0,0.0,0.0
20190420:2310,0.0,0.0,0.0,0.0
20190421:0010,0.0,0.0,0.0,0.0
20190421:0110,0.0,0.0,0.0,0.0
20190421:0210,0.0,0.0,0.0,0.0
20190421:0310,0.0,0.0,0.0,0.0
20190421:0410,0.0,0.0,0.0,0.0
20190421:0510,34.83,32.14,31.89,32.75
20190421:0610,132.05,121.44,113.9,122.20750000000001
20190421:0710,259.7,243.62,214.13,240.26749999999998
20190421:0810,485.78,486.1,341.95,449.9825
20190421:0910,388.78,368.93,354.37,370.2525
20190421:1010,451.23,433.35,418.17,434.02500000000003
20190421:1110,413.74,391.37,394.33,397.7025
20190421:1210,391.49,369.65,378.76,377.3875
20190421:1310,162.2,149.68,154.8,154.09
20190421:1410,106.48,98.26,101.62,101.155
20190421:1510,149.92,138.55,144.4,142.85500000000002
20190421:1610,98.33,90.74,98.53,94.58500000000001
20190421:1710,35.66,30.98,32.8,32.605
20190421:1810,0.0,0.0,0.0,0.0
20190421:1910,0.0,0.0,0.0,0.0
20190421:2010,0.0,0.0,0.0,0.0
20190421:2110,0.0,0.0,0.0,0.0
20190421:2210,0.0,0.0,0.0,0.0
20190421:2310,0.0,0.0,0.0,0.0
20190422:0010,0.0,0.0,0.0,0.0
20190422:0110,0.0,0.0,0.0,0.0
20190422:0210,0.0,0.0,0.0,0.0
20190422:0310,0.0,0.0,0.0,0.0
20190422:0410,0.0,0.0,0.0,0.0
20190422:0510,59.45,51.29,46.47,52.125
20190422:0610,283.22,253.36,134.86,231.20000000000002
20190422:0710,389.4,377.22,213.86,339.425
20190422:0810,445.74,438.98,334.97,414.6675
20190422:0910,474.76,465.77,407.65,453.48749999999995
20190422:1010,197.03,181.82,188.04,187.1775
20190422:1110,132.35,122.13,126.31,125.72999999999999
20190422:1210,126.38,116.62,120.61,120.0575
20190422:1310,151.26,139.58,144.35,143.6925
20190422:1410,151.26,139.58,144.35,143.6925
20190422:1510,69.66,64.28,66.48,66.175
20190422:1610,36.82,33.98,35.14,34.980000000000004
20190422:1710,18.82,16.35,17.31,17.2075
20190422:1810,0.0,0.0,0.0,0.0
20190422:1910,0.0,0.0,0.0,0.0
20190422:2010,0.0,0.0,0.0,0.0
20190422:2110,0.0,0.0,0.0,0.0
20190422:2210,0.0,0.0,0.0,0.0
20190422:2310,0.0,0.0,0.0,0.0
20190423:0010,0.0,0.0,0.0,0.0
20190423:0110,0.0,0.0,0.0,0.0
20190423:0210,0.0,0.0,0.0,0.0
20190423:0310,0.0,0.0,0.0,0.0
20190423:0410,0.0,0.0,0.0,0.0
20190423:0510,9.95,9.18,9.11,9.355
20190423:0610,26.87,24.79,24.6,25.2625
20190423:0710,267.18,250.45,219.06,246.785
20190423:0810,298.36,278.92,272.48,282.17
20190423:0910,282.95,262.0,268.47,268.855
20190423:1010,137.33,126.72,131.06,130.45749999999998
20190423:1110,570.0,575.26,541.79,565.5775
20190423:1210,433.96,415.5,423.66,422.155
20190423:1310,570.77,616.06,676.97,619.9649999999999
20190423:1410,284.95,267.76,285.79,276.565
20190423:1510,315.7,324.46,525.53,372.5375
20190423:1610,115.45,106.44,121.96,112.57249999999999
20190423:1710,43.59,37.86,40.09,39.85
20190423:1810,0.0,0.0,0.0,0.0
20190423:1910,0.0,0.0,0.0,0.0
20190423:2010,0.0,0.0,0.0,0.0
20190423:2110,0.0,0.0,0.0,0.0
20190423:2210,0.0,0.0,0.0,0.0
20190423:2310,0.0,0.0,0.0,0.0
20190424:0010,0.0,0.0,0.0,0.0
20190424:0110,0.0,0.0,0.0,0.0
20190424:0210,0.0,0.0,0.0,0.0
20190424:0310,0.0,0.0,0.0,0.0
20190424:0410,0.0,0.0,0.0,0.0
20190424:0510,153.98,103.93,58.32,105.03999999999999
20190424:0610,404.09,350.12,99.32,300.9125
20190424:0710,612.47,603.5,120.53,485.0
20190424:0810,780.61,826.16,314.82,686.9375
20190424:0910,889.2,983.31,520.6,844.105
20190424:1010,916.65,1040.29,697.04,923.5675
20190424:1110,917.17,1060.92,847.44,971.6125000000001
20190424:1210,862.84,1009.21,960.17,960.3575000000001
20190424:1310,694.7,803.01,918.35,804.7675
20190424:1410,263.91,245.83,258.65,253.555
20190424:1510,249.35,237.12,286.35,252.485
20190424:1610,167.57,152.34,352.12,206.09250000000003
20190424:1710,46.56,40.44,42.83,42.567499999999995
20190424:1810,0.0,0.0,0.0,0.0
20190424:1910,0.0,0.0,0.0,0.0
20190424:2010,0.0,0.0,0.0,0.0
20190424:2110,0.0,0.0,0.0,0.0
20190424:2210,0.0,0.0,0.0,0.0
20190424:2310,0.0,0.0,0.0,0.0
20190425:0010,0.0,0.0,0.0,0.0
20190425:0110,0.0,0.0,0.0,0.0
20190425:0210,0.0,0.0,0.0,0.0
20190425:0310,0.0,0.0,0.0,0.0
20190425:0410,0.0,0.0,0.0,0.0
20190425:0510,190.25,119.02,51.94,120.0575
20190425:0610,420.52,361.13,90.21,308.2475
20190425:0710,623.49,611.54,116.51,490.77
20190425:0810,778.6,820.86,317.26,684.395
20190425:0910,896.91,988.81,522.72,849.3125
20190425:1010,949.2,1077.03,711.88,953.785
20190425:1110,928.57,1071.83,856.55,982.1949999999999
20190425:1210,856.74,997.39,952.64,951.04
20190425:1310,732.82,851.63,988.09,856.0425
20190425:1410,560.2,637.87,939.07,693.7525
20190425:1510,364.0,389.48,804.86,486.95500000000004
20190425:1610,169.07,152.75,351.49,206.515
20190425:1710,49.53,43.02,45.56,45.2825
20190425:1810,0.0,0.0,0.0,0.0
20190425:1910,0.0,0.0,0.0,0.0
20190425:2010,0.0,0.0,0.0,0.0
20190425:2110,0.0,0.0,0.0,0.0
20190425:2210,0.0,0.0,0.0,0.0
20190425:2310,0.0,0.0,0.0,0.0
20190426:0010,0.0,0.0,0.0,0.0
20190426:0110,0.0,0.0,0.0,0.0
20190426:0210,0.0,0.0,0.0,0.0
20190426:0310,0.0,0.0,0.0,0.0
20190426:0410,0.0,0.0,0.0,0.0
20190426:0510,131.59,94.34,62.87,95.785
20190426:0610,344.32,300.51,126.66,268.0
20190426:0710,543.66,531.04,161.86,441.9
20190426:0810,704.27,735.77,330.98,626.6975
20190426:0910,824.92,900.81,510.5,784.26
20190426:1010,863.35,966.81,671.09,867.015
20190426:1110,605.36,619.87,575.06,605.04
20190426:1210,342.76,318.99,328.89,327.4075
20190426:1310,176.13,162.54,168.1,167.3275
20190426:1410,154.24,142.33,147.2,146.525
20190426:1510,174.13,161.18,170.11,166.65
20190426:1610,26.87,24.79,25.64,25.5225
20190426:1710,7.93,6.88,7.29,7.244999999999999
20190426:1810,0.0,0.0,0.0,0.0
20190426:1910,0.0,0.0,0.0,0.0
20190426:2010,0.0,0.0,0.0,0.0
20190426:2110,0.0,0.0,0.0,0.0
20190426:2210,0.0,0.0,0.0,0.0
20190426:2310,0.0,0.0,0.0,0.0
20190427:0010,0.0,0.0,0.0,0.0
20190427:0110,0.0,0.0,0.0,0.0
20190427:0210,0.0,0.0,0.0,0.0
20190427:0310,0.0,0.0,0.0,0.0
20190427:0410,0.0,0.0,0.0,0.0
20190427:0510,230.95,136.07,46.47,137.39
20190427:0610,457.02,386.47,80.19,327.5375
20190427:0710,656.98,638.63,117.92,513.04
20190427:0810,809.15,847.09,328.01,707.835
20190427:0910,927.87,1016.28,539.83,875.065
20190427:1010,970.25,1093.35,730.06,971.7524999999999
20190427:1110,963.54,1105.45,887.89,1015.5825
20190427:1210,883.58,1021.49,982.46,977.255
20190427:1310,743.29,855.16,997.13,862.685
20190427:1410,559.66,627.13,914.14,682.015
20190427:1510,378.11,398.47,839.26,503.5775
20190427:1610,181.2,150.95,615.1,274.54999999999995
20190427:1710,45.57,39.58,41.92,41.6625
20190427:1810,0.0,0.0,0.0,0.0
20190427:1910,0.0,0.0,0.0,0.0
20190427:2010,0.0,0.0,0.0,0.0
20190427:2110,0.0,0.0,0.0,0.0
20190427:2210,0.0,0.0,0.0,0.0
20190427:2310,0.0,0.0,0.0,0.0
20190428:0010,0.0,0.0,0.0,0.0
20190428:0110,0.0,0.0,0.0,0.0
20190428:0210,0.0,0.0,0.0,0.0
20190428:0310,0.0,0.0,0.0,0.0
20190428:0410,0.0,0.0,0.0,0.0
20190428:0510,164.55,110.75,64.7,112.6875
20190428:0610,421.4,358.38,101.15,309.8275
20190428:0710,610.04,591.77,141.54,483.78
20190428:0810,721.21,748.77,342.25,640.25
20190428:0910,712.45,751.49,505.23,680.165
20190428:1010,864.36,959.11,678.96,865.385
20190428:1110,404.82,380.0,386.02,387.71
20190428:1210,743.14,826.75,805.41,800.5125
20190428:1310,333.58,311.85,324.82,320.525
20190428:1410,550.87,613.29,894.29,667.935
20190428:1510,343.15,350.77,625.36,417.5125
20190428:1610,178.92,156.14,431.78,230.74499999999998
20190428:1710,50.52,43.88,46.47,46.1875
20190428:1810,0.0,0.0,0.0,0.0
20190428:1910,0.0,0.0,0.0,0.0
20190428:2010,0.0,0.0,0.0,0.0
20190428:2110,0.0,0.0,0.0,0.0
20190428:2210,0.0,0.0,0.0,0.0
20190428:2310,0.0,0.0,0.0,0.0
20190429:0010,0.0,0.0,0.0,0.0
20190429:0110,0.0,0.0,0.0,0.0
20190429:0210,0.0,0.0,0.0,0.0
20190429:0310,0.0,0.0,0.0,0.0
20190429:0410,0.0,0.0,0.0,0.0
20190429:0510,96.88,78.72,66.52,80.21
20190429:0610,420.32,356.45,104.79,309.5025
20190429:0710,506.05,487.98,203.7,421.4275
20190429:0810,270.8,251.16,253.49,256.6525
20190429:0910,128.37,118.46,122.51,121.94999999999999
20190429:1010,97.52,89.99,93.07,92.64249999999998
20190429:1110,89.56,82.65,85.47,85.08250000000001
20190429:1210,88.56,81.73,84.52,84.13499999999999
20190429:1310,111.45,102.85,106.37,105.88
20190429:1410,94.54,87.24,90.22,89.81
20190429:1510,155.91,144.01,150.05,148.495
20190429:1610,144.02,131.53,174.07,145.28750000000002
20190429:1710,46.56,40.44,64.03,47.8675
20190429:1810,0.0,0.0,0.0,0.0
20190429:1910,0.0,0.0,0.0,0.0
20190429:2010,0.0,0.0,0.0,0.0
20190429:2110,0.0,0.0,0.0,0.0
20190429:2210,0.0,0.0,0.0,0.0
20190429:2310,0.0,0.0,0.0,0.0
20190430:0010,0.0,0.0,0.0,0.0
20190430:0110,0.0,0.0,0.0,0.0
20190430:0210,0.0,0.0,0.0,0.0
20190430:0310,0.0,0.0,0.0,0.0
20190430:0410,0.0,0.0,0.0,0.0
20190430:0510,87.56,73.75,65.61,75.1675
20190430:0610,176.09,160.39,142.15,159.755
20190430:0710,346.1,325.94,246.49,311.1175
20190430:0810,753.59,778.92,346.35,664.4449999999999
20190430:0910,866.26,935.69,535.46,818.2750000000001
20190430:1010,934.71,1040.13,716.19,932.7900000000001
20190430:1110,954.56,1083.19,881.46,1000.6
20190430:1210,723.06,789.7,776.04,769.625
20190430:1310,207.98,191.92,198.49,197.5775
20190430:1410,253.67,235.29,246.16,242.6025
20190430:1510,379.12,390.0,814.19,493.3275
20190430:1610,130.41,119.67,140.02,127.4425
20190430:1710,48.54,42.16,299.7,108.14
20190430:1810,0.0,0.0,0.0,0.0
20190430:1910,0.0,0.0,0.0,0.0
20190430:2010,0.0,0.0,0.0,0.0
20190430:2110,0.0,0.0,0.0,0.0
20190430:2210,0.0,0.0,0.0,0.0
20190430:2310,0.0,0.0,0.0,0.0
20190501:0010,0.0,0.0,0.0,0.0
20190501:0110,0.0,0.0,0.0,0.0
20190501:0210,0.0,0.0,0.0,0.0
20190501:0310,0.0,0.0,0.0,0.0
20190501:0410,0.0,0.0,0.0,0.0
20190501:0510,81.41,69.89,63.79,71.245
20190501:0610,194.46,176.15,149.44,174.05
20190501:0710,574.69,552.0,176.8,463.8725
20190501:0810,462.27,448.27,356.49,428.825
20190501:0910,585.35,587.1,471.51,557.7650000000001
20190501:1010,462.98,441.58,430.18,444.08000000000004
20190501:1110,205.99,190.09,196.59,195.69
20190501:1210,121.4,112.03,115.86,115.33
20190501:1310,122.4,112.95,116.81,116.2775
