time,Residential,Industrial,Commercial
20191105:0010,1.053,4.161,6.9716
20191105:0110,0.9866,4.0436,6.5321
20191105:0210,0.9648,4.1296,6.3876
20191105:0310,0.9589,4.1101,6.3483
20191105:0410,0.9734,4.2729,6.4448
20191105:0510,1.0389,4.5316,6.878
20191105:0610,1.2114,5.2613,8.0203
20191105:0710,1.4892,6.4083,9.8595
20191105:0810,1.779,8.7666,11.7783
20191105:0910,2.1539,10.6437,14.2603
20191105:1010,2.3681,10.9674,15.6786
20191105:1110,2.4844,10.9878,16.4485
20191105:1210,2.4813,10.4451,16.4276
20191105:1310,2.4297,9.7941,16.0862
20191105:1410,2.3991,10.3799,15.8834
20191105:1510,2.2834,10.2009,15.1179
20191105:1610,2.2244,9.893,14.7272
20191105:1710,2.2038,8.5295,14.5904
20191105:1810,2.1708,7.2928,14.3723
20191105:1910,2.0123,6.3395,13.3228
20191105:2010,1.7569,5.3095,11.6318
20191105:2110,1.5481,4.7166,10.2497
20191105:2210,1.3832,4.2622,9.1576
20191105:2310,1.2124,4.1275,8.0266
20191106:0010,1.0592,4.0891,7.0127
20191106:0110,0.9874,4.0511,6.5373
20191106:0210,0.9644,4.1048,6.385
20191106:0310,0.9599,4.1121,6.355
20191106:0410,0.9725,4.322,6.4389
20191106:0510,1.0349,4.5619,6.8516
20191106:0610,1.207,5.2859,7.9911
20191106:0710,1.492,6.4803,9.8779
20191106:0810,1.7711,9.0551,11.7261
20191106:0910,2.1629,10.5951,14.3201
20191106:1010,2.4235,11.2103,16.0448
20191106:1110,2.5722,11.0879,17.0299
20191106:1210,2.5903,10.8105,17.1492
20191106:1310,2.5595,10.2213,16.9455
20191106:1410,2.5221,10.7799,16.6977
20191106:1510,2.3662,10.5332,15.6658
20191106:1610,2.2836,9.9675,15.1191
20191106:1710,2.2564,8.634,14.939
20191106:1810,2.2256,7.5678,14.7352
20191106:1910,2.0785,6.4993,13.7611
20191106:2010,1.8258,5.4766,12.0882
20191106:2110,1.5914,4.7334,10.5363
20191106:2210,1.4319,4.2838,9.4801
20191106:2310,1.2504,4.1362,8.2785
20191107:0010,1.1021,4.131,7.2963
20191107:0110,1.0206,4.0782,6.7573
20191107:0210,0.9863,4.1793,6.5297
20191107:0310,0.9798,4.1628,6.4868
20191107:0410,0.9937,4.4062,6.5791
20191107:0510,1.058,4.6408,7.0044
20191107:0610,1.2411,5.2987,8.217
20191107:0710,1.5303,6.7013,10.1314
20191107:0810,1.8366,9.103,12.1593
20191107:0910,2.2021,10.6362,14.579
20191107:1010,2.4704,11.1775,16.3557
20191107:1110,2.5826,11.2353,17.0984
20191107:1210,2.6009,10.7914,17.2194
20191107:1310,2.569,10.1862,17.0083
20191107:1410,2.5627,10.7039,16.967
20191107:1510,2.4373,10.7308,16.1367
20191107:1610,2.3575,10.416,15.6081
20191107:1710,2.3175,9.0263,15.3431
20191107:1810,2.2834,7.7014,15.1178
20191107:1910,2.1115,6.7353,13.9794
20191107:2010,1.8523,5.4793,12.2635
20191107:2110,1.6297,4.7123,10.7898
20191107:2210,1.4641,4.3752,9.6934
20191107:2310,1.282,4.1381,8.4878
20191108:0010,1.1286,4.1299,7.4718
20191108:0110,1.0365,4.0941,6.862
20191108:0210,1.0033,4.1641,6.6423
20191108:0310,0.9951,4.1167,6.5884
20191108:0410,1.0025,4.383,6.637
20191108:0510,1.0717,4.633,7.0953
20191108:0610,1.2556,5.3839,8.3128
20191108:0710,1.5409,6.6462,10.2017
20191108:0810,1.863,9.129,12.3343
20191108:0910,2.2275,10.7004,14.7477
20191108:1010,2.4916,11.1995,16.4962
20191108:1110,2.625,11.0831,17.3793
20191108:1210,2.5969,10.4266,17.193
20191108:1310,2.5833,9.9393,17.1029
20191108:1410,2.5514,10.5326,16.8919
20191108:1510,2.4088,10.2682,15.9481
20191108:1610,2.3163,9.6803,15.3356
20191108:1710,2.2758,8.38,15.0671
20191108:1810,2.2352,7.1808,14.7983
20191108:1910,2.0835,6.2301,13.7942
20191108:2010,1.8284,5.187,12.1053
20191108:2110,1.6148,4.4585,10.6908
20191108:2210,1.472,4.1806,9.7457
20191108:2310,1.3176,4.0045,8.7235
20191109:0010,1.1545,3.9693,7.6435
20191109:0110,1.0541,3.9332,6.9788
20191109:0210,1.0116,4.0584,6.6977
20191109:0310,0.9981,3.9779,6.6081
20191109:0410,1.0038,4.1842,6.646
20191109:0510,1.041,4.2986,6.8919
20191109:0610,1.1449,4.689,7.5799
20191109:0710,1.3128,5.2793,8.6916
20191109:0810,1.4539,5.7571,9.6256
20191109:0910,1.6145,6.0227,10.6891
20191109:1010,1.7686,6.1102,11.709
20191109:1110,1.8531,6.0756,12.2685
20191109:1210,1.8488,5.8669,12.2405
20191109:1310,1.7841,5.4611,11.8119
20191109:1410,1.7506,5.2627,11.5902
20191109:1510,1.6845,5.1324,11.1528
20191109:1610,1.6221,4.9686,10.7393
20191109:1710,1.6636,5.0073,11.0139
20191109:1810,1.7511,4.8276,11.5936
20191109:1910,1.7401,4.615,11.5204
20191109:2010,1.6382,4.2814,10.8461
20191109:2110,1.5282,4.0627,10.1176
20191109:2210,1.4426,3.8393,9.5507
20191109:2310,1.3191,3.7565,8.7333
20191110:0010,1.1789,3.6884,7.8049
20191110:0110,1.0649,3.5904,7.0504
20191110:0210,1.0119,3.5535,6.6996
20191110:0310,0.9928,3.5655,6.5732
20191110:0410,0.9828,3.6187,6.507
20191110:0510,1.0025,3.6759,6.6375
20191110:0610,1.0675,3.9062,7.0673
20191110:0710,1.1485,4.0398,7.6037
20191110:0810,1.2123,4.3383,8.026
20191110:0910,1.3234,4.4397,8.7614
20191110:1010,1.4773,4.732,9.7806
20191110:1110,1.577,4.6548,10.4411
20191110:1210,1.5958,4.5873,10.5653
20191110:1310,1.5609,4.5085,10.3341
20191110:1410,1.5442,4.4996,10.2237
20191110:1510,1.4953,4.465,9.9001
20191110:1610,1.4315,4.4719,9.4772
20191110:1710,1.4807,4.5588,9.8031
20191110:1810,1.568,4.5119,10.3814
20191110:1910,1.5769,4.4572,10.4398
20191110:2010,1.4896,4.1856,9.8624
20191110:2110,1.3917,4.1435,9.2142
20191110:2210,1.2949,3.9339,8.5731
20191110:2310,1.1864,3.862,7.8549
20191111:0010,1.0672,3.8488,7.0656
20191111:0110,1.0134,3.9096,6.7091
20191111:0210,0.9892,4.0064,6.5492
20191111:0310,0.9891,4.0618,6.5485
20191111:0410,1.0101,4.2659,6.6873
20191111:0510,1.089,4.4562,7.21
20191111:0610,1.2663,5.2818,8.384
20191111:0710,1.5569,6.7749,10.3077
20191111:0810,1.9038,9.1941,12.6047
20191111:0910,2.2773,10.9138,15.0775
20191111:1010,2.5195,11.4938,16.681
20191111:1110,2.6241,11.5463,17.3735
20191111:1210,2.6282,11.1449,17.4006
20191111:1310,2.5812,10.7462,17.0891
20191111:1410,2.5926,11.2329,17.1645
20191111:1510,2.4741,11.1138,16.3802
20191111:1610,2.4216,10.6842,16.0324
20191111:1710,2.3901,9.2739,15.8242
20191111:1810,2.2883,7.9217,15.1503
20191111:1910,2.1113,6.7405,13.9785
20191111:2010,1.8271,5.5634,12.0966
20191111:2110,1.5949,4.8675,10.559
20191111:2210,1.4183,4.426,9.3902
20191111:2310,1.2591,4.2282,8.3364
20191112:0010,1.1157,4.2307,7.3866
20191112:0110,1.0444,4.2076,6.9149
20191112:0210,1.0173,4.2735,6.7353
20191112:0310,1.0154,4.3003,6.7223
20191112:0410,1.0312,4.5303,6.8274
20191112:0510,1.0951,4.6338,7.2505
20191112:0610,1.2848,5.5675,8.5062
20191112:0710,1.5984,6.9763,10.5826
20191112:0810,1.9294,9.5826,12.774
20191112:0910,2.2991,11.2716,15.2216
20191112:1010,2.5616,11.7402,16.9591
20191112:1110,2.709,12.0212,17.9352
20191112:1210,2.7121,11.3038,17.956
20191112:1310,2.6832,10.8734,17.7643
20191112:1410,2.6347,11.3172,17.4434
20191112:1510,2.4985,11.0865,16.5415
20191112:1610,2.4052,10.4239,15.9241
20191112:1710,2.3772,9.1929,15.7383
20191112:1810,2.3266,7.8024,15.4035
20191112:1910,2.1348,6.5915,14.1337
20191112:2010,1.8573,5.4816,12.2965
20191112:2110,1.6358,4.749,10.8302
20191112:2210,1.465,4.4519,9.6993
20191112:2310,1.2794,4.2177,8.4704
20191113:0010,1.1264,4.1774,7.4574
20191113:0110,1.039,4.2125,6.879
20191113:0210,1.0106,4.2424,6.6906
20191113:0310,1.0098,4.1872,6.6855
20191113:0410,1.022,4.4486,6.7664
20191113:0510,1.0857,4.6312,7.188
20191113:0610,1.2782,5.4925,8.4624
20191113:0710,1.5925,7.0568,10.5431
20191113:0810,1.9273,9.366,12.7603
20191113:0910,2.3036,11.0875,15.2512
20191113:1010,2.5399,11.2706,16.8158
20191113:1110,2.6294,11.5159,17.408
20191113:1210,2.6107,10.8445,17.2845
20191113:1310,2.5495,10.2592,16.8796
20191113:1410,2.5211,10.6904,16.6912
20191113:1510,2.3954,10.5305,15.8591
20191113:1610,2.3295,10.1703,15.4226
20191113:1710,2.3341,9.1108,15.453
20191113:1810,2.2972,7.6753,15.2088
20191113:1910,2.1417,6.5477,14.1792
20191113:2010,1.8729,5.4445,12.3995
20191113:2110,1.6464,4.8156,10.9004
20191113:2210,1.4753,4.3732,9.7672
20191113:2310,1.2988,4.2354,8.5987
20191114:0010,1.1395,4.1983,7.5443
20191114:0110,1.0531,4.1598,6.972
20191114:0210,1.0174,4.1835,6.7355
20191114:0310,1.0228,4.2251,6.7718
20191114:0410,1.0386,4.5349,6.8762
20191114:0510,1.1114,4.7535,7.3583
20191114:0610,1.3078,5.4954,8.6584
20191114:0710,1.6316,7.1541,10.8025
20191114:0810,1.9459,9.6278,12.8833
20191114:0910,2.3645,11.3845,15.6543
20191114:1010,2.6164,11.7716,17.3225
20191114:1110,2.7526,11.8174,18.2242
20191114:1210,2.7722,11.1864,18.3534
20191114:1310,2.7147,10.748,17.9732
20191114:1410,2.7319,11.4536,18.0867
20191114:1510,2.5634,11.2755,16.9711
20191114:1610,2.485,10.7834,16.4525
20191114:1710,2.4327,9.4293,16.1059
20191114:1810,2.3775,8.1736,15.7404
20191114:1910,2.1933,6.923,14.5212
20191114:2010,1.9135,5.7059,12.6688
20191114:2110,1.6763,4.8854,11.0982
20191114:2210,1.5039,4.5435,9.9569
20191114:2310,1.3157,4.314,8.7109
20191115:0010,1.1536,4.3252,7.6376
20191115:0110,1.07,4.274,7.0841
20191115:0210,1.0282,4.2954,6.8072
20191115:0310,1.0279,4.2571,6.8051
20191115:0410,1.0421,4.5013,6.8997
20191115:0510,1.1044,4.7049,7.3117
20191115:0610,1.3069,5.5443,8.6525
20191115:0710,1.632,6.9736,10.8047
20191115:0810,1.9658,9.3972,13.0151
20191115:0910,2.3395,11.0495,15.4887
20191115:1010,2.6014,11.5132,17.2228
20191115:1110,2.6989,11.7488,17.8683
20191115:1210,2.7234,10.7469,18.0304
20191115:1310,2.6615,10.3737,17.621
20191115:1410,2.6467,10.9395,17.523
20191115:1510,2.5227,10.8108,16.7016
20191115:1610,2.4368,10.2424,16.1329
20191115:1710,2.3969,8.8902,15.8687
20191115:1810,2.3246,7.4611,15.3903
20191115:1910,2.1899,6.5518,14.4986
20191115:2010,1.9107,5.3377,12.6503
20191115:2110,1.687,4.6882,11.1692
20191115:2210,1.5215,4.355,10.0735
20191115:2310,1.3552,4.1998,8.9722
20191116:0010,1.1917,4.1998,7.8901
20191116:0110,1.0913,4.0808,7.225
20191116:0210,1.0366,4.2006,6.8631
20191116:0310,1.0239,4.0973,6.7789
20191116:0410,1.0253,4.2949,6.7883
20191116:0510,1.0725,4.4546,7.1009
20191116:0610,1.1838,4.8672,7.8372
20191116:0710,1.3637,5.4932,9.0287
20191116:0810,1.4969,6.0673,9.9106
20191116:0910,1.6721,6.3994,11.0707
20191116:1010,1.8415,6.5929,12.1917
20191116:1110,1.9298,6.5079,12.7764
20191116:1210,1.94,6.2056,12.8442
20191116:1310,1.8819,5.814,12.4591
20191116:1410,1.8316,5.4795,12.1266
20191116:1510,1.7456,5.2707,11.5568
20191116:1610,1.7016,5.2291,11.2658
20191116:1710,1.7625,5.1264,11.6689
20191116:1810,1.8242,5.125,12.0775
20191116:1910,1.8163,4.8257,12.0252
20191116:2010,1.6811,4.4885,11.1297
20191116:2110,1.5576,4.1516,10.3123
20191116:2210,1.4656,3.9525,9.7033
20191116:2310,1.3389,3.8684,8.8644
20191117:0010,1.1912,3.7586,7.8864
20191117:0110,1.0805,3.6761,7.1539
20191117:0210,1.0278,3.6408,6.8045
20191117:0310,1.0071,3.636,6.6676
20191117:0410,1.0004,3.7068,6.6234
20191117:0510,1.0305,3.7373,6.8227
20191117:0610,1.0991,3.9781,7.2765
20191117:0710,1.1835,4.196,7.8358
20191117:0810,1.2653,4.518,8.377
20191117:0910,1.3644,4.5984,9.0334
20191117:1010,1.5303,4.8919,10.1317
20191117:1110,1.659,4.9478,10.9834
20191117:1210,1.6765,4.9669,11.0994
20191117:1310,1.6637,4.8527,11.0151
20191117:1410,1.6512,4.7932,10.9317
20191117:1510,1.603,4.7518,10.6128
20191117:1610,1.5434,4.693,10.2183
20191117:1710,1.579,4.7206,10.454
20191117:1810,1.6409,4.7419,10.8641
20191117:1910,1.6491,4.612,10.9179
20191117:2010,1.5429,4.4518,10.2147
20191117:2110,1.4243,4.2855,9.4301
20191117:2210,1.3371,4.0714,8.8525
20191117:2310,1.2185,3.9577,8.0672
20191118:0010,1.0951,3.9606,7.2501
20191118:0110,1.039,4.0353,6.8786
20191118:0210,1.0171,4.0567,6.7338
20191118:0310,1.0153,4.1575,6.7216
20191118:0410,1.0441,4.4384,6.9126
20191118:0510,1.1315,4.5995,7.4914
20191118:0610,1.3181,5.5161,8.7269
20191118:0710,1.6328,6.9649,10.8103
20191118:0810,1.9663,9.4586,13.0183
20191118:0910,2.3428,11.1034,15.511
20191118:1010,2.5965,11.669,17.1907
20191118:1110,2.691,11.7795,17.8164
20191118:1210,2.7001,11.2397,17.8762
20191118:1310,2.6751,10.9516,17.7109
20191118:1410,2.6702,11.3727,17.6783
20191118:1510,2.5596,11.0808,16.9461
20191118:1610,2.4893,10.8272,16.4806
20191118:1710,2.4679,9.576,16.3388
20191118:1810,2.3496,8.039,15.5558
20191118:1910,2.1506,7.0216,14.2386
20191118:2010,1.875,5.8389,12.414
20191118:2110,1.6221,4.9571,10.7391
20191118:2210,1.4492,4.5344,9.5949
20191118:2310,1.2824,4.3254,8.4901
20191119:0010,1.1316,4.2591,7.4919
20191119:0110,1.0691,4.3055,7.0783
20191119:0210,1.0337,4.2882,6.8438
20191119:0310,1.0344,4.2583,6.8483
20191119:0410,1.052,4.5378,6.9651
20191119:0510,1.1287,4.7684,7.4727
20191119:0610,1.3314,5.6231,8.8145
20191119:0710,1.6508,7.2839,10.9294
20191119:0810,2.013,9.9321,13.3273
20191119:0910,2.3819,11.7954,15.7696
20191119:1010,2.6493,12.2175,17.5401
20191119:1110,2.7792,12.4319,18.4003
20191119:1210,2.7973,11.6388,18.5202
20191119:1310,2.7606,11.1895,18.2771
20191119:1410,2.7458,11.4767,18.1787
20191119:1510,2.607,11.4973,17.2598
20191119:1610,2.5152,11.1613,16.6524
20191119:1710,2.463,9.629,16.3066
20191119:1810,2.3751,8.1532,15.725
20191119:1910,2.2045,7.1223,14.5954
20191119:2010,1.9091,5.7679,12.6396
20191119:2110,1.6624,4.9939,11.0061
20191119:2210,1.4908,4.5154,9.8701
20191119:2310,1.309,4.3746,8.6667
20191120:0010,1.1429,4.31,7.5665
20191120:0110,1.0576,4.2313,7.0017
20191120:0210,1.026,4.279,6.7929
20191120:0310,1.0284,4.3331,6.8085
20191120:0410,1.0359,4.5101,6.8581
20191120:0510,1.1107,4.7618,7.3535
20191120:0610,1.3074,5.5218,8.6558
20191120:0710,1.6313,7.2237,10.8
20191120:0810,1.9558,9.5959,12.9487
20191120:0910,2.3101,11.3176,15.2941
20191120:1010,2.5302,11.7822,16.7517
20191120:1110,2.6522,11.8145,17.5591
20191120:1210,2.6868,11.1282,17.7885
20191120:1310,2.621,10.5734,17.3525
20191120:1410,2.609,11.1297,17.2732
20191120:1510,2.468,10.7717,16.3396
20191120:1610,2.3803,10.4645,15.7594
20191120:1710,2.4074,9.2542,15.9388
20191120:1810,2.3483,7.842,15.5473
20191120:1910,2.1567,6.7427,14.2791
20191120:2010,1.8911,5.6026,12.5205
20191120:2110,1.6567,4.933,10.9685
20191120:2210,1.4772,4.5521,9.7803
20191120:2310,1.2936,4.2891,8.5644
20191121:0010,1.1343,4.3059,7.5096
20191121:0110,1.0509,4.2358,6.9574
20191121:0210,1.013,4.2974,6.7067
20191121:0310,1.0025,4.2486,6.6374
20191121:0410,1.0228,4.5019,6.7719
20191121:0510,1.0931,4.6941,7.237
20191121:0610,1.2848,5.4937,8.5059
20191121:0710,1.6114,7.1024,10.6682
20191121:0810,1.9311,9.7069,12.7849
20191121:0910,2.2981,11.3546,15.2151
20191121:1010,2.5376,11.6684,16.8003
20191121:1110,2.6789,11.8588,17.7358
20191121:1210,2.6911,11.1012,17.8167
20191121:1310,2.6226,10.7226,17.3631
20191121:1410,2.6158,11.0829,17.3183
20191121:1510,2.4618,10.879,16.2984
20191121:1610,2.3924,10.5888,15.8391
20191121:1710,2.3914,9.3414,15.8326
20191121:1810,2.3206,7.951,15.3638
20191121:1910,2.17,6.6753,14.3671
20191121:2010,1.8991,5.6206,12.5733
20191121:2110,1.6641,4.9163,11.0173
20191121:2210,1.4812,4.4514,9.8068
20191121:2310,1.3068,4.2985,8.6518
20191122:0010,1.1437,4.2397,7.5722
20191122:0110,1.0516,4.2511,6.962
20191122:0210,1.0148,4.2158,6.7187
20191122:0310,1.0092,4.2142,6.6813
20191122:0410,1.0249,4.4818,6.7853
20191122:0510,1.0927,4.6229,7.2346
20191122:0610,1.2803,5.5055,8.4764
20191122:0710,1.6019,7.0203,10.6056
20191122:0810,1.9134,9.4424,12.6677
20191122:0910,2.2857,10.8877,15.1325
20191122:1010,2.5488,11.5256,16.8748
20191122:1110,2.6832,11.6058,17.7646
20191122:1210,2.7056,10.915,17.9131
20191122:1310,2.6571,10.3815,17.592
20191122:1410,2.6391,10.8442,17.4728
20191122:1510,2.4952,10.6293,16.5199
20191122:1610,2.3937,10.1735,15.848
20191122:1710,2.3556,8.5744,15.5957
20191122:1810,2.2988,7.3554,15.2193
20191122:1910,2.1354,6.2995,14.1378
20191122:2010,1.878,5.3018,12.4336
20191122:2110,1.6469,4.7077,10.9034
20191122:2210,1.4903,4.32,9.8664
20191122:2310,1.3454,4.2121,8.9075
20191123:0010,1.1735,4.1209,7.7694
20191123:0110,1.0702,4.1071,7.0857
20191123:0210,1.0247,4.2323,6.7839
20191123:0310,1.0135,4.1272,6.7101
20191123:0410,1.0138,4.3063,6.7121
20191123:0510,1.0507,4.4993,6.9564
20191123:0610,1.1533,4.819,7.6358
20191123:0710,1.3352,5.3887,8.8398
20191123:0810,1.4844,5.9332,9.8276
20191123:0910,1.6483,6.3118,10.9126
20191123:1010,1.8142,6.3679,12.0112
20191123:1110,1.9109,6.4099,12.6513
20191123:1210,1.9061,6.1919,12.6195
20191123:1310,1.862,5.7618,12.3273
20191123:1410,1.8401,5.5601,12.1828
20191123:1510,1.7549,5.4034,11.6188
20191123:1610,1.6947,5.3706,11.2201
20191123:1710,1.7429,5.1704,11.539
20191123:1810,1.8051,5.0357,11.9512
20191123:1910,1.7914,4.7625,11.8606
20191123:2010,1.6647,4.3828,11.0213
20191123:2110,1.5461,4.1663,10.2362
20191123:2210,1.4525,3.9884,9.6167
20191123:2310,1.3229,3.8856,8.7584
20191124:0010,1.1743,3.8714,7.7743
20191124:0110,1.0632,3.7326,7.0393
20191124:0210,1.0148,3.6899,6.7186
20191124:0310,0.9983,3.7052,6.6094
20191124:0410,0.9927,3.7027,6.5721
20191124:0510,1.0136,3.7815,6.7105
20191124:0610,1.0803,3.9973,7.1521
20191124:0710,1.1636,4.2309,7.704
20191124:0810,1.234,4.455,8.1701
20191124:0910,1.3247,4.6813,8.7706
20191124:1010,1.5043,4.8905,9.9592
20191124:1110,1.5991,4.849,10.5871
20191124:1210,1.6324,4.8781,10.8077
20191124:1310,1.6269,4.762,10.771
20191124:1410,1.6149,4.7256,10.6919
20191124:1510,1.5869,4.6868,10.5062
20191124:1610,1.5323,4.6075,10.1448
20191124:1710,1.5506,4.6412,10.2658
20191124:1810,1.6049,4.7613,10.6255
20191124:1910,1.6041,4.6086,10.6203
20191124:2010,1.5133,4.4453,10.0188
20191124:2110,1.4094,4.3044,9.3313
20191124:2210,1.3126,4.0304,8.6902
20191124:2310,1.1899,3.9101,7.8779
20191125:0010,1.0754,4.0101,7.1198
20191125:0110,1.0161,4.0208,6.7271
20191125:0210,0.9895,4.1227,6.5512
20191125:0310,0.9853,4.2598,6.5232
20191125:0410,1.0074,4.4232,6.6694
20191125:0510,1.0791,4.5707,7.1441
20191125:0610,1.2596,5.3837,8.3394
20191125:0710,1.5589,6.9729,10.3209
20191125:0810,1.8592,9.4521,12.309
20191125:0910,2.2323,10.8951,14.779
20191125:1010,2.461,11.3129,16.2933
20191125:1110,2.5315,11.541,16.7604
20191125:1210,2.5039,10.6305,16.5774
20191125:1310,2.4349,10.1178,16.1205
20191125:1410,2.4136,10.6873,15.9799
20191125:1510,2.3025,10.4571,15.2442
20191125:1610,2.2453,10.0095,14.8655
20191125:1710,2.2634,8.9133,14.9849
20191125:1810,2.1793,7.5657,14.4281
20191125:1910,2.0061,6.6446,13.2815
20191125:2010,1.7669,5.636,11.6982
20191125:2110,1.5506,4.8701,10.2657
20191125:2210,1.375,4.4537,9.1032
20191125:2310,1.2095,4.1707,8.0079
20191126:0010,1.081,4.1884,7.1568
20191126:0110,1.0149,4.1801,6.719
20191126:0210,0.9888,4.2288,6.5465
20191126:0310,0.9856,4.2247,6.5256
20191126:0410,1.0035,4.5497,6.6439
20191126:0510,1.0666,4.6835,7.0618
20191126:0610,1.2481,5.5101,8.2633
20191126:0710,1.5682,7.0749,10.3825
20191126:0810,1.8758,9.4082,12.4193
20191126:0910,2.2329,11.2446,14.7834
20191126:1010,2.4523,11.6459,16.2357
20191126:1110,2.5393,11.4624,16.8117
20191126:1210,2.5414,10.8843,16.8259
20191126:1310,2.4904,10.4834,16.4882
20191126:1410,2.4772,11.0633,16.4007
20191126:1510,2.396,10.9306,15.8634
20191126:1610,2.3236,10.6469,15.3834
20191126:1710,2.325,9.1263,15.3933
20191126:1810,2.2674,7.7076,15.0118
20191126:1910,2.0939,6.6493,13.8629
20191126:2010,1.8256,5.5853,12.087
20191126:2110,1.6024,4.781,10.6088
20191126:2210,1.4298,4.4329,9.4662
20191126:2310,1.2559,4.2313,8.3146
20191127:0010,1.106,4.2881,7.3226
20191127:0110,1.0256,4.173,6.7902
20191127:0210,0.9968,4.2324,6.5993
20191127:0310,0.9909,4.2889,6.5605
20191127:0410,0.9993,4.4217,6.6161
20191127:0510,1.0667,4.6908,7.0621
20191127:0610,1.2517,5.505,8.2868
20191127:0710,1.5572,6.9848,10.3094
20191127:0810,1.8914,9.3636,12.5224
20191127:0910,2.2758,11.2536,15.0671
20191127:1010,2.5423,11.7442,16.832
20191127:1110,2.669,11.8599,17.6706
20191127:1210,2.7042,11.2393,17.9034
20191127:1310,2.643,10.6577,17.4986
20191127:1410,2.6332,11.0466,17.4338
20191127:1510,2.4878,10.7759,16.4706
20191127:1610,2.3973,10.4587,15.8718
20191127:1710,2.3643,9.1887,15.6534
20191127:1810,2.2921,7.7089,15.1754
20191127:1910,2.1209,6.7895,14.042
20191127:2010,1.8548,5.6041,12.2802
20191127:2110,1.6343,4.9022,10.8204
20191127:2210,1.4604,4.5446,9.6688
20191127:2310,1.2814,4.3153,8.4839
20191128:0010,1.1108,4.2453,7.3542
20191128:0110,1.0379,4.2747,6.8713
20191128:0210,1.0099,4.298,6.686
20191128:0310,0.9981,4.3214,6.6079
20191128:0410,1.015,4.4905,6.72
20191128:0510,1.0797,4.7587,7.1485
20191128:0610,1.2659,5.5477,8.3809
20191128:0710,1.5819,7.0293,10.4735
20191128:0810,1.8866,9.4002,12.4908
20191128:0910,2.2631,11.1286,14.9835
20191128:1010,2.495,11.4996,16.5184
20191128:1110,2.6275,11.4562,17.396
20191128:1210,2.6358,10.7806,17.4504
20191128:1310,2.5908,10.5313,17.1528
20191128:1410,2.5899,10.9149,17.1465
20191128:1510,2.4632,10.8298,16.308
20191128:1610,2.353,10.4009,15.5786
20191128:1710,2.3602,9.0387,15.6261
20191128:1810,2.2993,7.4968,15.2227
20191128:1910,2.1465,6.5372,14.2114
20191128:2010,1.8868,5.5802,12.4919
20191128:2110,1.6697,4.8552,11.0544
20191128:2210,1.4933,4.4863,9.8868
20191128:2310,1.3131,4.262,8.6935
20191129:0010,1.1436,4.2993,7.5714
20191129:0110,1.0561,4.1072,6.9921
20191129:0210,1.0262,4.2314,6.7942
20191129:0310,1.012,4.2338,6.7004
20191129:0410,1.03,4.4814,6.819
20191129:0510,1.1009,4.6954,7.289
20191129:0610,1.2959,5.5261,8.5794
20191129:0710,1.6151,7.0553,10.6931
20191129:0810,1.9131,9.6052,12.6657
20191129:0910,2.2671,10.935,15.0098
20191129:1010,2.4977,11.2978,16.5361
20191129:1110,2.5824,11.2767,17.0974
20191129:1210,2.6017,10.6709,17.2251
20191129:1310,2.5326,10.1632,16.7674
20191129:1410,2.5324,10.8149,16.766
20191129:1510,2.4474,10.5995,16.2034
20191129:1610,2.3599,10.1741,15.6241
20191129:1710,2.3544,8.7054,15.5878
20191129:1810,2.2935,7.4804,15.1844
20191129:1910,2.1453,6.5005,14.2035
20191129:2010,1.9113,5.4449,12.6538
20191129:2110,1.6928,4.8012,11.2073
20191129:2210,1.5264,4.3051,10.1055
20191129:2310,1.3716,4.1958,9.0811
20191130:0010,1.1995,4.1896,7.9412
20191130:0110,1.0907,4.0898,7.2214
20191130:0210,1.0412,4.2289,6.8937
20191130:0310,1.0279,4.1959,6.8053
20191130:0410,1.0329,4.3009,6.8384
20191130:0510,1.0804,4.5388,7.1527
20191130:0610,1.1983,5.0225,7.9332
20191130:0710,1.3887,5.6129,9.1939
20191130:0810,1.5347,6.259,10.1606
20191130:0910,1.7264,6.6154,11.4298
20191130:1010,1.8976,6.7079,12.5631
20191130:1110,1.9962,6.5973,13.2164
20191130:1210,1.9897,6.2823,13.1731
20191130:1310,1.8959,5.9648,12.5523
20191130:1410,1.8454,5.6048,12.2178
20191130:1510,1.7768,5.5435,11.7636
20191130:1610,1.7378,5.4151,11.5052
20191130:1710,1.7884,5.4107,11.8401
20191130:1810,1.8577,5.3288,12.299
20191130:1910,1.8475,5.0503,12.232
20191130:2010,1.7248,4.5667,11.4194
20191130:2110,1.5856,4.2069,10.4978
20191130:2210,1.4767,4.0585,9.7765
20191130:2310,1.3576,3.8886,8.988
20191201:0010,1.197,3.8462,7.9252
20191201:0110,1.0845,3.7787,7.1798
20191201:0210,1.0294,3.7544,6.8153
20191201:0310,1.0058,3.7067,6.6593
20191201:0410,0.9984,3.7579,6.61
20191201:0510,1.0228,3.8399,6.7718
20191201:0610,1.0935,4.1429,7.2398
20191201:0710,1.1884,4.3784,7.8682
20191201:0810,1.2784,4.5336,8.4639
20191201:0910,1.3879,4.884,9.1889
20191201:1010,1.5472,5.0794,10.2436
20191201:1110,1.6723,5.15,11.0718
20191201:1210,1.7147,5.1151,11.3525
20191201:1310,1.6909,5.007,11.1951
20191201:1410,1.6796,4.9353,11.1199
20191201:1510,1.6138,4.9361,10.6843
20191201:1610,1.5855,4.9076,10.4973
20191201:1710,1.5877,4.8672,10.5115
20191201:1810,1.6535,4.8248,10.9472
