time,Residential,Industrial,Commercial
20190410:1610,2.1389,9.6778,14.1612
20190410:1710,2.0773,8.3054,13.7533
20190410:1810,2.0288,7.2073,13.4323
20190410:1910,1.9071,6.3108,12.6264
20190410:2010,1.756,5.4656,11.6258
20190410:2110,1.5652,4.8185,10.3624
20190410:2210,1.4219,4.3304,9.414
20190410:2310,1.2537,4.0819,8.3
20190411:0010,1.1023,4.1419,7.2982
20190411:0110,1.0005,4.121,6.6237
20190411:0210,0.9552,4.0838,6.324
20190411:0310,0.9449,4.1495,6.2559
20190411:0410,0.9515,4.2802,6.2993
20190411:0510,1.0078,4.536,6.6723
20190411:0610,1.169,5.2763,7.7393
20190411:0710,1.4596,6.5453,9.6638
20190411:0810,1.7557,8.9552,11.6242
20190411:0910,2.0943,10.5186,13.8654
20190411:1010,2.3431,10.9964,15.5128
20190411:1110,2.473,10.9903,16.373
20190411:1210,2.4848,10.4973,16.4512
20190411:1310,2.4463,9.9313,16.196
20190411:1410,2.4332,10.43,16.1092
20190411:1510,2.3155,10.3706,15.33
20190411:1610,2.2313,9.8982,14.7728
20190411:1710,2.1817,8.3565,14.444
20190411:1810,2.132,7.1011,14.1154
20190411:1910,2.033,6.2568,13.46
20190411:2010,1.8402,5.4659,12.1832
20190411:2110,1.6316,4.7889,10.8025
20190411:2210,1.4711,4.3968,9.7395
20190411:2310,1.2973,4.1592,8.5889
20190412:0010,1.1263,4.1627,7.4568
20190412:0110,1.0183,4.1235,6.7417
20190412:0210,0.975,4.1197,6.4548
20190412:0310,0.9531,4.154,6.3104
20190412:0410,0.9573,4.2925,6.3377
20190412:0510,1.0099,4.5384,6.6865
20190412:0610,1.177,5.2352,7.7924
20190412:0710,1.4524,6.5643,9.6157
20190412:0810,1.7499,8.8571,11.5855
20190412:0910,2.1082,10.2147,13.9579
20190412:1010,2.3527,10.6529,15.5764
20190412:1110,2.4595,10.8673,16.2836
20190412:1210,2.4816,10.148,16.4296
20190412:1310,2.4139,9.5711,15.9815
20190412:1410,2.4013,10.0379,15.8985
20190412:1510,2.2743,9.8174,15.0575
20190412:1610,2.1698,9.2957,14.3656
20190412:1710,2.0714,7.8768,13.7139
20190412:1810,2.0279,6.6452,13.4261
20190412:1910,1.9292,5.947,12.7724
20190412:2010,1.7706,5.2712,11.7223
20190412:2110,1.6056,4.6786,10.6303
20190412:2210,1.4584,4.1973,9.6556
20190412:2310,1.3088,3.9876,8.6648
20190413:0010,1.1426,3.9513,7.5647
20190413:0110,1.0286,3.9452,6.8102
20190413:0210,0.9758,4.0202,6.4604
20190413:0310,0.9525,4.0893,6.3059
20190413:0410,0.9511,4.0851,6.297
20190413:0510,0.9778,4.2476,6.4737
20190413:0610,1.076,4.8017,7.1237
20190413:0710,1.2149,5.198,8.0432
20190413:0810,1.3732,5.7495,9.0916
20190413:0910,1.5393,6.1224,10.1914
20190413:1010,1.7026,6.2077,11.2724
20190413:1110,1.7987,6.1109,11.9088
20190413:1210,1.7834,5.9524,11.8074
20190413:1310,1.7436,5.3918,11.5439
20190413:1410,1.7026,5.2236,11.2726
20190413:1510,1.6453,5.0484,10.8926
20190413:1610,1.5647,4.9395,10.3596
20190413:1710,1.5667,4.8159,10.3723
20190413:1810,1.6298,4.7691,10.7901
20190413:1910,1.6581,4.7397,10.9777
20190413:2010,1.5917,4.3675,10.5379
20190413:2110,1.5021,4.1006,9.9449
20190413:2210,1.4205,3.8979,9.4045
20190413:2310,1.3015,3.7364,8.617
20190414:0010,1.1523,3.6769,7.6287
20190414:0110,1.0468,3.5923,6.9307
20190414:0210,0.9865,3.5603,6.5311
20190414:0310,0.9502,3.62,6.2913
20190414:0410,0.9485,3.6019,6.2795
20190414:0510,0.9586,3.7012,6.3467
20190414:0610,1.0148,4.0047,6.7188
20190414:0710,1.0941,4.058,7.2437
20190414:0810,1.1838,4.308,7.8374
20190414:0910,1.2854,4.4863,8.5102
20190414:1010,1.4462,4.7952,9.575
20190414:1110,1.5801,4.8081,10.4616
20190414:1210,1.623,4.8796,10.7451
20190414:1310,1.6098,4.6854,10.6578
20190414:1410,1.5862,4.6216,10.5015
20190414:1510,1.5265,4.5915,10.1064
20190414:1610,1.4569,4.4991,9.6458
20190414:1710,1.4491,4.5133,9.5941
20190414:1810,1.5024,4.5031,9.9469
20190414:1910,1.518,4.4533,10.0498
20190414:2010,1.4695,4.259,9.7289
20190414:2110,1.3885,4.1439,9.193
20190414:2210,1.2962,4.0121,8.5814
20190414:2310,1.1673,3.8399,7.7285
20190415:0010,1.0439,3.9498,6.9114
20190415:0110,0.9784,3.9483,6.4779
20190415:0210,0.9559,4.0122,6.3287
20190415:0310,0.9498,4.0871,6.288
20190415:0410,0.9671,4.3183,6.4026
20190415:0510,1.0211,4.4762,6.7603
20190415:0610,1.1938,5.1852,7.9035
20190415:0710,1.4691,6.5335,9.7265
20190415:0810,1.7875,9.1622,11.8345
20190415:0910,2.1224,10.7072,14.0519
20190415:1010,2.355,10.9847,15.5919
20190415:1110,2.4255,11.0333,16.0587
20190415:1210,2.4077,10.5695,15.9404
20190415:1310,2.339,9.8526,15.4855
20190415:1410,2.2967,10.4,15.206
20190415:1510,2.1971,10.1226,14.5462
20190415:1610,2.117,9.525,14.016
20190415:1710,2.0559,8.2462,13.6112
20190415:1810,1.9898,7.0465,13.1739
20190415:1910,1.8449,6.1376,12.2142
20190415:2010,1.6733,5.3438,11.0783
20190415:2110,1.5073,4.7392,9.9794
20190415:2210,1.3496,4.3199,8.9351
20190415:2310,1.191,4.0735,7.8854
20190416:0010,1.0476,4.1256,6.9355
20190416:0110,0.9722,4.031,6.4368
20190416:0210,0.9467,4.0553,6.2679
20190416:0310,0.9386,4.1405,6.2142
20190416:0410,0.9522,4.3439,6.3044
20190416:0510,1.0044,4.617,6.6499
20190416:0610,1.1734,5.2626,7.769
20190416:0710,1.4334,6.6495,9.4901
20190416:0810,1.7301,8.9595,11.4542
20190416:0910,2.0655,10.3978,13.6747
20190416:1010,2.2933,10.6676,15.1829
20190416:1110,2.3913,10.7466,15.8317
20190416:1210,2.3866,10.1908,15.8008
20190416:1310,2.3216,9.4902,15.3706
20190416:1410,2.2982,10.1619,15.2156
20190416:1510,2.1898,9.8812,14.4977
20190416:1610,2.1031,9.5824,13.9239
20190416:1710,2.0464,8.2283,13.5488
20190416:1810,2.0092,7.0058,13.3025
20190416:1910,1.8943,6.1942,12.5414
20190416:2010,1.6943,5.3055,11.2171
20190416:2110,1.5114,4.6296,10.0067
20190416:2210,1.3657,4.2905,9.0419
20190416:2310,1.1961,4.054,7.9191
20190417:0010,1.0384,4.1646,6.8746
20190417:0110,0.9616,4.0646,6.3667
20190417:0210,0.9337,3.997,6.1818
20190417:0310,0.9239,4.0239,6.1169
20190417:0410,0.9358,4.267,6.1954
20190417:0510,0.9809,4.4143,6.4943
20190417:0610,1.149,5.1963,7.607
20190417:0710,1.4002,6.4027,9.2703
20190417:0810,1.6965,8.6758,11.2322
20190417:0910,2.0261,10.2849,13.4139
20190417:1010,2.2412,10.4762,14.838
20190417:1110,2.3192,10.3945,15.3547
20190417:1210,2.3327,9.6456,15.4441
20190417:1310,2.2841,9.1787,15.1224
20190417:1410,2.282,10.0582,15.1082
20190417:1510,2.1579,9.7769,14.2867
20190417:1610,2.0912,9.6856,13.8451
20190417:1710,2.0179,8.185,13.3598
20190417:1810,1.9671,6.8322,13.0237
20190417:1910,1.8548,5.9635,12.2799
20190417:2010,1.6842,5.1687,11.1504
20190417:2110,1.5136,4.6202,10.0213
20190417:2210,1.3647,4.1362,9.0355
20190417:2310,1.197,4.012,7.9247
20190418:0010,1.0457,4.0393,6.9231
20190418:0110,0.9568,4.0288,6.3347
20190418:0210,0.9291,3.948,6.151
20190418:0310,0.9179,3.9531,6.0772
20190418:0410,0.9285,4.1938,6.1475
20190418:0510,0.9738,4.3952,6.4472
20190418:0610,1.128,5.174,7.4682
20190418:0710,1.3766,6.3153,9.1142
20190418:0810,1.6511,8.4331,10.9312
20190418:0910,1.9733,10.0617,13.0643
20190418:1010,2.1645,10.1779,14.3305
20190418:1110,2.2909,10.0492,15.1674
20190418:1210,2.2985,9.6367,15.2179
20190418:1310,2.236,8.9692,14.804
20190418:1410,2.2473,9.806,14.8788
20190418:1510,2.133,9.6435,14.1221
20190418:1610,2.0581,9.1987,13.626
20190418:1710,2.0035,7.8186,13.2647
20190418:1810,1.9513,6.6986,12.9187
20190418:1910,1.8283,5.9758,12.1042
20190418:2010,1.6659,5.1289,11.0293
20190418:2110,1.501,4.5818,9.9376
20190418:2210,1.359,4.1433,8.9977
20190418:2310,1.1898,3.945,7.8773
20190419:0010,1.0355,3.9939,6.856
20190419:0110,0.9527,3.8818,6.3078
20190419:0210,0.9218,3.9544,6.1027
20190419:0310,0.9117,3.9574,6.0362
20190419:0410,0.9153,4.1553,6.06
20190419:0510,0.963,4.3965,6.3754
20190419:0610,1.1055,4.9479,7.3191
20190419:0710,1.3386,6.1266,8.8624
20190419:0810,1.6026,8.1232,10.6101
20190419:0910,1.8981,9.2807,12.567
20190419:1010,2.1005,9.6081,13.9066
20190419:1110,2.1763,9.5561,14.4086
20190419:1210,2.1959,8.8235,14.5386
20190419:1310,2.1179,8.2207,14.0219
20190419:1410,2.1329,8.5705,14.121
20190419:1510,2.0171,8.3993,13.3545
20190419:1610,1.9429,7.9466,12.8633
20190419:1710,1.8734,6.8348,12.4031
20190419:1810,1.8419,5.9751,12.1944
20190419:1910,1.7401,5.3116,11.5203
20190419:2010,1.5863,4.6999,10.5023
20190419:2110,1.4455,4.2555,9.5702
20190419:2210,1.3264,3.9782,8.7817
20190419:2310,1.1729,3.8996,7.7653
20190420:0010,1.024,3.7961,6.7795
20190420:0110,0.953,3.7265,6.3096
20190420:0210,0.9118,3.7751,6.0367
20190420:0310,0.8999,3.759,5.9583
20190420:0410,0.8999,3.8233,5.9581
20190420:0510,0.9212,4.0121,6.099
20190420:0610,1.0124,4.2888,6.7028
20190420:0710,1.1234,4.4115,7.4376
20190420:0810,1.2522,4.8812,8.2905
20190420:0910,1.3979,5.1603,9.2551
20190420:1010,1.5511,5.2525,10.2692
20190420:1110,1.6259,5.0688,10.7647
20190420:1210,1.6199,4.9568,10.7247
20190420:1310,1.5673,4.6973,10.3765
20190420:1410,1.534,4.5588,10.1559
20190420:1510,1.49,4.4453,9.865
20190420:1610,1.4435,4.3727,9.557
20190420:1710,1.4445,4.3409,9.5633
20190420:1810,1.5061,4.2146,9.9714
20190420:1910,1.4747,4.137,9.7632
20190420:2010,1.4033,3.8791,9.291
20190420:2110,1.3412,3.8183,8.8796
20190420:2210,1.2576,3.6746,8.3262
20190420:2310,1.1406,3.5536,7.5516
20190421:0010,1.015,3.4788,6.72
20190421:0110,0.9357,3.4135,6.1949
20190421:0210,0.8996,3.3619,5.9562
20190421:0310,0.8843,3.4044,5.8548
20190421:0410,0.8834,3.3415,5.8488
20190421:0510,0.8852,3.3416,5.8607
20190421:0610,0.9333,3.4832,6.1789
20190421:0710,0.9552,3.5236,6.3243
20190421:0810,1.0039,3.643,6.6466
20190421:0910,1.0709,3.7655,7.0898
20190421:1010,1.1484,3.9211,7.6033
20190421:1110,1.2216,3.8945,8.0879
20190421:1210,1.2365,3.9116,8.1865
20190421:1310,1.2194,3.8098,8.073
20190421:1410,1.214,3.6979,8.0376
20190421:1510,1.1742,3.7088,7.7742
20190421:1610,1.1214,3.6511,7.4246
20190421:1710,1.1084,3.6873,7.338
20190421:1810,1.1491,3.7152,7.6075
20190421:1910,1.1615,3.6513,7.6901
20190421:2010,1.1585,3.6166,7.6702
20190421:2110,1.14,3.6197,7.5473
20190421:2210,1.0984,3.5739,7.2718
20190421:2310,1.0214,3.4917,6.7621
20190422:0010,0.9512,3.4218,6.2974
20190422:0110,0.8977,3.4146,5.943
20190422:0210,0.8784,3.3917,5.8154
20190422:0310,0.8714,3.3917,5.7694
20190422:0410,0.8778,3.416,5.8115
20190422:0510,0.9082,3.4278,6.0128
20190422:0610,0.9854,3.6264,6.5237
20190422:0710,1.0742,3.8109,7.1118
20190422:0810,1.1458,3.9733,7.5856
20190422:0910,1.2188,4.176,8.0693
20190422:1010,1.3108,4.2353,8.6784
20190422:1110,1.3535,4.2915,8.9612
20190422:1210,1.3704,4.2621,9.0728
20190422:1310,1.3578,4.2087,8.9892
20190422:1410,1.3496,4.1321,8.935
20190422:1510,1.3023,4.08,8.6218
20190422:1610,1.2713,4.0034,8.4169
20190422:1710,1.2665,4.014,8.3848
20190422:1810,1.2979,3.9569,8.5932
20190422:1910,1.2894,3.9994,8.5368
20190422:2010,1.2442,3.8577,8.2374
20190422:2110,1.1824,3.7576,7.8283
20190422:2210,1.1094,3.6686,7.3451
20190422:2310,1.0178,3.6263,6.7382
20190423:0010,0.9314,3.6152,6.1667
20190423:0110,0.8848,3.6188,5.8579
20190423:0210,0.8707,3.5909,5.7645
20190423:0310,0.8692,3.7299,5.7549
20190423:0410,0.8831,3.9992,5.8468
20190423:0510,0.9331,4.1144,6.1775
20190423:0610,1.0652,4.6783,7.0521
20190423:0710,1.2972,5.6645,8.5885
20190423:0810,1.5594,7.6147,10.3243
20190423:0910,1.8768,8.9781,12.4256
20190423:1010,2.0806,9.4505,13.7749
20190423:1110,2.1901,9.4258,14.5
20190423:1210,2.198,9.1365,14.552
20190423:1310,2.1518,8.5089,14.2465
20190423:1410,2.1518,8.9666,14.2463
20190423:1510,2.0528,8.7816,13.5906
20190423:1610,1.9958,8.7816,13.2138
20190423:1710,1.9418,7.5084,12.8558
20190423:1810,1.8809,6.3068,12.4527
20190423:1910,1.7606,5.5947,11.656
20190423:2010,1.5904,4.729,10.5298
20190423:2110,1.4034,4.2693,9.2914
20190423:2210,1.2669,4.0197,8.3876
20190423:2310,1.119,3.8349,7.4087
20190424:0010,0.9878,3.8786,6.54
20190424:0110,0.9292,3.819,6.152
20190424:0210,0.9101,3.8043,6.0258
20190424:0310,0.9054,3.9088,5.9944
20190424:0410,0.9197,4.1183,6.0888
20190424:0510,0.9613,4.2759,6.3641
20190424:0610,1.0977,4.8374,7.2673
20190424:0710,1.3193,5.7826,8.7347
20190424:0810,1.5696,7.662,10.3916
20190424:0910,1.8584,9.0641,12.3036
20190424:1010,2.0468,9.1218,13.5514
20190424:1110,2.1413,9.1423,14.177
20190424:1210,2.1442,8.6173,14.1957
20190424:1310,2.1158,8.1622,14.0081
20190424:1410,2.1364,8.7041,14.1441
20190424:1510,2.0531,8.568,13.5927
20190424:1610,1.958,8.1854,12.9631
20190424:1710,1.9094,6.9057,12.6417
20190424:1810,1.8538,6.009,12.2734
20190424:1910,1.7456,5.2088,11.5572
20190424:2010,1.5576,4.4913,10.3122
20190424:2110,1.4109,4.0029,9.3411
20190424:2210,1.2831,3.8124,8.4948
20190424:2310,1.1305,3.6883,7.4845
20190425:0010,1.0062,3.5675,6.6615
20190425:0110,0.9335,3.5103,6.1801
20190425:0210,0.9029,3.4334,5.9776
20190425:0310,0.8925,3.4539,5.909
20190425:0410,0.8939,3.4014,5.9179
20190425:0510,0.9242,3.5014,6.119
20190425:0610,1.0077,3.6611,6.6718
20190425:0710,1.1119,3.8656,7.3614
20190425:0810,1.1986,4.1191,7.9354
20190425:0910,1.2936,4.2651,8.5644
20190425:1010,1.4172,4.4377,9.3827
20190425:1110,1.4946,4.449,9.8953
20190425:1210,1.5153,4.3989,10.0323
20190425:1310,1.5166,4.3497,10.041
20190425:1410,1.4865,4.2701,9.8418
20190425:1510,1.4321,4.2499,9.4817
20190425:1610,1.3992,4.2589,9.2635
20190425:1710,1.3887,4.1693,9.1941
20190425:1810,1.4435,4.1499,9.557
20190425:1910,1.4476,4.138,9.5843
20190425:2010,1.3736,3.8575,9.0939
20190425:2110,1.295,3.7906,8.574
20190425:2210,1.2045,3.6624,7.9742
20190425:2310,1.0838,3.5578,7.1755
20190426:0010,0.9877,3.6213,6.5392
20190426:0110,0.9242,3.6635,6.1185
20190426:0210,0.9013,3.6162,5.967
20190426:0310,0.8914,3.7546,5.9016
20190426:0410,0.8992,4.0391,5.9535
20190426:0510,0.9457,4.0762,6.2613
20190426:0610,1.0763,4.4548,7.1259
20190426:0710,1.2777,4.9174,8.4594
20190426:0810,1.4784,5.7909,9.7881
20190426:0910,1.6843,6.3954,11.1515
20190426:1010,1.8578,6.5391,12.2999
20190426:1110,1.9473,6.4637,12.8925
20190426:1210,1.9407,6.2769,12.8486
20190426:1310,1.8933,5.9446,12.5349
20190426:1410,1.8987,5.9516,12.5704
20190426:1510,1.7979,5.9317,11.9033
20190426:1610,1.7523,5.713,11.6015
20190426:1710,1.7065,5.2667,11.2984
20190426:1810,1.7246,4.9985,11.4181
20190426:1910,1.666,4.6898,11.0299
20190426:2010,1.5158,4.1764,10.0353
20190426:2110,1.4026,3.9159,9.2863
20190426:2210,1.2881,3.7707,8.528
20190426:2310,1.1463,3.6422,7.5895
20190427:0010,1.0144,3.6987,6.7158
20190427:0110,0.9377,3.7086,6.2079
20190427:0210,0.9109,3.6512,6.0309
20190427:0310,0.8946,3.8558,5.9225
20190427:0410,0.8963,3.7737,5.934
20190427:0510,0.9237,3.9846,6.1157
20190427:0610,1.0084,4.2129,6.6764
20190427:0710,1.1319,4.3607,7.4938
20190427:0810,1.2594,4.7212,8.3384
20190427:0910,1.3979,5.0806,9.2549
20190427:1010,1.5414,5.178,10.2048
20190427:1110,1.5959,5.0634,10.5661
20190427:1210,1.599,4.864,10.5865
20190427:1310,1.5441,4.6756,10.223
20190427:1410,1.5249,4.4816,10.0957
20190427:1510,1.4503,4.403,9.6021
20190427:1610,1.4028,4.3154,9.2875
20190427:1710,1.4211,4.2591,9.4083
20190427:1810,1.4777,4.2018,9.783
20190427:1910,1.4703,4.0839,9.7343
20190427:2010,1.3856,3.8223,9.1733
20190427:2110,1.3342,3.7474,8.8332
20190427:2210,1.2553,3.5976,8.3111
20190427:2310,1.1412,3.5215,7.5556
20190428:0010,1.023,3.4512,6.7729
20190428:0110,0.9365,3.3987,6.2
20190428:0210,0.901,3.3678,5.9651
20190428:0310,0.8824,3.3553,5.8422
20190428:0410,0.8816,3.3578,5.837
20190428:0510,0.8919,3.4011,5.9047
20190428:0610,0.9483,3.5394,6.2787
20190428:0710,0.9912,3.5674,6.5625
20190428:0810,1.072,3.7681,7.0972
20190428:0910,1.1655,4.0261,7.7165
20190428:1010,1.287,4.1284,8.5206
20190428:1110,1.3871,4.1674,9.1833
20190428:1210,1.3998,4.0865,9.2676
20190428:1310,1.3669,4.0368,9.05
20190428:1410,1.3461,3.9699,8.912
20190428:1510,1.3027,3.9474,8.6246
20190428:1610,1.2551,3.9229,8.3095
20190428:1710,1.2632,3.9437,8.3631
20190428:1810,1.3284,3.9119,8.7946
20190428:1910,1.3352,3.8841,8.8401
20190428:2010,1.2655,3.7607,8.3783
20190428:2110,1.2267,3.7396,8.1219
20190428:2210,1.1502,3.6717,7.6152
20190428:2310,1.0566,3.5772,6.9956
20190429:0010,0.9548,3.6226,6.3217
20190429:0110,0.9043,3.6884,5.9869
20190429:0210,0.8849,3.7658,5.8584
20190429:0310,0.8846,3.815,5.857
20190429:0410,0.8954,4.0205,5.9281
20190429:0510,0.9404,4.1516,6.2259
20190429:0610,1.0807,4.6302,7.1549
20190429:0710,1.3099,5.8798,8.6721
20190429:0810,1.6206,8.1647,10.7292
20190429:0910,1.9461,9.7517,12.8844
20190429:1010,2.1722,10.043,14.3811
20190429:1110,2.2487,10.1861,14.8879
20190429:1210,2.2651,9.5053,14.9965
20190429:1310,2.1981,8.9193,14.5525
20190429:1410,2.1999,9.6512,14.565
20190429:1510,2.0802,9.376,13.7722
20190429:1610,2.0077,9.044,13.292
20190429:1710,1.9442,7.5423,12.8722
20190429:1810,1.8864,6.4364,12.4889
20190429:1910,1.7653,5.6883,11.6875
20190429:2010,1.5533,4.9156,10.2839
20190429:2110,1.4097,4.4447,9.3329
20190429:2210,1.2674,4.1595,8.391
20190429:2310,1.1153,3.942,7.3839
20190430:0010,0.9946,3.9875,6.585
20190430:0110,0.9268,3.8804,6.1363
20190430:0210,0.9035,3.9409,5.9818
20190430:0310,0.8975,4.019,5.9417
20190430:0410,0.9087,4.1099,6.0161
20190430:0510,0.96,4.3125,6.3558
20190430:0610,1.0933,5.0272,7.2386
20190430:0710,1.3333,6.1754,8.8274
20190430:0810,1.6057,8.3947,10.6311
20190430:0910,1.934,9.6553,12.8043
20190430:1010,2.1397,9.987,14.1664
20190430:1110,2.2288,9.9496,14.7563
20190430:1210,2.2329,9.1449,14.7835
20190430:1310,2.1681,8.6798,14.354
20190430:1410,2.1714,9.337,14.3761
20190430:1510,2.0542,9.0204,13.6002
20190430:1610,1.9707,8.6255,13.0476
20190430:1710,1.9216,7.4381,12.7221
20190430:1810,1.8815,6.3952,12.4568
20190430:1910,1.7545,5.5811,11.6161
20190430:2010,1.5676,4.8807,10.3783
20190430:2110,1.4382,4.3129,9.5216
20190430:2210,1.3087,3.9979,8.6645
20190430:2310,1.1513,3.8146,7.6224
20190501:0010,1.0152,3.6311,6.7215
20190501:0110,0.9399,3.551,6.2227
20190501:0210,0.9027,3.5026,5.9763
20190501:0310,0.8831,3.5196,5.8464
20190501:0410,0.8879,3.4948,5.8786
20190501:0510,0.9084,3.547,6.0142
20190501:0610,0.9851,3.7131,6.5223
20190501:0710,1.0531,3.8969,6.9719
20190501:0810,1.1415,4.1708,7.5578
20190501:0910,1.2321,4.3784,8.1571
20190501:1010,1.3583,4.4711,8.9929
20190501:1110,1.4306,4.523,9.4715
20190501:1210,1.4535,4.4656,9.6233
20190501:1310,1.4344,4.4343,9.4967
20190501:1410,1.425,4.2628,9.4343
20190501:1510,1.3747,4.2588,9.1017
20190501:1610,1.3311,4.2481,8.8128
20190501:1710,1.3236,4.2368,8.7634
20190501:1810,1.3784,4.202,9.1259
20190501:1910,1.3658,4.1122,9.0424
20190501:2010,1.2918,4.0164,8.5524
20190501:2110,1.2565,4.0266,8.3186
20190501:2210,1.1823,3.8632,7.8277
20190501:2310,1.0753,3.7686,7.1189
20190502:0010,0.963,3.7808,6.3757
20190502:0110,0.9099,3.7825,6.0243
20190502:0210,0.8862,3.8115,5.8674
20190502:0310,0.8797,3.8152,5.8243
20190502:0410,0.8888,4.0486,5.8845
20190502:0510,0.9337,4.2105,6.1814
20190502:0610,1.0706,4.8425,7.088
20190502:0710,1.3038,5.9799,8.6322
20190502:0810,1.5789,8.3572,10.4533
20190502:0910,1.8986,9.7292,12.5701
20190502:1010,2.1163,10.0542,14.0113
20190502:1110,2.2195,10.1595,14.6945
20190502:1210,2.2438,9.5658,14.8557
20190502:1310,2.192,8.8688,14.5126
20190502:1410,2.1964,9.5765,14.5419
20190502:1510,2.07,9.4848,13.7048
20190502:1610,2.015,9.0703,13.3408
20190502:1710,1.956,7.6091,12.9497
20190502:1810,1.9257,6.5601,12.7493
20190502:1910,1.7979,5.6536,11.9033
20190502:2010,1.6238,4.8572,10.7508
20190502:2110,1.4612,4.4401,9.674
20190502:2210,1.3119,4.1216,8.6858
20190502:2310,1.1451,3.8798,7.5813
20190503:0010,1.0137,3.8148,6.7111
20190503:0110,0.9442,3.7881,6.2511
20190503:0210,0.9081,3.8744,6.0121
20190503:0310,0.8954,3.9237,5.9281
20190503:0410,0.909,4.0725,6.018
20190503:0510,0.947,4.2543,6.2699
20190503:0610,1.0837,4.8361,7.1745
20190503:0710,1.3115,6.168,8.6827
20190503:0810,1.5942,8.2322,10.5545
20190503:0910,1.9386,9.808,12.8346
20190503:1010,2.1555,10.101,14.2706
20190503:1110,2.2648,10.233,14.9947
20190503:1210,2.2792,9.5204,15.09
20190503:1310,2.2204,8.6765,14.7003
20190503:1410,2.2318,9.5137,14.7759
20190503:1510,2.122,9.3456,14.0487
20190503:1610,2.0398,8.8889,13.5048
20190503:1710,1.9606,7.4584,12.9805
20190503:1810,1.9267,6.4351,12.756
20190503:1910,1.815,5.6064,12.0165
20190503:2010,1.6269,4.7933,10.7712
20190503:2110,1.471,4.3756,9.7391
20190503:2210,1.3379,4.045,8.8575
20190503:2310,1.1899,3.8624,7.8781
20190504:0010,1.0394,3.8162,6.8812
20190504:0110,0.9542,3.7922,6.3175
20190504:0210,0.9193,3.8756,6.0862
20190504:0310,0.9015,3.9722,5.9685
20190504:0410,0.9018,3.918,5.9702
20190504:0510,0.9206,4.0817,6.0948
20190504:0610,1.0098,4.3408,6.6856
20190504:0710,1.1397,4.7405,7.5453
20190504:0810,1.2663,5.4518,8.3839
20190504:0910,1.4119,5.543,9.3474
20190504:1010,1.5771,5.7705,10.4415
20190504:1110,1.6722,5.777,11.071
20190504:1210,1.6665,5.3843,11.0333
20190504:1310,1.6236,5.1947,10.7496
20190504:1410,1.5804,4.929,10.4635
20190504:1510,1.51,4.7273,9.9975
20190504:1610,1.4603,4.63,9.6682
20190504:1710,1.4673,4.5072,9.7145
20190504:1810,1.5315,4.3482,10.1396
20190504:1910,1.5277,4.1668,10.1143
20190504:2010,1.4413,3.8752,9.5425
20190504:2110,1.3992,3.8439,9.2638
20190504:2210,1.3209,3.6086,8.7452
20190504:2310,1.2072,3.5867,7.9923
20190505:0010,1.0678,3.5075,7.0692
20190505:0110,0.9679,3.432,6.4084
20190505:0210,0.9237,3.3866,6.1157
20190505:0310,0.8969,3.4073,5.938
20190505:0410,0.8907,3.3967,5.897
20190505:0510,0.9027,3.4693,5.9764
20190505:0610,0.9612,3.651,6.3637
20190505:0710,1.0106,3.7518,6.6912
20190505:0810,1.0892,3.9074,7.2115
20190505:0910,1.1937,4.0509,7.9033
20190505:1010,1.3405,4.3124,8.8748
20190505:1110,1.4414,4.3354,9.543
20190505:1210,1.479,4.2726,9.7922
20190505:1310,1.4545,4.1922,9.6296
20190505:1410,1.4333,4.1013,9.4896
20190505:1510,1.3809,4.0767,9.1425
20190505:1610,1.3324,4.0689,8.8216
20190505:1710,1.318,4.0241,8.7263
20190505:1810,1.385,4.0256,9.1697
20190505:1910,1.3958,3.9594,9.241
20190505:2010,1.3159,3.8503,8.7119
20190505:2110,1.2774,3.8076,8.4573
20190505:2210,1.2055,3.7019,7.9815
20190505:2310,1.1001,3.6502,7.2834
20190506:0010,0.9762,3.7229,6.4631
20190506:0110,0.9235,3.7233,6.1144
20190506:0210,0.8975,3.828,5.942
20190506:0310,0.8993,3.8283,5.9537
20190506:0410,0.9122,4.0592,6.0392
20190506:0510,0.9517,4.1995,6.301
20190506:0610,1.0989,4.772,7.2756
20190506:0710,1.3408,6.1268,8.877
20190506:0810,1.6643,8.2867,11.0189
20190506:0910,2.0055,10.3442,13.2775
20190506:1010,2.228,10.7756,14.7509
20190506:1110,2.3489,10.5728,15.551
20190506:1210,2.3322,9.8023,15.4408
20190506:1310,2.2754,9.2971,15.0643
20190506:1410,2.2571,10.1749,14.9438
20190506:1510,2.1146,9.8797,14.0003
20190506:1610,2.0548,9.6064,13.604
20190506:1710,1.9924,8.0922,13.1909
20190506:1810,1.9136,6.6311,12.6695
20190506:1910,1.7752,5.9046,11.7527
20190506:2010,1.5703,5.0245,10.3961
20190506:2110,1.4186,4.6322,9.392
20190506:2210,1.285,4.2304,8.5077
20190506:2310,1.1485,4.0003,7.6036
20190507:0010,1.0158,4.0477,6.7251
20190507:0110,0.9407,4.033,6.2283
20190507:0210,0.9092,4.0343,6.0198
20190507:0310,0.9014,4.0851,5.9678
20190507:0410,0.9107,4.253,6.0297
20190507:0510,0.9555,4.4098,6.3257
20190507:0610,1.0976,4.9822,7.267
20190507:0710,1.3507,6.2128,8.9422
20190507:0810,1.6541,8.7806,10.9513
20190507:0910,1.9914,10.1934,13.1845
20190507:1010,2.2205,10.5232,14.7011
20190507:1110,2.3398,10.7289,15.4912
20190507:1210,2.3635,9.9377,15.648
