time,P,G(i),H_sun,T2m,WS10m,Int
20190316:1010,526.07,639.54,43.8,10.24,1.52,0.0
20190316:1110,509.38,621.66,46.21,11.29,1.66,0.0
20190316:1210,494.93,605.6,44.52,12.18,1.72,0.0
20190316:1310,415.84,510.39,39.13,12.59,1.72,0.0
20190316:1410,298.89,375.08,31.12,12.53,1.66,0.0
20190316:1510,160.12,223.18,21.46,12.41,1.59,0.0
20190316:1610,25.85,59.34,10.87,11.55,1.45,0.0
20190316:1710,0.0,0.0,0.0,10.32,1.24,0.0
20190316:1810,0.0,0.0,0.0,8.83,1.1,0.0
20190316:1910,0.0,0.0,0.0,7.67,0.9,0.0
20190316:2010,0.0,0.0,0.0,7.03,0.9,0.0
20190316:2110,0.0,0.0,0.0,6.67,0.83,0.0
20190316:2210,0.0,0.0,0.0,6.4,0.76,0.0
20190316:2310,0.0,0.0,0.0,6.6,0.69,0.0
20190317:0010,0.0,0.0,0.0,6.07,0.62,0.0
20190317:0110,0.0,0.0,0.0,5.59,0.41,0.0
20190317:0210,0.0,0.0,0.0,5.21,0.34,0.0
20190317:0310,0.0,0.0,0.0,4.85,0.21,0.0
20190317:0410,0.0,0.0,0.0,4.52,0.21,0.0
20190317:0510,0.0,0.0,0.0,4.1,0.14,0.0
20190317:0610,150.85,200.81,9.24,3.73,0.14,0.0
20190317:0710,350.38,423.41,19.96,5.37,0.48,0.0
20190317:0810,496.57,598.1,29.85,6.75,0.62,0.0
20190317:0910,585.78,713.19,38.25,8.47,0.97,0.0
20190317:1010,639.78,787.73,44.2,10.02,1.17,0.0
20190317:1110,635.09,784.77,46.61,11.43,1.38,0.0
20190317:1210,578.85,713.63,44.88,12.45,1.52,0.0
20190317:1310,488.02,601.8,39.45,12.99,1.59,0.0
20190317:1410,335.17,424.54,31.39,13.06,1.59,0.0
20190317:1510,163.61,237.77,21.7,12.75,1.59,0.0
20190317:1610,28.49,63.5,11.09,11.93,1.52,0.0
20190317:1710,0.0,0.0,0.0,10.52,1.31,0.0
20190317:1810,0.0,0.0,0.0,8.63,1.24,0.0
20190317:1910,0.0,0.0,0.0,7.51,1.03,0.0
20190317:2010,0.0,0.0,0.0,6.96,0.9,0.0
20190317:2110,0.0,0.0,0.0,6.25,0.9,0.0
20190317:2210,0.0,0.0,0.0,5.73,0.9,0.0
20190317:2310,0.0,0.0,0.0,5.52,0.76,0.0
20190318:0010,0.0,0.0,0.0,5.36,0.69,0.0
20190318:0110,0.0,0.0,0.0,6.69,0.55,0.0
20190318:0210,0.0,0.0,0.0,6.21,0.41,0.0
20190318:0310,0.0,0.0,0.0,5.75,0.34,0.0
20190318:0410,0.0,0.0,0.0,5.1,0.28,0.0
20190318:0510,0.0,0.0,0.0,4.42,0.48,0.0
20190318:0610,99.89,135.85,9.57,4.2,0.55,0.0
20190318:0710,280.84,339.93,20.29,6.2,0.76,0.0
20190318:0810,462.41,555.76,30.2,8.29,1.17,0.0
20190318:0910,580.14,705.02,38.63,9.92,1.52,0.0
20190318:1010,631.77,774.14,44.6,11.2,1.79,0.0
20190318:1110,631.51,775.67,47.01,12.19,2.0,0.0
20190318:1210,561.65,684.06,45.25,12.52,2.48,0.0
20190318:1310,255.51,315.44,39.77,12.34,2.41,0.0
20190318:1410,256.33,318.21,31.66,11.94,2.28,0.0
20190318:1510,87.03,118.97,21.94,11.4,2.07,0.0
20190318:1610,27.28,46.77,11.31,10.71,1.93,0.0
20190318:1710,0.0,0.0,0.0,9.63,1.59,0.0
20190318:1810,0.0,0.0,0.0,8.44,1.38,0.0
20190318:1910,0.0,0.0,0.0,6.62,1.1,0.0
20190318:2010,0.0,0.0,0.0,5.84,1.03,0.0
20190318:2110,0.0,0.0,0.0,5.19,1.1,0.0
20190318:2210,0.0,0.0,0.0,4.99,1.03,0.0
20190318:2310,0.0,0.0,0.0,4.84,1.31,0.0
20190319:0010,0.0,0.0,0.0,4.79,1.03,0.0
20190319:0110,0.0,0.0,0.0,4.58,1.03,0.0
20190319:0210,0.0,0.0,0.0,4.26,1.03,0.0
20190319:0310,0.0,0.0,0.0,3.99,0.83,0.0
20190319:0410,0.0,0.0,0.0,3.83,0.76,0.0
20190319:0510,0.0,0.0,0.0,3.41,0.76,0.0
20190319:0610,83.13,114.31,9.89,3.51,0.76,0.0
20190319:0710,174.45,214.91,20.63,4.89,0.9,0.0
20190319:0810,270.93,325.88,30.56,6.28,0.9,0.0
20190319:0910,307.21,371.03,39.01,7.69,0.9,0.0
20190319:1010,375.28,454.68,45.0,8.96,1.03,0.0
20190319:1110,147.38,188.08,47.4,10.24,1.66,0.0
20190319:1210,283.56,347.6,45.61,10.84,1.59,0.0
20190319:1310,376.51,459.91,40.08,11.2,1.52,0.0
20190319:1410,272.36,338.66,31.93,10.95,0.97,0.0
20190319:1510,126.72,166.12,22.17,10.24,0.83,0.0
20190319:1610,52.93,79.92,11.52,9.15,0.69,0.0
20190319:1710,0.0,0.0,0.0,8.08,0.62,0.0
20190319:1810,0.0,0.0,0.0,6.84,1.03,0.0
20190319:1910,0.0,0.0,0.0,5.62,1.38,0.0
20190319:2010,0.0,0.0,0.0,5.09,1.45,0.0
20190319:2110,0.0,0.0,0.0,4.38,1.45,0.0
20190319:2210,0.0,0.0,0.0,3.73,1.38,0.0
20190319:2310,0.0,0.0,0.0,3.37,1.45,0.0
20190320:0010,0.0,0.0,0.0,2.86,1.31,0.0
20190320:0110,0.0,0.0,0.0,2.05,1.38,0.0
20190320:0210,0.0,0.0,0.0,2.07,1.66,0.0
20190320:0310,0.0,0.0,0.0,1.93,1.66,0.0
20190320:0410,0.0,0.0,0.0,2.07,1.93,0.0
20190320:0510,0.0,0.0,0.0,2.11,2.0,0.0
20190320:0610,32.44,51.77,10.22,2.37,2.0,0.0
20190320:0710,128.4,161.11,20.97,3.13,2.07,0.0
20190320:0810,273.49,323.06,30.92,3.96,2.21,0.0
20190320:0910,387.35,455.74,39.39,5.38,2.28,0.0
20190320:1010,285.39,341.92,45.4,6.86,2.34,0.0
20190320:1110,538.21,641.07,47.8,7.45,2.34,0.0
20190320:1210,465.97,556.98,45.97,8.23,2.21,0.0
20190320:1310,406.59,486.82,40.4,8.17,2.14,0.0
20190320:1410,324.99,396.52,32.2,7.89,2.14,0.0
20190320:1510,176.98,239.22,22.41,7.33,2.0,0.0
20190320:1610,43.99,66.84,11.74,6.59,1.93,0.0
20190320:1710,0.0,0.0,0.0,5.51,1.86,0.0
20190320:1810,0.0,0.0,0.0,4.53,1.86,0.0
20190320:1910,0.0,0.0,0.0,3.14,1.93,0.0
20190320:2010,0.0,0.0,0.0,2.42,1.86,0.0
20190320:2110,0.0,0.0,0.0,1.84,1.79,0.0
20190320:2210,0.0,0.0,0.0,1.33,1.79,0.0
20190320:2310,0.0,0.0,0.0,0.81,1.79,0.0
20190321:0010,0.0,0.0,0.0,0.5,1.72,0.0
20190321:0110,0.0,0.0,0.0,0.2,1.72,0.0
20190321:0210,0.0,0.0,0.0,-0.23,1.72,0.0
20190321:0310,0.0,0.0,0.0,-0.57,1.72,0.0
20190321:0410,0.0,0.0,0.0,-0.87,1.79,0.0
20190321:0510,0.0,0.0,0.0,-1.31,1.86,0.0
20190321:0610,185.26,234.1,10.54,-0.56,1.72,0.0
20190321:0710,377.56,444.46,21.31,3.34,1.93,0.0
20190321:0810,518.28,610.98,31.27,6.05,2.14,0.0
20190321:0910,614.46,735.67,39.77,8.4,2.28,0.0
20190321:1010,651.02,790.69,45.8,10.22,2.21,0.0
20190321:1110,633.22,774.17,48.2,11.54,2.14,0.0
20190321:1210,610.18,747.43,46.33,12.46,2.07,0.0
20190321:1310,496.51,608.51,40.71,12.94,2.0,0.0
20190321:1410,345.23,432.95,32.46,12.83,2.07,0.0
20190321:1510,174.55,249.01,22.64,12.16,2.07,0.0
20190321:1610,35.47,74.98,11.95,10.79,1.86,0.0
20190321:1710,0.0,0.0,0.0,9.22,1.66,0.0
20190321:1810,0.0,0.0,0.0,7.44,1.59,0.0
20190321:1910,0.0,0.0,0.0,5.81,1.72,0.0
20190321:2010,0.0,0.0,0.0,4.45,1.72,0.0
20190321:2110,0.0,0.0,0.0,3.15,1.66,0.0
20190321:2210,0.0,0.0,0.0,2.15,1.59,0.0
20190321:2310,0.0,0.0,0.0,1.57,1.59,0.0
20190322:0010,0.0,0.0,0.0,1.26,1.59,0.0
20190322:0110,0.0,0.0,0.0,1.64,1.59,0.0
20190322:0210,0.0,0.0,0.0,1.45,1.66,0.0
20190322:0310,0.0,0.0,0.0,1.18,1.66,0.0
20190322:0410,0.0,0.0,0.0,1.0,1.66,0.0
20190322:0510,0.0,0.0,0.0,1.01,1.59,0.0
20190322:0610,184.73,234.67,10.87,1.63,1.45,0.0
20190322:0710,373.07,445.47,21.64,5.69,1.38,0.0
20190322:0810,516.66,621.57,31.63,9.17,1.66,0.0
20190322:0910,599.64,733.31,40.15,11.12,1.66,0.0
20190322:1010,624.78,774.13,46.2,12.65,1.59,0.0
20190322:1110,625.06,780.01,48.6,13.8,1.52,0.0
20190322:1210,604.64,755.24,46.7,14.55,1.45,0.0
20190322:1310,485.27,604.68,41.02,14.94,1.38,0.0
20190322:1410,346.84,441.05,32.73,14.95,1.38,0.0
20190322:1510,177.95,254.69,22.87,14.59,1.45,0.0
20190322:1610,34.22,76.71,12.17,13.68,1.24,0.0
20190322:1710,0.0,0.0,0.0,12.2,1.1,0.0
20190322:1810,0.0,0.0,0.0,9.74,1.1,0.0
20190322:1910,0.0,0.0,0.0,8.53,1.17,0.0
20190322:2010,0.0,0.0,0.0,7.72,1.17,0.0
20190322:2110,0.0,0.0,0.0,6.74,1.17,0.0
20190322:2210,0.0,0.0,0.0,5.38,1.24,0.0
20190322:2310,0.0,0.0,0.0,4.55,1.24,0.0
20190323:0010,0.0,0.0,0.0,4.67,1.1,0.0
20190323:0110,0.0,0.0,0.0,4.88,1.03,0.0
20190323:0210,0.0,0.0,0.0,4.24,1.17,0.0
20190323:0310,0.0,0.0,0.0,3.92,1.24,0.0
20190323:0410,0.0,0.0,0.0,3.87,1.24,0.0
20190323:0510,0.0,0.0,0.0,3.94,1.24,0.0
20190323:0610,179.77,230.17,11.19,3.85,1.17,0.0
20190323:0710,360.47,434.17,21.98,6.99,0.97,0.0
20190323:0810,523.11,640.36,31.99,11.23,1.1,0.0
20190323:0910,610.72,761.46,40.53,13.07,1.1,0.0
20190323:1010,645.04,817.24,46.6,14.5,0.97,0.0
20190323:1110,645.75,823.92,48.99,15.6,0.9,0.0
20190323:1210,603.72,766.07,47.06,16.32,1.03,0.0
20190323:1310,499.85,628.47,41.33,16.7,1.38,0.0
20190323:1410,352.5,451.25,32.99,16.69,1.59,0.0
20190323:1510,179.46,259.88,23.1,16.28,1.59,0.0
20190323:1610,32.43,77.43,12.38,15.36,1.17,0.0
20190323:1710,0.0,0.0,0.0,13.24,0.97,0.0
20190323:1810,0.0,0.0,0.0,12.81,0.83,0.0
20190323:1910,0.0,0.0,0.0,12.09,0.76,0.0
20190323:2010,0.0,0.0,0.0,11.05,0.9,0.0
20190323:2110,0.0,0.0,0.0,10.13,0.97,0.0
20190323:2210,0.0,0.0,0.0,9.35,1.03,0.0
20190323:2310,0.0,0.0,0.0,8.69,1.1,0.0
20190324:0010,0.0,0.0,0.0,8.03,1.1,0.0
20190324:0110,0.0,0.0,0.0,7.61,1.03,0.0
20190324:0210,0.0,0.0,0.0,7.22,0.97,0.0
20190324:0310,0.0,0.0,0.0,7.02,1.03,0.0
20190324:0410,0.0,0.0,0.0,6.94,1.03,0.0
20190324:0510,0.0,0.0,0.0,6.91,1.03,0.0
20190324:0610,208.05,268.51,11.52,7.03,0.97,0.0
20190324:0710,388.87,477.43,22.32,9.92,0.48,0.0
20190324:0810,516.72,648.86,32.34,13.5,0.21,0.0
20190324:0910,597.91,765.86,40.91,15.3,0.28,0.0
20190324:1010,642.37,829.54,47.0,16.45,0.55,0.0
20190324:1110,641.78,827.7,49.39,17.36,0.83,0.0
20190324:1210,605.56,774.5,47.41,17.97,1.1,0.0
20190324:1310,499.29,632.65,41.63,18.26,1.38,0.0
20190324:1410,353.97,455.55,33.25,18.17,1.66,0.0
20190324:1510,182.3,265.93,23.33,17.58,1.79,0.0
20190324:1610,37.64,83.31,12.59,16.57,1.38,0.0
20190324:1710,0.0,0.0,0.0,14.78,1.17,0.0
20190324:1810,0.0,0.0,0.0,13.6,0.97,0.0
20190324:1910,0.0,0.0,0.0,13.09,0.97,0.0
20190324:2010,0.0,0.0,0.0,12.07,0.76,0.0
20190324:2110,0.0,0.0,0.0,11.19,0.62,0.0
20190324:2210,0.0,0.0,0.0,10.43,0.48,0.0
20190324:2310,0.0,0.0,0.0,9.77,0.41,0.0
20190325:0010,0.0,0.0,0.0,9.22,0.41,0.0
20190325:0110,0.0,0.0,0.0,8.63,0.41,0.0
20190325:0210,0.0,0.0,0.0,8.21,0.41,0.0
20190325:0310,0.0,0.0,0.0,7.82,0.34,0.0
20190325:0410,0.0,0.0,0.0,7.54,0.28,0.0
20190325:0510,0.0,0.0,0.0,7.34,0.14,0.0
20190325:0610,199.45,258.11,11.84,7.37,0.14,0.0
20190325:0710,385.78,472.31,22.65,9.4,0.41,0.0
20190325:0810,518.81,637.24,32.7,12.02,1.1,0.0
20190325:0910,605.64,751.46,41.29,13.46,1.52,0.0
20190325:1010,651.95,814.84,47.4,14.46,1.79,0.0
20190325:1110,663.67,826.48,49.78,15.15,2.34,0.0
20190325:1210,621.03,766.52,47.77,15.34,2.76,0.0
20190325:1310,497.87,612.23,41.94,15.23,2.83,0.0
20190325:1410,364.83,458.03,33.51,14.81,2.76,0.0
20190325:1510,188.27,264.22,23.56,14.09,2.62,0.0
20190325:1610,38.31,84.47,12.8,12.99,1.93,0.0
20190325:1710,0.0,0.0,0.0,11.74,1.31,0.0
20190325:1810,0.0,0.0,0.0,9.64,1.1,0.0
20190325:1910,0.0,0.0,0.0,9.39,0.9,0.0
20190325:2010,0.0,0.0,0.0,9.06,0.83,0.0
20190325:2110,0.0,0.0,0.0,8.31,0.83,0.0
20190325:2210,0.0,0.0,0.0,7.66,0.76,0.0
20190325:2310,0.0,0.0,0.0,7.04,0.55,0.0
20190326:0010,0.0,0.0,0.0,6.57,0.34,0.0
20190326:0110,0.0,0.0,0.0,5.67,0.34,0.0
20190326:0210,0.0,0.0,0.0,5.1,0.62,0.0
20190326:0310,0.0,0.0,0.0,3.76,1.1,0.0
20190326:0410,0.0,0.0,0.0,2.65,1.31,0.0
20190326:0510,0.0,0.0,0.0,2.16,1.52,0.0
20190326:0610,10.09,22.89,12.17,3.2,1.79,0.0
20190326:0710,53.72,77.62,22.99,5.35,2.07,0.0
20190326:0810,166.51,206.01,33.05,6.18,2.21,0.0
20190326:0910,194.47,238.12,41.67,6.7,2.34,0.0
20190326:1010,229.9,278.83,47.8,7.13,2.48,0.0
20190326:1110,318.75,381.1,50.18,7.37,2.62,0.0
20190326:1210,312.4,374.03,48.13,7.7,2.76,0.0
20190326:1310,380.66,453.08,42.24,7.69,2.83,0.0
20190326:1410,234.19,284.05,33.77,7.08,2.62,0.0
20190326:1510,90.64,120.41,23.79,6.27,2.48,0.0
20190326:1610,6.64,17.91,13.01,5.32,2.34,0.0
20190326:1710,0.0,0.0,0.0,4.25,2.28,0.0
20190326:1810,0.0,0.0,0.0,3.35,2.14,0.0
20190326:1910,0.0,0.0,0.0,3.03,2.14,0.0
20190326:2010,0.0,0.0,0.0,2.59,2.07,0.0
20190326:2110,0.0,0.0,0.0,2.22,2.0,0.0
20190326:2210,0.0,0.0,0.0,2.03,1.93,0.0
20190326:2310,0.0,0.0,0.0,1.89,1.93,0.0
20190327:0010,0.0,0.0,0.0,1.7,1.72,0.0
20190327:0110,0.0,0.0,0.0,1.38,1.72,0.0
20190327:0210,0.0,0.0,0.0,1.31,1.72,0.0
20190327:0310,0.0,0.0,0.0,1.17,1.66,0.0
20190327:0410,0.0,0.0,0.0,1.19,1.72,0.0
20190327:0510,0.0,0.0,0.0,1.16,1.66,0.0
20190327:0610,118.17,151.5,12.49,1.38,2.0,0.0
20190327:0710,182.29,220.58,23.32,3.06,2.21,0.0
20190327:0810,133.27,167.18,33.41,4.1,2.21,0.0
20190327:0910,113.21,145.29,42.05,5.05,2.34,0.0
20190327:1010,390.22,461.35,48.2,5.81,2.34,0.0
20190327:1110,574.25,681.88,50.57,6.44,2.41,0.0
20190327:1210,617.85,734.22,48.48,6.71,2.41,0.0
20190327:1310,465.6,552.77,42.55,7.09,2.41,0.0
20190327:1410,353.42,426.38,34.03,6.85,2.21,0.0
20190327:1510,173.84,219.55,24.01,6.69,2.14,0.0
20190327:1610,39.31,60.7,13.22,6.03,2.07,0.0
20190327:1710,0.0,0.0,0.0,5.09,1.93,0.0
20190327:1810,0.0,0.0,0.0,4.14,1.79,0.0
20190327:1910,0.0,0.0,0.0,3.57,1.86,0.0
20190327:2010,0.0,0.0,0.0,2.67,1.72,0.0
20190327:2110,0.0,0.0,0.0,1.51,1.59,0.0
20190327:2210,0.0,0.0,0.0,0.38,1.66,0.0
20190327:2310,0.0,0.0,0.0,-0.35,1.66,0.0
20190328:0010,0.0,0.0,0.0,-0.89,1.66,0.0
20190328:0110,0.0,0.0,0.0,-1.22,1.72,0.0
20190328:0210,0.0,0.0,0.0,-1.3,1.72,0.0
20190328:0310,0.0,0.0,0.0,-1.65,1.79,0.0
20190328:0410,0.0,0.0,0.0,-1.86,1.79,0.0
20190328:0510,0.0,0.0,0.0,-1.73,1.79,0.0
20190328:0610,235.53,287.65,12.82,-0.15,1.93,0.0
20190328:0710,404.93,471.26,23.66,2.32,2.07,0.0
20190328:0810,558.84,652.99,33.76,4.27,2.34,0.0
20190328:0910,645.05,766.15,42.43,6.34,2.41,0.0
20190328:1010,691.12,833.14,48.6,7.68,2.21,0.0
20190328:1110,705.82,856.34,50.96,8.66,2.14,0.0
20190328:1210,643.19,775.74,48.84,9.3,2.34,0.0
20190328:1310,527.22,632.46,42.84,9.53,2.55,0.0
20190328:1410,385.44,470.43,34.28,9.21,2.48,0.0
20190328:1510,205.07,277.32,24.24,8.4,2.14,0.0
20190328:1610,42.86,92.32,13.42,7.4,2.0,0.0
20190328:1710,0.0,0.0,0.0,6.09,1.66,0.0
20190328:1810,0.0,0.0,0.0,4.65,1.59,0.0
20190328:1910,0.0,0.0,0.0,3.12,1.52,0.0
20190328:2010,0.0,0.0,0.0,1.26,1.45,0.0
20190328:2110,0.0,0.0,0.0,0.21,1.45,0.0
20190328:2210,0.0,0.0,0.0,-0.54,1.45,0.0
20190328:2310,0.0,0.0,0.0,-1.12,1.52,0.0
20190329:0010,0.0,0.0,0.0,-1.42,1.52,0.0
20190329:0110,0.0,0.0,0.0,-1.17,1.52,0.0
20190329:0210,0.0,0.0,0.0,-1.2,1.52,0.0
20190329:0310,0.0,0.0,0.0,-1.2,1.45,0.0
20190329:0410,0.0,0.0,0.0,-1.1,1.45,0.0
20190329:0510,0.0,0.0,0.0,-1.05,1.45,0.0
20190329:0610,252.32,307.96,13.14,-0.04,1.24,0.0
20190329:0710,444.18,524.81,23.99,4.35,1.45,0.0
20190329:0810,577.26,688.25,34.11,6.71,1.72,0.0
20190329:0910,671.04,813.54,42.81,8.27,1.79,0.0
20190329:1010,716.12,880.74,48.99,9.59,1.72,0.0
20190329:1110,717.29,879.76,51.35,10.61,2.21,0.0
20190329:1210,663.55,810.93,49.19,11.23,2.21,0.0
20190329:1310,544.61,662.23,43.14,11.48,2.21,0.0
20190329:1410,396.06,489.25,34.53,11.35,2.21,0.0
20190329:1510,209.41,288.8,24.46,10.84,1.93,0.0
20190329:1610,41.73,94.77,13.63,10.1,1.59,0.0
20190329:1710,1.87,9.91,2.51,9.02,1.17,0.0
20190329:1810,0.0,0.0,0.0,6.53,1.17,0.0
20190329:1910,0.0,0.0,0.0,5.81,1.17,0.0
20190329:2010,0.0,0.0,0.0,5.11,1.17,0.0
20190329:2110,0.0,0.0,0.0,4.83,1.1,0.0
20190329:2210,0.0,0.0,0.0,4.26,1.03,0.0
20190329:2310,0.0,0.0,0.0,3.37,1.03,0.0
20190330:0010,0.0,0.0,0.0,2.67,1.03,0.0
20190330:0110,0.0,0.0,0.0,2.34,0.97,0.0
20190330:0210,0.0,0.0,0.0,2.13,1.03,0.0
20190330:0310,0.0,0.0,0.0,1.97,1.1,0.0
20190330:0410,0.0,0.0,0.0,1.95,1.1,0.0
20190330:0510,0.0,0.0,0.0,2.0,1.1,0.0
20190330:0610,248.64,306.53,13.46,2.43,0.97,0.0
20190330:0710,435.34,520.62,24.32,5.4,0.69,0.0
20190330:0810,558.4,682.59,34.46,9.51,0.83,0.0
20190330:0910,636.45,795.92,43.18,11.27,0.69,0.0
20190330:1010,675.08,863.04,49.39,12.78,0.41,0.0
20190330:1110,675.46,871.69,51.74,13.94,0.28,0.0
20190330:1210,627.76,804.63,49.54,14.79,0.34,0.0
20190330:1310,518.94,656.17,43.44,15.3,0.55,0.0
20190330:1410,380.34,485.98,34.78,15.49,0.55,0.0
20190330:1510,204.35,287.82,24.68,15.27,0.55,0.0
20190330:1610,43.3,97.81,13.83,14.57,0.41,0.0
20190330:1710,2.82,11.89,2.72,13.48,0.21,0.0
20190330:1810,0.0,0.0,0.0,12.17,0.0,0.0
20190330:1910,0.0,0.0,0.0,10.72,0.07,0.0
20190330:2010,0.0,0.0,0.0,9.71,0.14,0.0
20190330:2110,0.0,0.0,0.0,8.86,0.41,0.0
20190330:2210,0.0,0.0,0.0,8.09,0.48,0.0
20190330:2310,0.0,0.0,0.0,7.5,0.48,0.0
20190331:0010,0.0,0.0,0.0,7.05,0.41,0.0
20190331:0110,0.0,0.0,0.0,7.07,0.34,0.0
20190331:0210,0.0,0.0,0.0,6.83,0.34,0.0
20190331:0310,0.0,0.0,0.0,6.61,0.41,0.0
20190331:0410,0.0,0.0,0.0,6.38,0.55,0.0
20190331:0510,1.94,9.95,2.66,6.15,0.69,0.0
20190331:0610,239.34,299.75,13.78,6.24,0.83,0.0
20190331:0710,423.49,514.33,24.65,8.15,0.41,0.0
20190331:0810,540.09,672.87,34.81,12.49,0.48,0.0
20190331:0910,615.42,785.38,43.55,14.22,0.34,0.0
20190331:1010,656.43,850.72,49.78,15.52,0.34,0.0
20190331:1110,662.6,860.73,52.13,16.49,0.48,0.0
20190331:1210,604.68,775.74,49.88,17.12,0.76,0.0
20190331:1310,507.88,643.76,43.73,17.46,1.03,0.0
20190331:1410,373.35,478.38,35.03,17.5,1.03,0.0
20190331:1510,206.29,291.88,24.9,16.56,1.24,0.0
20190331:1610,48.82,102.69,14.04,15.58,0.97,0.0
20190331:1710,2.81,11.89,2.92,14.13,0.55,0.0
20190331:1810,0.0,0.0,0.0,13.42,0.34,0.0
20190331:1910,0.0,0.0,0.0,12.23,0.41,0.0
20190331:2010,0.0,0.0,0.0,11.23,0.41,0.0
20190331:2110,0.0,0.0,0.0,10.42,0.28,0.0
20190331:2210,0.0,0.0,0.0,9.85,0.07,0.0
20190331:2310,0.0,0.0,0.0,9.41,0.21,0.0
20190401:0010,0.0,0.0,0.0,9.02,0.48,0.0
20190401:0110,0.0,0.0,0.0,8.86,0.69,0.0
20190401:0210,0.0,0.0,0.0,8.6,0.97,0.0
20190401:0310,0.0,0.0,0.0,8.42,1.03,0.0
20190401:0410,0.0,0.0,0.0,8.17,1.03,0.0
20190401:0510,4.19,15.0,2.98,7.91,0.97,0.0
20190401:0610,246.13,309.66,14.1,7.95,0.9,0.0
20190401:0710,419.94,512.34,24.98,9.77,0.62,0.0
20190401:0810,543.29,680.49,35.16,13.95,0.62,0.0
20190401:0910,633.43,813.12,43.93,15.44,0.48,0.0
20190401:1010,666.73,870.53,50.17,16.55,0.34,0.0
20190401:1110,652.77,852.81,52.52,17.4,0.41,0.0
20190401:1210,586.07,761.41,50.23,17.9,0.28,0.0
20190401:1310,458.19,586.79,44.02,18.14,0.41,0.0
20190401:1410,350.66,453.08,35.28,17.88,0.14,0.0
20190401:1510,204.34,283.21,25.11,17.44,0.14,0.0
20190401:1610,73.88,116.24,14.24,16.43,0.21,0.0
20190401:1710,2.78,11.89,3.12,15.38,0.14,0.0
20190401:1810,0.0,0.0,0.0,14.17,0.14,0.0
20190401:1910,0.0,0.0,0.0,13.39,0.14,0.0
20190401:2010,0.0,0.0,0.0,12.46,0.14,0.0
20190401:2110,0.0,0.0,0.0,11.69,0.14,0.0
20190401:2210,0.0,0.0,0.0,11.05,0.34,0.0
20190401:2310,0.0,0.0,0.0,10.54,0.55,0.0
20190402:0010,0.0,0.0,0.0,10.07,0.55,0.0
20190402:0110,0.0,0.0,0.0,9.74,0.62,0.0
20190402:0210,0.0,0.0,0.0,9.43,0.69,0.0
20190402:0310,0.0,0.0,0.0,9.18,0.69,0.0
20190402:0410,0.0,0.0,0.0,8.96,0.62,0.0
20190402:0510,1.41,8.96,3.29,8.79,0.62,0.0
20190402:0610,65.9,93.55,14.41,8.95,0.55,0.0
20190402:0710,209.48,262.15,25.3,11.11,0.14,0.0
20190402:0810,402.8,498.05,35.5,13.44,0.69,0.0
20190402:0910,479.45,598.12,44.3,14.97,1.1,0.0
20190402:1010,483.37,606.26,50.56,15.77,1.24,0.0
20190402:1110,514.13,644.78,52.9,16.09,1.59,0.0
20190402:1210,378.91,473.15,50.57,16.4,1.86,0.0
20190402:1310,380.3,472.1,44.31,15.44,1.93,0.0
20190402:1410,260.75,326.05,35.52,13.6,1.31,0.0
20190402:1510,162.15,210.7,25.33,13.05,0.69,0.0
20190402:1610,72.59,105.68,14.44,12.62,0.76,0.0
20190402:1710,1.83,9.91,3.32,12.03,0.83,0.0
20190402:1810,0.0,0.0,0.0,10.47,0.9,0.0
20190402:1910,0.0,0.0,0.0,9.32,1.03,0.0
20190402:2010,0.0,0.0,0.0,8.75,0.97,0.0
20190402:2110,0.0,0.0,0.0,8.22,0.97,0.0
20190402:2210,0.0,0.0,0.0,7.92,0.97,0.0
20190402:2310,0.0,0.0,0.0,7.5,0.9,0.0
20190403:0010,0.0,0.0,0.0,7.35,0.83,0.0
20190403:0110,0.0,0.0,0.0,6.6,0.76,0.0
20190403:0210,0.0,0.0,0.0,6.29,0.69,0.0
20190403:0310,0.0,0.0,0.0,5.88,0.62,0.0
20190403:0410,0.0,0.0,0.0,5.4,0.62,0.0
20190403:0510,9.06,23.03,3.61,5.17,0.69,0.0
20190403:0610,226.73,281.35,14.73,5.28,0.62,0.0
20190403:0710,334.69,401.51,25.63,7.16,0.9,0.0
20190403:0810,510.14,612.54,35.84,8.46,1.45,0.0
20190403:0910,471.89,567.41,44.66,9.45,2.0,0.0
20190403:1010,256.51,313.89,50.95,10.12,2.14,0.0
20190403:1110,175.67,219.92,53.29,9.75,2.14,0.0
20190403:1210,223.95,275.51,50.92,9.13,1.59,0.0
20190403:1310,144.94,184.1,44.6,8.63,1.45,0.0
20190403:1410,80.01,109.46,35.77,8.52,1.38,0.0
20190403:1510,34.78,55.73,25.54,8.27,1.38,0.0
20190403:1610,50.6,74.91,14.64,7.67,1.24,0.0
20190403:1710,0.52,6.93,3.52,7.17,1.31,0.0
20190403:1810,0.0,0.0,0.0,6.79,0.97,0.0
20190403:1910,0.0,0.0,0.0,6.5,0.9,0.0
20190403:2010,0.0,0.0,0.0,6.17,0.76,0.0
20190403:2110,0.0,0.0,0.0,6.03,0.76,0.0
20190403:2210,0.0,0.0,0.0,5.83,0.83,0.0
20190403:2310,0.0,0.0,0.0,5.94,0.9,0.0
20190404:0010,0.0,0.0,0.0,5.86,0.83,0.0
20190404:0110,0.0,0.0,0.0,5.71,0.83,0.0
20190404:0210,0.0,0.0,0.0,5.62,0.97,0.0
20190404:0310,0.0,0.0,0.0,5.47,0.97,0.0
